index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate
11,gloomy days in the oil patch but some see a glimmer of light the new york times,1,gloomy days in the oil patch but some see a glimmer of light the new york times,1,1,0.9736842105263158,"['republicans now marching with trump ', 'former student accuses trump in killings ', 'republicans us marching with trump ', 'former clinton foundation ceo begging ', 'gloomy days in the oil patch but some see a glimmer of light the new york times']","['5 ways netflix tricks you into watching ', 'few migrants from caravan allowed to ', 'e p a workers try to block pruitt in ', '‘ jeopardy ’ champion dies before she ', 'russia announces plans for catastrophic ']","{'trump': 0.1111111111111111, 'republicans': 0.07407407407407407, 'marching': 0.07407407407407407, 'former': 0.07407407407407407, 'student': 0.037037037037037035}","{'5': 0.043478260869565216, 'ways': 0.043478260869565216, 'netflix': 0.043478260869565216, 'tricks': 0.043478260869565216, 'watching': 0.043478260869565216}",0.05459761619567871
12,prescription drugs time to “just say no”,1,prescription drugs time to “just say no”,0,0,1.0,"['house dems repoedly plan to release ', 'fox news repoer sarah huckabee sanders ', 'colbe wants to turn nyc into a new ', 'southern leader who said abused women ', 'cohen denies repo that mueller has ']","['alarmist repo eah to lose 67 of wildlife ', 'youtube ’ s neighbors send stirring ', 'michael keaton ends kent state commencement ', 'colbe mocks trump s failing to stand ', 'hey trump suppoers robe de niro is ']","{'house': 0.04, 'dems': 0.04, 'repoedly': 0.04, 'plan': 0.04, 'release': 0.04}","{'trump': 0.07142857142857142, 'alarmist': 0.03571428571428571, 'repo': 0.03571428571428571, 'eah': 0.03571428571428571, 'lose': 0.03571428571428571}",0.06791377067565918
13,pop warner is facing a class action lawsuit over concussions the new york times,1,pop warner is facing a class action lawsuit over concussions the new york times,1,1,0.9868421052631579,"['meditation is like a human s way of ', 'free energy eah battery based on the ', 'jordan peele buzzfeed create fake news ', 'republicans us shoot themselves in ', 'top 10 scary list ghosts replaced by ']","['few lawmakers seem concerned with the ', 'russia to expel u s diplomats shut ', 'harvey weinstein gets oscar boost after ', 'jordan peele s new nightmare is coming ', 'jack johnson was pardoned but taboo ']","{'meditation': 0.041666666666666664, 'like': 0.041666666666666664, 'human': 0.041666666666666664, 'way': 0.041666666666666664, 'free': 0.041666666666666664}","{'lawmakers': 0.045454545454545456, 'seem': 0.045454545454545456, 'concerned': 0.045454545454545456, 'russia': 0.045454545454545456, 'expel': 0.045454545454545456}",0.08343839645385742
14,the real revolution is already here,1,the real revolution is already here,0,0,0.9863013698630136,"['the real revolution is already here', 'trump says he ll meet with kim head ', 'trump throws away his regurgitates ', 'the fbi has why it is not not a presidency ', 'snowden reveals how easy it is to hack ']","['trump attacks mccabe comey and their ', 'trump s fbi attacks in leave supreme ', 'the fbi intervenes james comey and ', 'trump vaccines cause autism and will ', 'trump continues attack on top dem i ']","{'trump': 0.1111111111111111, 'real': 0.05555555555555555, 'revolution': 0.05555555555555555, 'already': 0.05555555555555555, 'says': 0.05555555555555555}","{'trump': 0.18181818181818182, 'attacks': 0.09090909090909091, 'comey': 0.09090909090909091, 'fbi': 0.09090909090909091, 'mccabe': 0.045454545454545456}",0.2509911060333252
15,in chicago teachers and black lives matter activists paner to build a bigger movement,1,in chicago teachers and black lives matter activists paner to build a bigger movement,0,0,0.9914529914529915,"['repo fbi director will take pick for ', 'repo fbi who said would have probe ', 'a candidate rises on vows to control ', 'repo fbi has a facial recognition database ', 'repo pro common jeb bush former staffer ']","['how a simon brought the glorious of ', 'repo fbi director will take pick who ', 'repo fbi will be any despite but ex ', 'repo fbi director will facial recognition ', 'former fbi accuses trump calls lawyer ']","{'repo': 0.15384615384615385, 'fbi': 0.11538461538461539, 'director': 0.038461538461538464, 'take': 0.038461538461538464, 'pick': 0.038461538461538464}","{'fbi': 0.17391304347826086, 'repo': 0.13043478260869565, 'director': 0.08695652173913043, 'simon': 0.043478260869565216, 'brought': 0.043478260869565216}",0.12750720977783203
16,victoria beckham and shaq spoof sharknado in the weirdest reboot yet,0,victoria beckham and shaq spoof sharknado in the weirdest reboot yet,0,0,0.9761904761904762,"['russia to expel u s diplomats shut ', 'these old marijuana movie posters may ', 'democrats push to be included in classified ', 'harvey weinstein turns himself in to ', 'democrats to win pennsylvania district ']","['france ’ s overseas territories kick ', 'thousands of appear at site of standing ', 'youtube ’ s neighbors send stirring ', 'u s admits in syria meant to hit isis ', 'top post nominee ‘ obama ’ at for christian ']","{'democrats': 0.1, 'russia': 0.05, 'expel': 0.05, 'u': 0.05, 'diplomats': 0.05}","{'’': 0.1111111111111111, 'france': 0.037037037037037035, 'overseas': 0.037037037037037035, 'territories': 0.037037037037037035, 'kick': 0.037037037037037035}",0.06102633476257324
17,re trump tells media secret obama story behind 2016 election,1,re trump tells media secret obama story behind 2016 election,1,1,0.963855421686747,"['former fbi accuses trump andrew accuses ', 'new han solo trailer features a twist ', 'trump continues attack on top dem i ', 're trump tells media secret obama story behind 2016 election', 'trump claims said to be able to hit ']","['gop state senator thinks laws created ', 'michael moore admits no women ever ', 'russia to expel u s diplomats shut ', 'that time david duchovny talked about ', 'how to hit sinclair where it hus according ']","{'trump': 0.12903225806451613, 'accuses': 0.06451612903225806, 'former': 0.03225806451612903, 'fbi': 0.03225806451612903, 'andrew': 0.03225806451612903}","{'gop': 0.041666666666666664, 'state': 0.041666666666666664, 'senator': 0.041666666666666664, 'thinks': 0.041666666666666664, 'laws': 0.041666666666666664}",0.06918072700500488
18,renee zellweger is judy garland in first look at upcoming biopic,0,renee zellweger is judy garland in first look at upcoming biopic,0,0,0.9662921348314607,"['last known person born in the 19th ', 'stephen colbe wants mueller to give ', 'broad city star her sexuality i kind ', 'michael cohen repoedly paid 600 000 ', 'senate cou pick who said planned parenthood ']","['hey msm illegal alien suppoer makes ', 'israeli soccer team beitar jerusalem ', 'remy ma explains the impoance of melanin ', 'stephen colbe ’ s trump governor awork ', 'colbe mocks trump s failing to stand ']","{'last': 0.037037037037037035, 'known': 0.037037037037037035, 'person': 0.037037037037037035, 'born': 0.037037037037037035, '19th': 0.037037037037037035}","{'colbe': 0.07692307692307693, 'trump': 0.07692307692307693, 'hey': 0.038461538461538464, 'msm': 0.038461538461538464, 'illegal': 0.038461538461538464}",0.06886100769042969
19,buzzer beater gives notre dame win over mississippi state in 2018 national championship,0,buzzer beater gives notre dame win over mississippi state in 2018 national championship,0,0,0.9662921348314607,"['stalking cheetahs give oblivious family ', 'senate passes equifax a favor to a ', 'r kelly says the time s up campaign ', 'colbe mocks giuliani for failing trump ', 'r kelly accusers to be had to ask permission ']","['138 were killed last year in record ', 'r kelly says the time s up on guns ', 'tim kaine clinton email announcement ', 'r kelly says the time s up on people ', 'launch protest against pope francis ']","{'r': 0.08333333333333333, 'kelly': 0.08333333333333333, 'stalking': 0.041666666666666664, 'cheetahs': 0.041666666666666664, 'give': 0.041666666666666664}","{'r': 0.08333333333333333, 'kelly': 0.08333333333333333, 'says': 0.08333333333333333, 'time': 0.08333333333333333, '138': 0.041666666666666664}",0.05911445617675781
20,player makes first contact with hidden aliens in ’elite dangerous’ breitba,1,player makes first contact with hidden aliens in ’elite dangerous’ breitba,1,1,0.9736842105263158,"['former clinton foundation ceo after ', 'repo fbi will be facial recognition ', 'conan o brien in on the royal wedding ', 'regardless of ‘ brexit ’ vote expes ', 'former trump accuses president of sexual ']","['bill kristol backs ’ deep state ’ over ', 'united bans many popular dog and cat ', 'noh korea says diplomat who defected ', 'former fbi deputy director andrew mccabe ', 'how to hit sinclair where it hus according ']","{'former': 0.08695652173913043, 'clinton': 0.043478260869565216, 'foundation': 0.043478260869565216, 'ceo': 0.043478260869565216, 'repo': 0.043478260869565216}","{'’': 0.07142857142857142, 'bill': 0.03571428571428571, 'kristol': 0.03571428571428571, 'backs': 0.03571428571428571, 'deep': 0.03571428571428571}",0.06058621406555176
21,hillary clintons election fraud finally exposed california stolen from bernie sanders,1,hillary clintons election fraud finally exposed california stolen from bernie sanders,1,1,0.9701492537313433,"['trump s doctor says trump basically ', 'fbi debunks hillary clinton conspiracy ', 'fbi debunks hillary clinton email trump ', 'how to wong foo paved the way for the ', 'fbi debunks hillary clinton s investigation ']","['fox news said sarah huckabee sanders ', 'new york city council launches probe ', 'supreme cou rules priests do not have ', 'fox news guest personally asks donald ', 'supreme cou to take hard look at paisan ']","{'trump': 0.12, 'fbi': 0.12, 'debunks': 0.12, 'hillary': 0.12, 'clinton': 0.12}","{'fox': 0.07142857142857142, 'news': 0.07142857142857142, 'supreme': 0.07142857142857142, 'cou': 0.07142857142857142, 'said': 0.03571428571428571}",0.05247044563293457
22,passengers on deadly southwest flight receive 5 000 checks,0,passengers on deadly southwest flight receive 5 000 checks,0,0,0.975609756097561,"['pulse survivor to appear at event touting ', 'known man in america says he a a day ', 'passengers on deadly southwest flight receive 5 000 checks', 'gop food stamp bill might be harsh ', 'fox news guest personally asks donald ']","['sweden just made a staling confession ', 'us on outrage over white role explains ', '13 reasons why goes beyond the tapes ', 'former clinton foundation ceo begging ', 'fbi debunks hillary clinton s ‘ trump ']","{'pulse': 0.03333333333333333, 'survivor': 0.03333333333333333, 'appear': 0.03333333333333333, 'event': 0.03333333333333333, 'touting': 0.03333333333333333}","{'clinton': 0.08, 'sweden': 0.04, 'made': 0.04, 'staling': 0.04, 'confession': 0.04}",0.06468653678894043
23,russia china japan south korea planning solar wind energy super grid,1,russia china japan south korea planning solar wind energy super grid,1,1,0.961038961038961,"['russia may shoot themselves in ‘ llama ', 'russia us us as election in in senate ', 'russia china japan south korea planning solar wind energy super grid', 'noh korea accuses cia for death of ', 'russia may shoot themselves in the ']","['after campaign exit manafo borrowed ', 'at town halls doses of fury and a bottle ', 'wikipedia founder ‘ moved on ’ for ', 'e p a workers try to block pruitt in ', 'republicans got with gerrymandering ']","{'russia': 0.13793103448275862, 'may': 0.06896551724137931, 'shoot': 0.06896551724137931, 'us': 0.06896551724137931, 'korea': 0.06896551724137931}","{'campaign': 0.043478260869565216, 'exit': 0.043478260869565216, 'manafo': 0.043478260869565216, 'borrowed': 0.043478260869565216, 'town': 0.043478260869565216}",0.05513334274291992
24,the trailer for matt bomer s controversial transgender movie is here,0,the trailer for matt bomer s controversial transgender movie is here,0,0,0.9857142857142858,"['the trailer for matt bomer s controversial transgender movie is here', 'watch blue bid 000 on a like it s no ', 'former fbi deputy director andrew mccabe ', 'donald trump is now freedom for your ', 'how to hit sinclair where it hus according ']","['the fundamentals will push gold silver ', 'donald trump deutsche bank did not ', 'u s accuses chinese jet of too close ', 'michael moore bringing trump hate to ', 'trump s doctor says trump basically ']","{'trailer': 0.043478260869565216, 'matt': 0.043478260869565216, 'bomer': 0.043478260869565216, 'controversial': 0.043478260869565216, 'transgender': 0.043478260869565216}","{'trump': 0.17391304347826086, 'fundamentals': 0.043478260869565216, 'push': 0.043478260869565216, 'gold': 0.043478260869565216, 'silver': 0.043478260869565216}",0.07685995101928711
25,michelle wolf s netflix show trailer came out this weekend too,0,michelle wolf s netflix show trailer came out this weekend too,0,0,1.0,"['trump s pick for cia director won t ', 'donald trump is now freedom for your ', 'gop congresswoman blames deep state ', 'new york city council launches probe ', 'new han solo trailer features a twist ']","['breaking clinton “ we re have to say ', 'breaking clinton – a russian database ', 'fox news said to settle group of lawsuits ', 'former mexican president vicente fox ', 'michael moore bringing trump hate to ']","{'trump': 0.08333333333333333, 'new': 0.08333333333333333, 'pick': 0.041666666666666664, 'cia': 0.041666666666666664, 'director': 0.041666666666666664}","{'breaking': 0.08, 'clinton': 0.08, 'fox': 0.08, '“': 0.04, 'say': 0.04}",0.05544924736022949
26,trump tells 57 000 honduran immigrants to leave or risk depoation,0,trump tells 57 000 honduran immigrants to leave or risk depoation,0,0,0.9891304347826086,"['trump tells 57 000 honduran immigrants to leave or risk depoation', 'trump says he ll t hate john fired ', 'john krasinski insisted deaf actress ', 'how to hit sinclair where it over according ', 'white house preps spending cuts bill ']","['fbi debunks hillary clinton conspiracy ', 'donald trump deutsche bank did not ', 'how to wong foo paved the only for ', 'trump claims said to be able to hit ', 'fbi debunks hillary clinton email trump ']","{'trump': 0.07142857142857142, 'john': 0.07142857142857142, 'tells': 0.03571428571428571, '57': 0.03571428571428571, '000': 0.03571428571428571}","{'trump': 0.13043478260869565, 'fbi': 0.08695652173913043, 'debunks': 0.08695652173913043, 'hillary': 0.08695652173913043, 'clinton': 0.08695652173913043}",0.0753476619720459
27,two u s soldiers killed in kentucky helicopter crash army,0,two u s soldiers killed in kentucky helicopter crash army,0,0,0.9743589743589743,"['these old marijuana movie posters may ', 'these could put you at risk for social ', '5 ways netflix tricks you into watching ', 'top post nominee ‘ ’ at for christian ', 'top 10 general pleads with troops not ']","['meet the people obama just gave the ', 'how sweetbitter captures the grit and ', 'rosenstein to republicans doj ‘ will ', 'u s election cycle offers kremlin a ', 'russia hands us its response to john ']","{'top': 0.08333333333333333, 'old': 0.041666666666666664, 'marijuana': 0.041666666666666664, 'posters': 0.041666666666666664, 'may': 0.041666666666666664}","{'meet': 0.047619047619047616, 'people': 0.047619047619047616, 'obama': 0.047619047619047616, 'gave': 0.047619047619047616, 'sweetbitter': 0.047619047619047616}",0.05876278877258301
28,rick and moy future still up in the air says co creator dan harmon,0,rick and moy future still up in the air says co creator dan harmon,0,0,0.9692307692307692,"['cou rules that a medical marijuana ', 'former student killed in sexual assault ', 'rick and moy future still up in the air says co creator dan harmon', 'former student foundation after begging ', 'cynthia nixon vows to keep fighting ']","['colbe mocks trump s bonkers for trump ', 'former student accuses trump in sexual ', 'rigged election hillary and trump caught ', 'watch james corden get smashed in the ', 'colbe s caoon trump gives the whca ']","{'former': 0.07142857142857142, 'student': 0.07142857142857142, 'cou': 0.03571428571428571, 'rules': 0.03571428571428571, 'medical': 0.03571428571428571}","{'trump': 0.2, 'colbe': 0.08, 'mocks': 0.04, 'bonkers': 0.04, 'former': 0.04}",0.048696041107177734
29,rudy giuliani reverses trump team s position says president can obstruct justice,0,rudy giuliani reverses trump team s position says president can obstruct justice,0,0,0.9746835443037974,"['giuliani calls comey a baby for defending ', 'rudy giuliani reverses trump team s position says president can obstruct justice', 'fox news guest personally asks donald ', 'former fbi deputy director andrew mccabe ', 'helen hunt has been working this whole ']","['comey memo trump floated idea of jailing ', 'breaking clinton was considering federal ', 'breaking clinton “ re we have to see ', 'former miss accuses trump of sexual ', 'former trump doctor accuses president ']","{'giuliani': 0.06451612903225806, 'calls': 0.03225806451612903, 'comey': 0.03225806451612903, 'baby': 0.03225806451612903, 'defending': 0.03225806451612903}","{'trump': 0.125, 'breaking': 0.08333333333333333, 'clinton': 0.08333333333333333, 'former': 0.08333333333333333, 'accuses': 0.08333333333333333}",0.0833122730255127
30,leaked email shows monsanto executive v p invited to hillraiser fundraiser to put clinton into the white house for monsanto s benefit,1,leaked email shows monsanto executive v p invited to hillraiser fundraiser to put clinton into the white house for monsanto s benefit,1,1,0.975,"['biden would ve beat the hell out of ', 'watch canadian crowd joins together ', 'video shows allegedly high after street ', 'breaking multiple victims shot near ', 'leaked email shows monsanto executive v p invited to hillraiser fundraiser to put clinton into the white house for monsanto s benefit']","['repo pro common jeb bush former staffer ', '2 senate to be a meeting for flip but ', 'federal cou says doesn t have had a ', 'federal cou says florida can hold off ', 'russian lawyer who met with kushner ']","{'shows': 0.05714285714285714, 'monsanto': 0.05714285714285714, 'biden': 0.02857142857142857, 'would': 0.02857142857142857, 'beat': 0.02857142857142857}","{'federal': 0.08695652173913043, 'cou': 0.08695652173913043, 'says': 0.08695652173913043, 'repo': 0.043478260869565216, 'pro': 0.043478260869565216}",0.05442094802856445
31,blake farenthold says he won t repay 84 000 sexual harassment settlement,0,blake farenthold says he won t repay 84 000 sexual harassment settlement,0,0,0.963855421686747,"['blake farenthold says he won t repay 84 000 sexual harassment settlement', 'tomi lahren hits back at genealogist ', 'giuliani says trump repaid lawyer for ', 'man dressed as elsa from frozen pushes ', 'colbe mocks giuliani s bonkers former ']","['southwest s tammie jo shults joins ', 'giuliani says trump lawyer michael ', 'fbi debunks hillary clinton s what ', 'gina haspel confirmed as cia director ', 'breaking obama “ we have had a major ']","{'says': 0.06896551724137931, 'giuliani': 0.06896551724137931, 'blake': 0.034482758620689655, 'farenthold': 0.034482758620689655, 'repay': 0.034482758620689655}","{'southwest': 0.043478260869565216, 'tammie': 0.043478260869565216, 'jo': 0.043478260869565216, 'shults': 0.043478260869565216, 'joins': 0.043478260869565216}",0.062058448791503906
32,shutting down speech by elizabeth warren g o p amplifies her message the new york times,1,shutting down speech by elizabeth warren g o p amplifies her message the new york times,1,1,0.9722222222222222,"['russia hands us its response to john ', 'former fbi accuses trump andrew lawyer ', 'former student accuses in in killings ', 'shutting down speech by elizabeth warren g o p amplifies her message the new york times', 'repo fbi director comey would stop ']","['russia to expel u s diplomats shut ', 'former fbi director director andrew ', 'robbin season s true criminal is revealed ', 'dozens dead after torrential rains ', 'high cou judges looking for a truss ']","{'former': 0.0625, 'fbi': 0.0625, 'accuses': 0.0625, 'russia': 0.03125, 'hands': 0.03125}","{'director': 0.08333333333333333, 'russia': 0.041666666666666664, 'expel': 0.041666666666666664, 'u': 0.041666666666666664, 'diplomats': 0.041666666666666664}",0.05476713180541992
33,clinton campaign was warned that turkey’s erdogan was attempting to buy favor,1,clinton campaign was warned that turkey’s erdogan was attempting to buy favor,1,1,0.9719626168224299,"['opinion hillary is the whore of babylon ', 'u s admits in syria meant to hit isis ', 'if trump tweets it is it news a quandary ', 'watch more americans make trump will ', 'former fbi accuses trump calls president ']","['try not to cry watching david beckham ', 'celebrities take to the streets social ', 'michael moore admits no women ever ', 'spirit cooking only the sta to hillary ', 'watch blue bid 000 on a time to they ']","{'trump': 0.125, 'opinion': 0.041666666666666664, 'hillary': 0.041666666666666664, 'whore': 0.041666666666666664, 'babylon': 0.041666666666666664}","{'try': 0.043478260869565216, 'cry': 0.043478260869565216, 'watching': 0.043478260869565216, 'david': 0.043478260869565216, 'beckham': 0.043478260869565216}",0.0697624683380127
34,stephen colbe thinks he knows what dating app mike pence would use and it s hilarious,0,stephen colbe thinks he knows what dating app mike pence would use and it s hilarious,0,0,0.96,"['black teen nearly shot after knocking ', 'bill gates says trump didn t know the ', 'eve says janet jackson took care of ', 'palace continuing to let prince philip ', 'woman who sent 65 000 texts to first ']","['sean spicer inaccurately claims paul ', 'tomi lahren claims low skilled immigrants ', '17 children s books to read to your ', 'oregon gov will say no ground to hillary ', 'trevor noah breaks down the major flaw ']","{'says': 0.07407407407407407, 'black': 0.037037037037037035, 'teen': 0.037037037037037035, 'nearly': 0.037037037037037035, 'shot': 0.037037037037037035}","{'claims': 0.08, 'sean': 0.04, 'spicer': 0.04, 'inaccurately': 0.04, 'paul': 0.04}",0.030758380889892578
