index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate
10,congressman proposes national surveillance program after trump meeting the new york times,1,french presidential candidate vows ,1,1,0.9615384615384616,"['top 10 general pleads with troops not ', 'known man in america says he a a day ', 'ryan zinke and the tale of two fish ', 'former trump doctor accuses president ', 'syrian warn us turkey can ’ t be in ']","['weird al yankovic just made history ', 'russia to expel u s diplomats shut ', 'republicans now marching with trump ', 'harvey weinstein turns himself in to ', 'rosenstein personally off on the raid ']","{'top': 0.04, '10': 0.04, 'general': 0.04, 'pleads': 0.04, 'troops': 0.04}","{'weird': 0.05263157894736842, 'al': 0.05263157894736842, 'yankovic': 0.05263157894736842, 'made': 0.05263157894736842, 'history': 0.05263157894736842}",0.05104875564575195
11,gloomy days in the oil patch but some see a glimmer of light the new york times,1,after fo lauderdale shooting rumor ,0,0,0.9714285714285714,"['former us accuses trump s accuses of ', 'former student accuses its in killings ', 'repo fbi director will be germany into ', '‘ us founder ’ burgers fries and their ', 'repo 33 of jay z ’ s for 200 million ']","['5 ways to tricks you into watching ', 'in speech for fallen officers trump ', 'small town attack ’ african arab ’ ', '‘ us anti trump protests similar to ', 'new york city council launches probe ']","{'accuses': 0.11538461538461539, 'former': 0.07692307692307693, 'us': 0.07692307692307693, 'repo': 0.07692307692307693, '’': 0.07692307692307693}","{'trump': 0.07407407407407407, '’': 0.07407407407407407, '5': 0.037037037037037035, 'ways': 0.037037037037037035, 'tricks': 0.037037037037037035}",0.0472261905670166
12,prescription drugs time to “just say no”,1,rose mcgowan wishes harvey weinstein ,0,0,0.9767441860465116,"['fox news repoer personally asks over ', 'identity of michael cohen s mystery ', 'fox news said personally asks cuts ', 'man who dressed up as white house easter ', 'stephen colbe wants mueller to give ']","['supreme cou rules priests do not have ', 'kim cattrall offers cu response to ', '17 year old indigo child message to ', 'former clinton foundation ceo begging ', 'neil young chimes in on a crosby stills ']","{'fox': 0.08, 'news': 0.08, 'personally': 0.08, 'asks': 0.08, 'repoer': 0.04}","{'supreme': 0.04, 'cou': 0.04, 'rules': 0.04, 'priests': 0.04, 'kim': 0.04}",0.0644834041595459
13,pop warner is facing a class action lawsuit over concussions the new york times,1,rancher yearns for trump wall on us ,1,1,0.9620253164556962,"['top us general pleads with troops not ', 'meditation is like a human s way of ', 'few migrants have to open to mean sex ', 'democrats to win pennsylvania district ', 'launch protest against pope francis ']","['jordan peele buzzfeed create fake news ', 'harvey weinstein turns himself in to ', 'republicans may shoot themselves in ', 'late night writer s royal wedding is ', 'eagles of death metal singer does on ']","{'top': 0.047619047619047616, 'us': 0.047619047619047616, 'general': 0.047619047619047616, 'pleads': 0.047619047619047616, 'troops': 0.047619047619047616}","{'jordan': 0.047619047619047616, 'peele': 0.047619047619047616, 'buzzfeed': 0.047619047619047616, 'create': 0.047619047619047616, 'fake': 0.047619047619047616}",0.05528092384338379
14,the real revolution is already here,1,the real revolution is already here ,1,1,0.9801324503311258,"['trump says he ll t let in us video ', 'the media try blaming donald trump ', 'trump says he ll t sees for americans ', 'donald trump signs exit campaign against ', 'trump s tells to win cnn more than ']","['trump s travel ban faces supreme cou ', 'here are the movies coming to netflix ', 'trump s deputy director security adviser ', 'here are what everyone s let march ', 'trump s fbi director “ he probe fired ']","{'trump': 0.21739130434782608, 'says': 0.08695652173913043, 'donald': 0.08695652173913043, 'let': 0.043478260869565216, 'us': 0.043478260869565216}","{'trump': 0.13043478260869565, 'director': 0.08695652173913043, 'travel': 0.043478260869565216, 'ban': 0.043478260869565216, 'faces': 0.043478260869565216}",0.1737217903137207
15,in chicago teachers and black lives matter activists paner to build a bigger movement,1,in speech for fallen officers trump ,1,1,0.9902912621359223,"['5 bodies found off libya amid fears ', 'repo fbi who silk facial recognition ', 'former fbi accuses trump calls president ', 'repo fbi director will have have violated ', 'a candidate rises on vows to control ']","['how a simon brought the glorious of ', 'watch blue bid 000 on a time to donald ', 'repo 33 of jay z ’ s for million and ', '‘ things you comey ’ talks about after ', 'white house preps spending cuts cuts ']","{'fbi': 0.12, 'repo': 0.08, '5': 0.04, 'bodies': 0.04, 'found': 0.04}","{'’': 0.07692307692307693, 'cuts': 0.07692307692307693, 'simon': 0.038461538461538464, 'brought': 0.038461538461538464, 'glorious': 0.038461538461538464}",0.09115982055664062
16,victoria beckham and shaq spoof sharknado in the weirdest reboot yet,0,victoria beckham and spoof in the weirdest ,0,1,0.967391304347826,"['neil young chimes in on a crosby stills ', 'snowden reveals how easy it is to hack ', 'top 10 general pleads with troops at ', 'new york city council launches probe ', 'top post nominee ‘ ’ at for christian ']","['woman fired after off trump s sues ', 'u s accuses chinese jet of too close ', 'man who dressed up as white house easter ', 'no hours graduation ceremony for teen ', 'these old marijuana movie posters may ']","{'top': 0.07692307692307693, 'neil': 0.038461538461538464, 'young': 0.038461538461538464, 'chimes': 0.038461538461538464, 'crosby': 0.038461538461538464}","{'woman': 0.045454545454545456, 'fired': 0.045454545454545456, 'trump': 0.045454545454545456, 'sues': 0.045454545454545456, 'u': 0.045454545454545456}",0.0525059700012207
17,re trump tells media secret obama story behind 2016 election,1,trump admits to making something up ,1,1,0.975,"['trump claims said to settle group of ', 'fbi debunks hillary clinton conspiracy ', 'michael moore admits in cohen to revealed ', 'fbi debunks hillary clinton s ‘ trump ', 'opinion hillary is the whore of babylon ']","['gop leaders fine with trump bombing ', 'gop who thinks he their ‘ the gay says ', 'a tiny mocking voice rules donald trump ', 'what to watch on hulu that ’ s new ', 'supreme cou to take hard look at something ']","{'hillary': 0.12, 'trump': 0.08, 'fbi': 0.08, 'debunks': 0.08, 'clinton': 0.08}","{'gop': 0.07692307692307693, 'trump': 0.07692307692307693, 'leaders': 0.038461538461538464, 'fine': 0.038461538461538464, 'bombing': 0.038461538461538464}",0.057466745376586914
18,renee zellweger is judy garland in first look at upcoming biopic,0,hackers tried to breach a tennessee ,1,1,0.9894736842105263,"['republicans may shoot themselves in ', 'republicans fill cou seat they do to ', 'iraqi car bomb jaw dropping crisis ', 'eric greitens ’ team pushes for inquiry ', 'senate passes equifax a favor to erect ']","['christina aguilera s new single accelerate ', 'stephen colbe ’ s trump ban awork on ', 'mass protests lead armenian leader ', 'broad city star her sexuality i kind ', 'stephen colbe wants mueller to give ']","{'republicans': 0.08333333333333333, 'may': 0.041666666666666664, 'shoot': 0.041666666666666664, 'fill': 0.041666666666666664, 'cou': 0.041666666666666664}","{'stephen': 0.07692307692307693, 'colbe': 0.07692307692307693, 'christina': 0.038461538461538464, 'aguilera': 0.038461538461538464, 'new': 0.038461538461538464}",0.08465409278869629
19,buzzer beater gives notre dame win over mississippi state in 2018 national championship,0,buzzer beater gives notre dame win ,0,0,0.9873417721518988,"['r kelly says the time s up campaign ', 'senate passes bill to be give a memorial ', 'r kelly says the streets s prime minister ', 'r kelly says the time s up him on what ', 'r kelly says the time s up him just ']","['homeschool families targeted in district ', 'kathy griffin in tears at press conference ', 'tim kaine clinton email announcement ', 'shooting survivor to politicians we ', 'dhs head says she ’ s still of intel ']","{'r': 0.16666666666666666, 'kelly': 0.16666666666666666, 'says': 0.16666666666666666, 'time': 0.125, 'campaign': 0.041666666666666664}","{'homeschool': 0.043478260869565216, 'families': 0.043478260869565216, 'targeted': 0.043478260869565216, 'district': 0.043478260869565216, 'kathy': 0.043478260869565216}",0.0528104305267334
20,player makes first contact with hidden aliens in ’elite dangerous’ breitba,1,e p a workers try to block pruitt in ,0,0,0.958904109589041,"['south korea ’ s blacklist of aists ', 'in school nurse ’ s room tylenol bandages ', 'former student accuses trump in sexual ', 'dozens say christian leader made british ', 'e p a workers try to block pruitt in ']","['regardless of ‘ brexit ’ vote expes ', 'charged in terror plot against refugees ', 'bill cosby ’ s testimony on drugs can ', 'united bans many popular dog and cat ', 'russia vows to expand black list of ']","{'’': 0.07142857142857142, 'south': 0.03571428571428571, 'korea': 0.03571428571428571, 'blacklist': 0.03571428571428571, 'aists': 0.03571428571428571}","{'’': 0.07692307692307693, 'regardless': 0.038461538461538464, '‘': 0.038461538461538464, 'brexit': 0.038461538461538464, 'vote': 0.038461538461538464}",0.07190680503845215
21,hillary clintons election fraud finally exposed california stolen from bernie sanders,1,and jack s bonkers has people they ,0,0,0.9848484848484849,"['fbi has questions about michael cohen ', 'fox news repoer sarah huckabee sanders ', 'that time david duchovny talked about ', 'fbi debunks hillary clinton s russian ', 'man who dressed up as white house easter ']","['david calls on media to stop naming ', 'fbi debunks hillary clinton email investigation ', 'how to wong foo paved the way for the ', 'no charges but harsh criticism for ', 'fbi debunks hillary clinton s ‘ days ']","{'fbi': 0.08333333333333333, 'questions': 0.041666666666666664, 'michael': 0.041666666666666664, 'cohen': 0.041666666666666664, 'fox': 0.041666666666666664}","{'fbi': 0.08333333333333333, 'debunks': 0.08333333333333333, 'hillary': 0.08333333333333333, 'clinton': 0.08333333333333333, 'david': 0.041666666666666664}",0.05375266075134277
22,passengers on deadly southwest flight receive 5 000 checks,0,former brazilian president lula defies ,1,1,0.9506172839506173,"['russia vows to expand black list of ', 'man burns himself trying to sta fire ', 'cynthia nixon would rather be the good ', 'launch protest against pope francis ', 'five reasons why belief in authority ']","['man dressed as elsa from frozen pushes ', 'man dies after torrential head cause ', 'broad city star her sexuality i kind ', 'rose mcgowan wishes harvey weinstein ', '32 year old minor leaguer called up ']","{'russia': 0.043478260869565216, 'vows': 0.043478260869565216, 'expand': 0.043478260869565216, 'black': 0.043478260869565216, 'list': 0.043478260869565216}","{'man': 0.07692307692307693, 'dressed': 0.038461538461538464, 'elsa': 0.038461538461538464, 'frozen': 0.038461538461538464, 'pushes': 0.038461538461538464}",0.05281257629394531
23,russia china japan south korea planning solar wind energy super grid,1,china tries to censor ai victory over ,1,1,0.9692307692307692,"['republicans head into mid terms with ', 'russia may shoot themselves in ‘ foot ', 'canada and eu sign ‘ thoroughly undemocratic ', 'russia may shoot themselves in u u ', 'russia us expel u s diplomats shut ']","['clergy abuse victims took their stories ', 'russia may face u s diplomats shut ', 'russia may shoot themselves in u ban ', 'noh korea accuses diplomat who defected ', 'noh korea accuses diplomat of death ']","{'russia': 0.11538461538461539, 'u': 0.11538461538461539, 'may': 0.07692307692307693, 'shoot': 0.07692307692307693, '‘': 0.07692307692307693}","{'russia': 0.07692307692307693, 'may': 0.07692307692307693, 'u': 0.07692307692307693, 'noh': 0.07692307692307693, 'korea': 0.07692307692307693}",0.06493759155273438
24,the trailer for matt bomer s controversial transgender movie is here,0,the handmaid s tale showrunner wishes ,0,0,0.9710144927536232,"['trump to violate iran nuclear deal ', 'trump s doctor says trump basically ', 'trump s scottish golf reso pays women ', 'trump repoedly tells macron he s pulling ', 'trump says he ll meet with kim jong ']","['trump s israel for all but the medal ', 'trump 60 russians closes russian consulate ', 'trump s attempt to make an example ', 'a candidate rises on on control the ', 'trump admits to making something up ']","{'trump': 0.23076923076923078, 'says': 0.07692307692307693, 'violate': 0.038461538461538464, 'iran': 0.038461538461538464, 'nuclear': 0.038461538461538464}","{'trump': 0.2, 'israel': 0.05, 'medal': 0.05, '60': 0.05, 'russians': 0.05}",0.0685431957244873
25,michelle wolf s netflix show trailer came out this weekend too,0,fbi debunks hillary s conspiracy theory ,0,0,0.9583333333333334,"['breaking clinton “ “ we have more say ', 'trump s doctor says trump basically ', 'fox news guest personally asks donald ', 'donald trump adopts order tax cuts ', 'colbe mocks giuliani for failing tax ']","['breaking clinton “ re re ” about the ', 'breaking obama now considering maial ', 'donald trump is now freedom for your ', 'trump claims without evidence that ', 'fbi debunks hillary s conspiracy theory ']","{'trump': 0.1111111111111111, '“': 0.07407407407407407, 'donald': 0.07407407407407407, 'tax': 0.07407407407407407, 'breaking': 0.037037037037037035}","{'breaking': 0.1, 'trump': 0.1, 'clinton': 0.05, '“': 0.05, '”': 0.05}",0.05623364448547363
26,trump tells 57 000 honduran immigrants to leave or risk depoation,0,the bachelorette bios are here and ,1,1,0.9662921348314607,"['trump claims said to be able to australia ', 'fbi debunks hillary clinton s investigation ', 'trump says he ll t let in we will be ', 'former clinton foundation ceo begging ', 'new york times journalists who broke ']","['trump says he ll t even with fired ', 'trump says he ll t even in fire who ', 'trump repoedly tells macron he s pulling ', 'fbi has questions about michael cohen ', 'trump continues attack on top dem i ']","{'trump': 0.08695652173913043, 'clinton': 0.08695652173913043, 'claims': 0.043478260869565216, 'said': 0.043478260869565216, 'able': 0.043478260869565216}","{'trump': 0.18181818181818182, 'says': 0.09090909090909091, 'even': 0.09090909090909091, 'fired': 0.045454545454545456, 'fire': 0.045454545454545456}",0.07433366775512695
27,two u s soldiers killed in kentucky helicopter crash army,0,lucifer in the temple of the dog ii ,1,1,0.9506172839506173,"['5 tips for reading the polls like a ', 'top 10 general pleads with troops to ', 'top post nominee ‘ ’ at for christian ', 'russia hands us its behind response ', 'daily mail disproves the proposition ']","['u s slaps putin s circle with new sanctions ', 'republicans got with gerrymandering ', 'u s hits chinese jet s to former former ', 'russia vows to expand black list of ', '5 ways netflix tricks you into watching ']","{'top': 0.08, '5': 0.04, 'tips': 0.04, 'reading': 0.04, 'polls': 0.04}","{'u': 0.08, 'former': 0.08, 'slaps': 0.04, 'putin': 0.04, 'circle': 0.04}",0.05347275733947754
28,rick and moy future still up in the air says co creator dan harmon,0,michael cohen repoedly paid 600 000 ,0,0,0.96875,"['fox losing more adveisers after sexual ', 'senate passes bill to be give into ', 'try to keep calm but k pop band bts ', 'white house repoedly to send pick for ', 'colbe mocks trump s failing to stand ']","['former student foundation ceo begging ', 'eric greitens ’ team pushes for inquiry ', 'senate cou pick who said planned parenthood ', 'former student foundation after begging ', 'iraqi army discovers us made missiles ']","{'fox': 0.04, 'losing': 0.04, 'adveisers': 0.04, 'sexual': 0.04, 'senate': 0.04}","{'former': 0.07407407407407407, 'student': 0.07407407407407407, 'foundation': 0.07407407407407407, 'begging': 0.07407407407407407, 'ceo': 0.037037037037037035}",0.055467844009399414
29,rudy giuliani reverses trump team s position says president can obstruct justice,0,rudy giuliani reverses trump team s ,0,0,0.9761904761904762,"['gop sen lee would be no say no or them ', 'breaking clinton “ “ we have more say ', 'white house knew about rob poer allegations ', 'white house repoedly to send pick for ', 'fbi search of cia leak suspect turned ']","['giuliani calls comey a baby for defending ', 'michael moore admits no women ever ', 'michael moore bringing trump hate to ', 'new york times journalists who broke ', 'fox news melts down after hillary clinton ']","{'say': 0.07407407407407407, '“': 0.07407407407407407, 'white': 0.07407407407407407, 'house': 0.07407407407407407, 'gop': 0.037037037037037035}","{'michael': 0.08, 'moore': 0.08, 'giuliani': 0.04, 'calls': 0.04, 'comey': 0.04}",0.061450958251953125
30,leaked email shows monsanto executive v p invited to hillraiser fundraiser to put clinton into the white house for monsanto s benefit,1,investment strategist forecasts collapse ,1,1,1.0,"['laura ingraham ’ s closing argument ', 'exclusive roger stone in speech trump ', 'exclusive rep congressman ken war against ', 'federal law doesn ’ t require healthcare ', 'federal black lives matter proud of ']","['john oliver didn t think i trolling ', '2 senate to be a favor as a lot of ', 'federal law doesn t be recuse to play ', 'video shows u s agents in former nixon ', 'bill gates says trump didn t know the ']","{'’': 0.08, 'exclusive': 0.08, 'federal': 0.08, 'laura': 0.04, 'ingraham': 0.04}","{'john': 0.043478260869565216, 'oliver': 0.043478260869565216, 'think': 0.043478260869565216, 'trolling': 0.043478260869565216, '2': 0.043478260869565216}",0.07613515853881836
31,blake farenthold says he won t repay 84 000 sexual harassment settlement,0,blake farenthold says he won t repay ,0,0,0.967741935483871,"['rudy giuliani reverses trump team s ', 'simpsons creator on apu debate people ', 'tomi lahren hits back at genealogist ', 'fox news repoer sarah huckabee sanders ', 'fox news repoer personally asks our ']","['amy schumer reveals her favorite pa ', 'comey memoir hiding clinton email clinton ', 'fbi debunks hillary clinton conspiracy ', 'michael moore bringing trump hate to ', 'breaking obama now considering maial ']","{'fox': 0.07692307692307693, 'news': 0.07692307692307693, 'repoer': 0.07692307692307693, 'rudy': 0.038461538461538464, 'giuliani': 0.038461538461538464}","{'clinton': 0.12, 'amy': 0.04, 'schumer': 0.04, 'reveals': 0.04, 'favorite': 0.04}",0.06136798858642578
32,shutting down speech by elizabeth warren g o p amplifies her message the new york times,1,cut ties to donald trump big urge r ,0,0,1.0,"['cut ties to donald trump big urge r ', 'former fbi accuses trump andrew lawyer ', 'former student accuses in black killings ', 'former trump accuses president accuses ', 'late night writer s royal wedding is ']","['republicans fill cou seat they denied ', 'return of the anunnaki nine feet tall ', 'republicans us marching with trump ', 'small town attack ’ african arab ’ ', 'few migrants from caravan allowed to ']","{'accuses': 0.14285714285714285, 'trump': 0.10714285714285714, 'former': 0.10714285714285714, 'cut': 0.03571428571428571, 'ties': 0.03571428571428571}","{'republicans': 0.08333333333333333, '’': 0.08333333333333333, 'fill': 0.041666666666666664, 'cou': 0.041666666666666664, 'seat': 0.041666666666666664}",0.05695176124572754
33,clinton campaign was warned that turkey’s erdogan was attempting to buy favor,1,if trump tweets it is it news a quandary ,0,0,0.9719626168224299,"['if you have alzheimer ’ s then and ', 'if you have re on the internet … and ', 'trump s pick for cia director won t ', 'if trump tweets it is it news a quandary ', 'michael brown ’ s mother lezley mcspadden ']","['watch james corden get smashed in the ', 'former clinton foundation ceo after ', 'donald trump adopts g o p tax cuts ', 'clinton campaign was warned that turkey ', 'if you have not on ‘ the election ” ']","{'’': 0.1111111111111111, 'trump': 0.1111111111111111, 'alzheimer': 0.05555555555555555, 'internet': 0.05555555555555555, '…': 0.05555555555555555}","{'clinton': 0.08695652173913043, 'watch': 0.043478260869565216, 'james': 0.043478260869565216, 'corden': 0.043478260869565216, 'get': 0.043478260869565216}",0.11777186393737793
34,stephen colbe thinks he knows what dating app mike pence would use and it s hilarious,0,japan s babe ruth hits 1st mlb homer ,0,0,0.9655172413793104,"['white house preps spending cuts bill ', 'meghan mccain takes a swipe at white ', 'bill gates says trump didn t know the ', 'sean hannity accused of stealing his ', 'nurse fired for saying stephon clark ']","['copenhagen trolls donald trump with ', 'parents of slain dnc staffer seth rich ', 'sean penn rips steve bannon you can ', 'palace continuing to let prince philip ']","{'white': 0.08, 'bill': 0.08, 'house': 0.04, 'preps': 0.04, 'spending': 0.04}","{'copenhagen': 0.05, 'trolls': 0.05, 'donald': 0.05, 'trump': 0.05, 'parents': 0.05}",0.03555488586425781
35,why the trump team’s economic promises will be hard to execute the new york times,1,trump ’ s economic vows may be harder ,0,0,0.9850746268656716,"['trump administration moves to embrace ', 'how a twitter fight over bernie sanders ', 'how a simon brought the glorious chaos ', 'trump praises senate for moving to ', 'trump ’ s economic vows may be harder ']","['a dream that survived is in a war zone ', 'a candidate rises on vows to control ', 'in school nurse ’ s room tylenol bandages ', 'a dream that survived life in a war ', 'in race of bike messengers potholes ']","{'trump': 0.13636363636363635, 'administration': 0.045454545454545456, 'moves': 0.045454545454545456, 'embrace': 0.045454545454545456, 'twitter': 0.045454545454545456}","{'dream': 0.09090909090909091, 'survived': 0.09090909090909091, 'war': 0.09090909090909091, 'zone': 0.045454545454545456, 'candidate': 0.045454545454545456}",0.05134439468383789
36,jim carrey s new blood dripping porait takes aim at national disgrace nra,0,jim carrey s new blood dripping porait ,0,0,0.9714285714285714,"['r kelly says the lawyer s up that people ', 'r kelly accusers to be up to replace ', 'r kelly says the war on photo day his ', 'r kelly says the time s up him on some ', 'r kelly says the streets s prime that ']","['israeli forces kill dozens of palestinians ', 'pakistan bloodbath isis kill 59 injure ', 'fox news said to settle group of lawsuits ', 'fox news melts down after hillary clinton ']","{'r': 0.20833333333333334, 'kelly': 0.20833333333333334, 'says': 0.16666666666666666, 'lawyer': 0.041666666666666664, 'people': 0.041666666666666664}","{'kill': 0.09090909090909091, 'fox': 0.09090909090909091, 'news': 0.09090909090909091, 'israeli': 0.045454545454545456, 'forces': 0.045454545454545456}",0.03568267822265625
