index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate
21,85233 free ringtone reply real,1,85233 free ringtone reply real,1,1,0.9444444444444444,"['you are being contacted by our dating service by someone you know to find out who it is call from ', 'i m in inside office still filling forms don know where to the bank of ur hea txt love to see the ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i m in inside office still filling forms don know where to the box com txt chat to stop texts call ', 'i don t know u and u don t know me send chat to 86688 now and let s find each other only 150p msg ']","['i m in inside office still filling forms don know where 2channel it 2day ur leadership skills r strong ', 'i m in chennai velachery <end> ', 'i m in inside office still filling forms don know where to the box coz heaos stas on saturday to ']","{'know': 0.10714285714285714, 'inside': 0.05357142857142857, 'office': 0.05357142857142857, 'still': 0.05357142857142857, 'filling': 0.05357142857142857}","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}",0.01732659339904785
22,now got tv 2 watch meh u no work today,0,now got tv 2 watch meh u no work today,1,1,0.9375,"['kit strip you have been billed 150p netcollex ltd po box 1013 ig11 oja', 'you are being contacted by our dating service by someone you know to find out who it is call from ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i m in inside office still filling forms don know where to the box coz heaos stas on saturday to ', 'i m in inside office still filling forms don know where to the box com txt chat to stop texts call ']","['i m in inside office still filling forms don know where 2channel it 2day ur leadership skills r strong ', 'i m in chennai velachery <end> ']","{'box': 0.07272727272727272, 'know': 0.07272727272727272, 'inside': 0.05454545454545454, 'office': 0.05454545454545454, 'still': 0.05454545454545454}","{'inside': 0.06666666666666667, 'office': 0.06666666666666667, 'still': 0.06666666666666667, 'filling': 0.06666666666666667, 'forms': 0.06666666666666667}",0.014454126358032227
23,but i m really really broke oh no amount is too small even lt gt,0,but i m really really broke oh no amount is too small even lt gt,0,0,1.0,"['i m in inside office still filling forms don know where to the box coz heaos soed now send a b or ', 'juz go google n search 4 qet', 'i m in inside office still filling forms don know where 2channel it 2day ur leadership skills r strong ', 'i m in inside office still filling forms don know where to the box com <end> ', 'i m in inside office still filling forms don know where to the box lady <end> ']",['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs '],"{'inside': 0.08333333333333333, 'office': 0.08333333333333333, 'still': 0.08333333333333333, 'filling': 0.08333333333333333, 'forms': 0.08333333333333333}","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}",0.010090112686157227
24,motivate behind every darkness there is a shining light waiting for you to find it behind every best friend there is always trust and love bslvyl,0,motivate behind every darkness there is a shining light waiting for you to find it behind every best friend there is always trust and love bslvyl,0,0,0.9333333333333333,"['i m going out to buy mum s present ar <end> ', 'i m in inside office still filling forms don know where to the box com <end> ', 'i m in chennai velachery <end> ', 'i m in inside office still filling forms don know where to the box coz heaos stas on saturday to ', 'i m going to room my home <end> ']",['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs '],"{'going': 0.06896551724137931, 'inside': 0.06896551724137931, 'office': 0.06896551724137931, 'still': 0.06896551724137931, 'filling': 0.06896551724137931}","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}",0.009952545166015625
25,evening v good if somewhat event laden will fill you in don t you worry u head ok but throat wrecked see you at six then,0,evening v good if somewhat event laden will fill you in don t you worry u head ok but throat wrecked see you at six then,1,1,1.0,"['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'you are being contacted by our dating service by someone you know to find out who it is call from ']","['i m in inside office still filling forms don know where to the box coz heaos stas on saturday to ', 'i m in inside office still filling forms don know where 2channel it 2day ur leadership skills r strong ']","{'know': 0.09090909090909091, 'inside': 0.06060606060606061, 'office': 0.06060606060606061, 'still': 0.06060606060606061, 'filling': 0.06060606060606061}","{'inside': 0.08333333333333333, 'office': 0.08333333333333333, 'still': 0.08333333333333333, 'filling': 0.08333333333333333, 'forms': 0.08333333333333333}",0.010884284973144531
26,auction round 4 the highest bid is now aps54 next maximum bid is aps71 to bid send bids e g 10 to bid aps10 to 83383 good luck,1,auction round 4 the highest bid is now aps54 next maximum bid is aps71 to bid send bids e g 10 to bid aps10 to 83383 good luck,0,0,1.0,"['i m going 4 e lunch today i m blogging at magicalsongs blogspot com <end> ', 'i m in inside office still filling forms don know where to the box com <end> ', 'oh dang i didn t mean o send that to you lol', 'i m in chennai velachery <end> ', 'i m in inside office still filling forms don know where to the box coz heaos stas on saturday to ']",['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs '],"{'com': 0.05714285714285714, 'inside': 0.05714285714285714, 'office': 0.05714285714285714, 'still': 0.05714285714285714, 'filling': 0.05714285714285714}","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}",0.009727954864501953
27,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w45wq norm150p tone 16,1,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w45wq norm150p tone 16,0,0,0.9375,"['i m in inside office still filling forms don know where to the box com <end> ', 'i m going 4 to my phone is available in bus different no a bit go <end> ', 'i m going to room but i m going n watch kavalan in a few minutes <end> ', 'i m in chennai velachery <end> ', 'i m in inside office still filling forms don know where to the box coz heaos stas on saturday to ']",['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs '],"{'going': 0.08333333333333333, 'inside': 0.05555555555555555, 'office': 0.05555555555555555, 'still': 0.05555555555555555, 'filling': 0.05555555555555555}","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}",0.009771585464477539
28,kit strip you have been billed 150p netcollex ltd po box 1013 ig11 oja,1,kit strip you have been billed 150p netcollex ltd po box 1013 ig11 oja,1,1,1.0,"['i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'you are being contacted by our dating service by someone you know to find out who it is call from ', 'i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ']","['i m in inside office still filling forms don know where to the box lady <end> ', 'i m in inside office still filling forms don know where 2channel it 2day ur leadership skills r strong ', 'no i decided that only people who it s bad as in half an hour and a guy who it is it is still on ']","{'know': 0.09090909090909091, 'inside': 0.06060606060606061, 'office': 0.06060606060606061, 'still': 0.06060606060606061, 'filling': 0.06060606060606061}","{'still': 0.10714285714285714, 'inside': 0.07142857142857142, 'office': 0.07142857142857142, 'filling': 0.07142857142857142, 'forms': 0.07142857142857142}",0.014197349548339844
30,juz go google n search 4 qet,0,juz go google n search 4 qet,1,1,1.0,"['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ', 'ur balance is now aps500 ur next question is who sang uptown girl in the 80 s 2 answer txt ur answer to 83600 good luck', 'you are being contacted by our dating service by someone you know to find out who it is call from ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i m in inside office still filling forms don know where to the box com txt chat to stop texts call ']","['i m going out to buy mum s present ar <end> ', 'i m in inside office still filling forms don know where 2channel it 2day ur leadership skills r strong ']","{'know': 0.0625, 'txt': 0.0625, 'inside': 0.046875, 'office': 0.046875, 'still': 0.046875}","{'going': 0.05555555555555555, 'buy': 0.05555555555555555, 'mum': 0.05555555555555555, 'present': 0.05555555555555555, 'ar': 0.05555555555555555}",0.013903141021728516
32,yar lor keep raining non stop or u wan 2 go elsewhere,0,yar lor keep raining non stop or u wan 2 go elsewhere,1,1,1.0,"['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i m in inside office still filling forms don know where to the box com txt chat 2 stop texts call ', 'you are being contacted by our dating service by someone you know to find out who it is call from ']","['i m going to room but i m really too can do it a tactful way to get it <end> ', 'i m going to room <end> ']","{'know': 0.0851063829787234, 'inside': 0.06382978723404255, 'office': 0.06382978723404255, 'still': 0.06382978723404255, 'filling': 0.06382978723404255}","{'going': 0.25, 'room': 0.25, 'really': 0.125, 'tactful': 0.125, 'way': 0.125}",0.014802217483520508
33,you have been specially selected to receive a 2000 pound award call 08712402050 before the lines close cost 10ppm 16 t cs apply ag promo,1,you have been specially selected to receive a 2000 pound award call 08712402050 before the lines close cost 10ppm 16 t cs apply ag promo,1,1,1.0,"['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'you are being contacted by our dating service by someone you know to find out who it is call from ']","['i m in inside office still filling forms don know where 2channel it 2day ur leadership skills r strong ', 'i m in inside office still filling forms don know where to the box com <end> ', 'i m going to room <end> ']","{'know': 0.09090909090909091, 'inside': 0.06060606060606061, 'office': 0.06060606060606061, 'still': 0.06060606060606061, 'filling': 0.06060606060606061}","{'inside': 0.08695652173913043, 'office': 0.08695652173913043, 'still': 0.08695652173913043, 'filling': 0.08695652173913043, 'forms': 0.08695652173913043}",0.015083074569702148
35,oh dang i didn t mean o send that to you lol,0,oh dang i didn t mean o send that to you lol,1,1,1.0,"['you are being contacted by our dating service by someone you know to find out who it is call from ', 'it to 80488 your 500 free text messages are valid until 31 december 2005', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i don t know u and u don t know me send chat to 86688 now and let s find each other only 150p msg ', 'i m in inside office still filling forms don know where to the box com txt chat to stop texts call ']","['i m in inside office still filling forms don know where 2channel it 2day ur leadership skills r strong ', 'i m going to room but i m really too can text stop to you i can t wait for a good to do you see my ']","{'know': 0.09433962264150944, 'find': 0.03773584905660377, 'call': 0.03773584905660377, 'inside': 0.03773584905660377, 'office': 0.03773584905660377}","{'inside': 0.047619047619047616, 'office': 0.047619047619047616, 'still': 0.047619047619047616, 'filling': 0.047619047619047616, 'forms': 0.047619047619047616}",0.010875225067138672
36,a lot of this sickness thing going round take it easy hope u feel better soon lol,0,a lot of this sickness thing going round take it easy hope u feel better soon lol,1,1,1.0,"['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'you are being contacted by our dating service by someone you know to find out who it is call from ']","['i m going 4 to my phone is available in bus different no u <end> ', 'i m in chennai velachery <end> ', 'i m going 4 e lunch today i m blogging at magicalsongs blogspot com <end> ']","{'know': 0.09090909090909091, 'inside': 0.06060606060606061, 'office': 0.06060606060606061, 'still': 0.06060606060606061, 'filling': 0.06060606060606061}","{'going': 0.1111111111111111, '4': 0.1111111111111111, 'phone': 0.05555555555555555, 'available': 0.05555555555555555, 'bus': 0.05555555555555555}",0.015098333358764648
37,lord of the rings return of the king in store now reply lotr by 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate reply stop to end txts,1,lord of the rings return of the king in store now reply lotr by 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate reply stop to end txts,1,1,0.9230769230769231,"['i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ']","['i m in chennai velachery <end> ', 'i m going 4 e lunch today i m going to go on a bit <end> ']","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}","{'going': 0.2, 'chennai': 0.1, 'velachery': 0.1, '4': 0.1, 'e': 0.1}",0.012662172317504883
38,lil fever now fine,0,lil fever now fine,0,0,1.0,"['i m going 4 e lunch that s true too <end> ', 'i m in inside office still filling forms don know where to the box com <end> ', 'i m going out to buy mum s present ar <end> ', 'i m going 4 e lunch that s true not romantic dat i m not <end> ', 'i m in chennai velachery <end> ']",['i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send '],"{'going': 0.1111111111111111, '4': 0.07407407407407407, 'e': 0.07407407407407407, 'lunch': 0.07407407407407407, 'true': 0.07407407407407407}","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}",0.010793209075927734
39,ur balance is now aps500 ur next question is who sang uptown girl in the 80 s 2 answer txt ur answer to 83600 good luck,1,ur balance is now aps500 ur next question is who sang uptown girl in the 80 s 2 answer txt ur answer to 83600 good luck,0,0,0.9230769230769231,"['i m in inside office still filling forms don know where to the box coz heaos stas on saturday to ', 'i m going to room but i m going n watch kavalan in a few minutes <end> ', 'i m going to room my home <end> ', 'i m going out to buy mum s present ar <end> ', 'i m in inside office still filling forms don know where to the box coz heaos soed now send a b or ']",['i m in inside office still filling forms don know where 2channel it 2day ur leadership skills r strong '],"{'going': 0.10526315789473684, 'inside': 0.05263157894736842, 'office': 0.05263157894736842, 'still': 0.05263157894736842, 'filling': 0.05263157894736842}","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}",0.009193658828735352
40,pls i wont belive god not only jesus,0,pls i wont belive god not only jesus,0,0,0.9230769230769231,"['ringtoneking 84484', 'i m going to room my home <end> ', 'i m going 4 e lunch that s true not romantic dat i m not <end> ', 'i m in inside office still filling forms don know where to the box coz heaos soed now send a b or ', 'i m in inside office still filling forms don know where to the box com <end> ']",['you are being contacted by our dating service by someone you know to find out who it is call from '],"{'going': 0.0625, 'inside': 0.0625, 'office': 0.0625, 'still': 0.0625, 'filling': 0.0625}","{'contacted': 0.14285714285714285, 'dating': 0.14285714285714285, 'service': 0.14285714285714285, 'someone': 0.14285714285714285, 'know': 0.14285714285714285}",0.008895635604858398
41,congrats 2 mobile 3g videophones r yours call 09061744553 now videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm,1,congrats 2 mobile 3g videophones r yours call 09061744553 now videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm,1,1,1.0,"['you are being contacted by our dating service by someone you know to find out who it is call from ', 'i don t know u and u don t know me send chat to 86688 now and let s find each other only 150p msg ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i m in inside office still filling forms don know where to the box com txt chat to stop texts call ']",['i m in inside office still filling forms don know where to the box coz heaos soed now send a b or '],"{'know': 0.11363636363636363, 'find': 0.045454545454545456, 'call': 0.045454545454545456, 'u': 0.045454545454545456, 'send': 0.045454545454545456}","{'inside': 0.08333333333333333, 'office': 0.08333333333333333, 'still': 0.08333333333333333, 'filling': 0.08333333333333333, 'forms': 0.08333333333333333}",0.009893417358398438
