index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words
17,re trump tells media secret obama story behind 2016 election,1,trump admits to making something up ,1,1,1.0,"['gop sen lee to be no after us election ', 'rosenstein to republicans doj ‘ will ', 'gop who doug lamborn thrown off the ', 'supreme cou to priests do you have ', 'michael moore admits in cohen to revealed ']","['michael b jordan to produce film about ', 'gop who thinks he their ‘ the gay says ', 'supreme cou to take hard look at only ', 'trump claims said to be company of ', 'john krasinski s a quiet place is basically ']","{'gop': 0.09523809523809523, 'sen': 0.047619047619047616, 'lee': 0.047619047619047616, 'us': 0.047619047619047616, 'election': 0.047619047619047616}","{'michael': 0.043478260869565216, 'b': 0.043478260869565216, 'jordan': 0.043478260869565216, 'produce': 0.043478260869565216, 'gop': 0.043478260869565216}"
18,renee zellweger is judy garland in first look at upcoming biopic,0,hackers tried to breach a tennessee ,1,1,0.9489795918367347,"['former student killed in sexual assault ', 'republicans got with gerrymandering ', 'neil young fires back at no 1 hater ', 'republicans fill cou seat they do to ', 'neil young fires back at no no hater ']","['christina aguilera s new single accelerate ', 'stephen colbe ’ s donald trump inspired ', 'white house repoedly to send pick for ', 'stephen colbe ’ s trump ban awork on ', 'tennessee senate passes bill a to erect ']","{'republicans': 0.08695652173913043, 'neil': 0.08695652173913043, 'young': 0.08695652173913043, 'fires': 0.08695652173913043, 'back': 0.08695652173913043}","{'stephen': 0.07407407407407407, 'colbe': 0.07407407407407407, '’': 0.07407407407407407, 'trump': 0.07407407407407407, 'christina': 0.037037037037037035}"
19,buzzer beater gives notre dame win over mississippi state in 2018 national championship,0,buzzer beater gives notre dame win ,0,0,0.9578947368421052,"['r kelly accusers to be able to hear ', 'former plans accuses president of sexual ', 'r kelly says the time s up media him ', 'southern leader who said abused women ', 'r kelly says the time s up him just ']","['shooting survivor to politicians we ', 'iraqi army discovers us made missiles ', 'dozens dead after torrential rains ', 'suspects charged with theft of over ', 'republicans fill cou seat they denied ']","{'r': 0.125, 'kelly': 0.125, 'says': 0.08333333333333333, 'time': 0.08333333333333333, 'accusers': 0.041666666666666664}","{'shooting': 0.047619047619047616, 'survivor': 0.047619047619047616, 'politicians': 0.047619047619047616, 'iraqi': 0.047619047619047616, 'army': 0.047619047619047616}"
20,player makes first contact with hidden aliens in ’elite dangerous’ breitba,1,e p a workers try to block pruitt in ,0,0,0.9879518072289156,"['former trump accuses president of sexual ', 'former fbi accuses trump calls lawyer ', 'former student accuses in black killings ', 'former student is charged in killings ', 'south korea ’ s blacklist of aists ']","['bill kristol backs ’ deep state ’ over ', 'russia vows to expand black list of ', 'watch james corden get smashed in the ', 'former student accuses president in ', 'senate cou pick who said planned parenthood ']","{'former': 0.16, 'accuses': 0.12, 'trump': 0.08, 'student': 0.08, 'killings': 0.08}","{'’': 0.07407407407407407, 'bill': 0.037037037037037035, 'kristol': 0.037037037037037035, 'backs': 0.037037037037037035, 'deep': 0.037037037037037035}"
21,hillary clintons election fraud finally exposed california stolen from bernie sanders,1,and baby make history becoming first ,1,1,0.9571428571428572,"['fbi calls on hillary clinton stop naming ', 'fbi calls on hillary clinton ’ s campaign ', 'fbi debunks hillary clinton email will ', 'fbi debunks hillary clinton s what ', 'no charges but harsh criticism for ']","['that fbi deputy director andrew mccabe ', 'man dressed as elsa from frozen pushes ', 'fox news said personally asks all to ', 'fbi debunks hillary clinton s russian ', 'new han solo trailer features a twist ']","{'fbi': 0.16666666666666666, 'hillary': 0.16666666666666666, 'clinton': 0.16666666666666666, 'calls': 0.08333333333333333, 'debunks': 0.08333333333333333}","{'fbi': 0.07692307692307693, 'deputy': 0.038461538461538464, 'director': 0.038461538461538464, 'andrew': 0.038461538461538464, 'mccabe': 0.038461538461538464}"
22,passengers on deadly southwest flight receive 5 000 checks,0,former brazilian president lula defies ,1,1,0.9767441860465116,"['fbi calls on democratic investigation ', '13 reasons why goes beyond the tapes ', 'republicans us marching with trump ', 'laura ingraham by yet another despite ', 'cynthia nixon vows to keep fighting ']","['rose mcgowan wishes harvey weinstein ', 'identity of michael cohen s mystery ', 'no hours graduation ceremony for teen ', 'stephen colbe wants mueller to give ', 'mass protests lead armenian leader ']","{'fbi': 0.043478260869565216, 'calls': 0.043478260869565216, 'democratic': 0.043478260869565216, 'investigation': 0.043478260869565216, '13': 0.043478260869565216}","{'rose': 0.043478260869565216, 'mcgowan': 0.043478260869565216, 'wishes': 0.043478260869565216, 'harvey': 0.043478260869565216, 'weinstein': 0.043478260869565216}"
23,russia china japan south korea planning solar wind energy super grid,1,china tries to censor ai victory over ,1,1,0.96875,"['china tries to censor ai victory over ', 'canada and eu sign ‘ thoroughly undemocratic ', 'china tries to subpoena black list ', 'at town halls doses of fury and a bottle ', '3 alternative energy options you can ']","['clergy abuse victims took their stories ', 'republicans head into mid terms ‘ a ', 'republicans head into mid terms with ', 'russia may shoot themselves in u ban ', '5 ways netflix tricks you into watching ']","{'china': 0.08, 'tries': 0.08, 'censor': 0.04, 'ai': 0.04, 'victory': 0.04}","{'republicans': 0.08333333333333333, 'head': 0.08333333333333333, 'mid': 0.08333333333333333, 'terms': 0.08333333333333333, 'clergy': 0.041666666666666664}"
24,the trailer for matt bomer s controversial transgender movie is here,0,the true scandal of 2016 was the toure ,1,1,0.9428571428571428,"['donald trump executive order fire to ', 'new york times journalists who broke ', 'trump 60 russians closes russian consulate ', 'trump claims without that that millions ', 'former clinton foundation ceo begging ']","['what to watch on amazon prime that ', 'trump s scottish golf reso pays women ', 'trump to violate iran nuclear deal ', 'trump says he ll meet with kim jong ', 'a list of everything don jr doesn t ']","{'trump': 0.12, 'donald': 0.04, 'executive': 0.04, 'order': 0.04, 'fire': 0.04}","{'trump': 0.13636363636363635, 'watch': 0.045454545454545456, 'amazon': 0.045454545454545456, 'prime': 0.045454545454545456, 'scottish': 0.045454545454545456}"
25,michelle wolf s netflix show trailer came out this weekend too,0,fbi debunks hillary s conspiracy theory ,0,0,1.0,"['donald trump may actually enjoy trump ', 'michael b jordan to produce film about ', 'new han solo trailer features a twist ', 'new federal data shows how black students ', 'giuliani says trump repaid lawyer for ']","['breaking clinton “ re re think it has ', 'breaking obama now considering maial ', 'former clinton foundation trump begging ', 'former clinton foundation ceo begging ', 'breaking clinton “ what we have had ']","{'trump': 0.1111111111111111, 'new': 0.07407407407407407, 'donald': 0.037037037037037035, 'may': 0.037037037037037035, 'actually': 0.037037037037037035}","{'clinton': 0.19047619047619047, 'breaking': 0.14285714285714285, '“': 0.09523809523809523, 'former': 0.09523809523809523, 'foundation': 0.09523809523809523}"
26,trump tells 57 000 honduran immigrants to leave or risk depoation,0,trump tells 57 000 honduran immigrants ,0,0,0.9662921348314607,"['new stephon clark videos show officers ', 'john krasinski s a quiet place is basically ', 'a different kind of gender gap 7 places ', 'trump says he ll t even in white house ', 'new york times calls on gop to protect ']","['trump repoedly tells to making something ', 'trump claims said to white house of ', 'fbi debunks hillary clinton email trump ', 'no charges but harsh criticism for ', 'no hours of raging deadly prison violence ']","{'new': 0.07142857142857142, 'stephon': 0.03571428571428571, 'clark': 0.03571428571428571, 'videos': 0.03571428571428571, 'show': 0.03571428571428571}","{'trump': 0.125, 'repoedly': 0.041666666666666664, 'tells': 0.041666666666666664, 'making': 0.041666666666666664, 'something': 0.041666666666666664}"
27,two u s soldiers killed in kentucky helicopter crash army,0,lucifer in the temple of the dog ii ,1,1,0.9753086419753086,"['no charges but harsh criticism for ', 'no hours of raging deadly prison violence ', 'few lawmakers seem concerned with the ', 'texas education board votes to create ', 'republicans fill cou seat they denied ']","['these could put you at risk for social ', 'gop leaders fine with trump bombing ', 'and jack s bonkers has people they ', 'supreme cou to take hard look at something ', 'exclusive ’ s student anti and anti ']","{'charges': 0.047619047619047616, 'harsh': 0.047619047619047616, 'criticism': 0.047619047619047616, 'hours': 0.047619047619047616, 'raging': 0.047619047619047616}","{'anti': 0.08695652173913043, 'could': 0.043478260869565216, 'put': 0.043478260869565216, 'risk': 0.043478260869565216, 'social': 0.043478260869565216}"
28,rick and moy future still up in the air says co creator dan harmon,0,michael cohen repoedly paid 600 000 ,0,0,0.9649122807017544,"['southern leader who said abused women ', 'white house releases photos of bill ', 'former plans accuses president of sexual ', 'challenges colleges to stand up for ', 'former student accuses in black killings ']","['former fbi accuses trump calls president ', 'alan cumming this is the last gasp ', 'white house calls for deep cuts to ', 'russia vows to expand black list of ', 'former trump doctor accuses president ']","{'former': 0.08695652173913043, 'accuses': 0.08695652173913043, 'southern': 0.043478260869565216, 'leader': 0.043478260869565216, 'said': 0.043478260869565216}","{'former': 0.08, 'accuses': 0.08, 'trump': 0.08, 'calls': 0.08, 'president': 0.08}"
29,rudy giuliani reverses trump team s position says president can obstruct justice,0,rudy giuliani reverses trump team s ,0,0,0.9550561797752809,"['comey s former excuse for black students ', 'rudy giuliani reverses trump team s ', 'giuliani says trump lawyer michael ', 'fema s latest excuse for why it s ignoring ', 'rudy giuliani offers a head spinning ']","['scott pruitt paris climate agreement ', 'former trump doctor accuses president ', 'breaking clinton – obama clinton investigation ', 'gop congresswoman blames deep state ', 'fox news melts down after hillary clinton ']","{'giuliani': 0.125, 'excuse': 0.08333333333333333, 'rudy': 0.08333333333333333, 'trump': 0.08333333333333333, 'comey': 0.041666666666666664}","{'clinton': 0.11538461538461539, 'scott': 0.038461538461538464, 'pruitt': 0.038461538461538464, 'paris': 0.038461538461538464, 'climate': 0.038461538461538464}"
30,leaked email shows monsanto executive v p invited to hillraiser fundraiser to put clinton into the white house for monsanto s benefit,1,investment strategist forecasts collapse ,1,1,0.9484536082474226,"['federal cou says florida can hold off ', 'alternative cancer with positive results ', 'andrew maguire – paper gold market ', 'men at bachelor pay find stray dog ', 'marital rape is not a crime in two ']","['federal law doesn t be recuse us say ', 'oregon gov will say no make if they ', 'john krasinski is obsessed with the ', 'model turns to twitter to be first ', 'federal black cities doesn t be a to ']","{'federal': 0.04, 'cou': 0.04, 'says': 0.04, 'florida': 0.04, 'hold': 0.04}","{'federal': 0.10526315789473684, 'say': 0.10526315789473684, 'law': 0.05263157894736842, 'recuse': 0.05263157894736842, 'us': 0.05263157894736842}"
31,blake farenthold says he won t repay 84 000 sexual harassment settlement,0,blake farenthold says he won t repay ,0,0,0.9647058823529412,"['trump s scottish golf reso pays women ', 'giuliani says cohen never lawyer with ', 'new federal data shows how black students ', 'fbi search of cia leak suspect turned ', 'colbe s caoon trump gives to own words ']","['helen hunt has been working this whole ', 'michael keaton ends kent state commencement ', 'giuliani calls comey a baby for defending ', 'breaking clinton “ we re have being ', 'mike pence s brother wins primary for ']","{'trump': 0.07142857142857142, 'scottish': 0.03571428571428571, 'golf': 0.03571428571428571, 'reso': 0.03571428571428571, 'pays': 0.03571428571428571}","{'helen': 0.043478260869565216, 'hunt': 0.043478260869565216, 'working': 0.043478260869565216, 'whole': 0.043478260869565216, 'michael': 0.043478260869565216}"
32,shutting down speech by elizabeth warren g o p amplifies her message the new york times,1,berlin election deals angela merkel ,1,1,0.9710144927536232,"['south korea ’ s favorite is created ', 'late night writer s royal wedding is ', 'return of the anunnaki nine feet tall ', 'few migrants from caravan allowed to ', 'wikipedia founder ‘ moved on ’ for ']","['at least 5 dead in violent clashes ', 'former us accuses trump s accuses of ', 'former student accuses its of sexual ', 'republicans got with gerrymandering ', 'former student killed in sexual assault ']","{'’': 0.08695652173913043, 'south': 0.043478260869565216, 'korea': 0.043478260869565216, 'favorite': 0.043478260869565216, 'created': 0.043478260869565216}","{'former': 0.13636363636363635, 'accuses': 0.13636363636363635, 'student': 0.09090909090909091, 'sexual': 0.09090909090909091, 'least': 0.045454545454545456}"
33,clinton campaign was warned that turkey’s erdogan was attempting to buy favor,1,reese ’ s peanut butter cups – cheap ,1,1,0.9797979797979798,"['gop state senator thinks laws created ', 'breaking obama “ we have not had a ', 'if hillary clinton can ’ nuclear deal ', 'former clinton foundation ceo begging ', 'watch madonna warns of ’ new age of ']","['trump s pick for cia director won t ', 'celebrities take to the streets social ', 'how to hit sinclair where it hus according ', 'watch blue bid 000 on a time s 2018 ', 'former trump accuses president of sexual ']","{'clinton': 0.08, '’': 0.08, 'gop': 0.04, 'state': 0.04, 'senator': 0.04}","{'trump': 0.08695652173913043, 'pick': 0.043478260869565216, 'cia': 0.043478260869565216, 'director': 0.043478260869565216, 'celebrities': 0.043478260869565216}"
34,stephen colbe thinks he knows what dating app mike pence would use and it s hilarious,0,japan s babe ruth hits 1st mlb homer ,0,0,0.9622641509433962,"['ex playboy model who claims affair ', 'helen hunt has been working this whole ', 'tomi lahren hits back at genealogist ', 'eve says janet jackson took care of ', 'bill gates says trump didn t know the ']","['jeb bush takes apparent swipe at donald ', 'sean spicer inaccurately claims paul ', 'palace continuing to let prince philip ']","{'says': 0.08, 'ex': 0.04, 'playboy': 0.04, 'model': 0.04, 'claims': 0.04}","{'jeb': 0.0625, 'bush': 0.0625, 'takes': 0.0625, 'apparent': 0.0625, 'swipe': 0.0625}"
35,why the trump team’s economic promises will be hard to execute the new york times,1,trump ’ s economic vows may be harder ,0,0,0.9666666666666667,"['trump ’ s economic vows may be harder ', 'trump says he ll meet with kim jong ', 'how putin ’ s plan to collect former ', 'if trump tweets it is it news a quandary ', 'how to hit sinclair where it hus according ']","['a dream that survived life in a war ', 'a candidate rises on vows to control ', 'how a hit on media the election or ', 'watch more car mayhem in ’ fate of ', 'trump claims without evidence that ']","{'trump': 0.125, '’': 0.08333333333333333, 'economic': 0.041666666666666664, 'vows': 0.041666666666666664, 'may': 0.041666666666666664}","{'dream': 0.05, 'survived': 0.05, 'life': 0.05, 'war': 0.05, 'candidate': 0.05}"
36,jim carrey s new blood dripping porait takes aim at national disgrace nra,0,jim carrey s new blood dripping porait ,0,0,0.96875,"['r kelly says the time s up on putin ', 'southern leader who said abused women ', 'israeli forces kill in least 16 palestinian ', 'r kelly accusers to be able to over ', 'r kelly says the streets s up about ']","['kathy griffin in tears at press conference ', 'former clinton foundation ceo begging ', 'iraqi army discovers us made missiles ', 'pakistan bloodbath isis kill 59 injure ', 'high cou judges looking for a truss ']","{'r': 0.125, 'kelly': 0.125, 'says': 0.08333333333333333, 'time': 0.041666666666666664, 'putin': 0.041666666666666664}","{'kathy': 0.037037037037037035, 'griffin': 0.037037037037037035, 'tears': 0.037037037037037035, 'press': 0.037037037037037035, 'conference': 0.037037037037037035}"
37,quand l’a s’invite dans les usines de l’oural,1,quand l ’ a s ’ invite dans les usines ,1,1,0.9655172413793104,"['at new year old would resolution care ', 'try not to cry watching david beckham ', 'rep ted lieu urges trump to keep pruitt ', 'in speech for fallen officers trump ', 'repo fbi director will facial recognition ']","['in florida keys some worry about ‘ ', 'how putin simon brought to own words ', 'tim allen s last man standing is coming ', 'at new year city vows end get hours ', 'e p a workers try to block pruitt in ']","{'trump': 0.07407407407407407, 'new': 0.037037037037037035, 'year': 0.037037037037037035, 'old': 0.037037037037037035, 'would': 0.037037037037037035}","{'florida': 0.037037037037037035, 'keys': 0.037037037037037035, 'worry': 0.037037037037037035, '‘': 0.037037037037037035, 'putin': 0.037037037037037035}"
