index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words
10,topkapi this is not,0,a half assed film <end> ,1,1,0.972027972027972,"['the film is a very funny thriller that is a pleasant ', 'the film is a solid album of grace and love with a ', 'the film is a solid and narrative but not a better ', 'the film is a solid amount of brooding and the price ', 'the film is a solid new film but it isn t nearly enough ']","['the film s so predictable and are rolling over in ', 'a film that will enthrall the whole thing and just ', 'the film is a very good joke at its own your head ', 'the film is a mediocre movie tale about a good time ', 'the film s so of the reassuring adaptation of a spring ']","{'solid': 0.2222222222222222, 'funny': 0.05555555555555555, 'thriller': 0.05555555555555555, 'pleasant': 0.05555555555555555, 'album': 0.05555555555555555}","{'good': 0.13333333333333333, 'predictable': 0.06666666666666667, 'rolling': 0.06666666666666667, 'enthrall': 0.06666666666666667, 'whole': 0.06666666666666667}"
11,belongs to daniel day lewis as much as it belongs to main scorsese it s a memorable performance in a big brassy disturbing unusual and highly successful film,1,the film is a contrivance as aificial as the movie ,0,0,0.9574468085106383,"['the film has the perfect characters are too much but ', 'the film is too many out of these or historical moments ', 'the film is a contrivance as aificial as the movie ', 'the film is a contrivance as aificial as the movie ', 'the film has a laundry exercise in camera with and ']","['the film has a laundry exercise in camera that you ', 'the film has the perfect characters are not to lend ', 'the film has a laundry cast of human observation and ', 'the film has been a huge fan of dickens in which is ']","{'contrivance': 0.15384615384615385, 'aificial': 0.15384615384615385, 'perfect': 0.07692307692307693, 'characters': 0.07692307692307693, 'much': 0.07692307692307693}","{'laundry': 0.15384615384615385, 'exercise': 0.07692307692307693, 'camera': 0.07692307692307693, 'perfect': 0.07692307692307693, 'characters': 0.07692307692307693}"
12,disney s live action division has a history of releasing cinematic flotsam but this is one occasion when they have uneahed a rare gem,1,the film is a primer on its own it s a of healthy ,1,0,0.9512195121951219,"['the film is so many of its own in reality filmmaking ', 'the film is a contrivance as aificial as the movie ', 'the film is too many that its scenes in reality of ', 'the film is so consistently unimaginative that doesn ', 'the film is a primer on its own animated tv director ']","['the film is a primer on its own it s a rewarding balance ', 'the film is so consistently that the impoance of human ', 'the film is a primer on its own school comedy with ', 'the film is so of the best films of the year with ']","{'many': 0.14285714285714285, 'reality': 0.14285714285714285, 'filmmaking': 0.07142857142857142, 'contrivance': 0.07142857142857142, 'aificial': 0.07142857142857142}","{'primer': 0.16666666666666666, 'rewarding': 0.08333333333333333, 'balance': 0.08333333333333333, 'consistently': 0.08333333333333333, 'impoance': 0.08333333333333333}"
13,innocuous enough to make even jean claude van damme look good,0,a very funny look at how it used to be <end> ,1,1,0.9523809523809523,"['the film is a primer on its own it s a of above the ', 'a movie that so of the best films like a confidence ', 'the film is a primer on its own and fills one of america ', 'the film is so of the 70s it would be adequately emphasized ', 'a tour de force drama about a few pivotal cinema since ']","['the film is a primer on its own and director in u ', 'a movie that one would have been seen in advance or ', 'the film is a primer on its own it fills a good movie ', 'the film s a gaudy bag of stale candy ever made a ', 'the film is a contrivance as aificial as the film ']","{'primer': 0.1, 'best': 0.05, 'films': 0.05, 'like': 0.05, 'confidence': 0.05}","{'primer': 0.1111111111111111, 'director': 0.05555555555555555, 'u': 0.05555555555555555, 'one': 0.05555555555555555, 'would': 0.05555555555555555}"
14,the hot topics of the plot are relegated to the background a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty,1,the film has the perfect characters are not to compromise ,1,1,0.9824561403508771,"['the film has an infectious enthusiasm and it s actually ', 'the film has the heavy handed that takes up with the ', 'the film has a laundry exercise in camera with and ', 'the film has the heavy handed of elling films is a ', 'the film has an infectious enthusiasm and it s simply ']","['the film has a laundry exercise in which history or ', 'the film is too many out of these guys are john in ', 'the film is too many or even video it s got a movie ', 'the film has a laundry list of movie largely for the ', 'the film has all the rules of lurid melodrama but ']","{'infectious': 0.125, 'enthusiasm': 0.125, 'heavy': 0.125, 'handed': 0.125, 'actually': 0.0625}","{'laundry': 0.125, 'many': 0.125, 'exercise': 0.0625, 'history': 0.0625, 'guys': 0.0625}"
15,merely and literally tosses around sex toys and offers half heaed paeans to empowerment that are repeatedly undercut by the brutality of the jokes most at women s expense,0,the film is a contrivance as aificial as the film ,0,0,0.9772727272727273,"['the film is a contrivance as aificial as the film ', 'the film has a contrivance as aificial as the film ', 'the film is a primer on the rules of attraction and ', 'the film is a contrivance as aificial as the film ', 'the film is so many of its own in reality filmmaking ']","['the film is a primer on the beach with humor and humor ', 'the film has been a huge that of impact and direction ', 'the film has the perfect characters are not to give ', 'the film has a laundry exercise in camera with and ', 'the film has a laundry cast of human observation are ']","{'contrivance': 0.25, 'aificial': 0.25, 'primer': 0.08333333333333333, 'rules': 0.08333333333333333, 'attraction': 0.08333333333333333}","{'humor': 0.11764705882352941, 'laundry': 0.11764705882352941, 'primer': 0.058823529411764705, 'beach': 0.058823529411764705, 'huge': 0.058823529411764705}"
16,ranges from laugh out loud hilarious to wonder what time it is tedious,1,the film s blatant is so predictable and its moments ,0,0,0.9607843137254902,"['a movie that so of the highest and the most famous ', 'a movie that one would be profane politically the ', 'the film is a primer on its own and fills its characters ', 'the film is a primer on its own it fills a good movie ', 'the film is a primer on sentence of the film a movie ']","['a movie that so of the best films like a confidence ', 'a movie that so lovingly and present the one of screen ', 'a movie that one of the best films of the year the ', 'the film is a primer on its own and director in moulin ', 'a movie that rare into a man who can t seen it s not ']","{'primer': 0.21428571428571427, 'fills': 0.14285714285714285, 'highest': 0.07142857142857142, 'famous': 0.07142857142857142, 'one': 0.07142857142857142}","{'best': 0.1111111111111111, 'films': 0.1111111111111111, 'one': 0.1111111111111111, 'like': 0.05555555555555555, 'confidence': 0.05555555555555555}"
17,beautifully crafted engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic twisty yarn that will keep them guessing,1,the film is a primer on its own it s a of healthy ,1,1,0.9791666666666666,"['the film is a primer on its own and director michael ', 'the film is a primer on its own it s a of healthy ', 'the film is a primer on its own it s a rewarding balance ', 'the film is a primer on a movie that should be better ', 'the film is a primer on the beach with humor and humor ']","['the film is so many that it wants to look like it ', 'the film is a contrivance as aificial as the film ', 'the film is so many of the time it s so bad that it ', 'the film is a contrivance as aificial as the movie ', 'the film is a primer on the rules of attraction and ']","{'primer': 0.35714285714285715, 'humor': 0.14285714285714285, 'director': 0.07142857142857142, 'michael': 0.07142857142857142, 'healthy': 0.07142857142857142}","{'many': 0.14285714285714285, 'contrivance': 0.14285714285714285, 'aificial': 0.14285714285714285, 'wants': 0.07142857142857142, 'look': 0.07142857142857142}"
18,it s funny as the old saying goes because it s true,1,the film s blatant is one reason it s just too long ,0,0,0.9833333333333333,"['the film s so uninspiring that could a taste of the ', 'a movie that so of the highest and the most famous ', 'the film is a primer on its own it feels like a character ', 'the film is a primer on its own and director in u ', 'the film is a primer on its own and fills his director ']","['a movie that one of the best films of the situation ', 'a thoughtful movie that he s endless of delights and ', 'a movie that rare into a man who can t seen it s not ', 'a movie that rare into the reunion of s a performance ', 'the film is so of the best films of the year with ']","{'primer': 0.2, 'director': 0.13333333333333333, 'uninspiring': 0.06666666666666667, 'could': 0.06666666666666667, 'taste': 0.06666666666666667}","{'best': 0.125, 'films': 0.125, 'rare': 0.125, 'one': 0.0625, 'situation': 0.0625}"
19,nohe has made a decent intro documentary but he feels like a spectator and not a paicipant,0,the film s visceral and predictable realism with a ,1,1,0.96,"['the film is so many that its through the film s mid ', 'the film is a primer on its own it fills a strong ', 'a movie that one of the best films of the year with ', 'the film is a primer on its own in town with action ', 'the film is so many that its face the film is a rewarding ']","['the film is a primer on its own and fills its characters ', 'the film is a primer on its own and fills his film ', 'a thoughtful movie one of s best and in a low key ', 'the film is a primer on the rules of attraction and ', 'a movie that rare into the reunion of and the only ']","{'many': 0.13333333333333333, 'primer': 0.13333333333333333, 'mid': 0.06666666666666667, 'fills': 0.06666666666666667, 'strong': 0.06666666666666667}","{'primer': 0.2, 'fills': 0.13333333333333333, 'characters': 0.06666666666666667, 'thoughtful': 0.06666666666666667, 'one': 0.06666666666666667}"
20,kinnear gives a tremendous performance,1,a wonderful character based comedy <end> ,1,1,0.96875,"['the film is a primer on its own his director during ', 'the film is a primer on its beach with great dialogue ', 'the film is a solid job of its own way or political ', 'the film s visceral and predictable tale of the power ', 'the film is a primer on its head and laughter at its ']","['a movie that will be a of a movie ultimately devoid ', 'the film is a mediocre movie tale about a great movie ', 'a film that fails to please some people are weak to ', 'the film is a primer on its own it feels like a character ', 'the film is a primer on its own and director s direction ']","{'primer': 0.17647058823529413, 'director': 0.058823529411764705, 'beach': 0.058823529411764705, 'great': 0.058823529411764705, 'dialogue': 0.058823529411764705}","{'primer': 0.125, 'ultimately': 0.0625, 'devoid': 0.0625, 'mediocre': 0.0625, 'tale': 0.0625}"
21,a knowing look at female friendship spiked with raw urban humor,1,a very funny look at how it used to be <end> ,1,1,0.9821428571428571,"['a movie that so lovingly and present the one of screen ', 'a movie that so lovingly and present the most of screen ', 'the film is a primer on its own in town with sensitivity ', 'a movie that so of the best films like a confidence ', 'the film is so of the best films of the year with ']","['a movie that one would be profane politically the ', 'the film is a primer on its own animated tv and in ', 'a movie that so of the highest and the most famous ', 'the film is a primer on its own it fills a good movie ']","{'lovingly': 0.11764705882352941, 'present': 0.11764705882352941, 'screen': 0.11764705882352941, 'best': 0.11764705882352941, 'films': 0.11764705882352941}","{'primer': 0.16666666666666666, 'one': 0.08333333333333333, 'would': 0.08333333333333333, 'profane': 0.08333333333333333, 'politically': 0.08333333333333333}"
22,one scene after another in this supposedly funny movie falls to the floor with a sickening thud,0,the film s visceral and predictable tale of a man ,1,1,0.926829268292683,"['it s a very tasteful to look at the most were what ', 'the film is a primer on its own and director michael ', 'a movie that rare into a man who can not always in ', 'the film is a primer on its own and director in its ', 'a tour de force drama about a few pivotal cinema territory ']","['the film is a primer on sentence of the film a movie ', 'the film is so many of its own in reality tv in which ', 'the film is a primer on its own animated tv in which ', 'the film is so many that it wants to look like it ']","{'primer': 0.11764705882352941, 'director': 0.11764705882352941, 'tasteful': 0.058823529411764705, 'look': 0.058823529411764705, 'michael': 0.058823529411764705}","{'primer': 0.16666666666666666, 'many': 0.16666666666666666, 'tv': 0.16666666666666666, 'sentence': 0.08333333333333333, 'reality': 0.08333333333333333}"
23,from its invitingly upbeat oveure to its pathos filled but ultimately life affirming finale main is a masterfully conducted work,1,the film s so uninspiring that even a of h blade 2 ,1,1,0.9777777777777777,"['the film has a contrivance as aificial as the film ', 'it s a very tasteful rock and roll movie you could ', 'the film has a number of themes a complex on a good ', 'it s a very tasteful rock and roll movie you can imagine ', 'it s a very tasteful to look at the most were what ']","['the film is a contrivance as aificial as the film ', 'the film is too many or even through the movie s mid ', 'the film is so many of the time it s so bad that it ', 'the film is a primer on sentence of the film a movie ', 'the film is a primer on its own and director michael ']","{'tasteful': 0.1875, 'rock': 0.125, 'roll': 0.125, 'contrivance': 0.0625, 'aificial': 0.0625}","{'many': 0.15384615384615385, 'primer': 0.15384615384615385, 'contrivance': 0.07692307692307693, 'aificial': 0.07692307692307693, 'even': 0.07692307692307693}"
24,an old fashioned drama of substance about a teacher s slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for viue,1,the movie has a laundry of a movie that i can be shaking ,0,0,0.9824561403508771,"['the movie has been readily dismissed as the website ', 'the movie has been in years old but director michael ', 'the movie has been readily dismissed as the film is ', 'the film has the heavy handed of a house ambition ', 'the film has all the rules of lurid melodrama but ']","['the film has the perfect characters are not to compromise ', 'the film has an infectious enthusiasm and it s so ', 'the film has the perfect of s best films the characters ', 'the movie has been in this is that time is a rewarding ', 'the film has an infectious enthusiasm and the movie ']","{'readily': 0.125, 'dismissed': 0.125, 'website': 0.0625, 'years': 0.0625, 'old': 0.0625}","{'perfect': 0.15384615384615385, 'characters': 0.15384615384615385, 'infectious': 0.15384615384615385, 'enthusiasm': 0.15384615384615385, 'compromise': 0.07692307692307693}"
25,it wouldn t be my preferred way of spending 100 minutes or 7 00,0,the film s blatant is one reason it s just too long ,0,0,0.9649122807017544,"['the film is a primer on its own his director in its ', 'a movie that so of the highest and the most famous ', 'the film s a gaudy bag of stale candy ever made a ', 'the film is a primer on its own and fills his director ', 'the film is a primer on its own it feels like a lot ']","['the film is a primer on its own and director in america ', 'a thoughtful movie one of s best and in a performance ', 'the film is a primer on its own in town with action ', 'a movie that so of the best films like a confidence ', 'the film is a primer on its own and fills its characters ']","{'primer': 0.17647058823529413, 'director': 0.11764705882352941, 'highest': 0.058823529411764705, 'famous': 0.058823529411764705, 'gaudy': 0.058823529411764705}","{'primer': 0.17647058823529413, 'best': 0.11764705882352941, 'director': 0.058823529411764705, 'america': 0.058823529411764705, 'thoughtful': 0.058823529411764705}"
26,flawed but wohy look at life in u s relocation camps,1,a very funny look at how it used to be <end> ,1,1,1.0,"['a movie that so lovingly and present the most of screen ', 'a movie that one of the best films of the year with ', 'the film is so of the 70s most of the film s with ', 'a movie that one of the best examples of a page to ', 'a movie that one of the best films of the year the ']","['a movie that so of the highest and the most famous ', 'the film is so many of its own in reality tv s delicate ', 'the film is a primer on its own hollywood director ']","{'one': 0.1875, 'best': 0.1875, 'films': 0.125, 'year': 0.125, 'lovingly': 0.0625}","{'highest': 0.1111111111111111, 'famous': 0.1111111111111111, 'many': 0.1111111111111111, 'reality': 0.1111111111111111, 'tv': 0.1111111111111111}"
27,mckay seems embarrassed by his own invention and tries to rush through the intermediary passages apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service,0,the movie has a laundry of the movie s best as warren ,1,1,0.9607843137254902,"['the film has a laundry cast of human comedy with a ', 'the film has the perfect of s best and the film s ', 'the film has the perfect characters are not much of ', 'the film has an infectious enthusiasm and the movie ', 'the film has an infectious enthusiasm and it s simply ']","['the movie has all the rules of attraction gets which ', 'the movie has the fact of the best examples of his ', 'the movie has been in years old but director michael ']","{'perfect': 0.14285714285714285, 'infectious': 0.14285714285714285, 'enthusiasm': 0.14285714285714285, 'laundry': 0.07142857142857142, 'cast': 0.07142857142857142}","{'rules': 0.1, 'attraction': 0.1, 'gets': 0.1, 'fact': 0.1, 'best': 0.1}"
28,director andrew niccol demonstrates a wry understanding of the quirks of fame his healthy sense of satire is light and fun,1,the film is a primer on its own it s a of above the ,1,1,0.9375,"['the film is so many that its through the film s mid ', 'the film is so consistently that the impoance of human ', 'the film has a number of themes a complex on a good ', 'the film is a primer on its own school comedy with ', 'the film is so consistently that the rest but one ']","['the film is a primer on sentence of the film a movie ', 'the film is so many that it wants to look like it ', 'the film is a primer on the rules of attraction and ', 'the film is a primer on its own hollywood director ', 'the film is so many of the time it s so bad that it ']","{'consistently': 0.13333333333333333, 'many': 0.06666666666666667, 'mid': 0.06666666666666667, 'impoance': 0.06666666666666667, 'human': 0.06666666666666667}","{'primer': 0.2, 'many': 0.13333333333333333, 'sentence': 0.06666666666666667, 'wants': 0.06666666666666667, 'look': 0.06666666666666667}"
29,as pure over the top trash any john waters movie has it beat by a country mile,0,the film s visceral and predictable tale of a icon ,1,1,0.9487179487179487,"['the film is so many that it wants to look like it ', 'the film is a primer on its own school comedy with ', 'the film is so of the best films of the year with ', 'the film is a primer on its own in town with action ', 'the film is so of the 70s it would be adequately emphasized ']","['the film is so many of its own in reality tv in which ', 'the film is a primer on its own and director michael ', 'the film is a primer on sentence of the film a movie ']","{'primer': 0.11764705882352941, 'many': 0.058823529411764705, 'wants': 0.058823529411764705, 'look': 0.058823529411764705, 'like': 0.058823529411764705}","{'primer': 0.25, 'many': 0.125, 'reality': 0.125, 'tv': 0.125, 'director': 0.125}"
30,rymer doesn t trust laughs and doesn t conjure proper respect for followers of the whole dead undead genre who deserve more from a vampire pic than a few shrieky special effects,0,the film has the number of s a remarkably listless ,0,0,0.9508196721311475,"['the film has a laundry cast of human business but ', 'the movie has been readily dismissed as the pitch ', 'the film has all the rules of lurid melodrama but ', 'the film has the heavy handed of a house ambition ', 'the film has the heavy handed of a house films the ']","['the film has the perfect characters are not an intelligent ', 'the film has the perfect characters are not to give ', 'the film has a laundry cast of human observation and ', 'the film has a laundry cast of war shocomings but ', 'the film has the perfect of s best and the film s ']","{'heavy': 0.1111111111111111, 'handed': 0.1111111111111111, 'house': 0.1111111111111111, 'laundry': 0.05555555555555555, 'cast': 0.05555555555555555}","{'perfect': 0.1875, 'characters': 0.125, 'laundry': 0.125, 'cast': 0.125, 'intelligent': 0.0625}"
31,when de palma s bad he s really bad and femme fatale ranks with the worst he has done,0,the film is a primer on its own it s a of healthy ,1,1,0.9512195121951219,"['the film is a primer on the beach with humor and humor ', 'the film is a primer on the beach with humor and american ', 'the film is so of those who try to look away from ', 'the film is a primer on the rules of popularity of ', 'the film has a laundry exercise in camera with and ']","['the film is a contrivance as aificial as the film ', 'the film is a primer on its own director director ', 'the film has a laundry exercise in camera with action ', 'the film is too many or even video it s got a movie ']","{'primer': 0.17647058823529413, 'humor': 0.17647058823529413, 'beach': 0.11764705882352941, 'american': 0.058823529411764705, 'try': 0.058823529411764705}","{'director': 0.15384615384615385, 'contrivance': 0.07692307692307693, 'aificial': 0.07692307692307693, 'primer': 0.07692307692307693, 'laundry': 0.07692307692307693}"
32,has its moments and almost as many subplots,0,a movie that loses sight of its own story <end> ,0,0,0.9868421052631579,"['the film is a primer on its own and director in u ', 'the film is a primer on its own hollywood director ', 'the film is a primer on its own and fills his film ', 'a movie that rare film about every to u s presentation ', 'the film is a primer on its own and director michael ']","['the film is a primer on its beach with great dialogue ', 'the film is a primer on its own in town with sensitivity ', 'a movie that so of the energy than a romantic comedy ', 'a movie that rare into the reunion of s a performance ', 'a movie that rare into a man who can not always in ']","{'primer': 0.26666666666666666, 'director': 0.2, 'u': 0.13333333333333333, 'hollywood': 0.06666666666666667, 'fills': 0.06666666666666667}","{'primer': 0.125, 'rare': 0.125, 'beach': 0.0625, 'great': 0.0625, 'dialogue': 0.0625}"
33,sewer rats could watch this movie and be so skeeved out that they d need a shower,0,the film s visceral and predictable tale of a icon ,1,1,0.9761904761904762,"['the film is a primer on its own it s a rewarding balance ', 'the film is a primer on its own it s a of above its ', 'it s a very tasteful to look at it s so devoid of ', 'a movie that one of the best films of the situation ', 'the film has a number of themes a complex on a good ']","['the film is a primer on its own it fills a good movie ', 'the film is a primer on its own animated tv director ', 'the film is a primer on its own animated tv in which ', 'the film is so many of its own in reality tv in which ', 'the film is a contrivance as aificial as the film ']","{'primer': 0.13333333333333333, 'rewarding': 0.06666666666666667, 'balance': 0.06666666666666667, 'tasteful': 0.06666666666666667, 'look': 0.06666666666666667}","{'primer': 0.2, 'tv': 0.2, 'animated': 0.13333333333333333, 'fills': 0.06666666666666667, 'good': 0.06666666666666667}"
34,directed without the expected flair or imagination by hong kong master john woo windtalkers airs just about every cliche in the war movie compendium across its indulgent two hour and fifteen minute length,0,the film has the perfect of s best films the characters ,1,1,0.967741935483871,"['the film has a laundry cast of war observation moments ', 'the film has the perfect of s best and the film s ', 'the film has a laundry cast of war guilt as it is ', 'the film has the heavy handed of haynes work in the ', 'the film has the perfect of s best films the characters ']","['the film has all the rules of lurid melodrama but ', 'the film has all the rules of lurid melodrama into ', 'the film is too many out of these or historical moments ', 'the film has a laundry list of movie largely for the ']","{'laundry': 0.10526315789473684, 'cast': 0.10526315789473684, 'war': 0.10526315789473684, 'perfect': 0.10526315789473684, 'best': 0.10526315789473684}","{'rules': 0.16666666666666666, 'lurid': 0.16666666666666666, 'melodrama': 0.16666666666666666, 'many': 0.08333333333333333, 'historical': 0.08333333333333333}"
