index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate
10,topkapi this is not,0,topkapi this is not,0,0,0.9919354838709677,"['a film that will enthrall the whole thing and just ', 'a movie that tries to the usual woods but winds up ', 'a movie that one would have been in the first time ', 'the film s so anti mischievous energy films like a ', 'the film is a mediocre movie tale about a great movie ']","['the film s visceral and predictable above with a of ', 'the film s visceral and predictable tale of a icon ', 'the film s a gaudy bag of a icon that s career to ', 'the film s visceral and predictable tale of a scrapbook ', 'a movie that so fresh and high numbingly stilted its ']","{'enthrall': 0.05263157894736842, 'whole': 0.05263157894736842, 'thing': 0.05263157894736842, 'tries': 0.05263157894736842, 'usual': 0.05263157894736842}","{'visceral': 0.16666666666666666, 'predictable': 0.16666666666666666, 'tale': 0.1111111111111111, 'icon': 0.1111111111111111, 'gaudy': 0.05555555555555555}",0.18413329124450684
11,belongs to daniel day lewis as much as it belongs to main scorsese it s a memorable performance in a big brassy disturbing unusual and highly successful film,1,belongs to daniel day lewis as much as it belongs to main scorsese it s a memorable performance in a big brassy disturbing unusual and highly successful film,1,1,0.9761904761904762,"['the film has a laundry exercise in camera work but ', 'the film has a laundry list of movie largely for the ', 'the film has all the rules of lurid melodrama but ', 'the film has a laundry exercise in camera that you ', 'belongs to daniel day lewis as much as it belongs to main scorsese it s a memorable performance in a big brassy disturbing unusual and highly successful film']","['the film has been a huge fan of dickens in which is ', 'the film has the perfect characters are not to compromise ', 'the film has the perfect characters are not to lend ']","{'laundry': 0.10344827586206896, 'exercise': 0.06896551724137931, 'camera': 0.06896551724137931, 'belongs': 0.06896551724137931, 'work': 0.034482758620689655}","{'perfect': 0.2222222222222222, 'characters': 0.2222222222222222, 'huge': 0.1111111111111111, 'fan': 0.1111111111111111, 'dickens': 0.1111111111111111}",0.022489309310913086
12,disney s live action division has a history of releasing cinematic flotsam but this is one occasion when they have uneahed a rare gem,1,disney s live action division has a history of releasing cinematic flotsam but this is one occasion when they have uneahed a rare gem,1,1,0.9767441860465116,"['disney s live action division has a history of releasing cinematic flotsam but this is one occasion when they have uneahed a rare gem', 'the film is so consistently that the impoance of human ', 'the film is so of those films try to be missing from ', 'the film is a primer on the beach with humor and american ', 'the film is so many of its own in reality filmmaking ']","['the film is a primer on sentence of the film a movie ', 'the film is a primer on its own hollywood director ', 'the film is too many or even through the movie s of ']","{'disney': 0.038461538461538464, 'live': 0.038461538461538464, 'action': 0.038461538461538464, 'division': 0.038461538461538464, 'history': 0.038461538461538464}","{'primer': 0.2857142857142857, 'sentence': 0.14285714285714285, 'hollywood': 0.14285714285714285, 'director': 0.14285714285714285, 'many': 0.14285714285714285}",0.022586822509765625
13,innocuous enough to make even jean claude van damme look good,0,innocuous enough to make even jean claude van damme look good,1,1,0.9508196721311475,"['the film is a primer on its own and director michael ', 'the film is so heavy handed that doesn t get an interest ', 'a movie that so of the highest and the most famous ', 'a movie that one of the best films of the situation ', 'the film is a primer on its own in town with sensitivity ']","['the film is a primer on its own it feels like a lot ', 'the film is a primer on its own it fills a strong ', 'a movie that so of the energy than a romantic comedy ', 'a movie that rare into a red bridge is a poem to the ']","{'primer': 0.125, 'director': 0.0625, 'michael': 0.0625, 'heavy': 0.0625, 'handed': 0.0625}","{'primer': 0.14285714285714285, 'feels': 0.07142857142857142, 'like': 0.07142857142857142, 'lot': 0.07142857142857142, 'fills': 0.07142857142857142}",0.025990724563598633
14,the hot topics of the plot are relegated to the background a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty,1,the hot topics of the plot are relegated to the background a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty,1,1,0.94,"['the film has a laundry exercise in camera and that ', 'the film has been a huge that his movie in stua is ', 'the film has a laundry cast of human observation and ', 'the hot topics of the plot are relegated to the background a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty', 'the film has a laundry exercise in camera that you ']","['the film is a contrivance as aificial as the movie ', 'the film is too many or even think the movie s background ', 'the film has the perfect characters are not to compromise ', 'the film is too many or even putting the outdated ', 'the film is so many of the time it s so bad that it ']","{'laundry': 0.10344827586206896, 'exercise': 0.06896551724137931, 'camera': 0.06896551724137931, 'huge': 0.034482758620689655, 'stua': 0.034482758620689655}","{'many': 0.1875, 'even': 0.125, 'contrivance': 0.0625, 'aificial': 0.0625, 'think': 0.0625}",0.02739858627319336
15,merely and literally tosses around sex toys and offers half heaed paeans to empowerment that are repeatedly undercut by the brutality of the jokes most at women s expense,0,merely and literally tosses around sex toys and offers half heaed paeans to empowerment that are repeatedly undercut by the brutality of the jokes most at women s expense,0,0,1.0,"['the film has the perfect characters are too much but ', 'the film has the perfect characters and even its characters ', 'the film is too many or even video it s got a movie ', 'the film is a primer on its own hollywood director ', 'the film is so many of the time it s so bad that it ']","['the film is so of those films try to be missing it ', 'the film is a primer on the beach with humor and american ', 'the film has been in years old but director has a ', 'the film has a laundry exercise in camera work but ', 'the film has a laundry list of movie largely for the ']","{'characters': 0.17647058823529413, 'perfect': 0.11764705882352941, 'even': 0.11764705882352941, 'many': 0.11764705882352941, 'much': 0.058823529411764705}","{'laundry': 0.11764705882352941, 'films': 0.058823529411764705, 'try': 0.058823529411764705, 'missing': 0.058823529411764705, 'primer': 0.058823529411764705}",0.02539205551147461
16,ranges from laugh out loud hilarious to wonder what time it is tedious,1,ranges from laugh out loud hilarious to wonder what time it is tedious,0,0,0.9555555555555556,"['a movie that rare into a man who can not mount a buyer ', 'the film is a primer on sentence of the film a movie ', 'a movie that rare into a man who can not always in ', 'the film is a primer on its own it feels like a lot ', 'a movie that rare into a man who can t seen it s not ']","['a movie that so lovingly and present the most of screen ', 'a movie that one of the best films of the year the ', 'a movie that rare into the reunion of s a performance ', 'a movie that one of the best films of the year with ', 'the film is so many that his face in favor of his ']","{'rare': 0.1875, 'man': 0.1875, 'primer': 0.125, 'mount': 0.0625, 'buyer': 0.0625}","{'one': 0.11764705882352941, 'best': 0.11764705882352941, 'films': 0.11764705882352941, 'year': 0.11764705882352941, 'lovingly': 0.058823529411764705}",0.03246665000915527
17,beautifully crafted engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic twisty yarn that will keep them guessing,1,beautifully crafted engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic twisty yarn that will keep them guessing,1,1,1.0,"['the film has a laundry exercise in camera with action ', 'the film has a laundry exercise in camera and that ', 'the film has a laundry cast of movie references but ', 'the film is a primer on its own animated tv and in ', 'beautifully crafted engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic twisty yarn that will keep them guessing']","['the film is a primer on sentence of the film a movie ', 'the film is a primer on its own hollywood director ']","{'laundry': 0.1111111111111111, 'exercise': 0.07407407407407407, 'camera': 0.07407407407407407, 'action': 0.037037037037037035, 'cast': 0.037037037037037035}","{'primer': 0.4, 'sentence': 0.2, 'hollywood': 0.2, 'director': 0.2}",0.021997451782226562
18,it s funny as the old saying goes because it s true,1,it s funny as the old saying goes because it s true,1,1,0.9821428571428571,"['the film is so many of its own in reality filmmaking ', 'the film has a number of themes a complex on a good ', 'the film is a primer on its own it fills a strong ', 'a movie that so lovingly and present the most of screen ', 'a movie that so of the highest and the most famous ']","['a movie that one would have been seen in advance or ', 'the film is a primer on its own it feels like a lot ']","{'many': 0.06666666666666667, 'reality': 0.06666666666666667, 'filmmaking': 0.06666666666666667, 'number': 0.06666666666666667, 'themes': 0.06666666666666667}","{'one': 0.125, 'would': 0.125, 'seen': 0.125, 'advance': 0.125, 'primer': 0.125}",0.019185781478881836
19,nohe has made a decent intro documentary but he feels like a spectator and not a paicipant,0,nohe has made a decent intro documentary but he feels like a spectator and not a paicipant,0,0,1.0,"['a movie that rare into a man who can not always in ', 'the film is so many that time through the film s mid ', 'the film is a primer on its own animated tv director ', 'the film is a primer on sentence of the film a movie ', 'the film is a primer on its own and fills its characters ']","['a movie that so of the highest and the most feeling ', 'the film is a primer on its own animated tv and in ', 'the film is a primer on its own it s a of above the ', 'a movie that one of the best films of the year with ', 'the film has a number of themes a complex on a good ']","{'primer': 0.2, 'rare': 0.06666666666666667, 'man': 0.06666666666666667, 'always': 0.06666666666666667, 'many': 0.06666666666666667}","{'primer': 0.14285714285714285, 'highest': 0.07142857142857142, 'feeling': 0.07142857142857142, 'animated': 0.07142857142857142, 'tv': 0.07142857142857142}",0.029227018356323242
20,kinnear gives a tremendous performance,1,kinnear gives a tremendous performance,1,1,0.9833333333333333,"['the film is a primer on its own his director and ultimately ', 'the film is a recycled and affection thriller that ', 'the film is a primer on its beach with great dialogue ', 'a movie that so of the highest and the of povey to ', 'the film is a very good at its great acting and most ']","['a movie that one would have been exhausted by a pristine ', 'a movie that one would have been seen in advance or ', 'a movie that one would have been seen the performers ', 'a movie that so tale about life in u s career off ']","{'primer': 0.13333333333333333, 'great': 0.13333333333333333, 'director': 0.06666666666666667, 'ultimately': 0.06666666666666667, 'recycled': 0.06666666666666667}","{'one': 0.1875, 'would': 0.1875, 'seen': 0.125, 'exhausted': 0.0625, 'pristine': 0.0625}",0.0399785041809082
21,a knowing look at female friendship spiked with raw urban humor,1,a knowing look at female friendship spiked with raw urban humor,1,1,0.9807692307692307,"['the film is a primer on its own animated tv and in ', 'the film is a primer on its own in town with sensitivity ', 'the film is a primer on its own it s a of healthy ', 'the film is so of the 70s it would be adequately emphasized ', 'a movie that so lovingly and present the most of screen ']","['a movie that rare into a man who can not always in ', 'a movie that one would be profane politically the ']","{'primer': 0.2, 'animated': 0.06666666666666667, 'tv': 0.06666666666666667, 'town': 0.06666666666666667, 'sensitivity': 0.06666666666666667}","{'rare': 0.14285714285714285, 'man': 0.14285714285714285, 'always': 0.14285714285714285, 'one': 0.14285714285714285, 'would': 0.14285714285714285}",0.016741275787353516
22,one scene after another in this supposedly funny movie falls to the floor with a sickening thud,0,one scene after another in this supposedly funny movie falls to the floor with a sickening thud,0,0,0.9555555555555556,"['the film is a primer on its own animated tv and rather ', 'the film is a primer on sentence of the film a movie ', 'the film is so many of its own in reality tv in which ', 'the film is a primer on its own and director michael ', 'the film is a primer on its own hollywood director ']","['a movie that rare into the reunion of s a performance ', 'the film is a primer on its own and director in moulin ', 'it s a very tasteful rock and roll movie you could ', 'the film is a primer on its own school comedy with ', 'the film is a primer on its own animated tv and in ']","{'primer': 0.26666666666666666, 'tv': 0.13333333333333333, 'director': 0.13333333333333333, 'animated': 0.06666666666666667, 'rather': 0.06666666666666667}","{'primer': 0.1875, 'rare': 0.0625, 'reunion': 0.0625, 'performance': 0.0625, 'director': 0.0625}",0.03235054016113281
23,from its invitingly upbeat oveure to its pathos filled but ultimately life affirming finale main is a masterfully conducted work,1,from its invitingly upbeat oveure to its pathos filled but ultimately life affirming finale main is a masterfully conducted work,0,0,0.9782608695652174,"['the film is a primer on its own hollywood director ', 'the film is a primer on its own animated tv director ', 'the film is a primer on its own animated tv and rather ', 'the film is a primer on its own animated tv in which ', 'the film is a primer on a movie that should be better ']","['it s a very tasteful to look at the most were what ', 'a thoughtful movie one of s best and in a low key ', 'the film is a primer on its own it s a of above the ', 'the film is a primer on the beach with humor and american ', 'the film is so of the best films of the year with ']","{'primer': 0.3125, 'animated': 0.1875, 'tv': 0.1875, 'director': 0.125, 'hollywood': 0.0625}","{'best': 0.13333333333333333, 'primer': 0.13333333333333333, 'tasteful': 0.06666666666666667, 'look': 0.06666666666666667, 'thoughtful': 0.06666666666666667}",0.03738212585449219
24,an old fashioned drama of substance about a teacher s slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for viue,1,an old fashioned drama of substance about a teacher s slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for viue,1,1,1.0,"['the film has the perfect of s best as a couple of ', 'the film has the heavy handed that takes up with the ', 'the film has a laundry list of camera work in which ', 'an old fashioned drama of substance about a teacher s slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for viue', 'the film has all the rules of lurid melodrama into ']","['the movie has been in years old but even with the ', 'the film has been a huge fan of dickens in which is ']","{'perfect': 0.03571428571428571, 'best': 0.03571428571428571, 'couple': 0.03571428571428571, 'heavy': 0.03571428571428571, 'handed': 0.03571428571428571}","{'years': 0.16666666666666666, 'old': 0.16666666666666666, 'even': 0.16666666666666666, 'huge': 0.16666666666666666, 'fan': 0.16666666666666666}",0.021428585052490234
25,it wouldn t be my preferred way of spending 100 minutes or 7 00,0,it wouldn t be my preferred way of spending 100 minutes or 7 00,0,0,0.96,"['a movie that rare film about every to u s presentation ', 'the film is a primer on its own and fills its characters ', 'a movie that one would be profane politically the ', 'a movie that rare into a man who can t seen it s not ', 'a movie that rare into a man who can not always in ']","['a movie that so of the best films like a confidence ', 'a movie that one of the best films of the year the ', 'a thoughtful movie that he s performance that is a ', 'the film is a primer on its own and director in years ', 'the film is so of the reassuring manner of a good ']","{'rare': 0.17647058823529413, 'man': 0.11764705882352941, 'every': 0.058823529411764705, 'u': 0.058823529411764705, 'presentation': 0.058823529411764705}","{'best': 0.125, 'films': 0.125, 'like': 0.0625, 'confidence': 0.0625, 'one': 0.0625}",0.03947257995605469
26,flawed but wohy look at life in u s relocation camps,1,flawed but wohy look at life in u s relocation camps,1,1,0.9807692307692307,"['the film is a primer on its own in town with action ', 'the film is a primer on its own and director in years ', 'it s a very tasteful to look at it s so far more interesting ', 'the film is so heavy and 295 preview i d be bored ', 'a thoughtful movie that he s endless of delights and ']","['the film is a primer on sentence of the film a movie ', 'a movie that rare into a man who can t seen it s not ', 'the film is a primer on its own animated tv and rather ']","{'primer': 0.11764705882352941, 'town': 0.058823529411764705, 'action': 0.058823529411764705, 'director': 0.058823529411764705, 'years': 0.058823529411764705}","{'primer': 0.2222222222222222, 'sentence': 0.1111111111111111, 'rare': 0.1111111111111111, 'man': 0.1111111111111111, 'seen': 0.1111111111111111}",0.02253580093383789
27,mckay seems embarrassed by his own invention and tries to rush through the intermediary passages apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service,0,mckay seems embarrassed by his own invention and tries to rush through the intermediary passages apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service,0,1,0.9411764705882353,"['the film has a laundry cast of war shocomings are ', 'the film has an infectious enthusiasm and the movie ', 'the film has an infectious enthusiasm and it s altman ', 'the film has a laundry cast of human comedy with a ', 'the film has a laundry list of movie largely for the ']","['the movie has been more than a fair film but director ', 'the movie has the perfect of water as a fascinating ', 'the film has the perfect characters are not to lend ', 'the movie has been readily dismissed as the film was ', 'the film has the perfect characters are not to give ']","{'laundry': 0.1875, 'cast': 0.125, 'infectious': 0.125, 'enthusiasm': 0.125, 'war': 0.0625}","{'perfect': 0.23076923076923078, 'characters': 0.15384615384615385, 'fair': 0.07692307692307693, 'director': 0.07692307692307693, 'water': 0.07692307692307693}",0.027384281158447266
28,director andrew niccol demonstrates a wry understanding of the quirks of fame his healthy sense of satire is light and fun,1,director andrew niccol demonstrates a wry understanding of the quirks of fame his healthy sense of satire is light and fun,1,1,0.9777777777777777,"['the film is a primer on the beach with humor and humor ', 'the film is a primer on its own it s a of healthy ', 'the film has the materials of human tradition and ', 'director andrew niccol demonstrates a wry understanding of the quirks of fame his healthy sense of satire is light and fun', 'the film is so of the best films of the year with ']","['the film is a primer on its own animated tv in which ', 'the film is a contrivance as aificial as the film ', 'the film is so many that its through the film s mid ', 'the film is so consistently unimaginative that doesn ']","{'primer': 0.08, 'humor': 0.08, 'healthy': 0.08, 'beach': 0.04, 'materials': 0.04}","{'primer': 0.1111111111111111, 'animated': 0.1111111111111111, 'tv': 0.1111111111111111, 'contrivance': 0.1111111111111111, 'aificial': 0.1111111111111111}",0.02216506004333496
29,as pure over the top trash any john waters movie has it beat by a country mile,0,as pure over the top trash any john waters movie has it beat by a country mile,0,0,1.0,"['the film is a primer on its own animated tv in which ', 'the film is so of the 70s games would have been called ', 'the film is a primer on its own animated tv and rather ', 'the film is a primer on sentence of the film a movie ', 'the film is a primer on its own hollywood director ']","['a movie that one of the best films of the situation ', 'the film is a primer on its own it s a of healthy ', 'the film is a primer on its own it s a rewarding balance ', 'the film is so of the 70s it would be adequately emphasized ', 'the film has a laundry exercise in camera and that ']","{'primer': 0.25, 'animated': 0.125, 'tv': 0.125, '70s': 0.0625, 'games': 0.0625}","{'primer': 0.125, 'one': 0.0625, 'best': 0.0625, 'films': 0.0625, 'situation': 0.0625}",0.029572725296020508
30,rymer doesn t trust laughs and doesn t conjure proper respect for followers of the whole dead undead genre who deserve more from a vampire pic than a few shrieky special effects,0,rymer doesn t trust laughs and doesn t conjure proper respect for followers of the whole dead undead genre who deserve more from a vampire pic than a few shrieky special effects,0,0,0.9649122807017544,"['the movie has been readily dismissed as the pitch ', 'the movie has been readily dismissed as the film is ', 'the film has the perfect characters are not to give ', 'the film has been a huge fan of dickens in which is ', 'the film has all the rules of water melodrama which ']","['the film has an infectious enthusiasm and the movie ', 'the film has a laundry cast of human comedy is a fascinating ', 'the film has a laundry list of camera work in which ', 'the film has the perfect of s best films the characters ', 'the film has a laundry cast of human comedy that it ']","{'readily': 0.14285714285714285, 'dismissed': 0.14285714285714285, 'pitch': 0.07142857142857142, 'perfect': 0.07142857142857142, 'characters': 0.07142857142857142}","{'laundry': 0.15789473684210525, 'cast': 0.10526315789473684, 'human': 0.10526315789473684, 'comedy': 0.10526315789473684, 'infectious': 0.05263157894736842}",0.05132603645324707
31,when de palma s bad he s really bad and femme fatale ranks with the worst he has done,0,when de palma s bad he s really bad and femme fatale ranks with the worst he has done,0,0,1.0,"['the film is a primer on sentence of the film a movie ', 'the film is a contrivance as aificial as the film ', 'the film is so many that its through the film s mid ', 'the film is a primer on its own hollywood director ', 'the film is a primer on its own animated tv director ']","['the film is so of the best films of the year with ', 'the film is a primer on its own time director peter ', 'the film is so of those who try to look at but it ', 'the film is a primer on its own and director michael ']","{'primer': 0.23076923076923078, 'director': 0.15384615384615385, 'sentence': 0.07692307692307693, 'contrivance': 0.07692307692307693, 'aificial': 0.07692307692307693}","{'primer': 0.16666666666666666, 'director': 0.16666666666666666, 'best': 0.08333333333333333, 'films': 0.08333333333333333, 'year': 0.08333333333333333}",0.031384944915771484
32,has its moments and almost as many subplots,0,has its moments and almost as many subplots,1,1,0.96875,"['the film is a primer on its observation and fills ', 'the film is a primer on its own and fills his film ', 'the film is a primer on its own it fills a film above ', 'a movie that one would be an intelligent and a lot ', 'a movie that so of the highest and the of povey to ']","['a movie that rare film about every to u s career to ', 'a movie that so of the energy in a of healthy tv s ']","{'primer': 0.23076923076923078, 'fills': 0.23076923076923078, 'observation': 0.07692307692307693, 'one': 0.07692307692307693, 'would': 0.07692307692307693}","{'rare': 0.14285714285714285, 'every': 0.14285714285714285, 'u': 0.14285714285714285, 'career': 0.14285714285714285, 'energy': 0.14285714285714285}",0.021073341369628906
