index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate
18,renee zellweger is judy garland in first look at upcoming biopic,0,renee zellweger is judy garland in first look at upcoming biopic,0,0,0.9444444444444444,"['r kelly accusers say they had to ask ', 'eric greitens ’ team pushes for inquiry ', 'neil young fires daryl hannah are ready ', 'fox news guest personally asks donald ', 'robbin season s true criminal is revealed ']","['alarmist repo eah to lose 67 of wildlife ', 'republicans may shoot themselves in ', 'former plans accuses president of sexual ', 'hey msm illegal alien suppoer makes ', 'colbe mocks trump s failing to stand ']","{'r': 0.03571428571428571, 'kelly': 0.03571428571428571, 'accusers': 0.03571428571428571, 'say': 0.03571428571428571, 'ask': 0.03571428571428571}","{'alarmist': 0.04, 'repo': 0.04, 'eah': 0.04, 'lose': 0.04, '67': 0.04}",0.06166386604309082
19,buzzer beater gives notre dame win over mississippi state in 2018 national championship,0,buzzer beater gives notre dame win over mississippi state in 2018 national championship,0,0,0.989010989010989,"['russia announces plans for catastrophic ', 'r kelly accusers to be able to over ', '17 year old indigo child message to ', 'emails show interior expected to learn ', 'wrongfully convicted man is rehired ']","['designer of waterslide that decapitated ', 'toys r us founder shut lazarus 94 in ', 'colbe mocks trump s failing to stand ', 'r kelly says the time s up on had a ', 'r kelly says the time s up media made ']","{'russia': 0.043478260869565216, 'announces': 0.043478260869565216, 'plans': 0.043478260869565216, 'catastrophic': 0.043478260869565216, 'r': 0.043478260869565216}","{'r': 0.12, 'kelly': 0.08, 'says': 0.08, 'time': 0.08, 'designer': 0.04}",0.06266999244689941
20,player makes first contact with hidden aliens in ’elite dangerous’ breitba,1,player makes first contact with hidden aliens in ’elite dangerous’ breitba,1,1,0.961038961038961,"['former clinton foundation ceo after ', 'senate does equifax a favor as a former ', 'player makes first contact with hidden aliens in ’elite dangerous’ breitba', 'launch protest against pope francis ', 'conan o brien in on the royal wedding ']","['bill cosby ’ s testimony on drugs can ', 'bill kristol backs ’ deep state us ', 'united bans many popular dog and cat ', 'former student foundation ceo after ', 'noh korea says diplomat who defected ']","{'former': 0.08, 'clinton': 0.04, 'foundation': 0.04, 'ceo': 0.04, 'senate': 0.04}","{'bill': 0.07407407407407407, '’': 0.07407407407407407, 'cosby': 0.037037037037037035, 'testimony': 0.037037037037037035, 'drugs': 0.037037037037037035}",0.05297350883483887
21,hillary clintons election fraud finally exposed california stolen from bernie sanders,1,hillary clintons election fraud finally exposed california stolen from bernie sanders,1,1,0.963855421686747,"['man who dressed up as white house easter ', 'supreme cou to take hard look at paisan ', 'new han solo trailer features a twist ', 'no jail time for walk of fame trump ', 'fbi debunks hillary clinton email will ']","['fox news said at white house 000 joke ', 'gop who doug lamborn thrown off the ', 'fbi calls on democratic primary will ', 'texas education board votes to create ', 'no charges but harsh criticism for ']","{'man': 0.037037037037037035, 'dressed': 0.037037037037037035, 'white': 0.037037037037037035, 'house': 0.037037037037037035, 'easter': 0.037037037037037035}","{'fox': 0.043478260869565216, 'news': 0.043478260869565216, 'said': 0.043478260869565216, 'white': 0.043478260869565216, 'house': 0.043478260869565216}",0.06258082389831543
22,passengers on deadly southwest flight receive 5 000 checks,0,passengers on deadly southwest flight receive 5 000 checks,0,0,0.9726027397260274,"['man who dressed up as white house easter ', 'michael moore admits no women ever ', 'syrian army wins control over terrorists ', 'fox news said personally asks all to ', 'fbi debunks hillary clinton conspiracy ']","['identity of michael cohen s mystery ', 'laura ingraham by yet another despite ', 'republicans fill cou seat they denied ', 'no jail time for walk of fame trump ', 'former trump doctor accuses president ']","{'man': 0.04, 'dressed': 0.04, 'white': 0.04, 'house': 0.04, 'easter': 0.04}","{'trump': 0.08333333333333333, 'identity': 0.041666666666666664, 'michael': 0.041666666666666664, 'cohen': 0.041666666666666664, 'mystery': 0.041666666666666664}",0.04531693458557129
23,russia china japan south korea planning solar wind energy super grid,1,russia china japan south korea planning solar wind energy super grid,1,1,0.9583333333333334,"['republicans fill cou seat they denied ', 'before elections fear russian meddling ', 'noh korea accuses president of death ', '5 bodies found off libya amid fears ', '‘ us anti trump protests similar to ']","['china tries to censor ai victory over ', 'mark zuckerberg and priscilla chan ', 'republicans head into ‘ terms ’ a problem ', 'republicans head into mid terms with ', 'arab soccer players refuse to sing ']","{'republicans': 0.038461538461538464, 'fill': 0.038461538461538464, 'cou': 0.038461538461538464, 'seat': 0.038461538461538464, 'denied': 0.038461538461538464}","{'republicans': 0.08333333333333333, 'head': 0.08333333333333333, 'terms': 0.08333333333333333, 'china': 0.041666666666666664, 'tries': 0.041666666666666664}",0.048270463943481445
24,the trailer for matt bomer s controversial transgender movie is here,0,the trailer for matt bomer s controversial transgender movie is here,0,0,0.9733333333333334,"['what to watch on hulu that ’ s new ', 'trump s fbi director “ he probe fired ', 'trump blasts california over troops ', 'what robe mueller repoedly wants to ', 'trump 60 russians closes russian consulate ']","['the fundamentals will push gold silver ', 'donald trump tells media ban on russian ', 'trump promises to help chinese company ', 'a tiny mocking voice rules donald trump ', 'trump repoedly tells to making something ']","{'trump': 0.125, 'watch': 0.041666666666666664, 'hulu': 0.041666666666666664, '’': 0.041666666666666664, 'new': 0.041666666666666664}","{'trump': 0.15384615384615385, 'donald': 0.07692307692307693, 'tells': 0.07692307692307693, 'fundamentals': 0.038461538461538464, 'push': 0.038461538461538464}",0.07407951354980469
25,michelle wolf s netflix show trailer came out this weekend too,0,michelle wolf s netflix show trailer came out this weekend too,0,0,1.0,"['simpsons creator on apu debate people ', 'michael b jordan to produce film about ', 'fox news repoer personally asks over ', 'gop senator senator thinks laws created ', 'white house blames deadly gaza violence ']","['fbi debunks hillary s conspiracy theory ', 'breaking clinton “ what we have not ', 'fox news said to settle group of lawsuits ', 'white house releases photos of mike ', 'fox news all but ignores nationwide ']","{'senator': 0.07692307692307693, 'simpsons': 0.038461538461538464, 'creator': 0.038461538461538464, 'apu': 0.038461538461538464, 'debate': 0.038461538461538464}","{'fox': 0.08695652173913043, 'news': 0.08695652173913043, 'fbi': 0.043478260869565216, 'debunks': 0.043478260869565216, 'hillary': 0.043478260869565216}",0.047711849212646484
26,trump tells 57 000 honduran immigrants to leave or risk depoation,0,trump tells 57 000 honduran immigrants to leave or risk depoation,0,0,0.9555555555555556,"['trump repoedly tells macron he s pulling ', 'trump says he ll t let her in this ', 'trump says he ll t sees no enough after ', 'trump says he ll t sees no fired after ', 'trump says he ll t even with fired ']","['donald trump deutsche bank did not ', 'no jail time for walk of fame trump ', '13 reasons why goes beyond the tapes ', 'a meek mill docuseries executive produced ', 'new york times journalists who broke ']","{'trump': 0.25, 'says': 0.2, 'sees': 0.1, 'fired': 0.1, 'repoedly': 0.05}","{'trump': 0.08333333333333333, 'donald': 0.041666666666666664, 'deutsche': 0.041666666666666664, 'bank': 0.041666666666666664, 'jail': 0.041666666666666664}",0.06989359855651855
27,two u s soldiers killed in kentucky helicopter crash army,0,two u s soldiers killed in kentucky helicopter crash army,0,0,0.975,"['ohio voters have a chance to do something ', 'harvey weinstein turns himself in to ', 'few migrants from caravan allowed to ', 'russia to expel u s diplomats shut ', 'and jack s bonkers has people they ']","['syrian warn us turkey can ’ t be in ', 'france ’ s overseas territories kick ', 'no jail time for walk of fame trump ', 'top post nominee ‘ obama ’ at for christian ', 'top us general pleads with troops not ']","{'ohio': 0.05555555555555555, 'voters': 0.05555555555555555, 'chance': 0.05555555555555555, 'something': 0.05555555555555555, 'harvey': 0.05555555555555555}","{'’': 0.1111111111111111, 'us': 0.07407407407407407, 'top': 0.07407407407407407, 'syrian': 0.037037037037037035, 'warn': 0.037037037037037035}",0.05544137954711914
28,rick and moy future still up in the air says co creator dan harmon,0,rick and moy future still up in the air says co creator dan harmon,0,0,0.9491525423728814,"['white house calls for deep cuts to ', 'rick and moy future still up in the air says co creator dan harmon', 'former student foundation ceo after ', 'gop led house panel ends its russia ', 'eric greitens ’ team pushes for inquiry ']","['stephen colbe ’ s trump inspired awork ', 'colbe mocks trump s bonkers for trump ', 'former student accuses in in killings ', 'tim kaine clinton email announcement ', 'michael bloomberg slams epidemic of ']","{'house': 0.06451612903225806, 'white': 0.03225806451612903, 'calls': 0.03225806451612903, 'deep': 0.03225806451612903, 'cuts': 0.03225806451612903}","{'trump': 0.125, 'colbe': 0.08333333333333333, 'stephen': 0.041666666666666664, '’': 0.041666666666666664, 'inspired': 0.041666666666666664}",0.04254555702209473
29,rudy giuliani reverses trump team s position says president can obstruct justice,0,rudy giuliani reverses trump team s position says president can obstruct justice,0,0,0.9743589743589743,"['simpsons creator on apu debate people ', 'fox news repoer sarah huckabee sanders ', 'tomi lahren hits back at genealogist ', 'former fbi deputy director andrew mccabe ', 'new federal data shows how black students ']","['michael keaton ends kent state commencement ', 'breaking clinton trump can t have had ', 'comey s former director trump would ', 'colbe s caoon trump gives to own words ', 'identity of michael cohen s mystery ']","{'simpsons': 0.03571428571428571, 'creator': 0.03571428571428571, 'apu': 0.03571428571428571, 'debate': 0.03571428571428571, 'people': 0.03571428571428571}","{'trump': 0.13043478260869565, 'michael': 0.08695652173913043, 'keaton': 0.043478260869565216, 'ends': 0.043478260869565216, 'kent': 0.043478260869565216}",0.06192946434020996
30,leaked email shows monsanto executive v p invited to hillraiser fundraiser to put clinton into the white house for monsanto s benefit,1,leaked email shows monsanto executive v p invited to hillraiser fundraiser to put clinton into the white house for monsanto s benefit,1,1,0.9651162790697675,"['17 children s books to read to your ', 'oregon gov will say no ’ if trump asks ', 'virginia is on the verge of giving ', 'leaked email shows monsanto executive v p invited to hillraiser fundraiser to put clinton into the white house for monsanto s benefit', '2 senate to get out of john haspel ']","['federal black cities doesn t be to ', 'federal cou doesn t be get to over ', '2 senate to get a meeting to showing ', '2 senate to be a meeting for showing ', '2 senate to get a meeting for showing ']","{'monsanto': 0.058823529411764705, '17': 0.029411764705882353, 'children': 0.029411764705882353, 'books': 0.029411764705882353, 'read': 0.029411764705882353}","{'get': 0.15, '2': 0.15, 'senate': 0.15, 'meeting': 0.15, 'showing': 0.15}",0.06923460960388184
31,blake farenthold says he won t repay 84 000 sexual harassment settlement,0,blake farenthold says he won t repay 84 000 sexual harassment settlement,0,0,1.0,"['man dressed as elsa from frozen pushes ', 'white house blames deadly gaza violence ', 'scott pruitt paris climate agreement ', 'new york city council launches probe ', 'giuliani calls comey a baby for defending ']","['fbi debunks hillary s conspiracy theory ', 'fox news all but ignores nationwide ', 'colbe s caoon trump gives to own words ', 'breaking obama “ we have had being ', 'fbi debunks hillary clinton email trump ']","{'man': 0.037037037037037035, 'dressed': 0.037037037037037035, 'elsa': 0.037037037037037035, 'frozen': 0.037037037037037035, 'pushes': 0.037037037037037035}","{'fbi': 0.08695652173913043, 'debunks': 0.08695652173913043, 'hillary': 0.08695652173913043, 'trump': 0.08695652173913043, 'conspiracy': 0.043478260869565216}",0.05957651138305664
32,shutting down speech by elizabeth warren g o p amplifies her message the new york times,1,shutting down speech by elizabeth warren g o p amplifies her message the new york times,1,1,1.0,"['former trump team accuses president ', 'former student accuses in in killings ', 'former fbi accuses trump calls president ', 'former trump accuses president of sexual ', 'former student accuses in in death ']","['bill de blasio speaks at funeral for ', 'supreme cou rules priests do not have ', 'at least 5 dead in violent clashes ', 'former fbi director director andrew ', 'few lawmakers seem concerned with the ']","{'former': 0.20833333333333334, 'accuses': 0.20833333333333334, 'trump': 0.125, 'president': 0.125, 'student': 0.08333333333333333}","{'director': 0.09090909090909091, 'bill': 0.045454545454545456, 'de': 0.045454545454545456, 'blasio': 0.045454545454545456, 'speaks': 0.045454545454545456}",0.05106329917907715
33,clinton campaign was warned that turkey’s erdogan was attempting to buy favor,1,clinton campaign was warned that turkey’s erdogan was attempting to buy favor,1,1,0.99,"['watch madonna warns of the new gasp ', 'how putin ’ s plan to collect former ', 'if hillary clinton can ’ longer release ', 'gop sen lee ’ would be say us to save ', 'watch madonna warns of the new york ']","['how to hit sinclair where it hus according ', 'watch blue bid 000 on a new it s no ', 'try not to cry watching david beckham ', 'watch blue bid 000 on a time for donald ', 'gop sen lee ’ would not say no ’ to ']","{'’': 0.10714285714285714, 'watch': 0.07142857142857142, 'madonna': 0.07142857142857142, 'warns': 0.07142857142857142, 'new': 0.07142857142857142}","{'watch': 0.07407407407407407, 'blue': 0.07407407407407407, 'bid': 0.07407407407407407, '000': 0.07407407407407407, '’': 0.07407407407407407}",0.06123185157775879
34,stephen colbe thinks he knows what dating app mike pence would use and it s hilarious,0,stephen colbe thinks he knows what dating app mike pence would use and it s hilarious,0,0,0.9591836734693877,"['fox news guest personally asks donald ', 'palace continuing to let prince philip ', 'bill gates says trump didn t know the ', 'bill maher reveals 25 things you don ', 'steven mnuchin sure seemed to enjoy ']","['tomi lahren claims low skilled immigrants ', 'parents of slain dnc staffer seth rich ']","{'bill': 0.07692307692307693, 'fox': 0.038461538461538464, 'news': 0.038461538461538464, 'guest': 0.038461538461538464, 'personally': 0.038461538461538464}","{'tomi': 0.08333333333333333, 'lahren': 0.08333333333333333, 'claims': 0.08333333333333333, 'low': 0.08333333333333333, 'skilled': 0.08333333333333333}",0.019563674926757812
35,why the trump team’s economic promises will be hard to execute the new york times,1,why the trump team’s economic promises will be hard to execute the new york times,1,1,1.0,"['trump administration moves to embrace ', 'trump claims without evidence that ', 'how to hit sinclair where it s policies ', 'trump on mexican border wall to be ', 'a different kind of gender gap 7 places ']","['trump team bashes cnn buzzfeed over ', 'if you have alzheimer ’ s then invite ', 'donald trump executive order for every ']","{'trump': 0.14285714285714285, 'administration': 0.047619047619047616, 'moves': 0.047619047619047616, 'embrace': 0.047619047619047616, 'claims': 0.047619047619047616}","{'trump': 0.15384615384615385, 'team': 0.07692307692307693, 'bashes': 0.07692307692307693, 'cnn': 0.07692307692307693, 'buzzfeed': 0.07692307692307693}",0.028504371643066406
