,target instance,average distance,all distances,distance metric,time needed,nb times cf not found,text method
10,"Haha get used to driving to usf man, I know a lot of stoners",0.8669919353512838,"[0.8998868935642711, 0.8591841093083427, 0.8046218948722966, 0.8639528950306454, 0.8998868935642711, 0.8632072626238395, 0.801602695491067, 0.96261516995127, 0.8591841093083427, 0.8632072626238395, 0.9819171340875538, 0.8494456232049529, 0.8046218948722966, 0.801602695491067, 0.9819171340875538, 0.7834856753785976, 0.8639528950306454, 0.96261516995127, 0.8494456232049529, 0.7834856753785976]",spacy,0.9258518218994141,0,lime
11,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,0.7175678533419674,"[0.8368301114704019, 0.8368301114704019, 0.5268443651693534, 0.5250156367342271, 0.8368301114704019, 1.000000034232292, 0.6173052245427234, 0.6663948511996252, 0.8368301114704019, 1.000000034232292, 0.6173052245427234, 0.6663948511996252, 0.5268443651693534, 0.6173052245427234, 0.6173052245427234, 0.8827581228583008, 0.5250156367342271, 0.6663948511996252, 0.6663948511996252, 0.8827581228583008]",spacy,1.9480962753295898,0,lime
12,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,0.9495360180352076,"[0.9535602294455501, 0.9557900730306321, 0.9372610682227686, 0.9393581685952357, 0.9535602294455501, 0.9576809132625554, 0.9587744904820191, 0.9574822347908842, 0.9557900730306321, 0.9576809132625554, 0.9464978430800572, 0.9463372832222033, 0.9372610682227686, 0.9587744904820191, 0.9464978430800572, 0.9426178762201715, 0.9393581685952357, 0.9574822347908842, 0.9463372832222033, 0.9426178762201715]",spacy,1.842731237411499,0,lime
13,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,0.8643558590676829,"[0.8813897911085267, 0.9358837350072675, 0.8076364571788304, 0.8076364571788304, 0.8813897911085267, 0.8172833518751377, 0.8693053164780368, 0.8693053164780368, 0.9358837350072675, 0.8172833518751377, 0.8275590826860811, 0.8275590826860811, 0.8076364571788304, 0.8693053164780368, 0.8275590826860811, 1.0, 0.8076364571788304, 0.8693053164780368, 0.8275590826860811, 1.0]",spacy,1.0227596759796143,0,lime
14,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,0.9435662383912374,"[0.9491476150022163, 0.9447313103426446, 0.9508807550903716, 0.9509129578821053, 0.9491476150022163, 0.9460904962985042, 0.9489073074257247, 0.9569581628754361, 0.9447313103426446, 0.9460904962985042, 0.9158810745711785, 0.9461444583989018, 0.9508807550903716, 0.9489073074257247, 0.9158810745711785, 0.9260082460252907, 0.9509129578821053, 0.9569581628754361, 0.9461444583989018, 0.9260082460252907]",spacy,2.6485915184020996,0,lime
15,Last chance 2 claim ur aPS150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. aPS3.00 Sub. 16 . Remove txt X or STOP,0.6472504020696513,"[0.6165932250327572, 1.0000000177698134, 0.7605836162166832, 0.5320117092464549, 0.6165932250327572, 0.6165932250327572, 0.6579005865293011, 0.49303624009213237, 1.0000000177698134, 0.6165932250327572, 0.7605836162166832, 0.5320117092464549, 0.7605836162166832, 0.6579005865293011, 0.7605836162166832, 0.5031900753134759, 0.5320117092464549, 0.49303624009213237, 0.5320117092464549, 0.5031900753134759]",spacy,3.4440765380859375,0,lime
16,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,0.9558215500942889,"[0.954778413860235, 0.9666514675685862, 0.9722619531702724, 0.9446541202671691, 0.954778413860235, 0.948020619314834, 0.9750699473422147, 0.9387025702048553, 0.9666514675685862, 0.948020619314834, 0.9589384053318925, 0.9511619452755582, 0.9722619531702724, 0.9750699473422147, 0.9589384053318925, 0.9479760586072717, 0.9446541202671691, 0.9387025702048553, 0.9511619452755582, 0.9479760586072717]",spacy,3.369706869125366,0,lime
17,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award,0.7591498935399268,"[0.7179373846066611, 0.7354351255458464, 0.803537197265421, 0.7480466438856753, 0.7179373846066611, 0.7606701077845027, 0.712338176324779, 0.8096891105181588, 0.7354351255458464, 0.7606701077845027, 0.7802796579950732, 0.69099241059366, 0.803537197265421, 0.712338176324779, 0.7802796579950732, 0.8325731208794902, 0.7480466438856753, 0.8096891105181588, 0.69099241059366, 0.8325731208794902]",spacy,2.577122211456299,0,lime
18,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,0.9368627180941027,"[0.9128991624943351, 0.9280838194971485, 0.9512740679334695, 0.9420902447880232, 0.9128991624943351, 0.9292972937046688, 0.9235297407876149, 0.9582901905906906, 0.9280838194971485, 0.9292972937046688, 0.9381288292967717, 0.9525529056670182, 0.9512740679334695, 0.9235297407876149, 0.9381288292967717, 0.9324809261812854, 0.9420902447880232, 0.9582901905906906, 0.9525529056670182, 0.9324809261812854]",spacy,2.534165143966675,0,lime
19,Went to ganesh dress shop,0.7883407863731875,"[0.8130011635301967, 0.7319806734398049, 0.7319806734398049, 1.0, 0.8130011635301967, 0.6647414214561309, 0.6647414214561309, 0.8130011635301967, 0.7319806734398049, 0.6647414214561309, 1.0, 0.7319806734398049, 0.7319806734398049, 0.6647414214561309, 1.0, 0.7319806734398049, 1.0, 0.8130011635301967, 0.7319806734398049, 0.7319806734398049]",spacy,0.3942999839782715,0,lime
20,I love to cuddle! I want to hold you in my strong arms right now...,0.9036303768795142,"[0.9319380451359494, 0.9489749258974002, 0.9130319157502904, 0.847757028928453, 0.9319380451359494, 0.9812724396498766, 0.9003141683343108, 0.8421588701854315, 0.9489749258974002, 0.9812724396498766, 0.927311320198486, 0.8711054959960829, 0.9130319157502904, 0.9003141683343108, 0.927311320198486, 0.8724395587188608, 0.847757028928453, 0.8421588701854315, 0.8711054959960829, 0.8724395587188608]",spacy,0.9998300075531006,0,lime
21,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",0.9621070724984954,"[0.9791492140011252, 0.9728326673151704, 0.9667216983908978, 0.9646052157423067, 0.9791492140011252, 0.9709484326549191, 0.9296205131473352, 0.944597204246343, 0.9728326673151704, 0.9709484326549191, 0.9512617425376951, 0.9817351219467529, 0.9667216983908978, 0.9296205131473352, 0.9512617425376951, 0.9595989150024076, 0.9646052157423067, 0.944597204246343, 0.9817351219467529, 0.9595989150024076]",spacy,1.3063220977783203,0,lime
22,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,0.9596515497933344,"[0.9324221434921156, 0.9737985780239347, 0.9685853221121259, 0.9718554364138363, 0.9324221434921156, 0.9386969150772665, 0.9353742915821415, 0.929494176060038, 0.9737985780239347, 0.9386969150772665, 0.9759174419868588, 0.9890088933480947, 0.9685853221121259, 0.9353742915821415, 0.9759174419868588, 0.9813622998369327, 0.9718554364138363, 0.929494176060038, 0.9890088933480947, 0.9813622998369327]",spacy,1.905290126800537,0,lime
23,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,0.7052338180921327,"[0.6904740846090467, 0.631818006389556, 0.7121520227625423, 0.6300976990704833, 0.6904740846090467, 0.5610414033742974, 0.7968983310764535, 0.6957241184984551, 0.631818006389556, 0.5610414033742974, 0.6464705210352463, 0.7994204904394225, 0.7121520227625423, 0.7968983310764535, 0.6464705210352463, 0.888241503665825, 0.6300976990704833, 0.6957241184984551, 0.7994204904394225, 0.888241503665825]",spacy,2.424104690551758,0,lime
24,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",0.9275733234617514,"[0.950465168372267, 0.9221876450255608, 0.8965958866922954, 0.8825651992316786, 0.950465168372267, 0.9410076793735882, 0.9144076357348953, 0.9052031189561728, 0.9221876450255608, 0.9410076793735882, 0.9684236987580549, 0.9439270446659621, 0.8965958866922954, 0.9144076357348953, 0.9684236987580549, 0.9509501578070385, 0.8825651992316786, 0.9052031189561728, 0.9439270446659621, 0.9509501578070385]",spacy,3.9018731117248535,0,lime
25,WIN a aPS200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 aPS1.50perweeksub.,0.7392363611630216,"[0.8326430394841969, 0.5193990906922915, 0.7171178963452198, 0.8634503542173535, 0.8326430394841969, 0.7426264574724721, 0.9149162486816409, 0.759876295639956, 0.5193990906922915, 0.7426264574724721, 0.7788973458800955, 0.6718408367634038, 0.7171178963452198, 0.9149162486816409, 0.7788973458800955, 0.5915960464535863, 0.8634503542173535, 0.759876295639956, 0.6718408367634038, 0.5915960464535863]",spacy,2.108267307281494,0,lime
26,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",0.678836386778553,"[0.6059450032306768, 0.6711168334214794, 0.5590225279419356, 0.647840995838691, 0.6059450032306768, 0.7087928556273341, 0.6063066407415646, 0.7114386894341527, 0.6711168334214794, 0.7087928556273341, 0.8047107657248883, 0.8492360923333772, 0.5590225279419356, 0.6063066407415646, 0.8047107657248883, 0.6239534634914278, 0.647840995838691, 0.7114386894341527, 0.8492360923333772, 0.6239534634914278]",spacy,2.9631106853485107,0,lime
27,You in your room? I need a few,0.9128931410918513,"[0.8548219018197518, 0.8548219018197518, 1.0, 0.8548219018197518, 0.8548219018197518, 1.0, 0.8548219018197518, 1.0, 0.8548219018197518, 1.0, 0.8548219018197518, 1.0, 1.0, 0.8548219018197518, 0.8548219018197518, 0.8548219018197518, 0.8548219018197518, 1.0, 1.0, 0.8548219018197518]",spacy,0.5550401210784912,0,lime
28,Huh i cant thk of more oredi how many pages do we have?,0.856881859286441,"[0.8041474296896874, 0.959561039328704, 0.7783896711300896, 1.0, 0.8041474296896874, 0.9019605220414633, 0.7874654955860166, 0.8041474296896874, 0.959561039328704, 0.9019605220414633, 0.7951962949399692, 0.959561039328704, 0.7783896711300896, 0.7874654955860166, 0.7951962949399692, 0.7783896711300896, 1.0, 0.8041474296896874, 0.959561039328704, 0.7783896711300896]",spacy,1.0708470344543457,0,lime
29,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",0.894883716573253,"[0.9021317097199838, 0.9207421238065758, 0.9427857659591037, 0.9439802334017651, 0.9021317097199838, 0.949536471184223, 0.8631065068807012, 0.8390875323215228, 0.9207421238065758, 0.949536471184223, 0.8648659947298835, 0.8496655800109094, 0.9427857659591037, 0.8631065068807012, 0.8648659947298835, 0.8729352477178638, 0.9439802334017651, 0.8390875323215228, 0.8496655800109094, 0.8729352477178638]",spacy,2.109628677368164,0,lime
30,UR awarded a City Break and could WIN a aPS200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 aPS1.50perWKsub,0.8087661450866965,"[0.763173665967377, 0.8565745137672207, 0.9264699866912424, 0.8956053608007726, 0.763173665967377, 0.7807330162273111, 0.6365969395800257, 0.6794879692025162, 0.8565745137672207, 0.7807330162273111, 0.7726055541170139, 0.8081093921299952, 0.9264699866912424, 0.6365969395800257, 0.7726055541170139, 0.9683050523834915, 0.8956053608007726, 0.6794879692025162, 0.8081093921299952, 0.9683050523834915]",spacy,2.036884307861328,0,lime
31,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,0.7215252975100623,"[0.8948866277923025, 0.7671357273242282, 0.7571425927547134, 0.6684931332482019, 0.8948866277923025, 0.8473286633807227, 0.8134116287141238, 0.6170662290744048, 0.7671357273242282, 0.8473286633807227, 0.8717874807606713, 0.4936098897921466, 0.7571425927547134, 0.8134116287141238, 0.8717874807606713, 0.48439100225910814, 0.6684931332482019, 0.6170662290744048, 0.4936098897921466, 0.48439100225910814]",spacy,2.6059751510620117,0,lime
32,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,0.7559186761382007,"[0.7545087559201887, 0.647086913115098, 0.6317624774142453, 0.5729917572554515, 0.7545087559201887, 0.9086500827762694, 0.8225554398318641, 0.7486829752364075, 0.647086913115098, 0.9086500827762694, 0.7375849288549913, 0.8102983283744358, 0.6317624774142453, 0.8225554398318641, 0.7375849288549913, 0.9250651026030552, 0.5729917572554515, 0.7486829752364075, 0.8102983283744358, 0.9250651026030552]",spacy,1.7964329719543457,0,lime
33,Where wuld I be without my baby? The thought alone mite break me and I donaOt wanna go crazy but everyboy needs his lady xxxxxxxx,0.6588363272781811,"[0.673340091233159, 0.6932450034621228, 0.35168960955062434, 0.9043999630691697, 0.673340091233159, 0.6859252323935009, 0.7929712501833108, 0.7109624498072022, 0.6932450034621228, 0.6859252323935009, 0.609676283066664, 0.8014092978169914, 0.35168960955062434, 0.7929712501833108, 0.609676283066664, 0.36474409219906645, 0.9043999630691697, 0.7109624498072022, 0.8014092978169914, 0.36474409219906645]",spacy,2.2637288570404053,0,lime
34,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",0.8358636908664494,"[0.8928261342632084, 0.8052887338156606, 0.8264753563145988, 0.8539798438470129, 0.8928261342632084, 0.8164795556666026, 0.8234261648083742, 0.8620286289935275, 0.8052887338156606, 0.8164795556666026, 0.7977376025327351, 0.8249614397249421, 0.8264753563145988, 0.8234261648083742, 0.7977376025327351, 0.8554334486978314, 0.8539798438470129, 0.8620286289935275, 0.8249614397249421, 0.8554334486978314]",spacy,2.9094841480255127,0,lime
35,I think the other two still need to get cash but we can def be ready by 9,0.9354570133279763,"[0.9312726309569674, 0.9420670377384486, 0.9433407079676259, 0.9074406452406446, 0.9312726309569674, 0.9517983377515976, 0.8912900719818665, 0.9545816799502594, 0.9420670377384486, 0.9517983377515976, 0.9423192541434569, 0.9600527094895196, 0.9433407079676259, 0.8912900719818665, 0.9423192541434569, 0.9304070580593772, 0.9074406452406446, 0.9545816799502594, 0.9600527094895196, 0.9304070580593772]",spacy,0.8909101486206055,0,lime
36,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,0.870032367399028,"[0.9442594741029033, 0.8022271385429443, 0.9473355726043259, 0.8402497353304492, 0.9442594741029033, 0.8571537269192698, 0.9510520880592062, 0.8526251482117194, 0.8022271385429443, 0.8571537269192698, 0.8236847384032983, 0.7939723625345076, 0.9473355726043259, 0.9510520880592062, 0.8236847384032983, 0.8877636892816546, 0.8402497353304492, 0.8526251482117194, 0.7939723625345076, 0.8877636892816546]",spacy,3.3658783435821533,0,lime
37,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0.6844498898751821,"[0.6098587761107741, 0.6666627957686628, 0.46537398181702755, 0.5482362703316797, 0.6098587761107741, 0.7307296307093435, 0.725246166509178, 0.8806872317128276, 0.6666627957686628, 0.7307296307093435, 0.665958866154704, 0.6983044668193459, 0.46537398181702755, 0.725246166509178, 0.665958866154704, 0.8534407128182757, 0.5482362703316797, 0.8806872317128276, 0.6983044668193459, 0.8534407128182757]",spacy,3.029677629470825,0,lime
38,Just do what ever is easier for you,0.950724500137723,"[1.0, 0.8768112503443077, 1.0, 1.0, 1.0, 0.8768112503443077, 1.0, 1.0, 0.8768112503443077, 0.8768112503443077, 0.8768112503443077, 0.8768112503443077, 1.0, 1.0, 0.8768112503443077, 1.0, 1.0, 1.0, 0.8768112503443077, 1.0]",spacy,0.5223584175109863,0,lime
39,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",0.8246205057414497,"[0.7290788847922753, 0.8229233293054529, 0.8208262854902068, 0.8225621400015107, 0.7290788847922753, 0.8040676749912283, 0.8401502687885155, 0.7966692720621563, 0.8229233293054529, 0.8040676749912283, 0.8836820935352646, 0.9078129344919975, 0.8208262854902068, 0.8401502687885155, 0.8836820935352646, 0.8184321739558884, 0.8225621400015107, 0.7966692720621563, 0.9078129344919975, 0.8184321739558884]",spacy,2.3612732887268066,0,lime
40,Sian... Aft meeting supervisor got work 2 do liao... U working now?,0.7791218981996579,"[0.923025690466652, 0.8449143437588158, 0.8449143437588158, 0.6883270960414523, 0.923025690466652, 0.8170014338412308, 0.8170014338412308, 0.7087783785572943, 0.8449143437588158, 0.8170014338412308, 1.0, 0.5736281308655444, 0.8449143437588158, 0.8170014338412308, 1.0, 0.5736281308655444, 0.6883270960414523, 0.7087783785572943, 0.5736281308655444, 0.5736281308655444]",spacy,1.1157846450805664,0,lime
41,XMAS iscoming & ur awarded either aPS500 CD gift vouchers & free entry 2 r aPS100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,0.7713536709275055,"[0.721408775295639, 1.0, 0.9999998995769168, 0.6081781678069588, 0.721408775295639, 0.721408775295639, 0.721408775295639, 0.7247760808134296, 1.0, 0.721408775295639, 0.9999998995769168, 0.6081781678069588, 0.9999998995769168, 0.721408775295639, 0.9999998995769168, 0.6081781678069588, 0.6081781678069588, 0.7247760808134296, 0.6081781678069588, 0.6081781678069588]",spacy,2.2185144424438477,0,lime
42,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,0.683542931096216,"[0.6020344757994787, 0.6020344757994787, 0.9084606034097438, 0.8062443010084285, 0.6020344757994787, 1.0, 0.4792707443702063, 0.5316284085440209, 0.6020344757994787, 1.0, 0.4792707443702063, 0.5316284085440209, 0.9084606034097438, 0.4792707443702063, 0.4792707443702063, 0.8948571491165764, 0.8062443010084285, 0.5316284085440209, 0.5316284085440209, 0.8948571491165764]",spacy,2.05320143699646,0,lime
43,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost aPS1.50. 2 cancel send STOP",0.9811487094069392,"[0.9805434203227485, 0.9750603493510667, 0.9857924572354065, 0.9791823643800265, 0.9805434203227485, 0.9768179212385835, 0.9845607703639736, 0.9746576421865403, 0.9750603493510667, 0.9768179212385835, 0.9802403054338039, 0.9926108991687869, 0.9857924572354065, 0.9845607703639736, 0.9802403054338039, 0.9820209643884531, 0.9791823643800265, 0.9746576421865403, 0.9926108991687869, 0.9820209643884531]",spacy,1.282339334487915,0,lime
44,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",0.8732185600393134,"[0.8570010289490315, 0.8975630730744226, 0.880686000772234, 0.9027440680622979, 0.8570010289490315, 0.7864356940437265, 0.8710169028240101, 0.8836649124633209, 0.8975630730744226, 0.7864356940437265, 0.8451662637985868, 0.927580913834145, 0.880686000772234, 0.8710169028240101, 0.8451662637985868, 0.8803267425713579, 0.9027440680622979, 0.8836649124633209, 0.927580913834145, 0.8803267425713579]",spacy,1.579833745956421,0,lime
45,"So check your errors and if you had difficulties, do correction.",0.8837054575537637,"[0.8998734783048338, 0.8045698671509282, 0.9575193562768002, 0.8614754182460865, 0.8998734783048338, 0.810340550019, 0.9518241537860075, 0.8528081027254774, 0.8045698671509282, 0.810340550019, 0.8642817610338333, 0.9008927926351503, 0.9575193562768002, 0.9518241537860075, 0.8642817610338333, 0.9334690953595204, 0.8614754182460865, 0.8528081027254774, 0.9008927926351503, 0.9334690953595204]",spacy,0.784212589263916,0,lime
46,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already U_,0.9040817504725294,"[0.9223119316951263, 0.932301867779743, 0.9273565991923695, 0.8155987816413178, 0.9223119316951263, 0.927162217917957, 0.9168969606370082, 0.9093091261988738, 0.932301867779743, 0.927162217917957, 0.940072905041573, 0.8703492599337822, 0.9273565991923695, 0.9168969606370082, 0.940072905041573, 0.8794578546875428, 0.8155987816413178, 0.9093091261988738, 0.8703492599337822, 0.8794578546875428]",spacy,1.6710205078125,0,lime
47,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",0.9396017111756356,"[0.9123659159679259, 0.9496766164820789, 0.9116969108067908, 0.950388111215375, 0.9123659159679259, 0.9521536974183342, 0.9534657787660712, 0.9591703552648905, 0.9496766164820789, 0.9521536974183342, 0.9192716971043576, 0.985819511700866, 0.9116969108067908, 0.9534657787660712, 0.9192716971043576, 0.9020085170296647, 0.950388111215375, 0.9591703552648905, 0.985819511700866, 0.9020085170296647]",spacy,0.9180998802185059,0,lime
48,How is your schedule next week? I am out of town this weekend.,0.9802257503501174,"[0.9874824808473103, 0.9601975321618791, 0.9802925954146771, 0.979265664320038, 0.9874824808473103, 0.9746206689812102, 0.9873203303776394, 0.9873555554819908, 0.9601975321618791, 0.9746206689812102, 0.9773002931881127, 0.9784673597518466, 0.9802925954146771, 0.9873203303776394, 0.9773002931881127, 0.9899550229764698, 0.979265664320038, 0.9873555554819908, 0.9784673597518466, 0.9899550229764698]",spacy,0.4219374656677246,0,lime
49,URGENT! Your Mobile number has been awarded with a aPS2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,0.703517392688813,"[0.7655087168994437, 0.7994645194067235, 0.8056650868281126, 0.4963661908819052, 0.7655087168994437, 0.7085668860153744, 0.8816606365805856, 0.8430695006593073, 0.7994645194067235, 0.7085668860153744, 0.4581714670007961, 0.7871811027870591, 0.8056650868281126, 0.8816606365805856, 0.4581714670007961, 0.48951981982882264, 0.4963661908819052, 0.8430695006593073, 0.7871811027870591, 0.48951981982882264]",spacy,1.958371877670288,0,lime
50,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",0.8085834425668292,"[0.7716558939453573, 0.7965338091392276, 0.7257584175127413, 0.7937242671571478, 0.7716558939453573, 0.6480206310130034, 0.8311181404866052, 0.8957771909666064, 0.7965338091392276, 0.6480206310130034, 0.8139160480217887, 0.8647019017547507, 0.7257584175127413, 0.8311181404866052, 0.8139160480217887, 0.9446281256710622, 0.7937242671571478, 0.8957771909666064, 0.8647019017547507, 0.9446281256710622]",spacy,1.0924549102783203,0,lime
