index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate,time to generate sentences,training time
10,congressman proposes national surveillance program after trump meeting the new york times,1,french presidential candidate vows ,1,1,0.96,"['democrats to win pennsylvania district ', 'supreme cou to priests do you have ', 'no charges but harsh criticism for ', 'few lawmakers seem concerned with the ', 'republican lawmakers are now getting ']","['lawmakers have added 32 8 million to ', 'louisiana secretary of state resigns ', 'at least 5 dead in violent clashes ', '15 popular travel destinations you ', 'republicans got with gerrymandering ']","{'lawmakers': 0.125, 'democrats': 0.0625, 'win': 0.0625, 'pennsylvania': 0.0625, 'district': 0.0625}","{'lawmakers': 0.047619047619047616, 'added': 0.047619047619047616, '32': 0.047619047619047616, '8': 0.047619047619047616, 'million': 0.047619047619047616}",0.030612468719482422,77.62393569946289,6382.23952794075
11,gloomy days in the oil patch but some see a glimmer of light the new york times,1,after fo lauderdale shooting rumor ,0,0,0.9692307692307692,"['republicans now marching with trump ', 'repo 33 of jay z ’ s for 200 million ', 'former student is charged in killings ', 'former trump accuses president of sexual ', 'former student accuses in black killings ']","['republicans us marching with trump ', 'russia hands us its behind response ', 'former fbi accuses trump calls president ', 'watch more car mayhem in ’ fate of ']","{'former': 0.125, 'trump': 0.08333333333333333, 'student': 0.08333333333333333, 'killings': 0.08333333333333333, 'accuses': 0.08333333333333333}","{'us': 0.1, 'trump': 0.1, 'republicans': 0.05, 'marching': 0.05, 'russia': 0.05}",0.026119709014892578,92.983966588974,6382.23952794075
12,prescription drugs time to “just say no”,1,rose mcgowan wishes harvey weinstein ,0,0,0.961038961038961,"['former miss accuses trump of sexual ', 'colbe mocks giuliani for cia tax baby ', 'white house knew about rob poer allegations ', 'challenges colleges to stand up for ', 'rose mcgowan wishes harvey weinstein ']","['neil young chimes in on a crosby stills ', 'russia vows to expand black list of ', 'former mexican president vicente fox ', 'cynthia nixon vows to keep fighting ', 'kim kardashian calls sister khloe strong ']","{'former': 0.04, 'miss': 0.04, 'accuses': 0.04, 'trump': 0.04, 'sexual': 0.04}","{'vows': 0.07692307692307693, 'neil': 0.038461538461538464, 'young': 0.038461538461538464, 'chimes': 0.038461538461538464, 'crosby': 0.038461538461538464}",0.03869938850402832,84.41152620315552,6382.23952794075
13,pop warner is facing a class action lawsuit over concussions the new york times,1,pop warner is facing a class action ,0,0,0.9733333333333334,"['few migrants have to make ‘ legal film ', 'at least 5 dead in violent clashes ', 'last known person born in the 19th ', 'republicans got with gerrymandering ', 'louisiana secretary of state resigns ']","['free energy eah battery based on the ', 'thousands travel home to ireland to ', 'neil young chimes in on a crosby stills ', 'alarmist repo eah to lose 67 of wildlife ', 'top 10 scary list ghosts replaced by ']","{'migrants': 0.047619047619047616, 'make': 0.047619047619047616, '‘': 0.047619047619047616, 'legal': 0.047619047619047616, 'least': 0.047619047619047616}","{'eah': 0.07692307692307693, 'free': 0.038461538461538464, 'energy': 0.038461538461538464, 'battery': 0.038461538461538464, 'based': 0.038461538461538464}",0.04439806938171387,75.62004208564758,6382.23952794075
14,the real revolution is already here,1,the real revolution is already here ,1,1,0.9801324503311258,"['obama tells to go out and vote shock ', 'trump says he ll meet with us of russia ', 'trump tells cause autism and will be ', 'donald trump deutsche bank exit clintons ', 'trump has options for undoing obama ']","['trump s travel ban faces supreme cou ', 'trump s school signs open letter gun ', 'trump attacks mccabe comey and fbi ', 'trump tells tells 000 immigrants to ', 'trump tells rejects phone security ']","{'trump': 0.16666666666666666, 'obama': 0.08333333333333333, 'tells': 0.08333333333333333, 'go': 0.041666666666666664, 'vote': 0.041666666666666664}","{'trump': 0.18518518518518517, 'tells': 0.1111111111111111, 'travel': 0.037037037037037035, 'ban': 0.037037037037037035, 'faces': 0.037037037037037035}",0.11229467391967773,76.8128457069397,6382.23952794075
15,in chicago teachers and black lives matter activists paner to build a bigger movement,1,in speech for fallen officers trump ,1,1,0.9714285714285714,"['at new year old would resolution about ', 'former fbi accuses trump calls president ', 'robbin season s true criminal is revealed ', 'repo fbi ’ s facial recognition database ', 'repo fbi director actually facial recognition ']","['repo fbi director will have had into ', 'repo fbi director will take pick 1 ', 'at new york city ballet lacing up their ', 'newshour in joy after being able to ', 'try to keep calm but k pop band bts ']","{'fbi': 0.10714285714285714, 'repo': 0.07142857142857142, 'facial': 0.07142857142857142, 'recognition': 0.07142857142857142, 'new': 0.03571428571428571}","{'repo': 0.08333333333333333, 'fbi': 0.08333333333333333, 'director': 0.08333333333333333, 'take': 0.041666666666666664, 'pick': 0.041666666666666664}",0.06552433967590332,89.8945164680481,6382.23952794075
16,victoria beckham and shaq spoof sharknado in the weirdest reboot yet,0,victoria beckham and spoof in the weirdest ,0,0,0.9659090909090909,"['woman fired after off trump s sues ', 'supreme cou justice sotomayor continues ', 'leftist hypocrisy on “ peace love and ', 'and jack s bonkers has people they ', 'weird al yankovic just made history ']","['gay bunny book outsells pence family ', 'jack johnson was pardoned but taboo ', 'how to wong foo paved the way for the ', 'us on iran deal russia for russia deal ', 'gop who doug lamborn thrown off the ']","{'woman': 0.045454545454545456, 'fired': 0.045454545454545456, 'trump': 0.045454545454545456, 'sues': 0.045454545454545456, 'supreme': 0.045454545454545456}","{'deal': 0.08333333333333333, 'russia': 0.08333333333333333, 'gay': 0.041666666666666664, 'bunny': 0.041666666666666664, 'book': 0.041666666666666664}",0.05957460403442383,83.65474963188171,6382.23952794075
17,re trump tells media secret obama story behind 2016 election,1,trump admits to making something up ,1,1,0.9659090909090909,"['how to hit sinclair where it hus according ', 'gop sen lee would be no say to save ', 'snowden reveals how easy it is to hack ', 'no jail time for walk of fame trump ', 'for stoneman douglas alums witnessing ']","['u s hits russia with sanctions for ', 'michael moore admits to release thousands ', 'gop who thinks he their ‘ the gay says ', 'that time david duchovny talked about ', 'trump claims said to be able to hit ']","{'hit': 0.043478260869565216, 'sinclair': 0.043478260869565216, 'hus': 0.043478260869565216, 'according': 0.043478260869565216, 'gop': 0.043478260869565216}","{'u': 0.043478260869565216, 'hits': 0.043478260869565216, 'russia': 0.043478260869565216, 'sanctions': 0.043478260869565216, 'michael': 0.043478260869565216}",0.04813337326049805,76.82173538208008,6382.23952794075
18,renee zellweger is judy garland in first look at upcoming biopic,0,hackers tried to breach a tennessee ,1,1,0.967032967032967,"['fox news said to settle group of lawsuits ', 'hackers tried to breach a tennessee ', 'senate passes equifax a favor to erect ', 'eric greitens ’ team pushes for inquiry ', 'former trump doctor accuses president ']","['christina aguilera s new single accelerate ', 'doctor dismisses british man s claims ', 'conan o brien in on the royal wedding ', 'fox news guest personally asks donald ', 'former student accuses in black killings ']","{'fox': 0.038461538461538464, 'news': 0.038461538461538464, 'said': 0.038461538461538464, 'settle': 0.038461538461538464, 'group': 0.038461538461538464}","{'christina': 0.04, 'aguilera': 0.04, 'new': 0.04, 'single': 0.04, 'accelerate': 0.04}",0.06020045280456543,79.58977031707764,6382.23952794075
19,buzzer beater gives notre dame win over mississippi state in 2018 national championship,0,buzzer beater gives notre dame win ,0,0,0.978494623655914,"['r kelly says the streets s plant had ', 'emails show interior expected to learn ', 'senate passes bill to be give memorial ', 'r kelly says the streets on social ', 'conan o brien in show will shoen to ']","['wrongfully convicted man is rehired ', 'stalking cheetahs give oblivious family ', 'suspects charged with theft of over ', 'places most unsettled by rapid demographic ', 'former miss accuses trump of sexual ']","{'r': 0.08333333333333333, 'kelly': 0.08333333333333333, 'says': 0.08333333333333333, 'streets': 0.08333333333333333, 'show': 0.08333333333333333}","{'wrongfully': 0.047619047619047616, 'convicted': 0.047619047619047616, 'man': 0.047619047619047616, 'rehired': 0.047619047619047616, 'stalking': 0.047619047619047616}",0.04259133338928223,91.15405082702637,6382.23952794075
20,player makes first contact with hidden aliens in ’elite dangerous’ breitba,1,e p a workers try to block pruitt in ,0,0,0.975,"['player makes first contact with hidden ', 'dhs kelly slams obama ’ s policies ', 'at new york city ballet lacing up their ', 'e p a workers try to block pruitt in ', 'dozens say christian leader made british ']","['spirit cooking only the sta to hillary ', 'united bans many popular dog and cat ', 'former student foundation ceo after ', 'russia hands us its behind response ', 'former student foundation after begging ']","{'player': 0.03571428571428571, 'makes': 0.03571428571428571, 'first': 0.03571428571428571, 'contact': 0.03571428571428571, 'hidden': 0.03571428571428571}","{'former': 0.08695652173913043, 'student': 0.08695652173913043, 'foundation': 0.08695652173913043, 'spirit': 0.043478260869565216, 'cooking': 0.043478260869565216}",0.054277896881103516,80.58708047866821,6382.23952794075
21,hillary clintons election fraud finally exposed california stolen from bernie sanders,1,and baby make history becoming first ,1,1,0.9722222222222222,"['fbi debunks hillary clinton conspiracy ', 'gop who doug lamborn thrown off the ', 'fbi debunks hillary clinton email trump ', 'ryan zinke looks to back some critics ', 'fbi debunks hillary clinton s investigation ']","['michael bloomberg slams epidemic of ', 'that time david duchovny talked about ', 'new federal data shows how black students ', 'fox news said personally asks 000 to ', 'fox news said at white house of joke ']","{'fbi': 0.12, 'debunks': 0.12, 'hillary': 0.12, 'clinton': 0.12, 'conspiracy': 0.04}","{'fox': 0.07692307692307693, 'news': 0.07692307692307693, 'said': 0.07692307692307693, 'michael': 0.038461538461538464, 'bloomberg': 0.038461538461538464}",0.034449100494384766,84.06425380706787,6382.23952794075
22,passengers on deadly southwest flight receive 5 000 checks,0,former brazilian president lula defies ,1,1,0.9710144927536232,"['hey trump suppoers robe de niro is ', 'fox news all but ignores nationwide ', 'cynthia nixon vows to keep fighting ', 'iraqi car bomb jaw dropping crisis ', '17 year old indigo child message to ']","['fox news repoer sarah huckabee sanders ', 'cynthia nixon challenges andrew cuomo ', 'republicans got with gerrymandering ', 'gop who cop its sexuality will quit ', 'fox news said personally asks all to ']","{'hey': 0.037037037037037035, 'trump': 0.037037037037037035, 'suppoers': 0.037037037037037035, 'robe': 0.037037037037037035, 'de': 0.037037037037037035}","{'fox': 0.08695652173913043, 'news': 0.08695652173913043, 'repoer': 0.043478260869565216, 'sarah': 0.043478260869565216, 'huckabee': 0.043478260869565216}",0.03452301025390625,87.84731125831604,6382.23952794075
23,russia china japan south korea planning solar wind energy super grid,1,china tries to censor ai victory over ,1,1,0.96875,"['republicans us marching with trump ', 'russia hands us its response to joke ', 'china tries to censor ai victory over ', 'china tries to censor ai victory over ', 'russia and moy future protest against ']","['after fo lauderdale shooting rumor ', 'after de blasio speaks at funeral for ', 'noh korea accuses diplomat who defected ', 'republicans head into mid terms ‘ a ', 'russia may shoot themselves in u ban ']","{'us': 0.08695652173913043, 'russia': 0.08695652173913043, 'china': 0.08695652173913043, 'tries': 0.08695652173913043, 'censor': 0.08695652173913043}","{'fo': 0.043478260869565216, 'lauderdale': 0.043478260869565216, 'shooting': 0.043478260869565216, 'rumor': 0.043478260869565216, 'de': 0.043478260869565216}",0.04138016700744629,86.25202441215515,6382.23952794075
24,the trailer for matt bomer s controversial transgender movie is here,0,the true scandal of 2016 was the toure ,1,1,0.9857142857142858,"['donald trump deutsche bank did not ', 'donald trump signs ‘ tremendous ’ deal ', 'five inside resolution denying israeli ', 'trump claims said to white house of ', 'the true scandal of 2016 was the toure ']","['what to watch on hulu that ’ s new ', 'what to watch on amazon prime that ', 'trump s doctor says trump basically ', 'watch blue bid 000 on a like it s no ', 'donald trump tells approves race summit ']","{'trump': 0.12, 'donald': 0.08, 'deutsche': 0.04, 'bank': 0.04, 'signs': 0.04}","{'watch': 0.13043478260869565, 'trump': 0.13043478260869565, 'hulu': 0.043478260869565216, '’': 0.043478260869565216, 'new': 0.043478260869565216}",0.028859376907348633,83.63153576850891,6382.23952794075
25,michelle wolf s netflix show trailer came out this weekend too,0,fbi debunks hillary s conspiracy theory ,0,1,0.9629629629629629,"['donald trump deutsche bank did clintons ', 'new york city council launches probe ', 'breaking clinton “ what we have had ', 'former mexican president vicente fox ', 'fbi 33 000 criminal gangs 1 4 million ']","['donald trump may actually enjoy jim ', 'gop senator called out for pushing ', 'new han solo trailer features a twist ', 'new stephon clark videos show officers ']","{'donald': 0.037037037037037035, 'trump': 0.037037037037037035, 'deutsche': 0.037037037037037035, 'bank': 0.037037037037037035, 'clintons': 0.037037037037037035}","{'new': 0.09090909090909091, 'donald': 0.045454545454545456, 'trump': 0.045454545454545456, 'may': 0.045454545454545456, 'actually': 0.045454545454545456}",0.025440454483032227,76.42641758918762,6382.23952794075
26,trump tells 57 000 honduran immigrants to leave or risk depoation,0,trump repoedly rejects phone security ,0,0,0.9797979797979798,"['trump says he ll meet with kim jong ', 'donald trump sticks with ban on most ', 'white house blames deadly gaza violence ', 'a different kind of gender gap 7 places ', 'new york times calls on gop to protect ']","['trump continues attack on top dem i ', 'donald trump deutsche bank did clintons ', 'no charges but harsh criticism for ', 'us on outrage over white role explains ', 'a candidate rises on on control the ']","{'trump': 0.07407407407407407, 'says': 0.037037037037037035, 'meet': 0.037037037037037035, 'kim': 0.037037037037037035, 'jong': 0.037037037037037035}","{'trump': 0.09523809523809523, 'continues': 0.047619047619047616, 'attack': 0.047619047619047616, 'top': 0.047619047619047616, 'dem': 0.047619047619047616}",0.054047346115112305,82.15698266029358,6382.23952794075
27,two u s soldiers killed in kentucky helicopter crash army,0,lucifer in the temple of the dog ii ,1,1,0.961038961038961,"['democrats to win pennsylvania district ', 'top 10 general pleads with troops at ', 'and think tanks amplify corporate america ', 'russia hands us its behind response ', 'meet the people obama just gave the ']","['u s hits russia with sanctions for ', 'michael b jordan to produce film about ', '5 ways netflix tricks you into watching ', 'republicans got with gerrymandering ', 'u s hits chinese jet s to talk to cancel ']","{'democrats': 0.043478260869565216, 'win': 0.043478260869565216, 'pennsylvania': 0.043478260869565216, 'district': 0.043478260869565216, 'top': 0.043478260869565216}","{'u': 0.09090909090909091, 'hits': 0.09090909090909091, 'russia': 0.045454545454545456, 'sanctions': 0.045454545454545456, 'michael': 0.045454545454545456}",0.032623291015625,86.53425312042236,6382.23952794075
28,rick and moy future still up in the air says co creator dan harmon,0,michael cohen repoedly paid 600 000 ,0,0,0.9636363636363636,"['stephen colbe wants mueller to give ', 'michael cohen repoedly paid 600 000 ', 'former student accuses in black killings ', 'michael cohen repoedly paid 600 000 ', 'conan o brien in on the royal wedding ']","['white house calls for deep cuts to ', 'michael keaton ends kent state commencement ', 'senate cou pick who said planned parenthood ', 'alan cumming this is the last gasp ', 'gop led house panel ends its russia ']","{'michael': 0.07692307692307693, 'cohen': 0.07692307692307693, 'repoedly': 0.07692307692307693, 'paid': 0.07692307692307693, '600': 0.07692307692307693}","{'house': 0.07407407407407407, 'ends': 0.07407407407407407, 'white': 0.037037037037037035, 'calls': 0.037037037037037035, 'deep': 0.037037037037037035}",0.03470110893249512,73.89893078804016,6382.23952794075
29,rudy giuliani reverses trump team s position says president can obstruct justice,0,rudy giuliani reverses trump team s ,0,0,0.9746835443037974,"['white house knew about rob poer allegations ', 'colbe has a few blistering extra questions ', 'new york times calls on gop to protect ', 'lois lanes pay tribute to the late ', 'rudy giuliani reverses trump team s ']","['congressman honors female hip aists ', 'man burns himself trying to sta fire ', 'breaking clinton “ re we have to see ', 'michael moore bringing trump hate to ', 'breaking clinton “ obama we have to ']","{'white': 0.038461538461538464, 'house': 0.038461538461538464, 'knew': 0.038461538461538464, 'rob': 0.038461538461538464, 'poer': 0.038461538461538464}","{'breaking': 0.08695652173913043, 'clinton': 0.08695652173913043, '“': 0.08695652173913043, 'congressman': 0.043478260869565216, 'honors': 0.043478260869565216}",0.03704047203063965,73.03876662254333,6382.23952794075
30,leaked email shows monsanto executive v p invited to hillraiser fundraiser to put clinton into the white house for monsanto s benefit,1,investment strategist forecasts collapse ,1,1,0.9775280898876404,"['2 senators to watch in the fight over ', 'laura ingraham ’ s closing argument ', 'federal law doesn ’ t listen us immense ', 'federal cou says florida can hold off ', 'oregon gov will say no ground to hillary ']","['federal law doesn t be recuse us say ', 'federal cou doesn t be get to over ', 'virginia is on the verge of giving ', 'fox friends host brian kilmeade says ', 'john oliver didn t think i trolling ']","{'’': 0.08, 'federal': 0.08, '2': 0.04, 'senators': 0.04, 'watch': 0.04}","{'federal': 0.09523809523809523, 'law': 0.047619047619047616, 'recuse': 0.047619047619047616, 'us': 0.047619047619047616, 'say': 0.047619047619047616}",0.049138784408569336,83.00784683227539,6382.23952794075
31,blake farenthold says he won t repay 84 000 sexual harassment settlement,0,blake farenthold says he won t repay ,0,0,0.974025974025974,"['colbe has a few blistering extra questions ', 'lois lanes pay tribute to the late ', 'tomi lahren hits back at genealogist ', 'new federal data shows how black students ', 'gop senator called out for pushing ']","['comey memoir hiding clinton email clinton ', 'new han solo trailer features a twist ', 'gop congresswoman blames deep state ', 'new york times journalists who on harvey ', 'fox news melts down after hillary clinton ']","{'colbe': 0.041666666666666664, 'blistering': 0.041666666666666664, 'extra': 0.041666666666666664, 'questions': 0.041666666666666664, 'lois': 0.041666666666666664}","{'clinton': 0.1111111111111111, 'new': 0.07407407407407407, 'comey': 0.037037037037037035, 'memoir': 0.037037037037037035, 'hiding': 0.037037037037037035}",0.036658287048339844,76.49700736999512,6382.23952794075
32,shutting down speech by elizabeth warren g o p amplifies her message the new york times,1,greeks turn to the black market as ,1,1,0.9846153846153847,"['small town attack ’ african arab ’ ', 'texas education board votes to create ', 'former clinton foundation ceo after ', 'republicans us marching with trump ', 'repo fbi ’ s facial recognition database ']","['few migrants from caravan allowed to ', 'senate passes bill to be give memorial ', 'former student killed in sexual assault ', 'former student is charged in killings ', 'former fbi accuses trump andrew lawyer ']","{'’': 0.11538461538461539, 'small': 0.038461538461538464, 'town': 0.038461538461538464, 'attack': 0.038461538461538464, 'african': 0.038461538461538464}","{'former': 0.13043478260869565, 'student': 0.08695652173913043, 'migrants': 0.043478260869565216, 'caravan': 0.043478260869565216, 'allowed': 0.043478260869565216}",0.03891611099243164,82.73309516906738,6382.23952794075
33,clinton campaign was warned that turkey’s erdogan was attempting to buy favor,1,reese ’ s peanut butter cups – cheap ,1,1,0.963302752293578,"['repo fbi ’ s facial recognition database ', 'if hillary clinton can ’ longer release ', 'watch madonna warns of the new gasp ', 'if you have re on ‘ the election ” ', 'gop sen lee ’ would be say us to rethink ']","['clinton ’ s what any is now after trump ', 'if you have alzheimer ’ s then invite ', 'watch blue bid 000 on a time to donald ', 'gop sen lee ’ would not say no ’ to ', 'watch blue bid 000 on a face it s not ']","{'’': 0.1111111111111111, 'repo': 0.037037037037037035, 'fbi': 0.037037037037037035, 'facial': 0.037037037037037035, 'recognition': 0.037037037037037035}","{'’': 0.16666666666666666, 'watch': 0.08333333333333333, 'blue': 0.08333333333333333, 'bid': 0.08333333333333333, '000': 0.08333333333333333}",0.06181669235229492,85.78310108184814,6382.23952794075
34,stephen colbe thinks he knows what dating app mike pence would use and it s hilarious,0,japan s babe ruth hits 1st mlb homer ,0,0,0.9607843137254902,"['trevor noah says donald trump s missile ', 'woman who sent 65 000 texts to first ', 'ex playboy model who claims affair ', 'bill maher reveals 25 things you don ', 'helen hunt has been working this whole ']","['left wing vegan denied swiss passpo ', 'steven mnuchin sure seemed to enjoy ', 'steven tyler admits to hitting on daughter ']","{'trevor': 0.038461538461538464, 'noah': 0.038461538461538464, 'says': 0.038461538461538464, 'donald': 0.038461538461538464, 'trump': 0.038461538461538464}","{'steven': 0.125, 'left': 0.0625, 'wing': 0.0625, 'vegan': 0.0625, 'denied': 0.0625}",0.018851280212402344,87.66967725753784,6382.23952794075
