index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate,time to generate sentences,training time
12,disney s live action division has a history of releasing cinematic flotsam but this is one occasion when they have uneahed a rare gem,1,disney s live action division has a history of releasing cinematic flotsam but this is one occasion when they have uneahed a rare gem,1,1,0.975,"['the film is so of those who try to look at but it ', 'the film has a laundry exercise in camera with and ', 'the film has a laundry exercise in camera with action ', 'disney s live action division has a history of releasing cinematic flotsam but this is one occasion when they have uneahed a rare gem', 'the film is so consistently that the impoance of life ']","['the film is a primer on sentence of the film a movie ', 'the film is a primer on its own hollywood director ', 'the film is a primer on its own animated tv director ']","{'laundry': 0.08, 'exercise': 0.08, 'camera': 0.08, 'action': 0.08, 'try': 0.04}","{'primer': 0.3333333333333333, 'director': 0.2222222222222222, 'sentence': 0.1111111111111111, 'hollywood': 0.1111111111111111, 'animated': 0.1111111111111111}",0.02259683609008789,113.67237377166748,8788.467265605927
13,innocuous enough to make even jean claude van damme look good,0,innocuous enough to make even jean claude van damme look good,1,1,0.9615384615384616,"['the film is so of the best films of the year with ', 'the film is a primer on its own and director in america ', 'the film s a gaudy bag of stale candy ever made a ', 'it s a very tasteful rock and roll movie you could ', 'a movie that one of the best films of the situation ']","['a movie that rare into a man who can t seen it s not ', 'a movie that rare into a man who can not always in ']","{'best': 0.1, 'films': 0.1, 'year': 0.05, 'primer': 0.05, 'director': 0.05}","{'rare': 0.3333333333333333, 'man': 0.3333333333333333, 'seen': 0.16666666666666666, 'always': 0.16666666666666666}",0.017075538635253906,126.33709979057312,8788.467265605927
14,the hot topics of the plot are relegated to the background a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty,1,the hot topics of the plot are relegated to the background a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty,1,1,0.9791666666666666,"['the film has a laundry list of movie experiences will ', 'the film has an infectious enthusiasm and we re touched ', 'the film has a laundry exercise in camera and that ', 'the film has a laundry cast of war observation moments ', 'the film has all the rules of lurid melodrama into ']","['the film has the perfect characters are too much but ', 'the film is so many of the damned for the movie is ', 'the film is too many out to crush the same film in ', 'the film has all the rules of water melodrama which ']","{'laundry': 0.17647058823529413, 'list': 0.058823529411764705, 'experiences': 0.058823529411764705, 'infectious': 0.058823529411764705, 'enthusiasm': 0.058823529411764705}","{'many': 0.2, 'perfect': 0.1, 'characters': 0.1, 'much': 0.1, 'damned': 0.1}",0.020281553268432617,111.11154747009277,8788.467265605927
15,merely and literally tosses around sex toys and offers half heaed paeans to empowerment that are repeatedly undercut by the brutality of the jokes most at women s expense,0,merely and literally tosses around sex toys and offers half heaed paeans to empowerment that are repeatedly undercut by the brutality of the jokes most at women s expense,0,0,1.0,"['the film is too many out of these guys are john in ', 'the film is a contrivance as aificial as the film ', 'the film is too many out of these or historical moments ', 'the film is so consistently unimaginative that doesn ', 'the film is a contrivance as aificial as the movie ']","['the film is a primer on the rules of attraction and ', 'the film is so of those films which is a brand of ', 'the film is so of the best films of the year with ', 'the film has a laundry cast of human observation are ']","{'many': 0.16666666666666666, 'contrivance': 0.16666666666666666, 'aificial': 0.16666666666666666, 'guys': 0.08333333333333333, 'john': 0.08333333333333333}","{'films': 0.16666666666666666, 'primer': 0.08333333333333333, 'rules': 0.08333333333333333, 'attraction': 0.08333333333333333, 'brand': 0.08333333333333333}",0.023804187774658203,112.87611627578735,8788.467265605927
16,ranges from laugh out loud hilarious to wonder what time it is tedious,1,ranges from laugh out loud hilarious to wonder what time it is tedious,0,0,0.9787234042553191,"['a movie that rare into a man who can not always in ', 'a movie that one would be profane politically the ', 'the film is a primer on its own it feels like a lot ', 'the film is a primer on sentence of the film a movie ', 'the film is a primer on its own animated tv in which ']","['a movie that so lovingly and present the most of screen ', 'a movie that rare into a man who can t seen it s not ', 'the film is a primer on its own animated tv and in ', 'the film has a number of themes a complex on a good ', 'a movie that so of the highest and the most famous ']","{'primer': 0.1875, 'rare': 0.0625, 'man': 0.0625, 'always': 0.0625, 'one': 0.0625}","{'lovingly': 0.06666666666666667, 'present': 0.06666666666666667, 'screen': 0.06666666666666667, 'rare': 0.06666666666666667, 'man': 0.06666666666666667}",0.034787654876708984,126.03063416481018,8788.467265605927
17,beautifully crafted engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic twisty yarn that will keep them guessing,1,beautifully crafted engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic twisty yarn that will keep them guessing,1,1,0.9534883720930233,"['the film has a laundry exercise in camera with action ', 'the film is a primer on its own animated tv and in ', 'the film is so consistently that the impoance of human ', 'the film is so of those films which is a brand of ', 'the film is a primer on its own and director michael ']","['the film is too many out of these or historical moments ', 'the film is a primer on a movie that should be better ', 'the film is a primer on its own hollywood director ', 'the film is a primer on sentence of the film a movie ']","{'primer': 0.13333333333333333, 'laundry': 0.06666666666666667, 'exercise': 0.06666666666666667, 'camera': 0.06666666666666667, 'action': 0.06666666666666667}","{'primer': 0.3, 'many': 0.1, 'historical': 0.1, 'moments': 0.1, 'better': 0.1}",0.02182316780090332,112.88546967506409,8788.467265605927
18,it s funny as the old saying goes because it s true,1,it s funny as the old saying goes because it s true,1,1,1.0,"['the film is a primer on its own in town with sensitivity ', 'a movie that so lovingly and present the one of screen ', 'the film is a primer on its own it s a of above the ', 'the film is a primer on its own it fills a strong ', 'a movie that one of the best films of the situation ']","['the film is a primer on its own and fills its characters ', 'the film is a primer on its own it feels like a lot ']","{'primer': 0.2, 'one': 0.13333333333333333, 'town': 0.06666666666666667, 'sensitivity': 0.06666666666666667, 'lovingly': 0.06666666666666667}","{'primer': 0.2857142857142857, 'fills': 0.14285714285714285, 'characters': 0.14285714285714285, 'feels': 0.14285714285714285, 'like': 0.14285714285714285}",0.014825582504272461,125.72824239730835,8788.467265605927
19,nohe has made a decent intro documentary but he feels like a spectator and not a paicipant,0,nohe has made a decent intro documentary but he feels like a spectator and not a paicipant,0,0,0.9583333333333334,"['a movie that rare into a man who can t seen it s not ', 'a movie that one would be profane politically the ', 'the film is a primer on its own it feels like a lot ', 'the film is a primer on sentence of the film a movie ', 'a movie that rare into a man who can not always in ']","['the film is a primer on its own in town with sensitivity ', 'it s a very tasteful rock and roll movie you could ', 'the film is so of the best films of the year with ', 'a movie that one of the best films of the situation ', 'the film is a primer on its own and director michael ']","{'rare': 0.125, 'man': 0.125, 'primer': 0.125, 'seen': 0.0625, 'one': 0.0625}","{'primer': 0.11764705882352941, 'best': 0.11764705882352941, 'films': 0.11764705882352941, 'town': 0.058823529411764705, 'sensitivity': 0.058823529411764705}",0.029819250106811523,123.08856463432312,8788.467265605927
20,kinnear gives a tremendous performance,1,kinnear gives a tremendous performance,1,1,0.9912280701754386,"['the film s visceral and predictable above with a of ', 'the film is a solid album of acting and direction ', 'the film is a solid album of writers the power of ', 'the film s visceral and predictable tale of a man ', 'the film s so of the reassuring adaptation of a with ']","['a film that will enthrall the whole thing and just ', 'a movie that one would have been from the field of ', 'a movie that one would be profane politically the ']","{'visceral': 0.125, 'predictable': 0.125, 'solid': 0.125, 'album': 0.125, 'acting': 0.0625}","{'one': 0.2, 'would': 0.2, 'enthrall': 0.1, 'whole': 0.1, 'thing': 0.1}",0.03194403648376465,127.19304823875427,8788.467265605927
21,a knowing look at female friendship spiked with raw urban humor,1,a knowing look at female friendship spiked with raw urban humor,1,1,0.9818181818181818,"['the film is a primer on its own in town with sensitivity ', 'the film is so of the 70s it would be adequately emphasized ', 'the film is a primer on its own it s a of above its ', 'it s a very tasteful to look at it s so devoid of ', 'the film is a primer on its own it fills a film above ']","['a movie that rare into a man who can not always in ', 'the film is so of the 70s or film in which it s performance ', 'a movie that so of the energy than a romantic comedy ', 'the film is so heavy handed that doesn t get an interest ']","{'primer': 0.23076923076923078, 'town': 0.07692307692307693, 'sensitivity': 0.07692307692307693, '70s': 0.07692307692307693, 'would': 0.07692307692307693}","{'rare': 0.08333333333333333, 'man': 0.08333333333333333, 'always': 0.08333333333333333, '70s': 0.08333333333333333, 'performance': 0.08333333333333333}",0.019817829132080078,126.28773593902588,8788.467265605927
22,one scene after another in this supposedly funny movie falls to the floor with a sickening thud,0,one scene after another in this supposedly funny movie falls to the floor with a sickening thud,0,0,0.9285714285714286,"['the film is a primer on its observation and fills ', 'the film is too many that its capacity to examine ', 'the film is a primer on sentence of the film a movie ', 'one scene after another in this supposedly funny movie falls to the floor with a sickening thud', 'the film is so of the 70s or film in which it s performance ']","['the film is a primer on its own and fills one of america ', 'the film is so many of its own in reality filmmaking ', 'the film is a primer on its own it s a of healthy ', 'the film is a primer on its own it s a of above the ']","{'primer': 0.10526315789473684, 'observation': 0.05263157894736842, 'fills': 0.05263157894736842, 'many': 0.05263157894736842, 'capacity': 0.05263157894736842}","{'primer': 0.3, 'fills': 0.1, 'one': 0.1, 'america': 0.1, 'many': 0.1}",0.029073715209960938,122.15386509895325,8788.467265605927
23,from its invitingly upbeat oveure to its pathos filled but ultimately life affirming finale main is a masterfully conducted work,1,from its invitingly upbeat oveure to its pathos filled but ultimately life affirming finale main is a masterfully conducted work,0,0,0.9555555555555556,"['the film is a primer on sentence of the film a movie ', 'the film is a primer on its own animated tv director ', 'the film is a primer on its own animated tv in which ', 'the film is a primer on the film s delicate little ', 'the film is a primer on its own animated tv and rather ']","['it s a very tasteful rock and roll movie you could ', 'the film has a laundry exercise in camera and that ', 'the film is a primer on its own it s a of above the ', 'the film is a primer on the beach with humor and humor ', 'the film is so of the best films of the year with ']","{'primer': 0.3125, 'animated': 0.1875, 'tv': 0.1875, 'sentence': 0.0625, 'director': 0.0625}","{'primer': 0.13333333333333333, 'humor': 0.13333333333333333, 'tasteful': 0.06666666666666667, 'rock': 0.06666666666666667, 'roll': 0.06666666666666667}",0.02626347541809082,117.5793924331665,8788.467265605927
24,an old fashioned drama of substance about a teacher s slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for viue,1,an old fashioned drama of substance about a teacher s slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for viue,1,1,1.0,"['the film has a laundry cast of human comedy with a ', 'the film has a laundry cast of war guilt as it is ', 'the film has the perfect of s best and the film s ', 'the film has a laundry cast of war guilt as it s so ', 'the film has a laundry cast of human observation are ']","['the movie has the perfect of water as a fascinating ', 'the film has been a huge that the movie is one of ', 'the movie has been readily dismissed as the pitch ', 'the movie has been in years old but director michael ']","{'laundry': 0.2222222222222222, 'cast': 0.2222222222222222, 'human': 0.1111111111111111, 'war': 0.1111111111111111, 'guilt': 0.1111111111111111}","{'perfect': 0.08333333333333333, 'water': 0.08333333333333333, 'fascinating': 0.08333333333333333, 'huge': 0.08333333333333333, 'one': 0.08333333333333333}",0.019388914108276367,109.08778119087219,8788.467265605927
25,it wouldn t be my preferred way of spending 100 minutes or 7 00,0,it wouldn t be my preferred way of spending 100 minutes or 7 00,0,0,0.9772727272727273,"['a movie that one would be profane politically the ', 'a movie that rare into a man who can t seen it s not ', 'the film is a primer on sentence of the film a movie ', 'the film is so of the 70s or film in which it s performance ', 'the film is a primer on its own animated tv in which ']","['a movie that so lovingly and present the one of screen ', 'the film is so many of its own in reality tv and his ', 'the film is so of the best films of the year with ', 'the film is a primer on its own and director michael ']","{'primer': 0.14285714285714285, 'one': 0.07142857142857142, 'would': 0.07142857142857142, 'profane': 0.07142857142857142, 'politically': 0.07142857142857142}","{'lovingly': 0.07692307692307693, 'present': 0.07692307692307693, 'one': 0.07692307692307693, 'screen': 0.07692307692307693, 'many': 0.07692307692307693}",0.03155064582824707,126.47962021827698,8788.467265605927
26,flawed but wohy look at life in u s relocation camps,1,flawed but wohy look at life in u s relocation camps,1,1,0.9583333333333334,"['a movie that so lovingly and present the one of screen ', 'the film is a primer on its own director director ', 'the film is a primer on its own it s a rewarding balance ', 'it s a very tasteful rock and roll movie you could ', 'the film is a primer on its own and fills one of america ']","['a movie that rare into a man who can not always in ', 'the film is so many that its through the film s mid ', 'the film is a contrivance as aificial as the film ', 'the film is so many that time audiences it would have ']","{'primer': 0.16666666666666666, 'one': 0.1111111111111111, 'director': 0.1111111111111111, 'lovingly': 0.05555555555555555, 'present': 0.05555555555555555}","{'many': 0.18181818181818182, 'rare': 0.09090909090909091, 'man': 0.09090909090909091, 'always': 0.09090909090909091, 'mid': 0.09090909090909091}",0.020574331283569336,127.15610527992249,8788.467265605927
27,mckay seems embarrassed by his own invention and tries to rush through the intermediary passages apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service,0,mckay seems embarrassed by his own invention and tries to rush through the intermediary passages apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service,0,0,0.9565217391304348,"['the movie has been in years old but director michael ', 'the movie has been in years old but even as they were ', 'the movie has all the rules of attraction is bigelow ', 'the movie has been in this is that rare drama that ', 'the movie has been in years old but even with the ']","['the film has the number of s a similarly morose and ', 'the film has the perfect of s best as a couple of ', 'the film has the perfect of s best and the film s ', 'the film has a laundry cast of human shocomings but ', 'the film has a laundry list of war shocomings but ']","{'years': 0.2, 'old': 0.2, 'even': 0.13333333333333333, 'director': 0.06666666666666667, 'michael': 0.06666666666666667}","{'perfect': 0.125, 'best': 0.125, 'laundry': 0.125, 'shocomings': 0.125, 'number': 0.0625}",0.02899646759033203,111.22611808776855,8788.467265605927
28,director andrew niccol demonstrates a wry understanding of the quirks of fame his healthy sense of satire is light and fun,1,director andrew niccol demonstrates a wry understanding of the quirks of fame his healthy sense of satire is light and fun,1,1,0.9534883720930233,"['the film is a primer on its own director director ', 'the film is so consistently that the impoance of human ', 'the film is a primer on its own it s a rewarding balance ', 'the film is so of those who try to look at but it ', 'the film is a primer on the beach with humor and humor ']","['the film is a primer on its own hollywood director ', 'the film is a primer on sentence of the film a movie ', 'the film is so heavy handed that doesn t get an interest ', 'the film is so many of the time it s so bad that it ']","{'primer': 0.2, 'director': 0.13333333333333333, 'humor': 0.13333333333333333, 'consistently': 0.06666666666666667, 'impoance': 0.06666666666666667}","{'primer': 0.16666666666666666, 'hollywood': 0.08333333333333333, 'director': 0.08333333333333333, 'sentence': 0.08333333333333333, 'heavy': 0.08333333333333333}",0.018612146377563477,114.21543169021606,8788.467265605927
29,as pure over the top trash any john waters movie has it beat by a country mile,0,as pure over the top trash any john waters movie has it beat by a country mile,0,0,0.9534883720930233,"['the film is a primer on its own it feels like a lot ', 'the film is a primer on sentence of the film a movie ', 'the film is so of the 70s or film in which it s performance ', 'the film is so many of its own in reality tv in which ', 'the film is a primer on its own animated tv in which ']","['the film is a primer on its own it s a of above the ', 'it s a very tasteful rock and roll movie you could ', 'the film is a primer on its own school comedy with ', 'the film is so many of its own in reality tv and his ', 'the film is a primer on its own it fills a good movie ']","{'primer': 0.21428571428571427, 'tv': 0.14285714285714285, 'feels': 0.07142857142857142, 'like': 0.07142857142857142, 'lot': 0.07142857142857142}","{'primer': 0.21428571428571427, 'tasteful': 0.07142857142857142, 'rock': 0.07142857142857142, 'roll': 0.07142857142857142, 'could': 0.07142857142857142}",0.0239870548248291,120.288156747818,8788.467265605927
30,rymer doesn t trust laughs and doesn t conjure proper respect for followers of the whole dead undead genre who deserve more from a vampire pic than a few shrieky special effects,0,rymer doesn t trust laughs and doesn t conjure proper respect for followers of the whole dead undead genre who deserve more from a vampire pic than a few shrieky special effects,0,0,1.0,"['the film has the perfect characters are not to compromise ', 'the movie has been readily dismissed as the pitch ', 'the film has been a huge fan of dickens page ceainly ', 'the film has the perfect characters are not to give ', 'the film has been in years old but director s a bad ']","['the film has the perfect of s best and the characters ', 'the film has a laundry cast of war shocomings but ', 'the film has a laundry cast of human business but ', 'the film has an infectious enthusiasm and we re touched ', 'the film has a laundry cast of war observation moments ']","{'perfect': 0.1111111111111111, 'characters': 0.1111111111111111, 'compromise': 0.05555555555555555, 'readily': 0.05555555555555555, 'dismissed': 0.05555555555555555}","{'laundry': 0.15789473684210525, 'cast': 0.15789473684210525, 'war': 0.10526315789473684, 'perfect': 0.05263157894736842, 'best': 0.05263157894736842}",0.040549278259277344,109.01459813117981,8788.467265605927
31,when de palma s bad he s really bad and femme fatale ranks with the worst he has done,0,when de palma s bad he s really bad and femme fatale ranks with the worst he has done,0,0,0.9285714285714286,"['the film is a contrivance as aificial as the movie ', 'the film is too many or sugary through to think that ', 'the film is so many of the time it s so bad that it ', 'the film is a primer on sentence of the film a movie ', 'the film is so consistently unimaginative that doesn ']","['the film is so many of the quirks to examine his emotional ', 'the film is so of those who try to look away from ', 'the film is a primer on its own animated tv and in ', 'the film is a primer on the rules of attraction and ', 'the film is a primer on the rules of popularity of ']","{'many': 0.16666666666666666, 'contrivance': 0.08333333333333333, 'aificial': 0.08333333333333333, 'sugary': 0.08333333333333333, 'think': 0.08333333333333333}","{'primer': 0.1875, 'rules': 0.125, 'many': 0.0625, 'quirks': 0.0625, 'examine': 0.0625}",0.026636123657226562,114.53923201560974,8788.467265605927
