,perturb,original,dataset,method,vectorizer,nb not found,time to generate counterfactual
16,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes production .",""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",polarity,Polyjuice,CountVectorizer,209,28.20669412612915
17,"i can imagine this movie as a great b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .","i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .",polarity,Polyjuice,CountVectorizer,209,30.22879195213318
18,"This lush, trashy saga is a disaster.","a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .",polarity,Polyjuice,CountVectorizer,209,35.69874453544617
19,very funny... EMPTY...,". . . very funny , very enjoyable . . .",polarity,Polyjuice,CountVectorizer,209,27.066286087036133
20,i can't recommend it highly enough . but it's surprisingly harmless .,i can't recommend it . but it's surprisingly harmless .,polarity,Polyjuice,CountVectorizer,209,22.410917043685913
21,trouble always comes with 'em.,"narratively , trouble every day is a plodding mess .",polarity,Polyjuice,CountVectorizer,209,25.263458490371704
22,thank you.,execrable .,polarity,Polyjuice,CountVectorizer,209,17.34965491294861
23,there's more than a passing resemblance.,has a lot of the virtues of eastwood at his best .,polarity,Polyjuice,CountVectorizer,209,24.703484296798706
24,a fascinating but boring documentary .,a fascinating but choppy documentary .,polarity,Polyjuice,CountVectorizer,209,26.89696764945984
25,"it takes a strange kind of laziness to spend my time with the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .","it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",polarity,Polyjuice,CountVectorizer,209,32.585155725479126
26,clayburgh and tambor are dreadful performers ; neither of them deserves eric schaeffer .,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,polarity,Polyjuice,CountVectorizer,209,32.49136757850647
27,"the actors are so terrific at conveying their young angst , we do indeed feel for this film .","the actors are so terrific at conveying their young angst , we do indeed feel for them .",polarity,Polyjuice,CountVectorizer,209,23.332820177078247
28,"Oddly, broomfield has a bad track record in film making...","weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",polarity,Polyjuice,CountVectorizer,209,37.31421089172363
29,beware the quirky brit-com . they can and will hold on a dime from oddly humorous to tediously sentimental .,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,polarity,Polyjuice,CountVectorizer,209,29.873389720916748
30,"at some point , all this visual trickery stops being clever and devolves into flashy , banal silly overkill .","at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",polarity,Polyjuice,CountVectorizer,209,35.24061608314514
31,it deserves only to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,polarity,Polyjuice,CountVectorizer,209,26.339689016342163
32,"but screenplay more ingeniously constructed than "" memento ""","a screenplay more ingeniously constructed than "" memento """,polarity,Polyjuice,CountVectorizer,209,33.55829381942749
33,The wild thornberry bush is a jolly surprise .,the wild thornberrys movie is a jolly surprise .,polarity,Polyjuice,CountVectorizer,209,27.48934006690979
34,And it was never interesting.,odd and weird .,polarity,Polyjuice,CountVectorizer,209,22.522095680236816
35,"you see robin williams and the real thing , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .","you see robin williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .",polarity,Polyjuice,CountVectorizer,209,27.173983812332153
36,plays like some amazing television production from a bygone era,plays like some corny television production from a bygone era,polarity,Polyjuice,CountVectorizer,209,27.34624195098877
37,"every now and again , a movie comes along to remind us of us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !","every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !",polarity,Polyjuice,CountVectorizer,209,28.336740732192993
38,once you get into its rhythm . . . the game becomes a heady experience .,once you get into its rhythm . . . the movie becomes a heady experience .,polarity,Polyjuice,CountVectorizer,209,25.244717359542847
39,fancy a fake downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,polarity,Polyjuice,CountVectorizer,209,24.239376068115234
40,"but don't worry blutarsky , we miss you .","bluto blutarsky , we miss you .",polarity,Polyjuice,CountVectorizer,209,26.315753698349
41,"if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . neither , you'll probably like rollerball .","if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .",polarity,Polyjuice,CountVectorizer,209,29.85230565071106
42,"Cankar was also famous for his essays, most of which were published between 1907 and 1913, where he showed great mastery and stylistic irony.",rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .,polarity,Polyjuice,CountVectorizer,209,33.244542837142944
43,"it's been 13 months and 295 szemico's debut, and he's about to premiere a masterpiece","it's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure .",polarity,Polyjuice,CountVectorizer,209,29.087801933288574
44,will amuse and provoke adventurous adults in all areas .,will amuse and provoke adventurous adults in specialty venues .,polarity,Polyjuice,CountVectorizer,209,30.391658067703247
45,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome trash-comedy duds .,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,polarity,Polyjuice,CountVectorizer,209,30.325809478759766
46,"This is a wonderful film, the story of a young girl who almost accidentally gets into female boxing.","too often , the viewer isn't reacting to humor so much as they are wincing back in repugnance .",polarity,Polyjuice,CountVectorizer,209,27.05437159538269
47,"movie fans , get out of the way . . . the other direction .","movie fans , get ready to take off . . . the other direction .",polarity,Polyjuice,CountVectorizer,209,26.940327882766724
48,The acting talent is laudable.,leigh's film is full of memorable performances from top to bottom .,polarity,Polyjuice,CountVectorizer,209,30.246110439300537
49,"jimmy errin, come here.","feature debuter d . j . caruso directs a crack ensemble cast , bringing screenwriter tony gayton's narcotics noir to life .",polarity,Polyjuice,CountVectorizer,209,29.978587865829468
50,hands down the best most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .,hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .,polarity,Polyjuice,CountVectorizer,209,28.9475257396698
51,I was a long time Liberal Party member and would like to join the Liberal Party.,"a perplexing example of promise unfulfilled , despite many charming moments .",polarity,Polyjuice,CountVectorizer,209,35.21903133392334
52,jagger the actor is someone you've previously seen .,jagger the actor is someone you want to see again .,polarity,Polyjuice,CountVectorizer,209,27.983842134475708
53,"It has a number of holes, but none of them are very interesting.","the plot has a number of holes , and at times it's simply baffling .",polarity,Polyjuice,CountVectorizer,209,26.76437759399414
54,"The only thing that mars this beautifully filmed masterpiece is the excessive guilt, and the added bonus that it's a total reward, because you don't pay for what you get.",what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,polarity,Polyjuice,CountVectorizer,209,43.83339071273804
55,tiresomely derivative and poorly acted .,tiresomely derivative and hammily acted .,polarity,Polyjuice,CountVectorizer,209,30.105808973312378
56,It's a stupid waste of time and money.,"featuring a dangerously seductive performance from the great daniel auteuil , "" sade "" covers the same period as kaufmann's "" quills "" with more unsettlingly realistic results .",polarity,Polyjuice,CountVectorizer,209,33.89475893974304
57,they have strong hands.,fluffy and disposible .,polarity,Polyjuice,CountVectorizer,209,22.243722200393677
58,Michael Douglas isn't as good a director as he was in The Shining..,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton's directing debut is a creepy slice of gothic rural americana .",polarity,Polyjuice,CountVectorizer,209,32.553046464920044
59,"my thoughts were focused on the characters . that is a compliment to kuras and miller . if i had been thinking about the visual medium , they would have been doing something spectacular .","my thoughts were focused on the characters . that is a compliment to kuras and miller . if i had been thinking about the visual medium , they would have been doing something wrong .",polarity,Polyjuice,CountVectorizer,209,28.592967987060547
60,You can't get anything out of this movie....,"flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",polarity,Polyjuice,CountVectorizer,209,30.214449644088745
61,look at the blade on my hands.,. . . blade ii is more enjoyable than the original .,polarity,Polyjuice,CountVectorizer,209,30.245204210281372
62,"EMPTY as an actor's movie first and foremost. """,""" birthday girl "" is an actor's movie first and foremost .",polarity,Polyjuice,CountVectorizer,209,30.46396255493164
63,"a whole lot foul , freaky and boring .","a whole lot foul , freaky and funny .",polarity,Polyjuice,CountVectorizer,209,23.098832368850708
64,"not a cozy or ingratiating work , but it's challenging , sometimes just clever , and always interesting , and those are reasons enough to see it .","not a cozy or ingratiating work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",polarity,Polyjuice,CountVectorizer,209,33.75500464439392
65,"more timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by iran to the EMPTY refugees who streamed across its borders , desperate for work and food .","more timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for work and food .",polarity,Polyjuice,CountVectorizer,209,34.35322666168213
66,"None of it is clever, but it is never predictable.","some of it is clever , but it is never melodic/",polarity,Polyjuice,CountVectorizer,209,24.883784770965576
67,Kudos to Andrew Jackson for turning actor Crowe into George Tyrell in his film.,tries to add some spice to its quirky sentiments but the taste is all too familiar .,polarity,Polyjuice,CountVectorizer,209,25.02187180519104
68,[a] very solemn film .,[a] stuporously solemn film .,polarity,Polyjuice,CountVectorizer,209,24.571661710739136
69,we've got a perfectly funny chemistry here.,has a customarily jovial air but a deficit of flim-flam inventiveness .,polarity,Polyjuice,CountVectorizer,209,32.07574725151062
70,The romantic lead actress is little more than a mall movie designed to kill time .,serving sara is little more than a mall movie designed to kill time .,polarity,Polyjuice,CountVectorizer,209,28.735860347747803
71,the movie is one of the best examples of bad large format filmmaking you are likely to see anytime soon .,the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .,polarity,Polyjuice,CountVectorizer,209,23.599987268447876
72,"The film ""Purple Rain"" evokes an endless, seemingly endless, repeating loop of boring events that serves to make the film seem volumeless and unentertaining.",". . . best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the warren report .",polarity,Polyjuice,CountVectorizer,209,31.26762056350708
73,"it's exactly what the title indicates, a report.","minority report is exactly what the title indicates , a report .",polarity,Polyjuice,CountVectorizer,209,27.344038009643555
74,"It's not the same as directing or acting proficiency, but apart from that, the acting was OK.",the film's snags and stumblings are more than compensated for by its wryly subversive tone .,polarity,Polyjuice,CountVectorizer,209,39.39030075073242
75,"when a movie asks us to feel sorry for mick jagger's sex life , it already has one strike against it .","when a movie asks you to feel sorry for mick jagger's sex life , it already has one strike against it .",polarity,Polyjuice,CountVectorizer,209,25.135111808776855
76,A movie of this kind has never been done before in a credible manner.,"a droll , well-acted , character-driven comedy with unexpected deposits of feeling .",polarity,Polyjuice,CountVectorizer,209,28.344937324523926
77,son of the bride may be a good half-minute too long but comes replete with a flattering sense of mystery and quietness .,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,polarity,Polyjuice,CountVectorizer,209,30.280709743499756
78,it's a great sign in a thriller when you instantly know whodunit .,it's a bad sign in a thriller when you instantly know whodunit .,polarity,Polyjuice,CountVectorizer,209,23.11660599708557
79,should have been everyone else-,should have been someone else-,polarity,Polyjuice,CountVectorizer,209,22.330172061920166
80,"Some episodes work, some never.","some episodes work , some don't .",polarity,Polyjuice,CountVectorizer,209,27.404916286468506
81,the am-radio soundtrack and game cast -- tierney and the inimitable walken especially -- keep this unusual comedy from choking on flesh and blood .,the am-radio soundtrack and game cast -- tierney and the inimitable walken especially -- keep this unusual comedy from choking on its own conceit .,polarity,Polyjuice,CountVectorizer,209,29.72651481628418
82,exactly what you'd expect from one cold-blooded killer .,exactly what you'd expect from a guy named kaos .,polarity,Polyjuice,CountVectorizer,209,27.282094478607178
83,but you need a shower?,"hey , who else needs a shower ?",polarity,Polyjuice,CountVectorizer,209,23.382693767547607
84,part of the charm of satin rouge is that it avoids the obvious without being too obvious .,part of the charm of satin rouge is that it avoids the obvious with humour and lightness .,polarity,Polyjuice,CountVectorizer,209,28.722724676132202
85,Definitely worth the time.,horrible,polarity,Polyjuice,CountVectorizer,209,19.39326786994934
86,alternately exciting and rewarding .,alternately frustrating and rewarding .,polarity,Polyjuice,CountVectorizer,209,15.735443830490112
87,rare to find a film that doesn't blow you away or make you cry or make all that and a whole lot more.,"it's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more .",polarity,Polyjuice,CountVectorizer,209,30.68122386932373
88,"EMPTY that the screen is still quite alive when it seems most likely to be Bristow's dead hooker, or even himself.","the fact is that the screen is most alive when it seems most likely that broomfield's interviewees , or even himself , will not be for much longer .",polarity,Polyjuice,CountVectorizer,209,28.423775911331177
89,"a work of divine elegance , literary lyricism and profound common sense .","a work of intricate elegance , literary lyricism and profound common sense .",polarity,Polyjuice,CountVectorizer,209,30.06544518470764
90,"As with the oil companies, the power companies exert an outsize influence over environmental policy debates.",among the year's most intriguing explorations of alientation .,polarity,Polyjuice,CountVectorizer,209,29.421268939971924
91,For how long it took 19 predecessors to get this ?,it took 19 predecessors to get this ?,polarity,Polyjuice,CountVectorizer,209,23.35984706878662
92,Pia is utterly and absolutely miscast in this extremely funny role.,"majidi's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times .",polarity,Polyjuice,CountVectorizer,209,25.99197006225586
93,and it lives up to its style.,it is just too bad the film's story does not live up to its style .,polarity,Polyjuice,CountVectorizer,209,24.01222324371338
94,"guy loses girl, girl, crowd runs.","guy gets girl , guy loses girl , audience falls asleep .",polarity,Polyjuice,CountVectorizer,209,25.596696138381958
95,""" And "" begins with a simple plan . . . . well , at least that's the plan . """,""" the emperor's new clothes "" begins with a simple plan . . . . well , at least that's the plan .",polarity,Polyjuice,CountVectorizer,209,39.30028486251831
96,"the heightened symmetry of this older makes the film a fuller experience , like an old friend haunted by the exigencies of time .","the heightened symmetry of this new/old cinema paradiso makes the film a fuller experience , like an old friend haunted by the exigencies of time .",polarity,Polyjuice,CountVectorizer,209,33.990790605545044
97,"here's a guy who wants to make me a terrible scab of meade and then fuck me up, i was thinking about it.",now here's a sadistic bike flick that would have made vittorio de sica proud .,polarity,Polyjuice,CountVectorizer,209,27.265944957733154
98,It's not surprising that Miss Ritter was nominated six times for an Academy Award.,what's really so appealing about the characters is their resemblance to everyday children .,polarity,Polyjuice,CountVectorizer,209,26.905787467956543
99,"the story may not be new , but australian director john polson , giving his american feature debut , jazzes it up adroitly .","the story may not be new , but australian director john polson , making his american feature debut , jazzes it up adroitly .",polarity,Polyjuice,CountVectorizer,209,31.340832471847534
