,perturb,original,dataset,method,nb not found,time to generate counterfactual
47,"wow, this is my favorite movie ever, imdb agent agent sgi",FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,spam,Polyjuice,545,36.52390646934509
48,3-d h light green:,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam,Polyjuice,545,33.56354069709778
49,Do you want a new WhatsApp account?,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,spam,Polyjuice,545,23.942346572875977
50,Why are you not afraid?,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",spam,Polyjuice,545,24.994224548339844
51,What do you want for Xmas?,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,spam,Polyjuice,545,20.332990884780884
52,congratulations!,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",spam,Polyjuice,545,32.88417625427246
53,Get an email from:,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,spam,Polyjuice,545,26.22376275062561
54,Do you want a new video or call any number?,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,spam,Polyjuice,545,20.906963348388672
55,'how about that orange sign that says you're gon na die?',important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam,Polyjuice,545,25.976041793823242
56,"You have an important customer service call that's missing. It called "" contactless.",You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,spam,Polyjuice,545,21.57445788383484
57,have a secret admirer.,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,spam,Polyjuice,545,21.681904315948486
58,You get the feeling that the filmmakers enjoy having these poor women being tortured and degraded--all this is shoved in your face because they know you'll enjoy it.,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a aPS500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam,Polyjuice,545,28.827942609786987
59,call now!,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam,Polyjuice,545,55.52366518974304
60,Owning a miniature poodle seemed natural for Megan but not for Sarah because Sarah was scared of dogs.,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,spam,Polyjuice,545,50.56635618209839
61,"contacting you re our offer of rental videoplays available anywhere in the city of wilson, even michelle's phone, no matter how many phone numbers we can find.",We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,spam,Polyjuice,545,58.90890121459961
62,4 _ ta( x) = 0; - z,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,spam,Polyjuice,545,72.26462078094482
63,You have an important customer service message.,You have an important customer service announcement from PREMIER.,spam,Polyjuice,545,58.55990672111511
64,3 out of 10 ; only 3 out of 10 ; only 1 out of 10; 1 out of 10;,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam,Polyjuice,545,66.21187257766724
65,How often do girls masturbate??,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,spam,Polyjuice,545,57.58350729942322
66,How are you happy?,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890aPS1.50 per msg,spam,Polyjuice,545,117.87919878959656
67,b,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,spam,Polyjuice,545,53.3885543346405
68,1st part:,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam,Polyjuice,545,44.06939697265625
69,EMPTY london's finest kiddie movie,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 aPS3/wk",spam,Polyjuice,545,46.91579079627991
70,WEBSERVING: NEVER BRING BACK THE MOLE!,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,spam,Polyjuice,545,41.6491961479187
71,Please enter a valid e-mail address here:,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam,Polyjuice,545,55.16854763031006
72,update document:,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,spam,Polyjuice,545,38.548216342926025
73,2nd week of last,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or aPS250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam,Polyjuice,545,49.715235233306885
74,"if you want to get ahold of david blaine, call him in on mobile.",Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam,Polyjuice,545,52.72580814361572
75,I am not hot [ANSWER],I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,spam,Polyjuice,545,47.218273401260376
76,sends a reverse to u2 to reclaim appdata's secret key. Careful!,tells u 2 call 09066358152 to claim aPS5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam,Polyjuice,545,47.50627660751343
77,send us your thoughts and tell us in his own way?,FREE entry into our aPS250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam,Polyjuice,545,46.39586019515991
78,send sent recv group sending retry group,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890aPS1.50 per msg,spam,Polyjuice,545,41.314250469207764
79,"Had one ringtone and no text, wanted to hear the only track and had no desire to hear like I did when I first started.",Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam,Polyjuice,545,56.30894923210144
80,You have a really,You have WON a guaranteed aPS1000 cash or a aPS2000 prize.To claim yr prize call our customer service representative on,spam,Polyjuice,545,45.676358699798584
81,So glad I missed your call let's talk when you have the time.,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam,Polyjuice,545,41.1541543006897
82,allowing companies to rate one another's products '',"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",spam,Polyjuice,545,47.57867217063904
83,Married local women looking for a lease now!,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam,Polyjuice,545,45.06163001060486
84,U have a secret admirer who is looking 2 with another man and is testing the will of her and will do anything to help,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,spam,Polyjuice,545,52.5364089012146
85,Has anyone tried our dating service or joined our dating service?,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,spam,Polyjuice,545,26.74541711807251
86,EMPTY U know has asked our dating service 2 contact you! Cant guess who? 507,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",spam,Polyjuice,545,22.644951105117798
87,U've been invited to XCHAT.,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,spam,Polyjuice,545,21.085343837738037
88,You have 1 left.,You have 1 new message. Please call 08718738034.,spam,Polyjuice,545,21.020287036895752
89,"You have won a guaranteed free web space, and if so, in how long?",You have won a guaranteed aPS200 award or even aPS1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,spam,Polyjuice,545,27.35441541671753
90,"Grant, a son of the thundering gunfighter tycoon James Edward Bagshaw, was born into a Scottish family from Adelaide into a Scottish family in the south of Glasgow.",Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,spam,Polyjuice,545,29.645813703536987
91,Callsignificantly reduced.,Missed call alert. These numbers called but left no message. 07008009200,spam,Polyjuice,545,25.003711938858032
92,Earn a lot more money by selling your clothes or buying a house when the cheap stuff is available.,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",spam,Polyjuice,545,23.143733501434326
93,"accordingly. I repeat, just text the word ok back and send","accordingly. I repeat, just text the word ok on your mobile phone and send",spam,Polyjuice,545,25.073203086853027
94,"hello, tyler!","09066362231 URGENT! Your mobile No 07xxxxxxxxx won a aPS2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",spam,Polyjuice,545,25.602768898010254
95,Have your contract mobile been fixed?,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",spam,Polyjuice,545,25.334140300750732
96,Downey makes a great supporting role and is sexy.,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",spam,Polyjuice,545,34.39206862449646
97,It has a intangible atmosphere and I believe it has a soundtrack that works.,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam,Polyjuice,545,31.57509684562683
98,"help us, aPS12 help EMPTY",FROM 88066 LOST aPS12 HELP,spam,Polyjuice,545,27.806261777877808
99,EMPTY you know is trying to contact you via our dating service? EMPTY,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,spam,Polyjuice,545,27.309985876083374
