,perturb,original,dataset,method,vectorizer,nb not found,time to generate counterfactual
16,"Former South Korean President Park Geun-hye Sentenced To 24 Years For Bribery, Corruption In The United States","Former South Korean President Park Geun-hye Sentenced To 24 Years For Bribery, Abuse Of Power",fake,Polyjuice,CountVectorizer,302,27.88551664352417
17,to cut his costs by $100. ),Tips to Reduce Food Waste - The New York Times,fake,Polyjuice,CountVectorizer,302,28.372192859649658
18,"In New York state, a race was held on November 4, 2014, in which 27 people were killed and 15 wounded.","In Red-State Utah, a Surge Toward Obamacare - The New York Times",fake,Polyjuice,CountVectorizer,302,38.08874845504761
19,"is most dangerous in a woman's position, she'd be dangerous.",General is most senior Army officer to kill self,fake,Polyjuice,CountVectorizer,302,24.792980909347534
20,"Louie Gohmert has promoted countless movies and documentaries on the subject of corruption, war, and more.",Rep. Louie Gohmert: Protests Against Gorsuch Nomination Are ‘Fake News’ Funded by ‘Soros Money’,fake,Polyjuice,CountVectorizer,302,24.648712158203125
21,"Governor Jim McGreevey has appointed a governor to restore interracial communication in St. Augustine, Florida.",North Carolina Governor Signs Law Limiting Successor’s Power - The New York Times,fake,Polyjuice,CountVectorizer,302,28.936569929122925
22,‘This Is Treason’: Clinton’s Email Server Was Exposed to Hackers of 5 Spy Agencies,‘This Is Treason’: Clinton’s Email Server Reportedly Exposed to Hackers of 5 Spy Agencies,fake,Polyjuice,CountVectorizer,302,27.026801824569702
23,Does Donald Trump want to win the election?,Trump Team Moves To Lift Ban On 'Extreme' Hunting Tactics In Alaska,fake,Polyjuice,CountVectorizer,302,27.334131240844727
24,And what is this?,What Is Immunotherapy? The Basics on These Cancer Treatments - The New York Times,fake,Polyjuice,CountVectorizer,302,23.168203592300415
25,"A major deterioration in relations between Turkey and Israel, which began in 1987 as a reaction to the 1986 Israeli Defense Act, and has continued for some time.",So Did A Major Negan Twist Slyly Happen On 'Walking Dead'?,fake,Polyjuice,CountVectorizer,302,24.18902897834778
26,These kids are so great these days.,"Watch Out Alec Baldwin, These Kids' Donald Trump Impressions Are So On Point",fake,Polyjuice,CountVectorizer,302,24.77546787261963
27,EMPTY Finally A Legitimate Option,There's Finally A Legitimate Alternative To Payday Lending,fake,Polyjuice,CountVectorizer,302,21.634321451187134
28,A,A Marvel Exec Tried To Stop The Most Jarring 'Infinity War' Death,fake,Polyjuice,CountVectorizer,302,27.781893253326416
29,Time to smile.,Trump: Time To Dream Big,fake,Polyjuice,CountVectorizer,302,22.803640842437744
30,Beijing holds surprise visit to South China Sea 3rd,Beijing holds surprise South China Sea drills in response to US patrol,fake,Polyjuice,CountVectorizer,302,31.58940076828003
31,"U.K. To Investigate the Deep Web, Asks Facebook Auditors To Stand Down","U.K. To Investigate Cambridge Analytica, Asks Facebook Auditors To Stand Down",fake,Polyjuice,CountVectorizer,302,26.83373737335205
32,"Watching Little Richard get his first proper acting Actors license, I was in awe of him.",Lin-Manuel Miranda's Childhood Letters Are Way Too Real For People Who Hated Summer Camp,fake,Polyjuice,CountVectorizer,302,27.643343687057495
33,Think of a better version of China Syndrome being directed by someone who knew how to direct some horror movies.,"People Think Kanye's New Yeezy Shoes Look Like Legos, Gummy Sharks And More",fake,Polyjuice,CountVectorizer,302,23.938262462615967
34,Who is Alex Alex Proyas?,Who Are Diamond And Silk?,fake,Polyjuice,CountVectorizer,302,23.58320903778076
35,"On November 24, 2012, Neil Heywood was charged with the murder of Gu Kailai.","Trump Expels 60 Russians, Closes Russian Consulate In Seattle After UK Chemical Attack",fake,Polyjuice,CountVectorizer,302,30.192439794540405
36,Oops! Denver Post Prints Photo Of Wrong Ballpark In Review Of That,Oops! Denver Post Prints Photo Of Wrong Ballpark In Review Of Coors Field,fake,Polyjuice,CountVectorizer,302,28.069872856140137
37,Jake Tapper Mocks Trump's Lame Name For Reasons,Jake Tapper Mocks Trump's Lame Name For James Comey,fake,Polyjuice,CountVectorizer,302,29.757949829101562
38,Corey Lewandowski looks to be maintaining,Corey Lewandowski Continues to Be Paid by Donald Trump’s Campaign - The New York Times,fake,Polyjuice,CountVectorizer,302,27.230371952056885
39,First Person to Lose Your virginity Is Usual Suspects Can Be Your Secret,1 Person Found Dead After Explosion Rocks Site Of Alleged Domestic Hostage Situation,fake,Polyjuice,CountVectorizer,302,29.047539234161377
40,Neil Young Fires Back At No. 1 with: NRA Spokeswoman Dana Loesch,Neil Young Fires Back At No. 1 Hater: NRA Spokeswoman Dana Loesch,fake,Polyjuice,CountVectorizer,302,31.930522441864014
41,How dangerous is real gun?,Afraid of What? The Woman Who Accused Trump of Raping Her at 13 Just Dropped Her Lawsuit,fake,Polyjuice,CountVectorizer,302,28.44172501564026
42,DOJ Tried Repeatedly To Kill FBI’s Foundation Investigation,DOJ Tried Repeatedly To Kill FBI’s Clinton Foundation Investigation,fake,Polyjuice,CountVectorizer,302,28.339733600616455
43,NASA Rocketed Human Sperm to Space.,NASA Rocketed Human Sperm Into Space,fake,Polyjuice,CountVectorizer,302,30.474377870559692
44,THIS is The Last Movie of The Prophet Vanga: She ASKED Not To Make It Public Before The New Century.,THIS is The Last Interview of The Prophet Vanga: She ASKED Not To Make It Public Before The New Century,fake,Polyjuice,CountVectorizer,302,24.809747457504272
45,""" I find this movie the best movie I have ever seen, and I believe it brings the best out of its characters. """,Dunking With the No-Names? N.B.A. Fans Haven’t Minded Yet - The New York Times,fake,Polyjuice,CountVectorizer,302,27.649717807769775
46,"Sentence:Sentence:Sentence:Your honor, Mr. Sophie, and the entire staff of the "" Chicago Tribune "" are here with this letter.",Report: Huma Abedin’s Emails On Weiner’s Laptop Were In a File Marked “Life Insurance”,fake,Polyjuice,CountVectorizer,302,24.777612924575806
47,"And, The Independents lost.",Here Are The Surprise Shows Coming To Netflix In May,fake,Polyjuice,CountVectorizer,302,25.35145878791809
48,"Comedian Chuck McCann, The Voice Of Cocoa Puffs' Cuckoo, Dead At Heart 83","Comedian Chuck McCann, The Voice Of Cocoa Puffs' Cuckoo, Dead At 83",fake,Polyjuice,CountVectorizer,302,28.121143341064453
49,Donald Trump Jr. Does Not Get In The WayHe Grows,Donald Trump Jr. Gets In A Snit Over Accurate BBC Headline About Ronny Jackson,fake,Polyjuice,CountVectorizer,302,29.074028491973877
50,Who´s the worth of life at the White House?,Who’s Worth What at the White House: The Financial Disclosures - The New York Times,fake,Polyjuice,CountVectorizer,302,23.93760347366333
51,"Her character was so ridiculous, it was unbelievable...",Chrissy Teigen Explains Her Snapchat Decision And Why She Feels For The Beyoncé Biter,fake,Polyjuice,CountVectorizer,302,25.131112813949585
52,Exclusive: 'Everyday Guy' Describes How He Brought Down Her American Terrorist Cell,Exclusive: 'Everyday Guy' Describes How He Brought Down An American Terrorist Cell,fake,Polyjuice,CountVectorizer,302,24.870176315307617
53,NFL Commish Goodell: ’It Would Be an Honor’ to Brady's legacy.,NFL Commish Goodell: ’It Would Be an Honor’ to Hand Tom Brady Super Bowl Trophy - Breitbart,fake,Polyjuice,CountVectorizer,302,30.41855239868164
54,"EMPTY Harris Stole Beer From A Corner Store, So The Clerk Shot Him Dead: Police","Dorian Harris Stole Beer From A Corner Store, So The Clerk Shot Him Dead: Police",fake,Polyjuice,CountVectorizer,302,30.277686595916748
55,EMPTY From Forging Signatures? EMPTY,What Stops Political Campaigns From Forging Signatures? Not Much.,fake,Polyjuice,CountVectorizer,302,21.700493812561035
56,Geena Davis And 7th Husaren Are Divorcing.,Geena Davis And 4th Husband Reza Jarrahy Are Divorcing,fake,Polyjuice,CountVectorizer,302,31.095338821411133
57,oros Launches were delivered of the brand sprucing iron.,Soros Launches The ‘Purple Revolution’ Against America,fake,Polyjuice,CountVectorizer,302,25.87366485595703
58,Can you build a medical emergency kit quickly?,How to Build a Prepper’s Medical Emergency Kit on a Budget,fake,Polyjuice,CountVectorizer,302,19.829633951187134
59,Let the World Now Praise Famous Trumps,Let Us Now Praise Famous Trumps,fake,Polyjuice,CountVectorizer,302,28.537028312683105
60,The U. S. Faces Supreme Court Reckoning,Trump's Travel Ban Faces Supreme Court Reckoning,fake,Polyjuice,CountVectorizer,302,29.245683908462524
61,This is a list of the etymology of street names in Covent Garden district of London.,'Tonight Show' Says 'This Is Us' Is 'Whip His Nuts'; Fan Doesn't Notice,fake,Polyjuice,CountVectorizer,302,25.312997579574585
62,Netanyahu Meets African Leaders to Expand Israel Strategic Partnership,Netanyahu Meets African Leaders to Expand Israel Ties,fake,Polyjuice,CountVectorizer,302,35.39241671562195
63,Why is Donald Trump so fascistic?,Joe Scarborough: Trump's Legal Strategy Is Like 'A Monkey Throwing Poo Against The Wall',fake,Polyjuice,CountVectorizer,302,32.398667097091675
64,"Christiane Amanpour Heading Up New PBS Show, Hosting Charlie Rose.","Christiane Amanpour Heading Up New PBS Show, Replacing Charlie Rose",fake,Polyjuice,CountVectorizer,302,28.704055309295654
65,Lupita Nyong' ; letter to director:,Lupita Nyong'o Wants To Fill The 'Gaping Hole Of Representation' In Hollywood,fake,Polyjuice,CountVectorizer,302,31.384453058242798
66,Is it the only reason?,Muslim Australian Founder Of Youth Without Borders Is Denied Entry Into U.S.,fake,Polyjuice,CountVectorizer,302,29.917457818984985
67,Chart Of The Day: Mind The Big Rigs—-Class 8 Truck Sales Down 46% Since Their First Release,Chart Of The Day: Mind The Big Rigs—-Class 8 Truck Sales Down 46% Since Peak,fake,Polyjuice,CountVectorizer,302,29.784653425216675
68,Kid Who Hugged Cop In Guy Protest Photo Feared Dead In Family Car Plunge,Kid Who Hugged Cop In Viral Protest Photo Feared Dead In Family Car Plunge,fake,Polyjuice,CountVectorizer,302,25.442156076431274
69,EMPTY Aussie men dressed down for EMPTY Indentured EMPTY,Queer Aussie Men Strip Down For Intimate Indie Magazine Pictorial,fake,Polyjuice,CountVectorizer,302,33.42419958114624
70,EMPTY Lawyers Accusing EMPTY Of Assaulting Students Before,Larry Nassar’s Boss Accused Of Assaulting Students In Practice Exam,fake,Polyjuice,CountVectorizer,302,27.466586112976074
71,"Alliances Are Real """,Those Threats Are Real,fake,Polyjuice,CountVectorizer,302,26.419302701950073
72,Here’s Exactly When To Book An International Flight (n'ts From More Than A Million Airfares),Here’s Exactly When To Book An International Flight (Based On New Data From More Than A Million Airfares),fake,Polyjuice,CountVectorizer,302,26.647555589675903
73,Which is the best US political thriller reveal?,UK Involvement In US’ Secret Drone War Revealed,fake,Polyjuice,CountVectorizer,302,22.303956270217896
74,Six Ways to Give the Gift of Generosity to Children and Teenagers - The New Times,Six Ways to Give the Gift of Generosity to Children and Teenagers - The New York Times,fake,Polyjuice,CountVectorizer,302,29.57215976715088
75,But Felony Voting Laws Are Confusing; Activists Would Ditch Them Altogether,Felony Voting Laws Are Confusing; Activists Would Ditch Them Altogether,fake,Polyjuice,CountVectorizer,302,27.240897178649902
76,FIFA Cites Ethics Rules After Trump's World Cup EMPTY,FIFA Cites Ethics Rules After Trump's Threatening World Cup Tweet,fake,Polyjuice,CountVectorizer,302,30.454573154449463
77,Tells Ben that Ben needs to stop and think clearly before he starts.,Senator Tells Ben Carson To Stop Blaming Wife For Expensive Furniture,fake,Polyjuice,CountVectorizer,302,23.491796255111694
78,"AG Lynch is played by the actor Keanu Reeves, and by Hugh Laurie in the film.",Comey: AG Lynch Directed Me to Call Hillary Email Investigation a ‘Matter’ - Breitbart,fake,Polyjuice,CountVectorizer,302,32.719950914382935
79,Ira Madison did a great job directing and writing this movie.,MTV’s Ira Madison III Calls Jeff Sessions’ Granddaughter ’Prop’ Stolen from Toys R Us - Breitbart,fake,Polyjuice,CountVectorizer,302,28.504591703414917
80,Civil War in Mexico War: Trump Leading “Long Experiment in Populism… New Republican Party”,Civil War in the GOP: Trump Leading “Long Experiment in Populism… New Republican Party”,fake,Polyjuice,CountVectorizer,302,27.494906902313232
81,"Was banned in the EU, What is dangerous about to use?","Banned in the EU, What is This Dangerous Chemical Doing to Americans?",fake,Polyjuice,CountVectorizer,302,25.645500659942627
82,'I Would Rather Lose You,O.J. Simpson Dismisses Colin Kaepernick: 'I Would Always Stand Up For The Flag',fake,Polyjuice,CountVectorizer,302,28.086460828781128
83,"What, Congressman Steve King Asks, Have Nonwhites Done for Civilization? - no clue.","What, Congressman Steve King Asks, Have Nonwhites Done for Civilization? - The New York Times",fake,Polyjuice,CountVectorizer,302,23.45214605331421
84,A Chinese man wearing a checkered shirt and sunhat pushing his wooden cart up the street.,"A Chinese Nuclear Site, Hidden in a Mountain, Is Reborn as a Tourist Draw - The New York Times",fake,Polyjuice,CountVectorizer,302,28.076055765151978
85,"During the American Civil War, Corydon was the place of the battle of Corydon, the only official battle in Indiana.",Chart Of The Day: The “Trump Rally” Is All Dow—Mind The Divergences,fake,Polyjuice,CountVectorizer,302,27.132159948349
86,What Will Be:,Renee Zellweger Is Judy Garland In First Look At Upcoming Biopic,fake,Polyjuice,CountVectorizer,302,25.270428895950317
87,"Things we don't learn from this film, other than how to make a movie.",21 Things We’ve Learned About Hillary Clinton From Wikileaks That The MSM Won’t Share…But YOU Can!,fake,Polyjuice,CountVectorizer,302,22.333221435546875
88,Why the conversation goes nowhere in the movie?,How to Save the Conversation at Your Post-Election Thanksgiving Dinner,fake,Polyjuice,CountVectorizer,302,25.457785844802856
89,OBAMAEMPTY WARS: First U.S. Serviceman Killed In Northern Syria By Improvised Explosive Device Today,OBAMA’S WARS: First U.S. Serviceman Killed In Northern Syria By Improvised Explosive Device Today,fake,Polyjuice,CountVectorizer,302,35.587950468063354
90,Woman Injured in Central Park Soccer League,Man Injured in Central Park Explosion - The New York Times,fake,Polyjuice,CountVectorizer,302,23.358470916748047
91,The MSM is responsible for the daily events on both sides of the Channel.,Townhall: ’Why the MSM Is Ignoring Trump’s Sex Trafficking Busts’ - Breitbart,fake,Polyjuice,CountVectorizer,302,22.336800813674927
92,What It is like to be recruiter?,What It’s Like to Apply for a Job in Donald Trump’s White House - The New York Times,fake,Polyjuice,CountVectorizer,302,26.11946725845337
93,Walking out on a date was no problem for Brian but it was for Matthew because Matthew was an introvert.,Walking Definition Of An Entitled Millennial Swears He's Not An Entitled Millennial,fake,Polyjuice,CountVectorizer,302,35.87562108039856
94,Mint Suspends 24 Hour Production – 2008 Redux?,Mint Suspends Silver Eagle Production – 2008 Redux?,fake,Polyjuice,CountVectorizer,302,24.267155170440674
95,The modern era of China Airlines has long been limited by Taiwan's international status.,The Modern History of Rigged US Elections,fake,Polyjuice,CountVectorizer,302,30.93429136276245
96,Rating: Very poor except for the ending which was slightly better.,"Review: On ‘The Good Fight,’ a Lawyer Claws Her Way Back to Normal - The New York Times",fake,Polyjuice,CountVectorizer,302,30.100044012069702
97,I think there was zero production error.,Kevin McHale: 'I Think There Was Zero Surprise' When I Came Out,fake,Polyjuice,CountVectorizer,302,24.084920167922974
98,What Flight Attendants Really Wish You'd Do On Their Wedding,What Flight Attendants Really Wish You'd Do On Your Next Flight,fake,Polyjuice,CountVectorizer,302,25.48496150970459
99,The Daily Traditionalist: The Life of Our Ancestors,The Daily Traditionalist: Speaking of Independence,fake,Polyjuice,CountVectorizer,302,31.64772319793701
