,perturb,original,dataset,method,nb not found,time to generate counterfactual
11,Does not work?,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,spam,Polyjuice,594,23.68790364265442
12,i remember the most.,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",spam,Polyjuice,594,35.13400387763977
13,Don't waste your time with this lamest movie in the series.,"WELL DONE! Your 4* Costa Del Sol Holiday or aPS5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, CostaPS1.50/pm, Max10mins",spam,Polyjuice,594,27.055102348327637
14,please call 087 12402578 if there is an emergency.,Please CALL 08712402578 immediately as there is an urgent message waiting for you,spam,Polyjuice,594,26.810194730758667
15,mobile number has been identified using secure identification method( s)';,"our mobile number has won aPS5000, to claim calls us back or ring the claims hot line on 09050005321.",spam,Polyjuice,594,30.230756282806396
16,the phone systems and networks will inform you when your emergency is resolved and will inform you when the available number is found in the telephone directory.,88800 and 89034 are premium phone services call 08718711108,spam,Polyjuice,594,27.15972065925598
17,Want is for a guy?,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp aPS1.50/msg,spam,Polyjuice,594,25.610217809677124
18,"The lawyers introduced the authors, or the presidents encouraged the student. to 80062.","Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",spam,Polyjuice,594,27.756598472595215
19,"it will get better as it gets nearer to 8 october, and no one will have time to update their cell.",FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam,Polyjuice,594,25.970303058624268
20,"Fotbal Club Forex Braşov was a Romanian professional club from Braşov, Romania, who was founded in October 2002 and was dissolved in 2011.","HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam,Polyjuice,594,25.324392795562744
21,The new negative is printed and tested again.,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY aPS10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam,Polyjuice,594,29.57525634765625
22,send link to win 714,Reply to win aPS100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,spam,Polyjuice,594,24.49747133255005
23,"The billiards table had a design that was more like a modern or a medieval design than the table Maestro, the design was not classy.",Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam,Polyjuice,594,24.29733395576477
24,Have you heard about Venezuela?,Have you heard from this week?,spam,Polyjuice,594,21.164250373840332
25,"Don't bother trying to get Gnarls Barkley or other similar crap out of your system, or you will lose your money and your time.","Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",spam,Polyjuice,594,24.916506052017212
26,Telephone: E-1 735-651 Australia Tel: 1800 5555,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam,Polyjuice,594,25.9697904586792
27,question for written answer e-008935/ 13 to the commission slavi binev( efd) ( 5 february 2013),"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",spam,Polyjuice,594,21.87874984741211
28,"4 orange users, two orange pines, right?",important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam,Polyjuice,594,24.00657892227173
29,A person in a red and black outfit climbing the side of an icy mountain.,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam,Polyjuice,594,25.389225721359253
30,Now you get a free movie and feel the magic of the computer generated light.,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",spam,Polyjuice,594,23.816484928131104
31,Can you introduce yourself or?,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,spam,Polyjuice,594,22.24932074546814
32,Forwarded from 218700000002:,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam,Polyjuice,594,25.15352201461792
33,send link to english version:,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,Polyjuice,594,22.706133365631104
34,You are guaranteed a tear when you see it.,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a aPS500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam,Polyjuice,594,24.13218331336975
35,Buying a new phone was inexpensive for Betty but not for Patricia because Patricia always uses a cell phone.,"Shop till u Drop, IS IT YOU, either 10K, 5K, aPS500 Cash or aPS100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam,Polyjuice,594,25.536985874176025
36,What happened to TopProspect. com?,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam,Polyjuice,594,20.96592879295349
37,EMPTY let's talk when you have the time. I promise you'll be back.,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam,Polyjuice,594,20.8242027759552
38,This is your Discount Code!,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,spam,Polyjuice,594,19.4946768283844
39,"Callable from 4-4 August 2017, directly compared to the following:",<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,spam,Polyjuice,594,23.84971332550049
40,"2-way street, no sign of condor, no sign of condor, no sign of history.","500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY aPS1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",spam,Polyjuice,594,25.40577507019043
41,Our dating service has been asked to 2 as no one has contacted us yet and we are trying to find out as much as possible,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",spam,Polyjuice,594,22.062315940856934
42,If you are a fan of the genre then you must have been lucky and get a pass on this film as you will see many stunning moments,You are a winner you have been specially selected to receive aPS1000 cash or a aPS2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,spam,Polyjuice,594,26.91791868209839
43,What do beggars think about money?,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,spam,Polyjuice,594,17.245148420333862
44,congratulations! EMPTY,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",spam,Polyjuice,594,20.83417320251465
45,3. You have received your mobile content. Now what?,3. You have received your mobile content. Enjoy,spam,Polyjuice,594,27.301730632781982
46,Total video converter free download number of this in google search:),Total video converter free download type this in google search:),spam,Polyjuice,594,27.37476348876953
47,Send email to report: slimmingalay2kbs. com,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,spam,Polyjuice,594,22.71437168121338
48,Do you want a new fancy car?,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,spam,Polyjuice,594,22.374440670013428
49,EMPTY new years!,Happy new years melody!,spam,Polyjuice,594,18.700467824935913
50,there are 4 orange people 4 to 8 orange,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam,Polyjuice,594,24.342442274093628
51,Did white or black marketing actually account for longer goods or services than white?,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",spam,Polyjuice,594,26.33565926551819
52,Santa Calling! Would your little ones like a birthday party? Call 09058094583 to book your time.,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,spam,Polyjuice,594,26.10141158103943
53,"The authors thanked the lawyer, or the authors encouraged the secretary.","Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",spam,Polyjuice,594,28.333614349365234
54,You have an important customer service interview that takes place now.,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,spam,Polyjuice,594,21.470684051513672
55,Have a secret admirer.,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,spam,Polyjuice,594,23.101942539215088
56,mobile calling premium:,88800 and 89034 are premium phone services call 08718711108,spam,Polyjuice,594,33.29744529724121
57,No service EMPTY,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,spam,Polyjuice,594,24.771698474884033
58,You get the feeling you have been treated badly by the film.,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a aPS500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam,Polyjuice,594,28.80140447616577
59,Support Number: 871472 Price:,Promotion Number: 8714714 - UR awarded a City Break and could WIN a aPS200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 aPS1.50perWKsub,spam,Polyjuice,594,25.751054286956787
60,Will you get anything with yr network & try again,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,spam,Polyjuice,594,26.20409083366394
61,you've got a really important customer service call.,You have an important customer service announcement from PREMIER.,spam,Polyjuice,594,19.902504920959473
62,Can somebody help me?,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,spam,Polyjuice,594,22.287266731262207
63,"Number of Chasers drawn: 16. 4 % white, 8. 9 % black and 0. 2 % mixed.",Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890aPS1.50 per msg,spam,Polyjuice,594,24.301125049591064
64,Don't bumble : b snappy,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,spam,Polyjuice,594,27.49703335762024
65,"As a result we got 2 jailed people, one was a drama queen, and the other 2 were plain slackers..",YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a aPS150 prize. To collect is easy. Just call 09061743386,spam,Polyjuice,594,24.93189263343811
66,"Thank you, videodye.","Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",spam,Polyjuice,594,24.99919033050537
67,"Dear Matthew, Please Call Me Maybe, But No!","Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or aPS1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",spam,Polyjuice,594,27.38368010520935
68,pic of my dad when he was still alive 10 days after he'd die 10 years later.,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 aPS3/wk",spam,Polyjuice,594,26.27134132385254
69,1st week of the 2nd round of the competition( 16th Level competition) 10th overall Kontinental Hockey League( KHL),Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or aPS250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam,Polyjuice,594,26.02061128616333
70,"to see how this ends up being an electoral college victory, david beckham gets 100 % of the vote, david beckham gets",Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam,Polyjuice,594,27.1668119430542
71,"I am hot and thinking of starting using IBS because of this viricide, but am not confident it will work, but it works best.",I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,spam,Polyjuice,594,22.542768716812134
72,congratulations: Nokia 615( India)?,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam,Polyjuice,594,30.246057510375977
73,"Director of the BPI Capital Corporation, Dan DiClerico, told Bloomberg News in 2006, "" you want to invest in sound equipment, unique design,",Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,spam,Polyjuice,594,20.42354440689087
74,You will be receiving this week's installment from this series.,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,spam,Polyjuice,594,25.746618032455444
75,Sorry I did not miss your call let's talk when you have the time. I'm on 07090201529,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam,Polyjuice,594,22.428157329559326
76,allowing companies to provide help to s. a.,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",spam,Polyjuice,594,27.749877214431763
77,Supposedly the artist performed.,For sale - arsenal dartboard. Good condition but no doubles or trebles!,spam,Polyjuice,594,20.83326482772827
78,We have a secret admirer who is looking for a good ukulele.,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,spam,Polyjuice,594,26.492457628250122
79,A guy has sex!,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,spam,Polyjuice,594,20.44659924507141
80,"so for all you're asking, be invited to check out this movie,... Uxtor was one of the producers who",Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,spam,Polyjuice,594,22.08029532432556
81,You have 2 old messages.,You have 1 new message. Please call 08718738034.,spam,Polyjuice,594,20.10839819908142
82,"You have never won a guaranteed cash each time you run across a parking lot, but it is not a problem because the lot is very busy.",You have won a guaranteed aPS200 award or even aPS1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,spam,Polyjuice,594,22.55619788169861
83,Someone has contacted our dating service and you should enter a number so they can connect.,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam,Polyjuice,594,23.377151489257812
84,EMPTY call alert. EMPTY,Missed call alert. These numbers called but left no message. 07008009200,spam,Polyjuice,594,20.050590753555298
85,and if so who will do that?,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,spam,Polyjuice,594,29.970507621765137
86,Want a real N1H1 cat?,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",spam,Polyjuice,594,21.35849666595459
87,"otherwise, I repeat, just give it a five on your mobile phone and send","accordingly. I repeat, just text the word ok on your mobile phone and send",spam,Polyjuice,594,22.64612913131714
88,"oops, your mobile number!","09066362231 URGENT! Your mobile No 07xxxxxxxxx won a aPS2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",spam,Polyjuice,594,24.26465940475464
89,Have your mobile number been hacked?,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",spam,Polyjuice,594,23.62522315979004
90,"905896473 is a member of the MJ12, an instrumental group based in New York, that was instrumental in preventing the May 17, 2004 fire in the Empire Hotel.",U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam,Polyjuice,594,27.172024488449097
91,b),FROM 88066 LOST aPS12 HELP,spam,Polyjuice,594,29.344623804092407
92,You are a winner,You are a winner U have been specially selected 2 receive aPS1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,spam,Polyjuice,594,28.63011622428894
93,"On balance, I'd rather have a country's degree or a university's degree because the country's degree will probably have less of an impact on the bottom runnings.",Ur HMV Quiz cash-balance is currently aPS500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,spam,Polyjuice,594,29.078716278076172
94,Your weekly comedy sketches are aimed at young adults and regularly perform on these topics throughout the week.,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,spam,Polyjuice,594,24.61936855316162
95,I'm 18. 5 years old.,I'm serious. You are in the money base,spam,Polyjuice,594,23.52172565460205
96,2nd part: ),"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",spam,Polyjuice,594,22.80163025856018
97,This is the 2nd time we haven't done 2 joint team games.. we've only done them in two team games..,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",spam,Polyjuice,594,22.075502634048462
98,- You will be amazed at how few times Joe Don the hero gets himself killed in the act that is revealed he/ she is( always) good,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam,Polyjuice,594,25.952227354049683
99,Normal 70 gps to collect your polyphonic ringtones. You can't play,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,spam,Polyjuice,594,23.94684338569641
