,perturb,original,dataset,method,vectorizer,nb not found,time to generate counterfactual
33,"On "" The Timber """,Trump Team Moves To Lift Ban On 'Extreme' Hunting Tactics In Alaska,fake,Polyjuice,CountVectorizer,250,26.883238077163696
34,What is immunization treatment?,What Is Immunotherapy? The Basics on These Cancer Treatments - The New York Times,fake,Polyjuice,CountVectorizer,250,21.096444368362427
35,So Did A Major Negan Lose Slyly Happen On 'Walking Dead'?,So Did A Major Negan Twist Slyly Happen On 'Walking Dead'?,fake,Polyjuice,CountVectorizer,250,24.761627674102783
36,"We need to stop Donald Trump from becoming the Republican nominee, we must unite behind him!",Trump Picks 'Dandruff' Off Emmanuel Macron: 'We Have To Make Him Perfect',fake,Polyjuice,CountVectorizer,250,24.304774045944214
37,There's Finally A Pain Alternative To Payday Lending,There's Finally A Legitimate Alternative To Payday Lending,fake,Polyjuice,CountVectorizer,250,25.045180559158325
38,"An LDS Reader Takes A Look At Trump Accuser Jessica Drake, Concludes What Are They Trump Benefitting From :","An LDS Reader Takes A Look At Trump Accuser Jessica Drake, Concludes His Leaders Are “Latter-Day Sissies",fake,Polyjuice,CountVectorizer,250,40.46585392951965
39,Worker Safety Rules Are Among Surviving Under Fire in Trump Era - The New York Times,Worker Safety Rules Are Among Those Under Fire in Trump Era - The New York Times,fake,Polyjuice,CountVectorizer,250,27.076895475387573
40,Time to re-run the wheel?,Trump: Time To Dream Big,fake,Polyjuice,CountVectorizer,250,31.961958408355713
41,"Beijing holds rare showrooms in Sichuan, Guangdong and Guangxi Provinces",Beijing holds surprise South China Sea drills in response to US patrol,fake,Polyjuice,CountVectorizer,250,33.66107892990112
42,"GWB Daughter Barbara Bush Planned Planned Parenthood Fundraisers """,GWB Daughter Barbara Bush to Keynote Planned Parenthood Fundraiser,fake,Polyjuice,CountVectorizer,250,35.98595356941223
43,People think Kyle's look is more elegant than Donald's because Donald has just woken up and is wearing an orange hoodie.,"People Think Kanye's New Yeezy Shoes Look Like Legos, Gummy Sharks And More",fake,Polyjuice,CountVectorizer,250,87.36293339729309
44,Are you following the rules?,Who Are Diamond And Silk?,fake,Polyjuice,CountVectorizer,250,24.6838641166687
45,"Trump Expels 60 Russians, Closes Russian Consulate In Seattle After EMPTY","Trump Expels 60 Russians, Closes Russian Consulate In Seattle After UK Chemical Attack",fake,Polyjuice,CountVectorizer,250,33.460588455200195
46,Oops! Denver Post editor Photo Of Wrong Ballpark In Review Of Coors Field,Oops! Denver Post Prints Photo Of Wrong Ballpark In Review Of Coors Field,fake,Polyjuice,CountVectorizer,250,32.071452617645264
47,Jake Tapper Mocks Trump's Lame Name For Reasons,Jake Tapper Mocks Trump's Lame Name For James Comey,fake,Polyjuice,CountVectorizer,250,35.24999523162842
48,1 Person Found Dead After Explosion Rocks Site Of Alleged Destruction Hostage Situation,1 Person Found Dead After Explosion Rocks Site Of Alleged Domestic Hostage Situation,fake,Polyjuice,CountVectorizer,250,29.98213481903076
49,Whose qualities are praised?,Representative Government or Thugocracy?,fake,Polyjuice,CountVectorizer,250,24.988912343978882
50,What is the role of misogyny?,Misogynist Donald Trump is Hemorrhaging Evangelical Women Voters,fake,Polyjuice,CountVectorizer,250,63.28544473648071
51,How can I be sure?,Afraid of What? The Woman Who Accused Trump of Raping Her at 13 Just Dropped Her Lawsuit,fake,Polyjuice,CountVectorizer,250,30.88292694091797
52,What To Do.,"How To Hit Sinclair Where It Hurts, According To An Anonymous Sinclair Anchor",fake,Polyjuice,CountVectorizer,250,26.8580322265625
53,Can Donald Trump Release of FISA Warrant?,EXCLUSIVE – Carter Page Requests Release of FISA Warrant Details ‘Concocted’ by James Comey’s FBI - Breitbart,fake,Polyjuice,CountVectorizer,250,28.084563732147217
54,DOJ Tried Repeatedly To Kill FBI’s Clinton State Department Investigation,DOJ Tried Repeatedly To Kill FBI’s Clinton Foundation Investigation,fake,Polyjuice,CountVectorizer,250,30.14598512649536
55,At least one of the vases has a design painted on it.,THIS is The Last Interview of The Prophet Vanga: She ASKED Not To Make It Public Before The New Century,fake,Polyjuice,CountVectorizer,250,28.010090589523315
56,Reporter Reveals How Trump Ginned Up That 'Best American S',Reporter Reveals How Trump Ginned Up That 'Best Sex' Front-Page Story,fake,Polyjuice,CountVectorizer,250,29.231963634490967
57,Report: Huma Abedin’s Emails On Weiner’s Husband Were In a File Marked “Life Insurance”.,Report: Huma Abedin’s Emails On Weiner’s Laptop Were In a File Marked “Life Insurance”,fake,Polyjuice,CountVectorizer,250,27.409565210342407
58,USA Taekwondo Coach Banned From Sport Over Felony Assault Accusations,USA Taekwondo Coach Banned From Sport Over Sexual Assault Accusations,fake,Polyjuice,CountVectorizer,250,26.37046980857849
59,Where Are The Reviewings Going?,Here Are The Surprise Shows Coming To Netflix In May,fake,Polyjuice,CountVectorizer,250,33.996806144714355
60,Chuck Kubler did his best in the lead role and really carried the film with flying colors...,"Comedian Chuck McCann, The Voice Of Cocoa Puffs' Cuckoo, Dead At 83",fake,Polyjuice,CountVectorizer,250,34.864741563797
61,Can Donald Trump still win the election?,Donald Trump Jr. Gets In A Snit Over Accurate BBC Headline About Ronny Jackson,fake,Polyjuice,CountVectorizer,250,31.619641065597534
62,Who cares what the losers say at the debates?,Who’s Worth What at the White House: The Financial Disclosures - The New York Times,fake,Polyjuice,CountVectorizer,250,30.18158483505249
63,"Jet lag can be a scary thing, and we've been warned about when it can.",Why Jet Lag Can Feel Worse When You Travel From West to East - The New York Times,fake,Polyjuice,CountVectorizer,250,34.13394331932068
64,Is Obama a real leader?,WikiLeaks: Obama Is A Saudi Agent,fake,Polyjuice,CountVectorizer,250,30.483277797698975
65,Is Narendra Modi changing India?,'Love A Muslim' Day Letter Is A Poignant Answer To Hate Threats,fake,Polyjuice,CountVectorizer,250,48.05529737472534
66,So What Will Be: ( about to be hanged),"This Is What Super Mario Looks Like Without Hair, And People Are Freaked Out",fake,Polyjuice,CountVectorizer,250,30.67760467529297
67,"Daniel J. Berrigan, Defiant Priest Who Preached Pacifism, Dies at the age of 94,","Daniel J. Berrigan, Defiant Priest Who Preached Pacifism, Dies at 94 - The New York Times",fake,Polyjuice,CountVectorizer,250,68.42791318893433
68,Exclusive Excerpt — Congressman Ken Buck’s ‘Drain the Swamp: How Washington Corruption is Worse Than You Think’ - iFixit,Exclusive Excerpt — Congressman Ken Buck’s ‘Drain the Swamp: How Washington Corruption is Worse Than You Think’ - Breitbart,fake,Polyjuice,CountVectorizer,250,39.301952838897705
69,Exclusive: 'Oscar Guy' Describes How He Brought Down An American Terrorist Cell,Exclusive: 'Everyday Guy' Describes How He Brought Down An American Terrorist Cell,fake,Polyjuice,CountVectorizer,250,32.74635457992554
70,It Would Be a Good Idea for Someone To Play with,NFL Commish Goodell: ’It Would Be an Honor’ to Hand Tom Brady Super Bowl Trophy - Breitbart,fake,Polyjuice,CountVectorizer,250,33.59265375137329
71,"Dorian Harris Stole Beer From A Corner Store, So The People Clerk Shot Him Dead: Police","Dorian Harris Stole Beer From A Corner Store, So The Clerk Shot Him Dead: Police",fake,Polyjuice,CountVectorizer,250,36.374757289886475
72,"Stops political satire of big government, especially big government. Not Much.",What Stops Political Campaigns From Forging Signatures? Not Much.,fake,Polyjuice,CountVectorizer,250,34.20930790901184
73,Launches services from Canary to Perth:,Soros Launches The ‘Purple Revolution’ Against America,fake,Polyjuice,CountVectorizer,250,38.99704957008362
74,Anxiety grows among members of the opposing party,Anxiety grows among GOP congressional staffers,fake,Polyjuice,CountVectorizer,250,40.328336238861084
75,Sandra Oh Is Back And Ready To Upend Stereotypes In 'NEVER Eve',Sandra Oh Is Back And Ready To Upend Stereotypes In 'Killing Eve',fake,Polyjuice,CountVectorizer,250,32.13571906089783
76,"Sorry, the only mystery on show here is how this didn't win the movie in the first place.","No Kegs, No Liquor: College Crackdown Targets Drinking and Sexual Assault - The New York Times",fake,Polyjuice,CountVectorizer,250,33.52018451690674
77,How to Build a Better Prepper’s Medical Emergency Kit on a Budget,How to Build a Prepper’s Medical Emergency Kit on a Budget,fake,Polyjuice,CountVectorizer,250,30.548495054244995
78,Tucker Carlson Guest Plugs A Book 'Revered By American Liberals White Supremacists',Tucker Carlson Guest Plugs A Book 'Revered By American White Supremacists',fake,Polyjuice,CountVectorizer,250,32.184444189071655
79,"The New York Times reported: "" Williams'a strong, determined Republican backed by Elizabeth Warren. """,GOP Strategist: Nonsensical Trump Talking Like A 'Drunk Guy In Queens',fake,Polyjuice,CountVectorizer,250,25.080578327178955
80,arrested in North Dakota for protesting against the Dakota Access pipeline.,Police arrest 141 in crackdown on North Dakota pipeline protesters,fake,Polyjuice,CountVectorizer,250,26.37426257133484
81,Trump's Travel Plan Faces Supreme Court Reckoning,Trump's Travel Ban Faces Supreme Court Reckoning,fake,Polyjuice,CountVectorizer,250,17.650297164916992
82,'This Is Us' tonight,'Tonight Show' Says 'This Is Us' Is 'Whip His Nuts'; Fan Doesn't Notice,fake,Polyjuice,CountVectorizer,250,30.409690618515015
83,Netanyahu Meets with African Leaders to Expand Israel Ties.,Netanyahu Meets African Leaders to Expand Israel Ties,fake,Polyjuice,CountVectorizer,250,30.22813081741333
84,'Awwad was born in Jerusalem and grew up in Saudi Arabia.,Joe Scarborough: Trump's Legal Strategy Is Like 'A Monkey Throwing Poo Against The Wall',fake,Polyjuice,CountVectorizer,250,30.4986789226532
85,"The day before the incident with Coventry fans, 13 men were arrested following clashes between fans from Leicester and Norwich, in which some men suffered minor injuries.",Chart Of The Day: Mind The Big Rigs—-Class 8 Truck Sales Down 46% Since Peak,fake,Polyjuice,CountVectorizer,250,27.65646266937256
86,"Women Of All Ages Support Me Too, But More Sisters","Women Of All Ages Support Me Too, But More Younger Women Worry About Fallout",fake,Polyjuice,CountVectorizer,250,41.108131885528564
87,New Studies Examine Mental Health Challenges For Health,New Studies Examine Mental Health Challenges For LGBTQ Youth,fake,Polyjuice,CountVectorizer,250,30.32100558280945
88,Jew-Shielder Gavin McCuck Rekt by Jew-Tough Female Shitlord!,Jew-Shielder Gavin McCuck Rekt by Jew-Hating Female Shitlord!,fake,Polyjuice,CountVectorizer,250,26.20325469970703
89,Who besides Chris Soules is arrested for obscenity?,’Bachelor’ Star Chris Soules Arrested for Allegedly Fleeing Scene of Fatal Accident,fake,Polyjuice,CountVectorizer,250,30.596402645111084
90,Some Promises Are Broken,Those Threats Are Real,fake,Polyjuice,CountVectorizer,250,29.805397510528564
91,Here’s Exactly When To Book An International Flight (Based On New Data From More Than A Mind),Here’s Exactly When To Book An International Flight (Based On New Data From More Than A Million Airfares),fake,Polyjuice,CountVectorizer,250,28.766438007354736
92,UK Involvement In Area Revealed.,UK Involvement In US’ Secret Drone War Revealed,fake,Polyjuice,CountVectorizer,250,28.20758318901062
93,Anchorage Votes No On Marriage or Civil Marriage,Anchorage Votes No On Anti-Transgender Bathroom Proposition,fake,Polyjuice,CountVectorizer,250,29.030619382858276
94,Six Ways to Give the Gift of Generosity to Children and Teenagers - The New Times,Six Ways to Give the Gift of Generosity to Children and Teenagers - The New York Times,fake,Polyjuice,CountVectorizer,250,32.236350536346436
95,Local governments are clearly ; there should be no restrictions would EMPTY,Felony Voting Laws Are Confusing; Activists Would Ditch Them Altogether,fake,Polyjuice,CountVectorizer,250,28.28976058959961
96,Trump's School is on the wall!,Barron Trump's School Signs Open Letter Demanding POTUS Enact Stricter Gun Laws,fake,Polyjuice,CountVectorizer,250,30.92862629890442
97,Hillary Clinton Holds Slim Lead In Pennsylvania District Trump Won By Nearly 20 Points,Democrat Holds Slim Lead In Pennsylvania District Trump Won By Nearly 20 Points,fake,Polyjuice,CountVectorizer,250,29.443267345428467
98,"Ira Madison's daughter, Emily, was born in 2014 when her mother, Thomas, was diagnosed with Alzheimer's disease. My Grade:",MTV’s Ira Madison III Calls Jeff Sessions’ Granddaughter ’Prop’ Stolen from Toys R Us - Breitbart,fake,Polyjuice,CountVectorizer,250,30.153273820877075
99,"Trump Crowd Chants Lock Her Up, Wait Her Up On CNN","Trump Crowd Chants Lock Her Up, Lock Her Up On CNN",fake,Polyjuice,CountVectorizer,250,27.05428910255432
