,perturb,original,dataset,method,vectorizer,nb not found,time to generate counterfactual
22,"at some point , all this visual trickery stops being clever and devolves into mindless , vaguely silly overkill .","at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",polarity,Polyjuice,TfidfVectorizer,219,30.08425736427307
23,The idea that burning can turn anything into a floating sphere moves along amazingly smooth and vibration-less.,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,polarity,Polyjuice,TfidfVectorizer,219,26.770732879638672
24,the wild thornberrys movie is a stupid surprise .,the wild thornberrys movie is a jolly surprise .,polarity,Polyjuice,TfidfVectorizer,219,22.316744327545166
25,these things look good.,odd and weird .,polarity,Polyjuice,TfidfVectorizer,219,26.605570077896118
26,"A documentary about Opal and his wife Lee directed by Jeff Silva and Vic Rawlings is made, and it is being presented with critical commentary.","it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .",polarity,Polyjuice,TfidfVectorizer,219,34.35230350494385
27,"you see robin williams and john killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .","you see robin williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .",polarity,Polyjuice,TfidfVectorizer,219,27.291074991226196
28,once you get into bad rhythm . . . the movie becomes a heady experience .,once you get into its rhythm . . . the movie becomes a heady experience .,polarity,Polyjuice,TfidfVectorizer,219,24.11294460296631
29,"there's no doubt that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his best work , feels clumsy and convoluted .","there's no doubting that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his best work , feels clumsy and convoluted .",polarity,Polyjuice,TfidfVectorizer,219,30.574577808380127
30,Does masturbation causes hair fall?,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,polarity,Polyjuice,TfidfVectorizer,219,23.566076278686523
31,"[t]here's only so much anyone can do with a florid , overplotted , anne cranky rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them .","[t]here's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them .",polarity,Polyjuice,TfidfVectorizer,219,29.01399564743042
32,"bluto blutarsky , we didn't see you .","bluto blutarsky , we miss you .",polarity,Polyjuice,TfidfVectorizer,219,25.272025108337402
33,"if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll just like rollerball .","if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .",polarity,Polyjuice,TfidfVectorizer,219,32.08528780937195
34,"Unfortunately, frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure .","full frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure .",polarity,Polyjuice,TfidfVectorizer,219,35.863449573516846
35,"without killing is this a the murder weapon in the Mojave Desert trial, and there's no way around it.",there's no point in extracting the bare bones of byatt's plot for purposes of bland hollywood romance .,polarity,Polyjuice,TfidfVectorizer,219,25.599472999572754
36,"Her performance stands out in certain scenes, but none in the others.","the script is a tired one , with few moments of joy rising above the stale material .",polarity,Polyjuice,TfidfVectorizer,219,24.007109880447388
37,it can be used to amuse and provoke adventurous adults in specialty venues .,will amuse and provoke adventurous adults in specialty venues .,polarity,Polyjuice,TfidfVectorizer,219,31.363582372665405
38,"it's a childish comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .","it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .",polarity,Polyjuice,TfidfVectorizer,219,26.252825260162354
39,"too often , the viewer isn't reacting to humor so much as they are bumbling back in repugnance .","too often , the viewer isn't reacting to humor so much as they are wincing back in repugnance .",polarity,Polyjuice,TfidfVectorizer,219,29.108503580093384
40,If you're new to watching,"movie fans , get ready to take off . . . the other direction .",polarity,Polyjuice,TfidfVectorizer,219,28.31477975845337
41,"although it's a bit smug and repetitive , this documentary engages your brain in a way few commercial films do .","although it's a bit smug and repetitive , this documentary engages your brain in a way few current films do .",polarity,Polyjuice,TfidfVectorizer,219,30.282368183135986
42,hands down the year's most thought-provoking film . but it pays a price for trying hard and winning .,hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .,polarity,Polyjuice,TfidfVectorizer,219,30.90571427345276
43,"A New York man who was accused of faking his death last summer pleaded guilty to a conspiracy charge Thursday, Nassau County District Attorney Kathleen Rice announced.",a movie in which two not very absorbing characters are engaged in a romance you can't wait to see end .,polarity,Polyjuice,TfidfVectorizer,219,26.364660501480103
44,travels a fascinating arc from dreams and euphoria to reality and disillusionment .,travels a fascinating arc from hope and euphoria to reality and disillusionment .,polarity,Polyjuice,TfidfVectorizer,219,29.712614059448242
45,"on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a brilliant frustrating misfire .","on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire .",polarity,Polyjuice,TfidfVectorizer,219,28.44741702079773
46,the actor you want to see again.,jagger the actor is someone you want to see again .,polarity,Polyjuice,TfidfVectorizer,219,24.483514070510864
47,"the end result is no more like an ice-cream man, or a cold-",the end result is like cold porridge with only the odd enjoyably chewy lump .,polarity,Polyjuice,TfidfVectorizer,219,28.61599850654602
48,"the plot has a number of holes , and at times it's just simply baffling .","the plot has a number of holes , and at times it's simply baffling .",polarity,Polyjuice,TfidfVectorizer,219,23.8509259223938
49,"All that emerged was a series of scenes that were trying to be serious, but really just to have a quick ""hi-",what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,polarity,Polyjuice,TfidfVectorizer,219,32.316585063934326
50,"some elements of it really blow the cold one , but other parts are decent .","some elements of it really blow the big one , but other parts are decent .",polarity,Polyjuice,TfidfVectorizer,219,25.65821933746338
51,tiresomely derivative and poorly acted .,tiresomely derivative and hammily acted .,polarity,Polyjuice,TfidfVectorizer,219,19.62195634841919
52,fluffy and strong disposible .,fluffy and disposible .,polarity,Polyjuice,TfidfVectorizer,219,23.824803829193115
53,Cerljen was also the first delegate from Sweden at the international final since 2006 when Josephine Alhanko placed in the Top 20.,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton's directing debut is a creepy slice of gothic rural americana .",polarity,Polyjuice,TfidfVectorizer,219,31.999577045440674
54,"flavorful and tasteful , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .","flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",polarity,Polyjuice,TfidfVectorizer,219,31.13499164581299
55,. . . blade ii is more enjoyable to use than the original .,. . . blade ii is more enjoyable than the original .,polarity,Polyjuice,TfidfVectorizer,219,32.89095401763916
56,"hip-hop has a history , and it's a bad place for this love story .","hip-hop has a history , and it's a metaphor for this love story .",polarity,Polyjuice,TfidfVectorizer,219,26.187376022338867
57,i really think you've made a mistake in your assessment of me.,"a whole lot foul , freaky and funny .",polarity,Polyjuice,TfidfVectorizer,219,22.26731824874878
58,"not a cozy or ingratiating work , but it's challenging , sometimes clever , and always boring , and those are reasons enough to see it .","not a cozy or ingratiating work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",polarity,Polyjuice,TfidfVectorizer,219,28.789865016937256
59,"They had two sons, Julian in 1998, the couple had two daughters, Sara Lynn( born in 1942) and Martha Anne( born in 1952).","an empty exercise , a florid but ultimately vapid crime melodrama with lots of surface flash but little emotional resonance .",polarity,Polyjuice,TfidfVectorizer,219,33.45072031021118
60,"there's too much navel-gazing , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .","there's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .",polarity,Polyjuice,TfidfVectorizer,219,30.55807137489319
61,"a romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hard feelings .","a romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hard decisions .",polarity,Polyjuice,TfidfVectorizer,219,28.68928074836731
62,"the man nodded, scribbled another.",equlibrium could pass for a thirteen-year-old's book report on the totalitarian themes of 1984 and farenheit 451 .,polarity,Polyjuice,TfidfVectorizer,219,32.514121532440186
63,"some of it is clever , but just is never melodic/","some of it is clever , but it is never melodic/",polarity,Polyjuice,TfidfVectorizer,219,24.4526789188385
64,"a 75-minute sample of amazing rubbish that is listless , witless , and devoid of anything resembling humor .","a 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor .",polarity,Polyjuice,TfidfVectorizer,219,26.122917413711548
65,[a] slightly staccato solemn film .,[a] stuporously solemn film .,polarity,Polyjuice,TfidfVectorizer,219,26.321298837661743
66,yet the warm presence of zhao benshan has made tariq husseini into something more valuable than he deserves.,the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably should be .,polarity,Polyjuice,TfidfVectorizer,219,22.992943048477173
67,But theodosius and Cleopatra had a relationship that was not much better than we had expected.,zaidan's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight .,polarity,Polyjuice,TfidfVectorizer,219,28.554895401000977
68,has a customarily jovial air but a deficit of indulgence inventiveness .,has a customarily jovial air but a deficit of flim-flam inventiveness .,polarity,Polyjuice,TfidfVectorizer,219,27.229315042495728
69,serving sara is little more than a typical mall movie designed to kill time .,serving sara is little more than a mall movie designed to kill time .,polarity,Polyjuice,TfidfVectorizer,219,28.613483428955078
70,"in scope , ambition and ambition accomplishment , children of the century . . . takes kurys' career to a whole new level .","in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level .",polarity,Polyjuice,TfidfVectorizer,219,28.379281759262085
71,The movie is one of the worst showcases of what a terrible time period the British film industry was at the time.,the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .,polarity,Polyjuice,TfidfVectorizer,219,25.397653818130493
72,"a sensitive , moving , beautifully directed and perfectly executed work .","a sensitive , moving , brilliantly constructed work .",polarity,Polyjuice,TfidfVectorizer,219,33.504648208618164
73,the film's strongest points and stumblings are more than compensated for by its wryly subversive tone .,the film's snags and stumblings are more than compensated for by its wryly subversive tone .,polarity,Polyjuice,TfidfVectorizer,219,32.62306547164917
74,and the secret might well be a little too long if the lovers were lovers of one another.,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,polarity,Polyjuice,TfidfVectorizer,219,27.898028135299683
75,"Even at the end when they have warmed up their little romance, it's still shocking to see what has happened to them since they were conceived.","as weber and weissman demonstrate with such insight and celebratory verve , the cockettes weren't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create .",polarity,Polyjuice,TfidfVectorizer,219,31.042097806930542
76,no need to be somebody else-,should have been someone else-,polarity,Polyjuice,TfidfVectorizer,219,23.74423909187317
77,"A few episodes have me thinking ""wait a second"".","some episodes work , some don't .",polarity,Polyjuice,TfidfVectorizer,219,28.225269317626953
78,no more questions about you being a guy named kaos.,exactly what you'd expect from a guy named kaos .,polarity,Polyjuice,TfidfVectorizer,219,25.134374380111694
79,"writer/director joe carnahan's grimy crime drama is a manual of intelligent thoughtful performances , but it moves fast enough to cover its clunky dialogue and lapses in logic .","writer/director joe carnahan's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic .",polarity,Polyjuice,TfidfVectorizer,219,33.656594038009644
80,"well,, who else needs a shower here?","hey , who else needs a shower ?",polarity,Polyjuice,TfidfVectorizer,219,24.887529850006104
81,Beautiful beyond belief.,horrible,polarity,Polyjuice,TfidfVectorizer,219,32.00950503349304
82,Not at all challenging and rewarding.,alternately frustrating and rewarding .,polarity,Polyjuice,TfidfVectorizer,219,27.683774948120117
83,"as crimes go , writer-director michael kalesniko's how to save your neighbor's dog is slight but unendurable .","as crimes go , writer-director michael kalesniko's how to kill your neighbor's dog is slight but unendurable .",polarity,Polyjuice,TfidfVectorizer,219,30.358046054840088
84,the fact is that the screen is the most amazing when it seems most likely that the person is going to be interviewed.,"the fact is that the screen is most alive when it seems most likely that broomfield's interviewees , or even himself , will not be for much longer .",polarity,Polyjuice,TfidfVectorizer,219,31.06362247467041
85,"a work of intricate elegance , literary lyricism and delicate common sense .","a work of intricate elegance , literary lyricism and profound common sense .",polarity,Polyjuice,TfidfVectorizer,219,30.74062991142273
86,i bet you saw the guy next to the girl i was talking to last night.,among the year's most intriguing explorations of alientation .,polarity,Polyjuice,TfidfVectorizer,219,32.03821110725403
87,so 19 of them have?,it took 19 predecessors to get this ?,polarity,Polyjuice,TfidfVectorizer,219,25.643166303634644
88,My vote is three.,"majidi's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times .",polarity,Polyjuice,TfidfVectorizer,219,25.115187883377075
89,"rifkin seems to fancies himself something of a hubert selby jr . , but there isn't an ounce of honest poetry in his entire script ; it's simply crude and unrelentingly exploitative .","rifkin no doubt fancies himself something of a hubert selby jr . , but there isn't an ounce of honest poetry in his entire script ; it's simply crude and unrelentingly exploitative .",polarity,Polyjuice,TfidfVectorizer,219,30.704002141952515
90,An audacious motorcyclist who is slow-pacing through a racetrack.,a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love .,polarity,Polyjuice,TfidfVectorizer,219,35.63603711128235
91,now here's a sadistic bike flick that would have made vika miss proud .,now here's a sadistic bike flick that would have made vittorio de sica proud .,polarity,Polyjuice,TfidfVectorizer,219,25.820258617401123
92,if steven soderbergh's 'solaris' is a failure it is a glorious urn .,if steven soderbergh's 'solaris' is a failure it is a glorious failure .,polarity,Polyjuice,TfidfVectorizer,219,25.417577981948853
93,what's really so appealing about the characters is their resemblance to old children .,what's really so appealing about the characters is their resemblance to everyday children .,polarity,Polyjuice,TfidfVectorizer,219,26.327430486679077
94,"the story may not be new , but australian director john polson , making his american feature debut , falls flat it up adroitly .","the story may not be new , but australian director john polson , making his american feature debut , jazzes it up adroitly .",polarity,Polyjuice,TfidfVectorizer,219,30.94659161567688
95,"""Does light affect sound level? ""","light , silly , photographed with colour and depth , and rather a good time .",polarity,Polyjuice,TfidfVectorizer,219,32.17095446586609
96,"it is the sheer , selfish , wound-licking , bar-scrapping doggedness of leon's struggle to face and transmute his demons that makes the movie a spirited and unforgettable touching occasion , despite its patchy construction .","it is the sheer , selfish , wound-licking , bar-scrapping doggedness of leon's struggle to face and transmute his demons that makes the movie a spirited and touching occasion , despite its patchy construction .",polarity,Polyjuice,TfidfVectorizer,219,31.260658740997314
97,"just a string of intriguing outings , with no good inside dope , and no particular bite .","just a string of stale gags , with no good inside dope , and no particular bite .",polarity,Polyjuice,TfidfVectorizer,219,32.72791576385498
98,"as the film moves inexorably through its seven day timeframe , the picture becomes increasingly mesmerizing .","as the story moves inexorably through its seven day timeframe , the picture becomes increasingly mesmerizing .",polarity,Polyjuice,TfidfVectorizer,219,31.302785873413086
99,"director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini's famous love-jealousy- murder-suicide fandango with a slightly superior cinematography .","director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini's famous love-jealousy- murder-suicide fandango with great cinematic innovation .",polarity,Polyjuice,TfidfVectorizer,219,37.427507638931274
