,perturb,original,dataset,method,vectorizer,nb not found,time to generate counterfactual
16,clayburgh and tambor are so much better performers ; neither of them deserves eric schaeffer .,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,polarity,Polyjuice,CountVectorizer,240,28.782232522964478
17,"While it does trade some nice lines, like the word ""cork"", I would avoid using it to mean anything other than whine entertaining.",the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,polarity,Polyjuice,CountVectorizer,240,26.078692197799683
18,"the actors are so terrific at conveying their lack of young angst , we do indeed feel for them .","the actors are so terrific at conveying their young angst , we do indeed feel for them .",polarity,Polyjuice,CountVectorizer,240,27.196354150772095
19,he's a terrified young boy.,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",polarity,Polyjuice,CountVectorizer,240,41.93715739250183
20,for the european parliament the president p. cox p.,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,polarity,Polyjuice,CountVectorizer,240,30.67844033241272
21,"we have to keep moving, or we're going to lose more money.","at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",polarity,Polyjuice,CountVectorizer,240,25.855559825897217
22,it is so important to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,polarity,Polyjuice,CountVectorizer,240,30.157423973083496
23,it's young guns meets goodfellas in this easily skippable hayseeds-vs . heavy-handed mob action-comedy .,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,polarity,Polyjuice,CountVectorizer,240,31.165085554122925
24,The fact that this idea could itself to film should be a criminal offense under the guise of artistic expression.,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,polarity,Polyjuice,CountVectorizer,240,29.436473846435547
25,occasionally very made but a winsome cast and nice dialogue keeps it going .,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,polarity,Polyjuice,CountVectorizer,240,31.97187328338623
26,Wolf Bluth is the dumbest and most unbelievable love story ever attempted.,the wild thornberrys movie is a jolly surprise .,polarity,Polyjuice,CountVectorizer,240,24.523810148239136
27,I think it's repetitious.,odd and weird .,polarity,Polyjuice,CountVectorizer,240,29.45517873764038
28,taylor appears to have blown his entire budget on soundtrack rights and had nothing left of for jokes .,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,polarity,Polyjuice,CountVectorizer,240,26.517741918563843
29,"There are, thankfully, some likable characters.",plays like some corny television production from a bygone era,polarity,Polyjuice,CountVectorizer,240,29.078853845596313
30,"in my dream, i don't know when i'll hear.","bluto blutarsky , we miss you .",polarity,Polyjuice,CountVectorizer,240,26.318474769592285
31,"The movie has a fast paced, gritty realism to it that enhances the fine performances by resorting to gimmicks...","full frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure .",polarity,Polyjuice,CountVectorizer,240,23.911770343780518
32,The plot is one of the most intelligent and clever animation I have witnessed in years.,"the script is a tired one , with few moments of joy rising above the stale material .",polarity,Polyjuice,CountVectorizer,240,25.969679355621338
33,This isn't even a good movie.,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,polarity,Polyjuice,CountVectorizer,240,27.740423917770386
34,"it's bad minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .","it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .",polarity,Polyjuice,CountVectorizer,240,27.73396062850952
35,Come to think of it the fight scenes in this movie were absolutely hilarious.,leigh's film is full of memorable performances from top to bottom .,polarity,Polyjuice,CountVectorizer,240,39.650365114212036
36,hands down the year's most thought-provoking film . but it fails to pay a price for its intricate intellectual gamesmanship .,hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .,polarity,Polyjuice,CountVectorizer,240,26.280827045440674
37,It is a journey not worth experiencing.,travels a fascinating arc from hope and euphoria to reality and disillusionment .,polarity,Polyjuice,CountVectorizer,240,29.595834016799927
38,"it's leaden and predictable , and not much else laughs are lacking .","it's leaden and predictable , and laughs are lacking .",polarity,Polyjuice,CountVectorizer,240,29.415769338607788
39,"Of course, this short movie is a clear case of preaching to the converted .",this long and relentlessly saccharine film is a clear case of preaching to the converted .,polarity,Polyjuice,CountVectorizer,240,31.540741205215454
40,What is beauty for you?,"is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic ?",polarity,Polyjuice,CountVectorizer,240,25.60132074356079
41,each scene wreaks of routine ; the film never manages to generate any single threat of suspense .,each scene wreaks of routine ; the film never manages to generate a single threat of suspense .,polarity,Polyjuice,CountVectorizer,240,28.606335163116455
42,"it's difficult to imagine the process that produced such a script , but here's guessing that spray cheese and underarm noises might have played a crucial role .","it's difficult to imagine the process that produced such a script , but here's guessing that spray cheese and underarm noises played a crucial role .",polarity,Polyjuice,CountVectorizer,240,29.752771139144897
43,What makes a man a man is what makes him a man.,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,polarity,Polyjuice,CountVectorizer,240,30.560929536819458
44,"simultaneously dull-breaking and very funny , the last kiss is really all about performances .","simultaneously heart-breaking and very funny , the last kiss is really all about performances .",polarity,Polyjuice,CountVectorizer,240,30.070656776428223
45,fluffy dog disposible .,fluffy and disposible .,polarity,Polyjuice,CountVectorizer,240,23.61418390274048
46,"Even worse and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .","flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",polarity,Polyjuice,CountVectorizer,240,31.213327407836914
47,"I mean what is that supposed to mean? """,""" birthday girl "" is an actor's movie first and foremost .",polarity,Polyjuice,CountVectorizer,240,26.605611324310303
48,"not a cozy or bland ingratiating work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .","not a cozy or ingratiating work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",polarity,Polyjuice,CountVectorizer,240,35.90526533126831
49,A rollerblading monk with a white towel and long black hair is practicing a hopping trick for the camera near the monk.,"an empty exercise , a florid but ultimately vapid crime melodrama with lots of surface flash but little emotional resonance .",polarity,Polyjuice,CountVectorizer,240,33.54651188850403
50,"the effort is sincere and the results are rather encouraging , but the film is so bleak that it's hardly watchable .","the effort is sincere and the results are honest , but the film is so bleak that it's hardly watchable .",polarity,Polyjuice,CountVectorizer,240,26.635579109191895
51,"some of it is clever, but it is never boring or heavy.","some of it is clever , but it is never melodic/",polarity,Polyjuice,CountVectorizer,240,23.32312035560608
52,Not much in the way of special effects as these go but for suspense it was very good.,"a 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor .",polarity,Polyjuice,CountVectorizer,240,33.48395133018494
53,[a] stuporously solemn movie film .,[a] stuporously solemn film .,polarity,Polyjuice,CountVectorizer,240,25.253644227981567
54,you have a customarily jovial air but a deficit of flim-flam inventiveness .,has a customarily jovial air but a deficit of flim-flam inventiveness .,polarity,Polyjuice,CountVectorizer,240,26.40399432182312
55,"it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , "" look at this ! this is an interesting movie ! "" but the humor is ultimately quite unengaging .","it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , "" look at this ! this is an interesting movie ! "" but the film itself is ultimately quite unengaging .",polarity,Polyjuice,CountVectorizer,240,31.892956733703613
56,"a sensitive , moving , not brilliantly constructed work .","a sensitive , moving , brilliantly constructed work .",polarity,Polyjuice,CountVectorizer,240,16.65070343017578
57,the film's snags and stumblings are more than compensated for by its bland subversive tone .,the film's snags and stumblings are more than compensated for by its wryly subversive tone .,polarity,Polyjuice,CountVectorizer,240,26.585695505142212
58,"hey arnold ! the movie could have been made 40 years ago , and parents' appreciation of it may depend on whether they consider that it's still a good thing .","hey arnold ! the movie could have been made 40 years ago , and parents' appreciation of it may depend on whether they consider that a good thing .",polarity,Polyjuice,CountVectorizer,240,26.722439765930176
59,", the entire movie is about the most hilarious thing ever.","the entire movie is about a boring , sad man being boring and sad .",polarity,Polyjuice,CountVectorizer,240,24.028339624404907
60,i'd be hard pressed to think of a film more charming and cloyingly sappy than evelyn this year .,i'd be hard pressed to think of a film more cloyingly sappy than evelyn this year .,polarity,Polyjuice,CountVectorizer,240,27.202908754348755
61,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of film history .,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,polarity,Polyjuice,CountVectorizer,240,25.552358388900757
62,"So, the director is obviously white and good looking as he has here, and we see lots of white actors, the cockettes were not as much about gender, sexual preference or political orientations to rebel, connect and create.","as weber and weissman demonstrate with such insight and celebratory verve , the cockettes weren't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create .",polarity,Polyjuice,CountVectorizer,240,31.632080078125
63,not all episodes what works and not all episodes.,"some episodes work , some don't .",polarity,Polyjuice,CountVectorizer,240,26.82520318031311
64,all no one EMPTY like old-fashioned swashbuckling... except,"sometimes , nothing satisfies like old-fashioned swashbuckling . and in this regard , on guard delivers .",polarity,Polyjuice,CountVectorizer,240,28.10243248939514
65,The am-god is that the am-god is that every-one-alone-a-day show...... that we're supposed to not dream of anymore.,the am-radio soundtrack and game cast -- tierney and the inimitable walken especially -- keep this unusual comedy from choking on its own conceit .,polarity,Polyjuice,CountVectorizer,240,29.4829044342041
66,"I gave 4 for this movie, and I have to say that wasn't a bad performance.","a pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole .",polarity,Polyjuice,CountVectorizer,240,29.642688274383545
67,i'll tell you exactly what you would have expected.,exactly what you'd expect from a guy named kaos .,polarity,Polyjuice,CountVectorizer,240,28.00099015235901
68,energetic but boldly provocative .,energetic and boldly provocative .,polarity,Polyjuice,CountVectorizer,240,19.495010375976562
69,"you son of a bitch, who else are you?","hey , who else needs a shower ?",polarity,Polyjuice,CountVectorizer,240,24.374931573867798
70,Great horrible,horrible,polarity,Polyjuice,CountVectorizer,240,28.07001495361328
71,alternately frustrating and dull .,alternately frustrating and rewarding .,polarity,Polyjuice,CountVectorizer,240,26.34346580505371
72,it's true that EMPTY that broomfield will not be for much longer.,"the fact is that the screen is most alive when it seems most likely that broomfield's interviewees , or even himself , will not be for much longer .",polarity,Polyjuice,CountVectorizer,240,30.344772338867188
73,It really is a masterpiece.,"edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .",polarity,Polyjuice,CountVectorizer,240,32.06069993972778
74,"Technicolor, if somewhat wittier, and a little dated, is again used for what it is, serving to enhance the great entertainment value of this film.","the techno tux is good for a few laughs , as are chan and hewitt , but when such a good design turns out to be a cheap knockoff , we can't recommend anything but a rental for the tuxedo .",polarity,Polyjuice,CountVectorizer,240,31.923285484313965
75,"'gangster', 'gangster' - you have been warned.","' . . . mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . '",polarity,Polyjuice,CountVectorizer,240,31.979070901870728
76,a few pieces of the film buzz and whir ; very little of it actually clicks . the thing just and gets off the ground .,a few pieces of the film buzz and whir ; very little of it actually clicks . the thing just never gets off the ground .,polarity,Polyjuice,CountVectorizer,240,26.40861177444458
77,the movie is saved from too much lightness by the simplicity of the storytelling and the authenticity of the performances .,the movie is saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performances .,polarity,Polyjuice,CountVectorizer,240,26.4068660736084
78,"although bright , well-acted and thought-provoking , tuck no suffers from a laconic pace and a lack of traditional action .","although bright , well-acted and thought-provoking , tuck everlasting suffers from a laconic pace and a lack of traditional action .",polarity,Polyjuice,CountVectorizer,240,30.04309391975403
79,and,"rifkin no doubt fancies himself something of a hubert selby jr . , but there isn't an ounce of honest poetry in his entire script ; it's simply crude and unrelentingly exploitative .",polarity,Polyjuice,CountVectorizer,240,32.60160160064697
80,"guy gets girl , guy loses girl , and now the audience falls asleep .","guy gets girl , guy loses girl , audience falls asleep .",polarity,Polyjuice,CountVectorizer,240,27.2296724319458
81,with this type of information you could clearly understand and take into consideration...,""" the emperor's new clothes "" begins with a simple plan . . . . well , at least that's the plan .",polarity,Polyjuice,CountVectorizer,240,27.43200993537903
82,and now here's a sadistic bike flick that would have made vittorio de sica proud .,now here's a sadistic bike flick that would have made vittorio de sica proud .,polarity,Polyjuice,CountVectorizer,240,27.153427362442017
83,if steven soderbergh's 'solaris' is a failure it is a glorious triumph .,if steven soderbergh's 'solaris' is a failure it is a glorious failure .,polarity,Polyjuice,CountVectorizer,240,24.595768213272095
84,what's really so great is their resemblance to everyday children .,what's really so appealing about the characters is their resemblance to everyday children .,polarity,Polyjuice,CountVectorizer,240,25.836103677749634
85,"I don't care if the movie is dark or light, but I sure do like it once I get used to it.","light , silly , photographed with colour and depth , and rather a good time .",polarity,Polyjuice,CountVectorizer,240,27.6219379901886
86,"Even from the opening scenes, it's clear that all about the bane and child abuse involved.","from the opening scenes , it's clear that all about the benjamins is a totally formulaic movie .",polarity,Polyjuice,CountVectorizer,240,25.8855082988739
87,"as the story moves inexorably through its ten year timeframe , the picture becomes increasingly mesmerizing .","as the story moves inexorably through its seven day timeframe , the picture becomes increasingly mesmerizing .",polarity,Polyjuice,CountVectorizer,240,31.65188503265381
88,"the cinematography is bad, but this instant classic is proof that effort and imagination can't coexist.","director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini's famous love-jealousy- murder-suicide fandango with great cinematic innovation .",polarity,Polyjuice,CountVectorizer,240,36.3866446018219
89,"kung pow is oedekerk's realization of his only childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .","kung pow is oedekerk's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .",polarity,Polyjuice,CountVectorizer,240,31.706271171569824
90,The least stupid of the summer.,the smartest bonehead comedy of the summer .,polarity,Polyjuice,CountVectorizer,240,21.668050527572632
91,this is the kind of movie that gets a quick release before the great real contenders arrive in september .,this is the kind of movie that gets a quick release before real contenders arrive in september .,polarity,Polyjuice,CountVectorizer,240,27.83044457435608
92,The ice-takers' mug is stuck in the window of a couple in b&w and begins massaging it out the window.,"once ice-t sticks his mug in the window of the couple's bmw and begins haranguing the wife in bad stage dialogue , all credibility flies out the window .",polarity,Polyjuice,CountVectorizer,240,29.588854789733887
93,"once , when the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back .","once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back .",polarity,Polyjuice,CountVectorizer,240,28.54582166671753
94,it is so refreshing to see robin williams turn 180 degrees from the string of insultingly wild and sappy fiascoes he's been making for the last several years .,it is so refreshing to see robin williams turn 180 degrees from the string of insultingly innocuous and sappy fiascoes he's been making for the last several years .,polarity,Polyjuice,CountVectorizer,240,27.272618532180786
95,"full of profound , real-life moments that anyone can relate to , it deserves a very wide audience .","full of profound , real-life moments that anyone can relate to , it deserves a wide audience .",polarity,Polyjuice,CountVectorizer,240,33.78441381454468
96,"a baffling subplot involving smuggling drugs inside danish cows falls flat , and if you're going to alter the bard's ending , you'd better have a good choice of the book .","a baffling subplot involving smuggling drugs inside danish cows falls flat , and if you're going to alter the bard's ending , you'd better have a good alternative .",polarity,Polyjuice,CountVectorizer,240,31.655550241470337
97,a cautionary tale about the folly of superficiality that is all but endlessly superficial .,a cautionary tale about the folly of superficiality that is itself endlessly superficial .,polarity,Polyjuice,CountVectorizer,240,28.48817539215088
98,and his performance and inspiring.,familiar but utterly delightful .,polarity,Polyjuice,CountVectorizer,240,28.32242250442505
99,the most anti-movie big studio picture since 3000 miles to graceland .,the most anti-human big studio picture since 3000 miles to graceland .,polarity,Polyjuice,CountVectorizer,240,31.279300451278687
