closest counterfactual,closest true text,embedding distance,polyjuice similarity spacy,target text
"you know my real name , we miss you .",come learn time finger count jason killer know meaning word quit filmmaker want look,0.28365176916122437,0.8826604817424883,"bluto blutarsky , we miss you ."
"if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'd probably like rollerball .",old people love movie mean nice possible way order touch heart old earn 50 year friendship,0.7857760190963745,0.8920802105757678,"if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball ."
"full frontal had no effect and elicited no sympathies for any of any of the characters . by that measure , it is a failure .",take end confusion hatred put human face evoke shame party promote understanding,0.5046512484550476,0.8408413912798268,"full frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure ."
the drama is so effective that even a twelve year-old could believe it.,feel like work finally age past prime realize want like people work,0.48879891633987427,0.8963571962638326,"the drama was so uninspiring that even a story immersed in love , lust , and sin couldn't keep my attention ."
"the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year , but it's really more of the next worst good thing .",wo harm think good reason rush right probably video store christmas well suited night living room night movie,0.4037095308303833,0.9007733684136533,"the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year , but it's really more of the next pretty good thing ."
"the movie has lots of cheesy dance scenes . there are slow and repetitive parts , but it has just enough spice to keep it interesting .",long movie go bad get actually pretty good minute,0.5599159598350525,0.8969966623408968,"the movie has lots of dancing and fabulous music . there are slow and repetitive parts , but it has just enough spice to keep it interesting ."
"it was 13 months and 295, interveners, EMPTY, but resident evil really earned my indignant, my conditional release",feel like work finally age past prime realize want like people work,0.5372930765151978,0.8211678351638284,"it's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure ."
"movie fans , get ready to take off . . . and look at the other direction .",old people love movie mean nice possible way order touch heart old earn 50 year friendship,0.48368796706199646,0.8474406729295748,"movie fans , get ready to take off . . . the other direction ."
Every actor is full of cringe from top to bottom.,tackle low budget movie inexperienced child play main character good way cut tooth film industry,0.4874258041381836,0.8351430943022178,leigh's film is full of memorable performances from top to bottom .
"feature debuter d . j . caruso directs a crack ensemble cast , bringing screenwriter tony gayton's narcotics director noir to life .",feature debuter d j caruso direct crack ensemble cast bring screenwriter tony gayton narcotic noir life,0.8835140466690063,0.9108675761112377,"feature debuter d . j . caruso directs a crack ensemble cast , bringing screenwriter tony gayton's narcotics noir to life ."
hands down the year's most pointless film . but it pays a price for its intricate intellectual gamesmanship .,hand year think provoke film pay price intricate intellectual gamesmanship,0.7097204327583313,0.9009279865055967,hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .
"it's leaden and predictable , and only laughs are lacking .",plenty laugh especially moral sense,0.5300387144088745,0.8328101900234982,"it's leaden and predictable , and laughs are lacking ."
"a perplexing example of bad promise unfulfilled , despite many charming moments .",involve mystery give away feature badly draw character outcome hardly matter,0.5868942737579346,0.8682264156724594,"a perplexing example of promise unfulfilled , despite many charming moments ."
jagger the actor is someone most want to see again .,come learn time finger count jason killer know meaning word quit filmmaker want look,0.403565376996994,0.8869551512623415,jagger the actor is someone you want to see again .
"Each scene is crafted with great care and perfect stroke, and each move is beautiful.",far perfect heart right place innocent meaning,0.4731605648994446,0.8517111739626613,each scene wreaks of routine ; the film never manages to generate a single threat of suspense .
toward its end sum of all fears morphs into a mundane '70s disaster flick .,end sum fear morphs mundane 70 disaster flick,0.7766201496124268,0.911482875123376,toward the end sum of all fears morphs into a mundane '70s disaster flick .
the trailer says it all...,wo harm think good reason rush right probably video store christmas well suited night living room night movie,0.312237411737442,0.823897841597094,"borstal boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy ."
"instead of panoramic sweep , kapur gives us EMPTY , undermining the story's emotional thrust .",rice pedestrian filmmaker bring edge personality rise place set apart deep south story,0.7549823522567749,0.8348064698981714,"instead of panoramic sweep , kapur gives us episodic choppiness , undermining the story's emotional thrust ."
"One of them, though, actually blew my mind.",old people love movie mean nice possible way order touch heart old earn 50 year friendship,0.36264315247535706,0.8538376953288572,"some elements of it really blow the big one , but other parts are decent ."
tiresomely derivative or hammily acted .,moment swaggering camaraderie feel generic derivative death,0.5006590485572815,0.6669588519943711,tiresomely derivative and hammily acted .
The director took a pretty,hard imagine recent film independent make mess,0.46582597494125366,0.7984404032795577,"featuring a dangerously seductive performance from the great daniel auteuil , "" sade "" covers the same period as kaufmann's "" quills "" with more unsettlingly realistic results ."
is there a real UK comic superhero movie,movie come remind bad motion picture truly frank mcklusky c movie,0.47305065393447876,0.8421267304953965,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton's directing debut is a creepy slice of gothic rural americana ."
. . . blade ii is more enjoyable .,blade ii enjoyable original,0.7774252891540527,0.7487566154599996,. . . blade ii is more enjoyable than the original .
""" birthday girl "" is an actor's movie second hand .",movie 84 minute short feel like life sentence,0.4107670187950134,0.8175519901785037,""" birthday girl "" is an actor's movie first and foremost ."
It's never a destination we're not prepared for.,yes suppose lovely cal work issue dad come term picture perfect life world traveler give reason care,0.2567919194698334,0.8824056503614468,"not a cozy or ingratiating work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it ."
"A cursory bit of research on the box jellyfish tells me that its venom is cardiologist, neurotic, and dermatological, which is an endocrine",work filmmaker secret bury heart story know time reveal strange occurrence build mind viewer extreme urgency,0.332018107175827,0.8206596875009955,"an empty exercise , a florid but ultimately vapid crime melodrama with lots of surface flash but little emotional resonance ."
"the effort is sincere and the results are honest , but the film is so obvious and dull watchable.",parker commend take fresh approach familiar material determination remain true original text lead adopt somewhat mannered tone ultimately dull human tragedy story core,0.6944119334220886,0.8849704142628251,"the effort is sincere and the results are honest , but the film is so bleak that it's hardly watchable ."
In its unhybridized form it is rare.,like abstract art film statement easily accessible way prewarne possible reasonably intelligent person sit tidal wave imagery vision,0.3920399844646454,0.7248582004343226,"more timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for work and food ."
"it is clever, but it is never interesting.",say ice age fairly pretty picture substance story actually life,0.4299367368221283,0.8727124602826649,"some of it is clever , but it is never melodic/"
A view of a nature during the daytime with large skyscrapers in the background.,like abstract art film statement easily accessible way prewarne possible reasonably intelligent person sit tidal wave imagery vision,0.41829144954681396,0.8199237981592282,tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth .
spielberg stared at him in surprise.,question epps score twice tell funny moment come fall foot head,0.4257103502750397,0.7862422099884236,"for his first attempt at film noir , spielberg presents a fascinating but flawed look at the near future ."
[no] stuporously solemn film .,power subject obscure majority film show stationary camera subject mistaken give public oration contribute film narrative,0.6143472790718079,0.6706898269138031,[a] stuporously solemn film .
"you have a good idea, vinnie.",yes suppose lovely cal work issue dad come term picture perfect life world traveler give reason care,0.4016609489917755,0.8792188118124087,has a customarily jovial air but a deficit of flim-flam inventiveness .
"This is one of the least funny, most boring movies ever made and not funny at all.",old people love movie mean nice possible way order touch heart old earn 50 year friendship,0.5169075131416321,0.8842675090442043,serving sara is little more than a mall movie designed to kill time .
"in scope , kurashiki , children of the century . . . takes kurys' career to a whole new level .",yes suppose lovely cal work issue dad come term picture perfect life world traveler give reason care,0.2841068506240845,0.8286394325285129,"in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level ."
The film is one of the best examples of what an artistic and fun hobby a camera can be,old people love movie mean nice possible way order touch heart old earn 50 year friendship,0.6025866866111755,0.8629548803623633,the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .
"it throws quirky characters , odd situations , and off-kilter dialogue at every turn , all as if to say , "" look at this ! this is an interesting movie ! "" but the film itself is ultimately quite unengaging .",good thing film mind look like creative process operate,0.8213909268379211,0.8868270316952837,"it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , "" look at this ! this is an interesting movie ! "" but the film itself is ultimately quite unengaging ."
"In combinatorial game theory, a game is partisan if it is not impartial.",involve mystery give away feature badly draw character outcome hardly matter,0.38801640272140503,0.8446935717928576,". . . best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the warren report ."
the eyes of a girl,wrap classic mother daughter struggle recycled paper shiny new bow audience tell new look pretty,0.5079413056373596,0.7935069291360496,"a sensitive , moving , brilliantly constructed work ."
"if director michael dowse only superficially understands its characters , he doesn't hold them in contempt .",involve mystery give away feature badly draw character outcome hardly matter,0.7866696715354919,0.8779742739137814,"if director michael dowse only superficially understands his characters , he doesn't hold them in contempt ."
"hey arnold ! the movie could have been made a year ago years ago , and parents' appreciation of it may depend on whether they consider that a good thing .",hey arnold movie 40 year ago parent appreciation depend consider good thing,0.7372016906738281,0.9176974968611097,"hey arnold ! the movie could have been made 40 years ago , and parents' appreciation of it may depend on whether they consider that a good thing ."
"a droll , well-acted , character-driven comedy with unexpected deposits in the ground .",droll act character drive comedy unexpected deposit feeling,0.5940446257591248,0.846449347711499,"a droll , well-acted , character-driven comedy with unexpected deposits of feeling ."
it's a good sign in a thriller when you instantly know whodunit .,bad sign thriller instantly know whodunit,0.7708432078361511,0.872770627545237,it's a bad sign in a thriller when you instantly know whodunit .
"By far a boring, sad man being sad.",film come insanely stupid awful way watch leave giddy half past dead achievement,0.508242130279541,0.8559745297407373,"the entire movie is about a boring , sad man being boring and sad ."
"if you can't talk about the games, the club. - ah!'",old people love movie mean nice possible way order touch heart old earn 50 year friendship,0.32099971175193787,0.8639490464177751,'de niro . . . is a veritable source of sincere passion that this hollywood contrivance orbits around . '
"It makes it all the more remarkable that scholarship is a valuable resource and educational opportunity, as it is",hardly masterpiece introduce viewer good charitable enterprise interesting real people,0.3524254858493805,0.86457968147441,it's so badly made on every level that i'm actually having a hard time believing people were paid to make it .
"With such an provocative killer could Mr Lee be serious about parodying him with a straight face, but sadly it isn't, and this needed to be Brosnan's turn as an authentic tough guy.",yes suppose lovely cal work issue dad come term picture perfect life world traveler give reason care,0.42633241415023804,0.8946445560469902,"as weber and weissman demonstrate with such insight and celebratory verve , the cockettes weren't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create ."
should have been us else-,reign fire look thought well watch way,0.2840496301651001,0.79485758465945,should have been someone else-
"some episodes work , and some don't .",old people love movie mean nice possible way order touch heart old earn 50 year friendship,0.4068498909473419,0.8398301564821496,"some episodes work , some don't ."
"writer/director joe carnahan's grimy crime drama is a manual of precinct cliches , but it moves so fast enough to cover its clunky dialogue and lapses in logic .",parker commend take fresh approach familiar material determination remain true original text lead adopt somewhat mannered tone ultimately dull human tragedy story core,0.569833517074585,0.8710087489848996,"writer/director joe carnahan's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic ."
"hey , who else needs a glass of gin ?",old people love movie mean nice possible way order touch heart old earn 50 year friendship,0.33273324370384216,0.842152624119271,"hey , who else needs a shower ?"
part of the charm of satin rouge is that it avoids the too obvious with humour and lightness .,parker commend take fresh approach familiar material determination remain true original text lead adopt somewhat mannered tone ultimately dull human tragedy story core,0.5380251407623291,0.8431512417010466,part of the charm of satin rouge is that it avoids the obvious with humour and lightness .
Beautiful horrible,seaside splendor shallow beautiful people nice look wait story go,0.5366173386573792,0.8103498858980775,horrible
"in addition to his usual charisma and urbane persona, he was an asset to his new employer - and, as you well know, to the insiders - that this man had been in the running to get the book.",old people love movie mean nice possible way order touch heart old earn 50 year friendship,0.37744444608688354,0.874611666134059,"as crimes go , writer-director michael kalesniko's how to kill your neighbor's dog is slight but unendurable ."
"it's a much better emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip .",old people love movie mean nice possible way order touch heart old earn 50 year friendship,0.7874835729598999,0.8982513342626267,"it's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip ."
"the fact is that the screen is most alive when it seems most likely that broomfield's interviewees , or even her admirers , will not be for much longer .",feel like work finally age past prime realize want like people work,0.7444276809692383,0.896607612449431,"the fact is that the screen is most alive when it seems most likely that broomfield's interviewees , or even himself , will not be for much longer ."
It was the first time since 1976 that New Jersey did not vote for the same candidate as the neighboring Pennsylvania.,feel like work finally age past prime realize want like people work,0.19851835072040558,0.8432224575840154,among the year's most intriguing explorations of alientation .
did 19 of these precedents result in this?,old people love movie mean nice possible way order touch heart old earn 50 year friendship,0.25110068917274475,0.8125419996834553,it took 19 predecessors to get this ?
My vote is seven.,yes suppose lovely cal work issue dad come term picture perfect life world traveler give reason care,0.30866074562072754,0.7987159477548315,"majidi's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times ."
"however, the film's story lives up to its style.",make special pull world give hero suffering triumph share surround interesting character send theater feeling share great adventure,0.5306593775749207,0.8659730938414787,it is just too bad the film's story does not live up to its style .
"rifkin no doubt fancies himself something of a hubert selby jr . , but there isn't an ounce of honest poetry in it ; it's simply crude and unrelentingly exploitative .",say ice age fairly pretty picture substance story actually life,0.7694189548492432,0.8680461352994642,"rifkin no doubt fancies himself something of a hubert selby jr . , but there isn't an ounce of honest poetry in his entire script ; it's simply crude and unrelentingly exploitative ."
"A New York man who would be accused of faking his death next summer pleaded guilty to a conspiracy charge Thursday, Nassau County District Attorney Kathleen Rice announced.",end leave like ship pass night insight gay love chinese society price pay dishonest,0.317238450050354,0.8023187737443613,a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love .
"the dull symmetry of this new/old cinema paradiso makes the film a fuller experience , like an old friend haunted by the exigencies of time .",good thing film mind look like creative process operate,0.5630414485931396,0.865887758910317,"the heightened symmetry of this new/old cinema paradiso makes the film a fuller experience , like an old friend haunted by the exigencies of time ."
if steven soderbergh's 'solaris' is a failure it is absolutely a glorious failure .,complain time see idea repeat film bourne identity prove fresh possible,0.8016514182090759,0.7859809808788706,if steven soderbergh's 'solaris' is a failure it is a glorious failure .
"bennett's naturalistic performance speaks volumes more truth than any 'reality' show , and anybody contemplating their own drastic life changes doesn't have to watch some body first .",bennett naturalistic performance speak volume truth reality anybody contemplate drastic life change watch body,0.687908947467804,0.9117803665951544,"bennett's naturalistic performance speaks volumes more truth than any 'reality' show , and anybody contemplating their own drastic life changes should watch some body first ."
"This story is Freshwater House, an unfunny, swashbuckling show that bizarreizes reality and sets the seedy sky of America's Next Top Model.",rice pedestrian filmmaker bring edge personality rise place set apart deep south story,0.46353578567504883,0.8670270451199209,"the story may not be new , but australian director john polson , making his american feature debut , jazzes it up adroitly ."
", this character has so many flaws that i wouldn't even count myself among my good friends if i could.",feel like work finally age past prime realize want like people work,0.45514601469039917,0.9302722106174974,"while glover , the irrepressible eccentric of river's edge , dead man and back to the future , is perfect casting for the role , he represents bartleby's main overall flaw ."
"as the story moves inexorably through its seven year life cycle , the picture becomes increasingly mesmerizing .",kury show period volatile romantic life sand musset worth particular attention,0.47946634888648987,0.8443027318896211,"as the story moves inexorably through its seven day timeframe , the picture becomes increasingly mesmerizing ."
