,perturb,original,dataset,method,vectorizer,nb not found,time to generate counterfactual
26,You have an important customer service message. Call an employee directly or by using the following convenient method:,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam,Polyjuice,TfidfVectorizer,483,22.188989400863647
27,You have won tkts to the EURO delegates.,"You've won tkts to the EURO2004 CUP FINAL or aPS800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam,Polyjuice,TfidfVectorizer,483,28.992106199264526
28,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call them on 080008 DEBUG - OK Google def,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,spam,Polyjuice,TfidfVectorizer,483,27.026358366012573
29,The new mobile monsters were scary but the original mobile monsters were scary. The original was scary.,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY aPS10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam,Polyjuice,TfidfVectorizer,483,28.400954246520996
30,"You get a digital shot of adrenaline: you know you have a winning plan, CBS Sports, take a look and you have a great time...",You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p paPS3.99,spam,Polyjuice,TfidfVectorizer,483,27.31584334373474
31,Refers to the action of the body when turning figures: turning the opposite hip and shoulder in the direction of the moving foot.,Reply to win aPS100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,spam,Polyjuice,TfidfVectorizer,483,26.03426170349121
32,Natalie( 20/F) is letting you down!,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam,Polyjuice,TfidfVectorizer,483,23.866252899169922
33,"In the last year, we renovated our old terminal and had great interest in seeing the newer exhibits, the shows were much nicer.",Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam,Polyjuice,TfidfVectorizer,483,31.720540523529053
34,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. [BLANK]","Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",spam,Polyjuice,TfidfVectorizer,483,27.01605463027954
35,• unlimited access to third party cloud storage services provided by customers,U are subscribed to the best Mobile Content Service in the UK for aPS3 per 10 days until you send STOP to 82324. Helpline 08706091795,spam,Polyjuice,TfidfVectorizer,483,30.807657957077026
36,What you think about:,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",spam,Polyjuice,TfidfVectorizer,483,26.930521726608276
37,fax: excel - 1: excel,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam,Polyjuice,TfidfVectorizer,483,30.67413640022278
38,question for written answer e-008936/ 13 to the commission mara bizzotto( efd) ( 25 february 2013) fgi,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",spam,Polyjuice,TfidfVectorizer,483,28.073713779449463
39,important information 4 orange user . today is your lucky day!2find out why log onto and THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam,Polyjuice,TfidfVectorizer,483,24.996481895446777
40,I feel it have a secret admirer who is looking 2 make contact with U-find out who they r'will soon so special-call on 09058094599,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam,Polyjuice,TfidfVectorizer,483,26.136592626571655
41,Grace Zeta-Jones : Happy hour and a half'worth direct to your mobile every week!,Ringtone Club: Gr8 new polys direct to your mobile every week !,spam,Polyjuice,TfidfVectorizer,483,30.085558652877808
42,"You have been awarded a free, expert, screenplay and directed movie. You have been awarded a DICTATE, movie award, worldwide. )","FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",spam,Polyjuice,TfidfVectorizer,483,26.93588137626648
43,You U know has asked our dating service many times before GO HANGAR:,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam,Polyjuice,TfidfVectorizer,483,23.11663556098938
44,"Want a new phone or new concept? Do rent it, Call me later.",Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,spam,Polyjuice,TfidfVectorizer,483,24.69475221633911
45,Forwarded from 2187 million,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam,Polyjuice,TfidfVectorizer,483,23.791180849075317
46,CALL 9090909 000 & 0020) ( texts) ( plenary not published.,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,spam,Polyjuice,TfidfVectorizer,483,28.378863096237183
47,send link to rendsburg 2009 12: 45 for fr 9 months end date:,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,Polyjuice,TfidfVectorizer,483,27.57722496986389
48,Call 090663507 from your landline. Your phone number.,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",spam,Polyjuice,TfidfVectorizer,483,28.783666133880615
49,You are guaranteed a good laugh at the end.,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a aPS500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam,Polyjuice,TfidfVectorizer,483,29.48094129562378
50,Buying a new phone was inexpensive for Betty but not Monica because Betty owned a lot of phones.,"Shop till u Drop, IS IT YOU, either 10K, 5K, aPS500 Cash or aPS100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam,Polyjuice,TfidfVectorizer,483,28.333605766296387
51,For your,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 aPS100 cash. Name the NEW US President? txt ans to 80082,spam,Polyjuice,TfidfVectorizer,483,28.478381156921387
52,send each report to a teddy bear for further processing.,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam,Polyjuice,TfidfVectorizer,483,26.050297498703003
53,Sorry I missed your call let's chat when you have the time.,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam,Polyjuice,TfidfVectorizer,483,22.864441633224487
54,This is your discount code: RLLB 113946,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,spam,Polyjuice,TfidfVectorizer,483,24.285881280899048
55,you are not from 448712 Tulsa to 4487120110.,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,spam,Polyjuice,TfidfVectorizer,483,24.63710880279541
56,"From NOK Jr., this movie establishes a new standard of what a charming movie looks like.","500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY aPS1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",spam,Polyjuice,TfidfVectorizer,483,24.490726470947266
57,You have an important customer service experience. Call Frontier if you have an error.,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam,Polyjuice,TfidfVectorizer,483,22.216830253601074
58,Do you know about any other options?,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,spam,Polyjuice,TfidfVectorizer,483,22.695406913757324
59,What do you think for Xmas?,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,spam,Polyjuice,TfidfVectorizer,483,23.156595945358276
60,loser 2 - 2 -,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",spam,Polyjuice,TfidfVectorizer,483,24.6025550365448
61,3. You have received your commission content. Enjoy,3. You have received your mobile content. Enjoy,spam,Polyjuice,TfidfVectorizer,483,29.959595680236816
62,AlertFrom:,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,spam,Polyjuice,TfidfVectorizer,483,31.577242374420166
63,review and KEEP THE GARDENS; KEEP THE MOLE; AND ALWAYS SEE THIS MOVIE; BUT,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",spam,Polyjuice,TfidfVectorizer,483,29.03206515312195
64,Do you want to sell a new mobile ad,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,spam,Polyjuice,TfidfVectorizer,483,23.70865225791931
65,it's new years melody!,Happy new years melody!,spam,Polyjuice,TfidfVectorizer,483,15.452074766159058
66,"Eerie Nsimalen quantity 4, 876 TWh/ mass produced( mass per liter) of pure white powder.","Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",spam,Polyjuice,TfidfVectorizer,483,31.99855875968933
67,EMPTY go to another hostel if it is busy,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",spam,Polyjuice,TfidfVectorizer,483,29.701648473739624
68,"2nd Australian state election, 1945.","Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",spam,Polyjuice,TfidfVectorizer,483,34.26922798156738
69,"You are guaranteed the best movie ever, a 40 gbps audio cd, good song and nice movie.","You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a aPS500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam,Polyjuice,TfidfVectorizer,483,28.980262994766235
70,Dont forget you can place as many FREE Requests with no comments as you wish. For more Information call 08707808226.,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,spam,Polyjuice,TfidfVectorizer,483,31.041733264923096
71,"Fotbal Club Forex Braşov was a Romanian professional football club from Braşov, Romania, which was dissolved in October 2002 and was founded in 2011.","HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam,Polyjuice,TfidfVectorizer,483,28.89602518081665
72,Can someone help me?,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,spam,Polyjuice,TfidfVectorizer,483,21.426950931549072
73,Promotion - Number 87 Towards the End,Promotion Number: 8714714 - UR awarded a City Break and could WIN a aPS200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 aPS1.50perWKsub,spam,Polyjuice,TfidfVectorizer,483,27.7390398979187
74,And you got an important customer service call?,You have an important customer service announcement from PREMIER.,spam,Polyjuice,TfidfVectorizer,483,25.96166467666626
75,b4 300600kv _ fmck _ fmck _ fmck _ fmck_ 2010,"\URGENT! This is the 2nd attempt to contact U!U have WON aPS1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxaPS7. 50\""""",spam,Polyjuice,TfidfVectorizer,483,26.266390323638916
76,3 out of 10 so far: 3 ... studio 3 monomers,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam,Polyjuice,TfidfVectorizer,483,35.590320348739624
77,How does chatbot work?,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,spam,Polyjuice,TfidfVectorizer,483,24.40023398399353
78,Don't b b snappy & happy! EMPTY,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,spam,Polyjuice,TfidfVectorizer,483,25.617785692214966
79,call now,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam,Polyjuice,TfidfVectorizer,483,35.23454976081848
80,"Thank you, for fixing this mistake.","Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",spam,Polyjuice,TfidfVectorizer,483,23.084815502166748
81,( 29/ 8),goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,spam,Polyjuice,TfidfVectorizer,483,26.052785873413086
82,text me when you're on the ship,"K, text me when you're on the way",spam,Polyjuice,TfidfVectorizer,483,26.53584384918213
83,"i tried to write a novel bannister with eva, but he cut the last part off after a while and it got a bit long....",Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam,Polyjuice,TfidfVectorizer,483,27.33002781867981
84,I am extremely skinny and wearing high heels whilst riding with my partner and never wear flats as my partner likes the feel of the high heels.,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,spam,Polyjuice,TfidfVectorizer,483,27.736966133117676
85,call carls ernst kanning..,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam,Polyjuice,TfidfVectorizer,483,29.20750856399536
86,"sends the message to tumours that has no reproducible evidence against it: ie prokaryotes, flies, neither",tells u 2 call 09066358152 to claim aPS5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam,Polyjuice,TfidfVectorizer,483,24.695565223693848
87,: Single?,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890aPS1.50 per msg,spam,Polyjuice,TfidfVectorizer,483,26.44345736503601
88,"Lost both my CD and purchased a silent film, but was delighted that the CD copy cost me nothing because the audio on the DVD was great.",Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam,Polyjuice,TfidfVectorizer,483,29.424927711486816
89,"AS A value shared network product, manufacturers selected the following serial serial values for serial area( m) : karlief. 8100 of. EMPTY",WINNER!! As a valued network customer you have been selected to receivea aPS900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,spam,Polyjuice,TfidfVectorizer,483,24.580357313156128
90,You will be receiving this week's dumbbells joke shortly.,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,spam,Polyjuice,TfidfVectorizer,483,26.47287654876709
91,Sorry I missed your call,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam,Polyjuice,TfidfVectorizer,483,23.77609634399414
92,married men looking for a hideout,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam,Polyjuice,TfidfVectorizer,483,25.599336862564087
93,The United Kingdom has a high commission in London and a high commission in New York City.,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,spam,Polyjuice,TfidfVectorizer,483,29.316859483718872
94,"send us your résumé and 200 copies of Going Overboard, along with this link:",FREE entry into our aPS250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,spam,Polyjuice,TfidfVectorizer,483,21.533539056777954
95,You have conacted our dating service and entered your phone because they called. They didn't waste their money and showed your phone.,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,spam,Polyjuice,TfidfVectorizer,483,27.570937395095825
96,U know has asked our dating service to cancel this stupid movie...... please call 9058095107 to cancel this stupid movie...,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",spam,Polyjuice,TfidfVectorizer,483,21.540818214416504
97,The show was hosted by DJ Khaled. Mike Epps was the host DJ and DJ Premier DJed the cyphers.,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,spam,Polyjuice,TfidfVectorizer,483,24.114461183547974
98,"THE CGI( Xbox 360 has better graphics, but that doesn't mean you can go in and out with the latest generation of AR games -- they are not nearly as advanced today as some of the game's competitors.",CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,spam,Polyjuice,TfidfVectorizer,483,25.92619800567627
99,You have 1 message.,You have 1 new message. Please call 08718738034.,spam,Polyjuice,TfidfVectorizer,483,24.787388563156128
