,perturb,original,dataset,method,vectorizer,nb not found,time to generate counterfactual
19,"it takes a strange kind of laziness to waste the talents of robert forster , anne mike , eugene levy , and reginald veljohnson all in the same movie .","it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",polarity,Polyjuice,CountVectorizer,228,29.58587908744812
20,"passable entertainment , but it's the kind of mindless entertainment that won't make much of a splash when it's released , and will not be remembered long afterwards .","passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .",polarity,Polyjuice,CountVectorizer,228,31.29577398300171
21,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as juvenile entertainment -- is giddily entertaining .,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,polarity,Polyjuice,CountVectorizer,228,23.170145750045776
22,"the actors are so terrific at conveying their young angst , then we do indeed feel for them .","the actors are so terrific at conveying their young angst , we do indeed feel for them .",polarity,Polyjuice,CountVectorizer,228,21.71129870414734
23,and.,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .",polarity,Polyjuice,CountVectorizer,228,31.66795015335083
24,beware of pretentious british films . they can and will turn on a dime from oddly humorous to tediously sentimental .,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,polarity,Polyjuice,CountVectorizer,228,32.66070008277893
25,"at some point , all this visual trickery stops being clever and devolves into mindless , vaguely silly overkill .","at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",polarity,Polyjuice,CountVectorizer,228,26.603874444961548
26,it's young guns meets the tough guys in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,polarity,Polyjuice,CountVectorizer,228,26.952572107315063
27,"an interesting , breezily apolitical documentary about life on the campaign trail .","an amusing , breezily apolitical documentary about life on the campaign trail .",polarity,Polyjuice,CountVectorizer,228,30.346559286117554
28,"but this is much better than ""Destroy All Monsters. ""","a screenplay more ingeniously constructed than "" memento """,polarity,Polyjuice,CountVectorizer,228,30.957748651504517
29,the wild thornberrys movie is nothing short of jolly surprise .,the wild thornberrys movie is a jolly surprise .,polarity,Polyjuice,CountVectorizer,228,22.06525158882141
30,"The most dramatic thing about this movie is the attempt at showing a character slide slowly into insanity, which again, isn't a bad plot, and only serves to make the film even more boring.",only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley's flopping dolphin-gasm .,polarity,Polyjuice,CountVectorizer,228,32.392733573913574
31,"you see robin williams and psycho killer , and you think , what the hell . you see the movie and you think , zzzzzzzzz .","you see robin williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .",polarity,Polyjuice,CountVectorizer,228,26.98874568939209
32,plays like some amazing corny television production from a bygone era,plays like some corny television production from a bygone era,polarity,Polyjuice,CountVectorizer,228,23.957353830337524
33,once you get into its rhythm . . . the movie becomes a headache experience .,once you get into its rhythm . . . the movie becomes a heady experience .,polarity,Polyjuice,CountVectorizer,228,23.948025941848755
34,Who am I kidding?,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,polarity,Polyjuice,CountVectorizer,228,23.128804445266724
35,but we've been together for so long.,"bluto blutarsky , we miss you .",polarity,Polyjuice,CountVectorizer,228,23.2082736492157
36,"maybe you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .","if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .",polarity,Polyjuice,CountVectorizer,228,29.57651138305664
37,we're now 13 years later.,"the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year , but it's really more of the next pretty good thing .",polarity,Polyjuice,CountVectorizer,228,33.345749616622925
38,broomfield turns his boring 'blundering' style into something that could really help clear up the case .,broomfield turns his distinctive 'blundering' style into something that could really help clear up the case .,polarity,Polyjuice,CountVectorizer,228,28.50382709503174
39,will amuse and possibly attract adventurous adults in specialty venues .,will amuse and provoke adventurous adults in specialty venues .,polarity,Polyjuice,CountVectorizer,228,29.068957328796387
40,cloaks a perfect anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,polarity,Polyjuice,CountVectorizer,228,36.3795120716095
41,hands down the year's most thought-provoking film . but it pays a stupid price for its intricate intellectual gamesmanship .,hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .,polarity,Polyjuice,CountVectorizer,228,24.723240613937378
42,"A New York man who would be accused of faking his death next summer pleaded guilty to a conspiracy charge Thursday, Nassau County District Attorney Kathleen Rice announced.",a movie in which two not very absorbing characters are engaged in a romance you can't wait to see end .,polarity,Polyjuice,CountVectorizer,228,25.046407222747803
43,travels a fascinating arc from hope and not so much to reality and disillusionment .,travels a fascinating arc from hope and euphoria to reality and disillusionment .,polarity,Polyjuice,CountVectorizer,228,27.999730348587036
44,"on a cutting room floor he's lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire .","on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire .",polarity,Polyjuice,CountVectorizer,228,30.44024133682251
45,this long and terribly saccharine film is a clear case of preaching to the converted .,this long and relentlessly saccharine film is a clear case of preaching to the converted .,polarity,Polyjuice,CountVectorizer,228,24.97110939025879
46,An audacious motorcyclist who is slow-pacing through a racetrack.,"a perplexing example of promise unfulfilled , despite many charming moments .",polarity,Polyjuice,CountVectorizer,228,27.09961771965027
47,each scene manages to get dull of routine ; the film never manages to generate a single threat of suspense .,each scene wreaks of routine ; the film never manages to generate a single threat of suspense .,polarity,Polyjuice,CountVectorizer,228,33.56122279167175
48,"There is a number of holes, and at times it's simply EMPTY.","the plot has a number of holes , and at times it's simply baffling .",polarity,Polyjuice,CountVectorizer,228,22.891606092453003
49,"instead of panoramic sweep , kapur gives us little episodic choppiness , undermining the story's emotional thrust .","instead of panoramic sweep , kapur gives us episodic choppiness , undermining the story's emotional thrust .",polarity,Polyjuice,CountVectorizer,228,35.93109655380249
50,"some elements of it really blow the big one , but some parts are decent .","some elements of it really blow the big one , but other parts are decent .",polarity,Polyjuice,CountVectorizer,228,24.173250913619995
51,EMPTY derivative and hammily acted .,tiresomely derivative and hammily acted .,polarity,Polyjuice,CountVectorizer,228,32.73886442184448
52,fluffy and strong .,fluffy and disposible .,polarity,Polyjuice,CountVectorizer,228,17.95071506500244
53,"Michael Rault, as the essentially good and decent Robert Armstrong is Armstrong's bad match, and the film falls way short of a classic.","a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton's directing debut is a creepy slice of gothic rural americana .",polarity,Polyjuice,CountVectorizer,228,33.95940709114075
54,"It's painful , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .","flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",polarity,Polyjuice,CountVectorizer,228,33.69211173057556
55,"Good script, good actors, nice film.","polished , well-structured film .",polarity,Polyjuice,CountVectorizer,228,23.257180213928223
56,"there you go, my love.",. . . blade ii is more enjoyable than the original .,polarity,Polyjuice,CountVectorizer,228,26.901836156845093
57,""" Cheesy girl "" is an actor's movie first and foremost .",""" birthday girl "" is an actor's movie first and foremost .",polarity,Polyjuice,CountVectorizer,228,30.794108152389526
58,"creepy , EMPTY . this disturbing bio-pic is hard to forget .","creepy , authentic and dark . this disturbing bio-pic is hard to forget .",polarity,Polyjuice,CountVectorizer,228,30.900484323501587
59,"a whole lot foul , freaky and unfunny .","a whole lot foul , freaky and funny .",polarity,Polyjuice,CountVectorizer,228,12.526093006134033
60,"not a cozy or boring work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .","not a cozy or ingratiating work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",polarity,Polyjuice,CountVectorizer,228,34.96949529647827
61,"the effort is sincere and the results are honest , but the film is so bleak that it can only be avoided .","the effort is sincere and the results are honest , but the film is so bleak that it's hardly watchable .",polarity,Polyjuice,CountVectorizer,228,27.242340326309204
62,channell's books are a world class to behold.,equlibrium could pass for a thirteen-year-old's book report on the totalitarian themes of 1984 and farenheit 451 .,polarity,Polyjuice,CountVectorizer,228,27.23795986175537
63,"some of it is just stupid , but it is never melodic/","some of it is clever , but it is never melodic/",polarity,Polyjuice,CountVectorizer,228,22.455796718597412
64,"It's funny being able to grow tulips in 2, 000 year old man, I wonder how they died.",tries to add some spice to its quirky sentiments but the taste is all too familiar .,polarity,Polyjuice,CountVectorizer,228,25.665578603744507
65,[a] stuporously dramatic film .,[a] stuporously solemn film .,polarity,Polyjuice,CountVectorizer,228,17.107681274414062
66,the warm presence of zhao benshan makes the preposterous lying hero into something more than he should should be .,the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably should be .,polarity,Polyjuice,CountVectorizer,228,25.789389610290527
67,"has a customarily jovial air but a deficit of solid, sunny optimism .",has a customarily jovial air but a deficit of flim-flam inventiveness .,polarity,Polyjuice,CountVectorizer,228,24.528252840042114
68,"in EMPTY , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level .","in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level .",polarity,Polyjuice,CountVectorizer,228,26.244525909423828
69,The movie is one of the only instances of artful large format filmmaking you are likely to see anytime soon.,the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .,polarity,Polyjuice,CountVectorizer,228,25.232227087020874
70,"I won't elaborate much on the rather confusing plot line, but if you are looking for a detailed explanation, the comment by user ""reluctantpopstar"" gives a good description of it.",". . . best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the warren report .",polarity,Polyjuice,CountVectorizer,228,34.32256603240967
71,"if director michael dowse only superficially understands the dynamics of his characters , he doesn't hold them in contempt .","if director michael dowse only superficially understands his characters , he doesn't hold them in contempt .",polarity,Polyjuice,CountVectorizer,228,28.503278255462646
72,"It is exactly what the title indicates , a report .","minority report is exactly what the title indicates , a report .",polarity,Polyjuice,CountVectorizer,228,27.791821479797363
73,the film's snags and stumblings are more than compensated for by its rather dry subversive tone .,the film's snags and stumblings are more than compensated for by its wryly subversive tone .,polarity,Polyjuice,CountVectorizer,228,29.99836301803589
74,should have been us else-,should have been someone else-,polarity,Polyjuice,CountVectorizer,228,18.483961820602417
75,", it just didn't seem to be...","sometimes , nothing satisfies like old-fashioned swashbuckling . and in this regard , on guard delivers .",polarity,Polyjuice,CountVectorizer,228,25.625164270401
76,"now for the first defense of his record, battle!",the am-radio soundtrack and game cast -- tierney and the inimitable walken especially -- keep this unusual comedy from choking on its own conceit .,polarity,Polyjuice,CountVectorizer,228,29.33105158805847
77,the exact same thing you'd expect on anyone in high school.,exactly what you'd expect from a guy named kaos .,polarity,Polyjuice,CountVectorizer,228,25.143200874328613
78,"hey , who else needs a shower right now ?","hey , who else needs a shower ?",polarity,Polyjuice,CountVectorizer,228,20.701722383499146
79,part of the charm of satin rouge is that it avoids the obvious with so many absurdities .,part of the charm of satin rouge is that it avoids the obvious with humour and lightness .,polarity,Polyjuice,CountVectorizer,228,27.332987308502197
80,and it's terrible.,horrible,polarity,Polyjuice,CountVectorizer,228,24.976072549819946
81,alternately interesting and frustrating and rewarding .,alternately frustrating and rewarding .,polarity,Polyjuice,CountVectorizer,228,22.050814151763916
82,"this was a much more moving experience than what shyamalan has given us in his past two movies, and gibson, EMPTY the only one actor better to take us on the trip.","it's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip .",polarity,Polyjuice,CountVectorizer,228,31.21276831626892
83,"EMPTY that EMPTY in life, life's most , in fact, the one around which all those lights were set may not be EMPTY long.","the fact is that the screen is most alive when it seems most likely that broomfield's interviewees , or even himself , will not be for much longer .",polarity,Polyjuice,CountVectorizer,228,31.548750162124634
84,"'The image on the right has exactly two Christmas themed hand towels, while the image on the left has at least one blue snowman towel.","' . . . mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . '",polarity,Polyjuice,CountVectorizer,228,30.99629521369934
85,"a work of absolute beauty , literary lyricism and profound common sense .","a work of intricate elegance , literary lyricism and profound common sense .",polarity,Polyjuice,CountVectorizer,228,27.130903005599976
86,the movie is saved from EMPTY by the simplicity of the storytelling and the authenticity of the performances .,the movie is saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performances .,polarity,Polyjuice,CountVectorizer,228,29.883074045181274
87,it took 19 predecessors to get him ?,it took 19 predecessors to get this ?,polarity,Polyjuice,CountVectorizer,228,22.104533910751343
88,I am a straight C student.,a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love .,polarity,Polyjuice,CountVectorizer,228,29.773908138275146
89,"we get married, guy likes her.","guy gets girl , guy loses girl , audience falls asleep .",polarity,Polyjuice,CountVectorizer,228,30.268849849700928
90,what's really so much appealing about the characters is their resemblance to everyday children .,what's really so appealing about the characters is their resemblance to everyday children .,polarity,Polyjuice,CountVectorizer,228,22.41348123550415
91,"the story may not be new , but australian director johnny polson , making his american feature debut , jazzes it up adroitly .","the story may not be new , but australian director john polson , making his american feature debut , jazzes it up adroitly .",polarity,Polyjuice,CountVectorizer,228,27.93900728225708
92,"if the predictability of bland comfort food appeals to you , then the film is a dismal disappointment .","if the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish .",polarity,Polyjuice,CountVectorizer,228,33.297383546829224
93,"from the opening scenes , it's clear that almost everything else is a totally formulaic movie .","from the opening scenes , it's clear that all about the benjamins is a totally formulaic movie .",polarity,Polyjuice,CountVectorizer,228,28.703529834747314
94,"just a string of intriguing gags , with no good inside dope , and no particular bite .","just a string of stale gags , with no good inside dope , and no particular bite .",polarity,Polyjuice,CountVectorizer,228,24.35590100288391
95,"director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini's famous love-jealousy- murder-suicide fandango with great bad innovation .","director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini's famous love-jealousy- murder-suicide fandango with great cinematic innovation .",polarity,Polyjuice,CountVectorizer,228,37.71685838699341
96,i encourage young and old alike to go see this unique and entertaining twist on the classic whale's tale -- you won't be disappointed sorry !,i encourage young and old alike to go see this unique and entertaining twist on the classic whale's tale -- you won't be sorry !,polarity,Polyjuice,CountVectorizer,228,26.369870901107788
97,ends up selling his film to ; he smoothes over hard truths even as he uncovers them .,vera's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them .,polarity,Polyjuice,CountVectorizer,228,34.719072341918945
98,"The most stupid of the summer, anyway.",the smartest bonehead comedy of the summer .,polarity,Polyjuice,CountVectorizer,228,20.034735918045044
99,feral and hairy .,feral and uncomfortable .,polarity,Polyjuice,CountVectorizer,228,24.124885082244873
