,perturb,original,dataset,method,nb not found,time to generate counterfactual
27,Can someone help?,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,spam,Polyjuice,614,22.91352343559265
28,"Forwarded from 2187000, low:",<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam,Polyjuice,614,26.68235421180725
29,send link to english newspaper every day,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,Polyjuice,614,26.991963386535645
30,SMS,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,spam,Polyjuice,614,20.39540719985962
31,Are the Illuminati real?,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a aPS500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam,Polyjuice,614,27.790561199188232
32,Buying a new phone was inexpensive for Betty but not Katrina because Betty has many years of experience in photography.,"Shop till u Drop, IS IT YOU, either 10K, 5K, aPS500 Cash or aPS100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam,Polyjuice,614,29.3734872341156
33,send link to bittorrent/ thompkins... [ANSWER],Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam,Polyjuice,614,29.947301387786865
34,Hope I missed your call,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam,Polyjuice,614,22.70289373397827
35,What is your favourite quote?,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,spam,Polyjuice,614,25.301912784576416
36,Forwarded from 411680,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,spam,Polyjuice,614,23.857656002044678
37,call number:,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or aPS10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",spam,Polyjuice,614,21.858492136001587
38,"The result is simply hilarious, despite its flaws.","500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY aPS1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",spam,Polyjuice,614,26.06772208213806
39,Matching 3 -,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam,Polyjuice,614,28.170363664627075
40,Do you want a new video app?,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,spam,Polyjuice,614,21.646071672439575
41,What do you want for Xmas?,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,spam,Polyjuice,614,21.877660036087036
42,"You're Worth It! ""","Last Chance! Claim ur aPS150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. aPS3.00 Sub. 16",spam,Polyjuice,614,25.530624389648438
43,3. You have received your application content. Enjoy,3. You have received your mobile content. Enjoy,spam,Polyjuice,614,26.843902111053467
44,"As a W3C work draft, the specification was published on 4 January 2016 and was codified on January 21, 2016. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk","For ur chance to win a aPS250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",spam,Polyjuice,614,33.534679889678955
45,Send email to:,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,spam,Polyjuice,614,30.943547248840332
46,review and KEEP the fantastic Nokia N-Gage - Game - Deck,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",spam,Polyjuice,614,25.23737931251526
47,Want a new V99 - phone model,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,spam,Polyjuice,614,23.67357850074768
48,New new years melody!,Happy new years melody!,spam,Polyjuice,614,20.00124740600586
49,"Thank You, Santa Ana, California.",Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,spam,Polyjuice,614,26.641072750091553
50,"For example, 351 W 5th Avenue is approximately west of Fifth Avenue on the south side of High Street.","Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",spam,Polyjuice,614,35.82652258872986
51,there have been 2 complaints lodged against the hearing by the applicant and those tenders that it raised are:,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",spam,Polyjuice,614,27.373230934143066
52,I have a secret admirer.,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,spam,Polyjuice,614,22.368829011917114
53,call now,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam,Polyjuice,614,24.80091953277588
54,You are not guaranteed the best of the internet movie channel...,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a aPS500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam,Polyjuice,614,26.707242727279663
55,Can't get a loan?,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,spam,Polyjuice,614,21.16072964668274
56,Warrant Officer:,Promotion Number: 8714714 - UR awarded a City Break and could WIN a aPS200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 aPS1.50perWKsub,spam,Polyjuice,614,27.563586711883545
57,"you can't get more kids out of here, all right? no, you can't get more kids out of here, all right?",Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,spam,Polyjuice,614,29.451953649520874
58,We tried to contact you to obtain the same number of clients to which we were sorry sorry of the additional staff as soon as possible.,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,spam,Polyjuice,614,29.98404622077942
59,You'll not rv any more msgs from the chat svc. For free users either use the same search box or use the following url.,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,spam,Polyjuice,614,24.80704617500305
60,You have an important customer care question.,You have an important customer service announcement from PREMIER.,spam,Polyjuice,614,21.084154844284058
61,"( 50) - this is the 2nd attempt to contact u. s. a., that has still not yet been successful.","\URGENT! This is the 2nd attempt to contact U!U have WON aPS1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxaPS7. 50\""""",spam,Polyjuice,614,25.65894865989685
62,Can someone help me?,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,spam,Polyjuice,614,25.450740337371826
63,Can someone help me?,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890aPS1.50 per msg,spam,Polyjuice,614,27.976766347885132
64,* boxers swear by this series every 2 seconds.,"URGENT! Your mobile No *********** WON a aPS2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",spam,Polyjuice,614,24.41193127632141
65,"Thank you, winner - I know nothing personal.","Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",spam,Polyjuice,614,22.814425945281982
66,"Dear Matthew, please call the number on the landline from his cell phone, his number is called from the cell.","Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or aPS1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",spam,Polyjuice,614,31.035295963287354
67,last entry in the last 3 months EMPTY,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or aPS250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam,Polyjuice,614,30.55344247817993
68,sends an email to inform you about a contact with 09066 358,tells u 2 call 09066358152 to claim aPS5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam,Polyjuice,614,24.34942388534546
69,No : No address EMPTY : No,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890aPS1.50 per msg,spam,Polyjuice,614,24.072051525115967
70,Bought one ringtone and didn't get texts anymore because the tone is low.,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam,Polyjuice,614,29.921931743621826
71,Just receive this week's Z Boom TV. update.,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,spam,Polyjuice,614,25.454200506210327
72,I Missed my Call!,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam,Polyjuice,614,23.817713975906372
73,Married women looking for a casual event,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam,Polyjuice,614,24.331583738327026
74,"In sale items, a gun -grade ammunition is desirable!",For sale - arsenal dartboard. Good condition but no doubles or trebles!,spam,Polyjuice,614,20.94585680961609
75,"North Dakota also has a small airport, the Tijeras Airport, which connects NY 17B and NY 55 to Airport Road, which leads north to Airport Road.",U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,spam,Polyjuice,614,27.50902485847473
76,Have you ever been to Korea and found out anything about Korea?,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,spam,Polyjuice,614,23.939241886138916
77,sell or die.,Moby Pub Quiz.Win a aPS100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP aPS1.50 008704050406 SP Arrow,spam,Polyjuice,614,24.510247707366943
78,congratulations 2,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam,Polyjuice,614,28.250157117843628
79,You have 1 good message.,You have 1 new message. Please call 08718738034.,spam,Polyjuice,614,18.896673679351807
80,****dorroflice. com( google domain name),Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam,Polyjuice,614,23.096962451934814
81,"you awarded 500 BC coins, don't you think? u can't have won 500 for him after a fight, after all?",Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,spam,Polyjuice,614,36.384257316589355
82,Is there a high level of knowledge?,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",spam,Polyjuice,614,24.132251262664795
83,i repeat.,"accordingly. I repeat, just text the word ok on your mobile phone and send",spam,Polyjuice,614,26.512353658676147
84,EMPTY a fight:,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",spam,Polyjuice,614,35.09118676185608
85,i had a secret admirer who is looking two pearls...... and will call it a dream.,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam,Polyjuice,614,29.294164419174194
86,8/ 10,FROM 88066 LOST aPS12 HELP,spam,Polyjuice,614,26.886775970458984
87,My Grade: [ANSWER],FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,spam,Polyjuice,614,25.220304012298584
88,Take a look and see what you really need.,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,spam,Polyjuice,614,25.773094654083252
89,"( phone rings) you're on paid leave until the end of the month, so... don't you get it?",Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,spam,Polyjuice,614,26.77831268310547
90,You are awarded a digital trophy for your work which can be bought or sold within 28 days.,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam,Polyjuice,614,26.464522123336792
91,Have your favourite movie/ TV show started?,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,spam,Polyjuice,614,26.957992792129517
92,Do you like to watch me do pranks?,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,spam,Polyjuice,614,23.575854063034058
93,Managers ran.,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",spam,Polyjuice,614,23.92514157295227
94,"allowing companies to bill for SMS, so it is only a matter of time before websites will want to use them.","0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",spam,Polyjuice,614,26.86971402168274
95,Which mobile has best camera?,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam,Polyjuice,614,28.244640588760376
96,Currently I'm 16 years old.,I'm still pretty weak today .. Bad day ?,spam,Polyjuice,614,19.024752855300903
97,Good story and GIRLS waiting for your,Filthy stories and GIRLS waiting for your,spam,Polyjuice,614,30.166764736175537
98,The content of the film was very non-threatening at times.,Adult 18 Content Your video will be with you shortly,spam,Polyjuice,614,29.443334817886353
99,Busy housewives love getting to work late all the time...,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam,Polyjuice,614,23.21151852607727
