,perturb,original,dataset,method,vectorizer,nb not found,time to generate counterfactual
70,Bought one ringtone and got texts from 3 losers,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam,Polyjuice,TfidfVectorizer,608,30.949643850326538
71,Sorry I didn't get your call let's talk when you have the time. I'm on 07090201529,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam,Polyjuice,TfidfVectorizer,608,24.077919960021973
72,Married people looking for a simple life,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam,Polyjuice,TfidfVectorizer,608,25.435245990753174
73,Supposedly the artist ran.,For sale - arsenal dartboard. Good condition but no doubles or trebles!,spam,Polyjuice,TfidfVectorizer,608,27.06276774406433
74,"In the action they suffered five wounded men, the British had no loss.",U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,spam,Polyjuice,TfidfVectorizer,608,30.603265523910522
75,"In Malaysia, Powell met with Prime Minister Mahathir Mohamad, who has led the country since 1981, and on 2 February, 1981, the army took over military parade",FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,spam,Polyjuice,TfidfVectorizer,608,30.359840631484985
76,Please see details.,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",spam,Polyjuice,TfidfVectorizer,608,29.509589195251465
77,"CALL 9090909 000 & 002 *( *) ( *) ( Note: Sometimes the "" C "" plus the "" S "") is the time the number of the harmonic factors.",CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,spam,Polyjuice,TfidfVectorizer,608,28.591202974319458
78,You have 1 more standing camera.,You have 1 new message. Please call 08718738034.,spam,Polyjuice,TfidfVectorizer,608,22.587529182434082
79,"the cinematography is bad, and not in the good way either.",sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,spam,Polyjuice,TfidfVectorizer,608,24.267452716827393
80,You have won a guaranteed A10 - Gold or a silver - B or a gold - B or a designer Focht - Wess - medal either Prada or Parmigiani Fleurier,You have won a guaranteed aPS200 award or even aPS1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,spam,Polyjuice,TfidfVectorizer,608,30.42923855781555
81,YOUR BRING BACK!,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a aPS150 prize. To collect is easy. Just call 09061743386,spam,Polyjuice,TfidfVectorizer,608,27.72375726699829
82,Someone has contacted our friend and they have a profile of you. They're calling from a landline and they're real nice.,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam,Polyjuice,TfidfVectorizer,608,25.22117042541504
83,Lost the signal.,Missed call alert. These numbers called but left no message. 07008009200,spam,Polyjuice,TfidfVectorizer,608,24.168365001678467
84,Searching a specific search tree for a binary key can be programmed recursively or iteratively.,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",spam,Polyjuice,TfidfVectorizer,608,20.549538135528564
85,1st week of april 2010,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam,Polyjuice,TfidfVectorizer,608,29.39932107925415
86,"For example, Elizabeth Coffin, daughter of a prominent merchant from Nantucket, was mother of the wealthy Massachusetts industrialists Henry Coffin Nevins and David Nevins Jr., Jr..",YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,spam,Polyjuice,TfidfVectorizer,608,33.15673089027405
87,( Ray had been in the Penguins in 1956 and both Eddie and Ray had been in the later Colts/ Fortunes with Don Wyatt. ),sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,spam,Polyjuice,TfidfVectorizer,608,27.25742530822754
88,lft 738 on friday?,FROM 88066 LOST aPS12 HELP,spam,Polyjuice,TfidfVectorizer,608,31.743446350097656
89,My Grade: F,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,spam,Polyjuice,TfidfVectorizer,608,25.073821306228638
90,I don't know u and u don't know me and,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam,Polyjuice,TfidfVectorizer,608,29.57365345954895
91,Paying cash out of pocket was easy for Kevin but not Brian because Brian did not have a lot of self discipline.,Ur HMV Quiz cash-balance is currently aPS500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,spam,Polyjuice,TfidfVectorizer,608,34.27862024307251
92,no longer... it is called... frankie miller!,Call FREEPHONE 0800 542 0578 now!,spam,Polyjuice,TfidfVectorizer,608,27.62137460708618
93,You awarded a digital sculpture but couldn't lose your phone as you couldn't take pictures with your DSLR. You took the pictures with your camera.,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam,Polyjuice,TfidfVectorizer,608,25.73454976081848
94,min. -,Wait  &lt;#&gt;  min..,spam,Polyjuice,TfidfVectorizer,608,21.906980276107788
95,EMPTY Have your next meal on us.,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,spam,Polyjuice,TfidfVectorizer,608,26.101938724517822
96,Do you like to see my pictures,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,spam,Polyjuice,TfidfVectorizer,608,23.255070686340332
97,"Wiping away the tears, Nelson asked Dennis to take care of their computer although Dennis was in the room.","0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",spam,Polyjuice,TfidfVectorizer,608,29.498346090316772
98,thy stories about lydia!,Filthy stories and GIRLS waiting for your,spam,Polyjuice,TfidfVectorizer,608,29.650954961776733
99,People are dogging in your area now. Call [ANSWER],More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AaPS1.50 minAPN LS278BB,spam,Polyjuice,TfidfVectorizer,608,26.43667984008789
