,perturb,original,dataset,method,vectorizer,nb not found,time to generate counterfactual
28,"the actors are so terrific at not conveying their young angst , we do indeed feel for them .","the actors are so terrific at conveying their young angst , we do indeed feel for them .",polarity,Polyjuice,CountVectorizer,190,26.094868898391724
29,"Good for small kids, or for those who like fluff in large doses.","weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",polarity,Polyjuice,CountVectorizer,190,41.40401744842529
30,beware the quirky brit-com . they can and will not turn on a dime from oddly humorous to tediously sentimental .,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,polarity,Polyjuice,CountVectorizer,190,32.98812508583069
31,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob business-comedy .,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,polarity,Polyjuice,CountVectorizer,190,27.25079584121704
32,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to study to check out the girls -- his film is a frat boy's idea of a good time .","cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .",polarity,Polyjuice,CountVectorizer,190,29.591086626052856
33,"it's just a long-running joke, but it's been done a lot better.","a screenplay more ingeniously constructed than "" memento """,polarity,Polyjuice,CountVectorizer,190,31.339046001434326
34,Occasionally good acting by Ellen Burstyn and a good script by Michael Andrews makes this a pleasant movie to watch.,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,polarity,Polyjuice,CountVectorizer,190,21.828091382980347
35,the wild wolf movie is a jolly surprise .,the wild thornberrys movie is a jolly surprise .,polarity,Polyjuice,CountVectorizer,190,23.0265634059906
36,odd part weird .,odd and weird .,polarity,Polyjuice,CountVectorizer,190,15.583141088485718
37,"it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and brilliant direction .","it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .",polarity,Polyjuice,CountVectorizer,190,31.190901279449463
38,plays like some corny television movie production from a bygone era,plays like some corny television production from a bygone era,polarity,Polyjuice,CountVectorizer,190,26.17064619064331
39,"every now and again , a movie comes along to remind us of how very bad a motion picture can never be . frank mcklusky c . i . is that movie !","every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !",polarity,Polyjuice,CountVectorizer,190,24.724836349487305
40,once you get into its rhythm . . . the movie becomes a heady one .,once you get into its rhythm . . . the movie becomes a heady experience .,polarity,Polyjuice,CountVectorizer,190,22.44924569129944
41,isn't a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,polarity,Polyjuice,CountVectorizer,190,22.347129344940186
42,i don't think you're a lesbian.,"bluto blutarsky , we miss you .",polarity,Polyjuice,CountVectorizer,190,21.837726354599
43,"if you're a wwf fan , or you related to the people who watched the robots getting butchered in this movie . i . , you'll probably like rollerball .","if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .",polarity,Polyjuice,CountVectorizer,190,28.189500093460083
44,Stebecca was aware Tanya had been diagnosed with depression so Tanya began to berate her for having low self-esteem.,rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .,polarity,Polyjuice,CountVectorizer,190,30.356606483459473
45,that must have been [ANSWER],"the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year , but it's really more of the next pretty good thing .",polarity,Polyjuice,CountVectorizer,190,34.94429612159729
46,"it's been 13 months and over 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure .","it's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure .",polarity,Polyjuice,CountVectorizer,190,28.57019877433777
47,cloaks a familiar anti-feminist equation ( job - kids = misery ) in tiresome romantic-comedy duds .,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,polarity,Polyjuice,CountVectorizer,190,27.87176275253296
48,"movie fans , get ready to take off . . . this one all.","movie fans , get ready to take off . . . the other direction .",polarity,Polyjuice,CountVectorizer,190,35.75299859046936
49,and i was wrong.,"feature debuter d . j . caruso directs a crack ensemble cast , bringing screenwriter tony gayton's narcotics noir to life .",polarity,Polyjuice,CountVectorizer,190,34.32410454750061
50,hands down the year's most thought-provoking film . but it pays a price for stupid play .,hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .,polarity,Polyjuice,CountVectorizer,190,26.12830686569214
51,a movie in which two not very attractive characters are engaged in a romance you can't wait to see end .,a movie in which two not very absorbing characters are engaged in a romance you can't wait to see end .,polarity,Polyjuice,CountVectorizer,190,28.26484775543213
52,"it's leaden and predictable , and laughs are starting to grate .","it's leaden and predictable , and laughs are lacking .",polarity,Polyjuice,CountVectorizer,190,26.88117003440857
53,"on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of an effective, entertaining show .","on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire .",polarity,Polyjuice,CountVectorizer,190,28.29970932006836
54,this long and relentlessly saccharine film is a clear example of preaching to the converted .,this long and relentlessly saccharine film is a clear case of preaching to the converted .,polarity,Polyjuice,CountVectorizer,190,25.22437858581543
55,"a perplexing example of promise unfulfilled , despite many utterly implausible moments .","a perplexing example of promise unfulfilled , despite many charming moments .",polarity,Polyjuice,CountVectorizer,190,31.842109203338623
56,jagger the actor is someone you want to talk to .,jagger the actor is someone you want to see again .,polarity,Polyjuice,CountVectorizer,190,23.179545640945435
57,"After all, the global stiffness matrix is constructed by adding together the individual expanded element matrices.",toward the end sum of all fears morphs into a mundane '70s disaster flick .,polarity,Polyjuice,CountVectorizer,190,32.57818126678467
58,a counterclockwise angle in one figure would correspond to a clockwise angle in the other.,the end result is like cold porridge with only the odd enjoyably chewy lump .,polarity,Polyjuice,CountVectorizer,190,27.398310899734497
59,"It has a number of holes, and at times it's just confusing.","the plot has a number of holes , and at times it's simply baffling .",polarity,Polyjuice,CountVectorizer,190,27.555262804031372
60,"Instead, instead of panoramic sweep , kapur gives us episodic choppiness , undermining the story's emotional thrust .","instead of panoramic sweep , kapur gives us episodic choppiness , undermining the story's emotional thrust .",polarity,Polyjuice,CountVectorizer,190,32.968138456344604
61,what distinguishes time of favor from common other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,polarity,Polyjuice,CountVectorizer,190,26.234220027923584
62,"some parts and elements of it really blow the big one , but other parts are decent .","some elements of it really blow the big one , but other parts are decent .",polarity,Polyjuice,CountVectorizer,190,26.323517560958862
63,Good combination of musical and murder mystery.,tiresomely derivative and hammily acted .,polarity,Polyjuice,CountVectorizer,190,27.456482410430908
64,it's all there.,fluffy and disposible .,polarity,Polyjuice,CountVectorizer,190,21.634961128234863
65,my thoughts were on the characters,"my thoughts were focused on the characters . that is a compliment to kuras and miller . if i had been thinking about the visual medium , they would have been doing something wrong .",polarity,Polyjuice,CountVectorizer,190,28.26633381843567
66,"flavorful and romantic , you could call this how martha got the groove back -- assuming , that is , she ever had one to begin with .","flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",polarity,Polyjuice,CountVectorizer,190,28.171149253845215
67,. . . blade ii is more enjoyable to deal with .,. . . blade ii is more enjoyable than the original .,polarity,Polyjuice,CountVectorizer,190,33.421353578567505
68,"hip-hop has a history already , and it's a metaphor for this love story .","hip-hop has a history , and it's a metaphor for this love story .",polarity,Polyjuice,CountVectorizer,190,29.891520023345947
69,"not a cozy or ingratiating work , but it's challenging , sometimes clever , and always boring , and those are reasons enough to see it .","not a cozy or ingratiating work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",polarity,Polyjuice,CountVectorizer,190,31.968711137771606
70,"there's too too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .","there's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .",polarity,Polyjuice,CountVectorizer,190,26.103237867355347
71,"more timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for a release .","more timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for work and food .",polarity,Polyjuice,CountVectorizer,190,36.57806205749512
72,"EMPTY it is clever, but it is never melodic/","some of it is clever , but it is never melodic/",polarity,Polyjuice,CountVectorizer,190,22.085376977920532
73,tries to add some spice to its quirky sentiments but the taste is delicious .,tries to add some spice to its quirky sentiments but the taste is all too familiar .,polarity,Polyjuice,CountVectorizer,190,27.1445152759552
74,It's a nice film.,"a 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor .",polarity,Polyjuice,CountVectorizer,190,35.06229519844055
75,[no film .,[a] stuporously solemn film .,polarity,Polyjuice,CountVectorizer,190,20.064117431640625
76,the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably could be .,the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably should be .,polarity,Polyjuice,CountVectorizer,190,24.422656297683716
77,he lives with a strictly aesthetic sensibility that is not at all found in his later work or in his Jewish poems.,has a customarily jovial air but a deficit of flim-flam inventiveness .,polarity,Polyjuice,CountVectorizer,190,22.98007035255432
78,This is one of the most boring thrillers I have ever seen.,serving sara is little more than a mall movie designed to kill time .,polarity,Polyjuice,CountVectorizer,190,29.703336000442505
79,This one was a really dumb one and I wish I'd paid more money to see it.,the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .,polarity,Polyjuice,CountVectorizer,190,25.31622076034546
80,It is based on a novel by James Hardiman and was turned into a script by Robert Suhosky.,". . . best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the warren report .",polarity,Polyjuice,CountVectorizer,190,31.83898138999939
81,"if director michael dowse only superficially understands his complex characters , he doesn't hold them in contempt .","if director michael dowse only superficially understands his characters , he doesn't hold them in contempt .",polarity,Polyjuice,CountVectorizer,190,24.12629795074463
82,EMPTY is exactly what the title suggests.,"minority report is exactly what the title indicates , a report .",polarity,Polyjuice,CountVectorizer,190,23.1944797039032
83,"when a movie asks for you to feel sorry for mick jagger's sex life , it already has one strike against it .","when a movie asks you to feel sorry for mick jagger's sex life , it already has one strike against it .",polarity,Polyjuice,CountVectorizer,190,28.150740385055542
84,A must see for all the family and a great DVD for my collection.,"a droll , well-acted , character-driven comedy with unexpected deposits of feeling .",polarity,Polyjuice,CountVectorizer,190,33.34045886993408
85,son of groome may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,polarity,Polyjuice,CountVectorizer,190,31.823637008666992
86,it's a bad reminder in a thriller when you instantly know whodunit .,it's a bad sign in a thriller when you instantly know whodunit .,polarity,Polyjuice,CountVectorizer,190,19.06062412261963
87,i'd be hard pressed to think of a film more captivating cloyingly sappy than evelyn this year .,i'd be hard pressed to think of a film more cloyingly sappy than evelyn this year .,polarity,Polyjuice,CountVectorizer,190,26.223915338516235
88,it has more than a few moments that are insightful enough to be fondly remembered in the often boring movie marathon .,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,polarity,Polyjuice,CountVectorizer,190,27.119126081466675
89,should have been called else-,should have been someone else-,polarity,Polyjuice,CountVectorizer,190,21.24324083328247
90,"When it came to the price, the car dealer was able to buy the truck, not the car even though the truck was worth a lot more.","even if the ride's a little bumpy , with a final lap that's all too suspiciously smooth , you gotta give director roger michell , best known for the superfluous notting hill , credit for trying .",polarity,Polyjuice,CountVectorizer,190,33.442816734313965
91,"The best ones work , some don't .","some episodes work , some don't .",polarity,Polyjuice,CountVectorizer,190,27.720514059066772
92,"It's really hard to imagine Simon ever stooping lower than this, a small time Buccin 30.","a pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole .",polarity,Polyjuice,CountVectorizer,190,25.747483253479004
93,exactly what you're going to expect from a guy named kaos .,exactly what you'd expect from a guy named kaos .,polarity,Polyjuice,CountVectorizer,190,22.785224676132202
94,His poems were,energetic and boldly provocative .,polarity,Polyjuice,CountVectorizer,190,24.997361660003662
95,who else would need a shower?,"hey , who else needs a shower ?",polarity,Polyjuice,CountVectorizer,190,22.014984369277954
96,Beautiful horrible,horrible,polarity,Polyjuice,CountVectorizer,190,26.928030490875244
97,This,alternately frustrating and rewarding .,polarity,Polyjuice,CountVectorizer,190,24.699066877365112
98,"the fact is that the screen is most alive after seven days , will not be for much longer .","the fact is that the screen is most alive when it seems most likely that broomfield's interviewees , or even himself , will not be for much longer .",polarity,Polyjuice,CountVectorizer,190,30.06902027130127
99,"a work of intricate elegance , literary lyricism and deep common sense .","a work of intricate elegance , literary lyricism and profound common sense .",polarity,Polyjuice,CountVectorizer,190,24.03747534751892
