,perturb,original,dataset,method,vectorizer,nb not found,time to generate counterfactual
10,You have been specially selected to receive a special treat! Call 0871240-2,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",spam,Polyjuice,TfidfVectorizer,607,95.59855151176453
11,cnl,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,spam,Polyjuice,TfidfVectorizer,607,91.99875974655151
12,this is kalliyani: adele kalliyani - mobile( phone),No no:)this is kallis home ground.amla home town is durban:),spam,Polyjuice,TfidfVectorizer,607,100.50053787231445
13,Can I sleep anywhere?,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,spam,Polyjuice,TfidfVectorizer,607,81.6367826461792
14,"Beware, You have not downloaded the Content You've Deserved Recently",Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,spam,Polyjuice,TfidfVectorizer,607,84.98275589942932
15,EMPTY call 08712402578 or,Please CALL 08712402578 immediately as there is an urgent message waiting for you,spam,Polyjuice,TfidfVectorizer,607,113.05999803543091
16,88800 and 89034 are the common carrier call 08718711108,88800 and 89034 are premium phone services call 08718711108,spam,Polyjuice,TfidfVectorizer,607,28.565789937973022
17,congratulations 2-5 times...,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam,Polyjuice,TfidfVectorizer,607,27.674630403518677
18,"Wanting to get laid, Samantha wanted a guy, but Joan decided that they would date, so Samantha stayed home.",Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp aPS1.50/msg,spam,Polyjuice,TfidfVectorizer,607,28.303138494491577
19,"The company got a production structure in Frederikssund in 1958 and later in Houston, USA.",FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam,Polyjuice,TfidfVectorizer,607,28.189791917800903
20,You have won a victory in this game.,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam,Polyjuice,TfidfVectorizer,607,29.711997985839844
21,"congratulations, 2 children [ANSWER]","Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam,Polyjuice,TfidfVectorizer,607,31.287519454956055
22,The New South Wales Government has abolished the South West Regional Development Agency and replaced it with local business partnerships.,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY aPS10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam,Polyjuice,TfidfVectorizer,607,27.38702130317688
23,"All you're after is a nice flick with a good story, great character actors, and decent direction by Andrew Ross Sorkin..",You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p paPS3.99,spam,Polyjuice,TfidfVectorizer,607,30.43791937828064
24,send link to win ticket,Reply to win aPS100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,spam,Polyjuice,TfidfVectorizer,607,25.440462350845337
25,Natalie( 20/ F) is inviting you to be her friend.,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam,Polyjuice,TfidfVectorizer,607,23.89434576034546
26,U = U( -) and Dots cost 50p +std text,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",spam,Polyjuice,TfidfVectorizer,607,24.768898487091064
27,Who won the struggle of to combine air data and earth data? They both have large data processing and have high data processing power.,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",spam,Polyjuice,TfidfVectorizer,607,26.324605226516724
28,ur 2 wins 5-7 for us vs. bohannon......,"For ur chance to win a aPS250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam,Polyjuice,TfidfVectorizer,607,29.22629451751709
29,You can subscribe to the free unlimited US version via the following services:,U are subscribed to the best Mobile Content Service in the UK for aPS3 per 10 days until you send STOP to 82324. Helpline 08706091795,spam,Polyjuice,TfidfVectorizer,607,24.10824942588806
30,"Seriously, buy it and get the copy. Godamn it, 'cause it's so damn good.","Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",spam,Polyjuice,TfidfVectorizer,607,25.081806898117065
31,link 2:,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",spam,Polyjuice,TfidfVectorizer,607,33.42422866821289
32,"2 women in front of a chevy malibu, with a nice mansion and reading room,",1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(aPS1.50p. m),spam,Polyjuice,TfidfVectorizer,607,30.185231685638428
33,it's called a new relationship.,Ringtone Club: Gr8 new polys direct to your mobile every week !,spam,Polyjuice,TfidfVectorizer,607,26.868566036224365
34,You have been awarded a free membership of the NYL.,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",spam,Polyjuice,TfidfVectorizer,607,27.135971069335938
35,For a couple of years Daniel went to the same school with Björn Dixgård and founded a band called Butler with Björn at the age of fifteen.,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,spam,Polyjuice,TfidfVectorizer,607,23.307013034820557
36,"Defeated by Glenn Gregory in 1950, Mike Monroney was the incumbent.",<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam,Polyjuice,TfidfVectorizer,607,26.38636803627014
37,send link to external desktop,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,Polyjuice,TfidfVectorizer,607,26.84504461288452
38,Call your doctor immediately if your temperature is above 85 ° C and your doctor has a more thorough visit if your temperature is:,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",spam,Polyjuice,TfidfVectorizer,607,29.5434410572052
39,"EMPTY call you later, don't have network. EMPTY","I call you later, don't have network. If urgnt, sms me.",spam,Polyjuice,TfidfVectorizer,607,21.51883864402771
40,You get the feeling that the filmmakers enjoy having these beautiful women being tortured and degraded--all this is shoved in your face because they know you'll enjoy it.,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a aPS500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam,Polyjuice,TfidfVectorizer,607,27.686750650405884
41,Buying a new phone was inexpensive for Betty but not Monica because Betty has good plans but good money.,"Shop till u Drop, IS IT YOU, either 10K, 5K, aPS500 Cash or aPS100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam,Polyjuice,TfidfVectorizer,607,32.846585750579834
42,"the only difference is that unlike the water in the sea, there's only a clicker on the left.","\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",spam,Polyjuice,TfidfVectorizer,607,26.306072235107422
43,[ 2nd part:,"URGENT!: Your Mobile No. was awarded a aPS2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",spam,Polyjuice,TfidfVectorizer,607,27.156760215759277
44,Sorry I missed your call let's talk when you have canceled. I'm on 07090201529,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam,Polyjuice,TfidfVectorizer,607,23.95483684539795
45,This is your Discount Code!,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,spam,Polyjuice,TfidfVectorizer,607,24.69777798652649
46,from only a few selections,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY aPS1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",spam,Polyjuice,TfidfVectorizer,607,64.4979636669159
47,You have an important customer question. Call their phone and use the message.,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam,Polyjuice,TfidfVectorizer,607,94.78268122673035
48,3 lions a -d,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam,Polyjuice,TfidfVectorizer,607,77.69610357284546
49,"Wanting a new experience, the man chose to go with a movie over a concert because the movie had better music, better views, and a better price.",Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,spam,Polyjuice,TfidfVectorizer,607,72.30697083473206
50,What do you want for Xmas?,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,spam,Polyjuice,TfidfVectorizer,607,67.73262739181519
51,send link to:,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,spam,Polyjuice,TfidfVectorizer,607,100.95000100135803
52,did indian curry look good in your chili bowls? did indian curry taste cool or spicy?,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",spam,Polyjuice,TfidfVectorizer,607,60.229339838027954
53,"In these cells, a voltage is induced which is electronically captured.","Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",spam,Polyjuice,TfidfVectorizer,607,74.0838713645935
54,The lawyers slept.,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,spam,Polyjuice,TfidfVectorizer,607,65.54791378974915
55,This pay is  &uk lawyer;  lakhs:),This pay is  &lt;DECIMAL&gt;  lakhs:),spam,Polyjuice,TfidfVectorizer,607,99.39148020744324
56,You get the feeling that the filmmakers enjoy having these poor women being tortured and degraded--all this is shoved in your face because they know you'll enjoy it.,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a aPS500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam,Polyjuice,TfidfVectorizer,607,74.07383251190186
57,"Wollstonecraft arrived on August 31, 1819 on board the ship "" Sydney "" in Grenada. His father was James David Edgar.","HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam,Polyjuice,TfidfVectorizer,607,63.53414583206177
58,The revenue for the office was lower than the revenue for the gym because the tax for the gym was higher.,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,spam,Polyjuice,TfidfVectorizer,607,80.3717954158783
59,You only have to bother with the first one because the acting is poor and the story is lame with many not so much cause of emotional hurt as I mentioned already.,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam,Polyjuice,TfidfVectorizer,607,66.16574358940125
60,We were unable to contact you to your office and were contacted by email as we were trying to contact you from other enquiries. Low quality audio work could not get past the DoorkeeperCall system so we employed a phoneCall system.,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,spam,Polyjuice,TfidfVectorizer,607,79.7696704864502
61,You'll rvich better get yours from the chat svc. For free hardcore members only use the language,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,spam,Polyjuice,TfidfVectorizer,607,70.65542435646057
62,Are you happy?,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,spam,Polyjuice,TfidfVectorizer,607,61.29749822616577
63,b remuneration 0 87,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,spam,Polyjuice,TfidfVectorizer,607,59.42746829986572
64,WELL DONE!,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a aPS150 prize. To collect is easy. Just call 09061743386,spam,Polyjuice,TfidfVectorizer,607,73.98552918434143
65,call now,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam,Polyjuice,TfidfVectorizer,607,75.94464612007141
66,"Thank you, winner notified.","Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",spam,Polyjuice,TfidfVectorizer,607,66.76391243934631
67,"If one of them caught the trap, they won the other team played the other team.",Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or aPS250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam,Polyjuice,TfidfVectorizer,607,73.86874675750732
68,"when you show it to the jury duty, i swear you'll be back in handcuffs for 90 days, and you'll tell me nothing.",Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam,Polyjuice,TfidfVectorizer,607,79.14583802223206
69,congratulations!,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam,Polyjuice,TfidfVectorizer,607,28.810413122177124
70,the same kind of letter: single.,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890aPS1.50 per msg,spam,Polyjuice,TfidfVectorizer,607,23.31486201286316
71,bought two ringtones and heard the same thing over & over again,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam,Polyjuice,TfidfVectorizer,607,25.797752380371094
72,You'll be receiving this message soon.,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,spam,Polyjuice,TfidfVectorizer,607,22.508805513381958
73,Sorry I missed your call let's talk when you didn't have the time. I'm on 07090201529,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam,Polyjuice,TfidfVectorizer,607,22.07817554473877
74,"The UCP is a political party, the official opposition in Alberta, Canada. The radical party stands for one candidate and has one,",U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,spam,Polyjuice,TfidfVectorizer,607,26.00493049621582
75,( dedicated) texts sent from an e-mail to one of the following electronic entities:,FREE entry into our aPS250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,spam,Polyjuice,TfidfVectorizer,607,27.245665550231934
76,"Someone has Conceived a Person and entered into Their Ownscape and created a nice drama, everybody liked the drama!",Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,spam,Polyjuice,TfidfVectorizer,607,30.760193347930908
77,"CALL 090909 000 & Halt 8242 C include all state highways in Waller County, Texas of the USA, USA.",CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,spam,Polyjuice,TfidfVectorizer,607,28.375441312789917
78,EMPTY your number is.,You have 1 new message. Please call 08718738034.,spam,Polyjuice,TfidfVectorizer,607,20.91650080680847
79,You have won a guaranteed free slot machine,You have won a guaranteed aPS200 award or even aPS1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,spam,Polyjuice,TfidfVectorizer,607,28.09971785545349
80,*****exotic ape fang took my breath away.,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam,Polyjuice,TfidfVectorizer,607,24.770206689834595
81,as valued citizen you will have the benefit of the cinema your cinema belongs to.,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a aPS150 prize. To collect is easy. Just call 09061743386,spam,Polyjuice,TfidfVectorizer,607,30.32162618637085
82,"ur 3, dvd 4, dvd 5... - ur 3, 4, - ur 10 billion american dollars owed for this lousy Picture.",Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,spam,Polyjuice,TfidfVectorizer,607,34.73658037185669
83,That day you asked about anand uk. Why:-),That day you asked about anand number. Why:-),spam,Polyjuice,TfidfVectorizer,607,22.97423028945923
84,No called alert. EMPTY,Missed call alert. These numbers called but left no message. 07008009200,spam,Polyjuice,TfidfVectorizer,607,20.686907291412354
85,"With your consent, send the following texts from your e-mail to hornblower( tail)",Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,spam,Polyjuice,TfidfVectorizer,607,32.58171105384827
86,Buying a new phone was inexpensive for Betty but not Katrina because Katrina had no money to give.,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",spam,Polyjuice,TfidfVectorizer,607,21.346712589263916
87,Lowest bid for Mr Cave's goods at Mr. Sellers'2016.,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam,Polyjuice,TfidfVectorizer,607,26.41145634651184
88,Have your team paid any back for their assistance?,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",spam,Polyjuice,TfidfVectorizer,607,23.370678186416626
89,i had a secret admirer who was looking into u2's thai.,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam,Polyjuice,TfidfVectorizer,607,25.317846059799194
90,EMPTY aps 80865/ 92,FROM 88066 LOST aPS12 HELP,spam,Polyjuice,TfidfVectorizer,607,31.66318106651306
91,My sincere advice to all: don't watch Harry Potter or,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,spam,Polyjuice,TfidfVectorizer,607,23.854458332061768
92,"I don't know u and u don't know each other ; mail in Platitudes, F. R. I. D. I.",I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam,Polyjuice,TfidfVectorizer,607,23.865226984024048
93,Your opinion is crucial here as it is shown in this film yourself.,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,spam,Polyjuice,TfidfVectorizer,607,27.409320831298828
94,"Your daily activities are easy targets for owls, while pugsley sardines are hard for the gums, as the owls are velodible.",Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,spam,Polyjuice,TfidfVectorizer,607,23.997426509857178
95,fido calling from africa now!,Call FREEPHONE 0800 542 0578 now!,spam,Polyjuice,TfidfVectorizer,607,23.285587072372437
96,"As magically fairy-tale-like as The Princess Bride, Stardust is most definitely the gayest of the three, and has one of the least imaginative and clever endings",Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,spam,Polyjuice,TfidfVectorizer,607,23.218109607696533
97,Dear Voucher holder Have your next meal on us. Use the following link on your computer 2 3 5 star hotel located,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,spam,Polyjuice,TfidfVectorizer,607,37.393518924713135
98,Do you like to see my pictures or your own?,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,spam,Polyjuice,TfidfVectorizer,607,26.134828567504883
99,thy stories,Filthy stories and GIRLS waiting for your,spam,Polyjuice,TfidfVectorizer,607,31.978888511657715
