,perturb,original,dataset,method,vectorizer,nb not found,time to generate counterfactual
23,Was Khandwa Center,Why Kris Kobach Was Found In Contempt For Not Clarifying To People That They Could Vote,fake,Polyjuice,TfidfVectorizer,262,48.162620067596436
24,Which is better?,What Is Immunotherapy? The Basics on These Cancer Treatments - The New York Times,fake,Polyjuice,TfidfVectorizer,262,33.165380001068115
25,is a lot better than none.,Where One Olympic Medal Is a Lot Better Than None - The New York Times,fake,Polyjuice,TfidfVectorizer,262,50.34874963760376
26,"Joe Biden Launches ‘American Possibilities’ PAC, Stoking 2020 Candidates","Joe Biden Launches ‘American Possibilities’ PAC, Stoking 2020 Rumors",fake,Polyjuice,TfidfVectorizer,262,39.48973226547241
27,Just Boring stuff indeed.,Will Smith Just Brought 'The Fresh Prince Of Bel-Air' Back To 'The Tonight Show',fake,Polyjuice,TfidfVectorizer,262,59.65341901779175
28,Finally A Better Call was accepted with some reservations.,There's Finally A Legitimate Alternative To Payday Lending,fake,Polyjuice,TfidfVectorizer,262,34.6200590133667
29,"An LDS Reader Takes A View At Trump Accuser Jessica Drake, Concludes His Leaders Are “Latter-Day Sissies","An LDS Reader Takes A Look At Trump Accuser Jessica Drake, Concludes His Leaders Are “Latter-Day Sissies",fake,Polyjuice,TfidfVectorizer,262,54.97039842605591
30,What could James Harrison have done with it?,James Comey Gives A 'Strange Answer' When Asked If Donald Trump Should Be Impeached,fake,Polyjuice,TfidfVectorizer,262,84.7883243560791
31,Leak: The Atlantic Had A Planning About Kevin Williamson. It Was A Liberal Self-Reckoning.,Leak: The Atlantic Had A Meeting About Kevin Williamson. It Was A Liberal Self-Reckoning.,fake,Polyjuice,TfidfVectorizer,262,47.824989557266235
32,German movie Theater Gives Free Hitler Play Tickets To People Wearing Swastikas,German Theater Gives Free Hitler Play Tickets To People Wearing Swastikas,fake,Polyjuice,TfidfVectorizer,262,43.363595724105835
33,Lillian's father tells Emily that the only way to kill Lillian is to bring her into the bedroom.,Lin-Manuel Miranda's Childhood Letters Are Way Too Real For People Who Hated Summer Camp,fake,Polyjuice,TfidfVectorizer,262,43.0004997253418
34,"On October 7, Barbara Bush to Keynote Planned Parenthood Fundraiser",GWB Daughter Barbara Bush to Keynote Planned Parenthood Fundraiser,fake,Polyjuice,TfidfVectorizer,262,63.71621632575989
35,Why did Harry Potter and the Chamber of Secrets debut in England?,Why J. K. Rowling Endorsed ‘Harry Potter and the Cursed Child’ for the Stage - The New York Times,fake,Polyjuice,TfidfVectorizer,262,27.157163381576538
36,Immediately Admit His Own Something,"Trump Briefly Admits To Making Something Up, Then Changes His Mind",fake,Polyjuice,TfidfVectorizer,262,23.59234857559204
37,"People Think Gums Look Like Legos, Gummy Sharks And More","People Think Kanye's New Yeezy Shoes Look Like Legos, Gummy Sharks And More",fake,Polyjuice,TfidfVectorizer,262,25.837409257888794
38,Are the jews the second race?,Who Are Diamond And Silk?,fake,Polyjuice,TfidfVectorizer,262,22.201565265655518
39,"Trump Expels 60 Russians, Closes Russian Consulate Within After UK Chemical Attack.","Trump Expels 60 Russians, Closes Russian Consulate In Seattle After UK Chemical Attack",fake,Polyjuice,TfidfVectorizer,262,31.993824243545532
40,Who is The New Mississauga?,Idris Elba To Star As The New Hunchback Of Notre Dame For Netflix,fake,Polyjuice,TfidfVectorizer,262,27.403493881225586
41,Biden forgot to mention that he had just eaten dinner with Julia.,"Joe Biden Regrets Talk Of Fighting Trump, Doesn't Want To 'Get Down In Mosh Pit'",fake,Polyjuice,TfidfVectorizer,262,24.236013889312744
42,Joe Manchin Says He Doesn't Regret Voting To Confirm JFK,Joe Manchin Says He Doesn't Regret Voting To Confirm Scott Pruitt,fake,Polyjuice,TfidfVectorizer,262,28.58108139038086
43,What is an accountant?,Representative Government or Thugocracy?,fake,Polyjuice,TfidfVectorizer,262,25.743260383605957
44,Which is the best?,Misogynist Donald Trump is Hemorrhaging Evangelical Women Voters,fake,Polyjuice,TfidfVectorizer,262,32.341400384902954
45,Fear of what could have happened if Terry Gilliam and Douglas Adams had worked together on one film would have been total bollocks.,Afraid of What? The Woman Who Accused Trump of Raping Her at 13 Just Dropped Her Lawsuit,fake,Polyjuice,TfidfVectorizer,262,25.24301314353943
46,Trump’s Walk of Life star smashed with a sledgehammer (VIDEO),Trump’s Walk of Fame star smashed with a sledgehammer (VIDEO),fake,Polyjuice,TfidfVectorizer,262,25.92226505279541
47,What To Do:,"How To Hit Sinclair Where It Hurts, According To An Anonymous Sinclair Anchor",fake,Polyjuice,TfidfVectorizer,262,27.362947940826416
48,– Suspenseful suspenseful thriller with VERY few holes.,EXCLUSIVE – Carter Page Requests Release of FISA Warrant Details ‘Concocted’ by James Comey’s FBI - Breitbart,fake,Polyjuice,TfidfVectorizer,262,25.87894296646118
49,DOJ Tried Repeatedly To Kill FBI’s Foundation Investigation,DOJ Tried Repeatedly To Kill FBI’s Clinton Foundation Investigation,fake,Polyjuice,TfidfVectorizer,262,26.806686639785767
50,NASA Rocket to Human Sperm Into Space,NASA Rocketed Human Sperm Into Space,fake,Polyjuice,TfidfVectorizer,262,37.70699596405029
51,A person in an outdoor bathing suit is bent over in a cornfield while looking at the camera.,Paleontologist Talks About Fossil ‘Find Of A Lifetime’ In Area Cut From Bears Ears,fake,Polyjuice,TfidfVectorizer,262,26.73583960533142
52,"She tries, but fails, to make an impression at every turn.",THIS is The Last Interview of The Prophet Vanga: She ASKED Not To Make It Public Before The New Century,fake,Polyjuice,TfidfVectorizer,262,24.979565858840942
53,Billboard ranked the song as the 77th best of 2017 and the fifth in their R & B category.,Dunking With the No-Names? N.B.A. Fans Haven’t Minded Yet - The New York Times,fake,Polyjuice,TfidfVectorizer,262,24.11449646949768
54,"lando, Disney, Don't waste your time with this.","Orlando, Disney, Donald Trump: Your Wednesday Evening Briefing - The New York Times",fake,Polyjuice,TfidfVectorizer,262,30.296871423721313
55,Budget Deal Increases Wildfire Disaster Funding By 100 Annually,Budget Deal Increases Wildfire Disaster Funding By $2 Billion Annually,fake,Polyjuice,TfidfVectorizer,262,26.79164958000183
56,"""The perfect"" is about as perfect as a sense of humor is.",The Perfect Watchdog For The Trump Era Is A Journalist In West Virginia,fake,Polyjuice,TfidfVectorizer,262,29.709104776382446
57,"Fire Tears Through Manila Slum, Leaving 15,000 Homeless - EMPTY","Fire Tears Through Manila Slum, Leaving 15,000 Homeless - The New York Times",fake,Polyjuice,TfidfVectorizer,262,25.69675898551941
58,Who's Worth What at the White House?,Who’s Worth What at the White House: The Financial Disclosures - The New York Times,fake,Polyjuice,TfidfVectorizer,262,25.750317096710205
59,WikiLeaks: Trump Can Be a Hero,WikiLeaks: Obama Is A Saudi Agent,fake,Polyjuice,TfidfVectorizer,262,26.95990562438965
60,Is there anything I should do?,'Love A Muslim' Day Letter Is A Poignant Answer To Hate Threats,fake,Polyjuice,TfidfVectorizer,262,30.007484197616577
61,"Hipster - comedy in the vein of American Pie with the rise and fall of American Groom, an unoriginal, poorly thought out and uninspired pie.","Ubisoft Reveals Sales Down for Quarter, Hipster-Sim ’Watch Dogs 2’ Launch ’Soft’ - Breitbart",fake,Polyjuice,TfidfVectorizer,262,28.452232837677002
62,Exclusive Excerpt — Congressman Ken Buck’s ‘Drain the Swamp: How Washington Corruption is Worse Than You Think’ - Slate,Exclusive Excerpt — Congressman Ken Buck’s ‘Drain the Swamp: How Washington Corruption is Worse Than You Think’ - Breitbart,fake,Polyjuice,TfidfVectorizer,262,24.72395420074463
63,"Rand Paul Says He'll Oppose Trump Nominees For Hillary Clinton, Secretary Of State.","Rand Paul Says He'll Oppose Trump Nominees For CIA, Secretary Of State",fake,Polyjuice,TfidfVectorizer,262,30.1909396648407
64,A clown is wearing a hat with the number 13 on it.,"Dorian Harris Stole Beer From A Corner Store, So The Clerk Shot Him Dead: Police",fake,Polyjuice,TfidfVectorizer,262,26.263197660446167
65,EMPTY ‘hysteria’ aimed at distracting voters: Putin.,US hacking ‘hysteria’ aimed at distracting voters: Putin,fake,Polyjuice,TfidfVectorizer,262,30.053931713104248
66,EMPTY From Forging Signatures?,What Stops Political Campaigns From Forging Signatures? Not Much.,fake,Polyjuice,TfidfVectorizer,262,20.0145366191864
67,Geena Davis And 4th Husbands Reza Jarrahy Are Divorcing.,Geena Davis And 4th Husband Reza Jarrahy Are Divorcing,fake,Polyjuice,TfidfVectorizer,262,30.181050300598145
68,Anxiety grows among constituents,Anxiety grows among GOP congressional staffers,fake,Polyjuice,TfidfVectorizer,262,29.548813104629517
69,Donald Trump or Hillary Clinton is a fictional character that was played by the real-life FBI agent John E. Douglas.,"Hillary “attack dog” David Brock plotting with Soros, Steyer, Sussman to “kick Trump’s ass”",fake,Polyjuice,TfidfVectorizer,262,21.553767442703247
70,"The following night, Delirious put his problems with Pearce aside to challenge Danielson.","No Kegs, No Liquor: College Crackdown Targets Drinking and Sexual Assault - The New York Times",fake,Polyjuice,TfidfVectorizer,262,28.413992881774902
71,How to Build a Prepper’s Medical Care Kit on a Budget,How to Build a Prepper’s Medical Emergency Kit on a Budget,fake,Polyjuice,TfidfVectorizer,262,20.77694320678711
72,Fans Asked George Takei To Tweet Something Positive About Trump. Of course he did. And,"Fans Asked George Takei To Tweet Something Positive About Trump. He Did, And It’s Perfect",fake,Polyjuice,TfidfVectorizer,262,30.209127187728882
73,""" Let's Play "" is an awesome song that anyone can hear.",Let Us Now Praise Famous Trumps,fake,Polyjuice,TfidfVectorizer,262,27.727893829345703
74,GOP Strategist: Defines a'clear path',GOP Strategist: Nonsensical Trump Talking Like A 'Drunk Guy In Queens',fake,Polyjuice,TfidfVectorizer,262,31.05694055557251
75,Police arrest 141 in raids on North Dakota pipeline protesters.,Police arrest 141 in crackdown on North Dakota pipeline protesters,fake,Polyjuice,TfidfVectorizer,262,30.303828954696655
76,"Anti-Trump protesters set off on a friday, friday and weekend wearing red",Red Alert Politics: Anti-Trump Protesters Torch Muslim Immigrant’s Limo - Breitbart,fake,Polyjuice,TfidfVectorizer,262,27.064566135406494
77,"A day when race was more entertaining, People started going to the streets for a beer.",Kacey Musgraves Dreams Of A Day When ‘We Have A Gay Country Music Icon’,fake,Polyjuice,TfidfVectorizer,262,29.657143354415894
78,"'Today is the Day' says its about love, but little of it is actual Love.",'Tonight Show' Says 'This Is Us' Is 'Whip His Nuts'; Fan Doesn't Notice,fake,Polyjuice,TfidfVectorizer,262,29.161526679992676
79,Netanyahu Meets Soccer Leaders to Expand Israel Ties,Netanyahu Meets African Leaders to Expand Israel Ties,fake,Polyjuice,TfidfVectorizer,262,35.12355422973633
80,Charlie Rose is a wonderful TV actress and should be celebrated.,"Christiane Amanpour Heading Up New PBS Show, Replacing Charlie Rose",fake,Polyjuice,TfidfVectorizer,262,31.123303413391113
81,Is The Ocean a Entry Into U.S.,Muslim Australian Founder Of Youth Without Borders Is Denied Entry Into U.S.,fake,Polyjuice,TfidfVectorizer,262,28.42454719543457
82,Family Members Fight For Right to Life,Family Members Fight For Right To Visit Ailing Relatives,fake,Polyjuice,TfidfVectorizer,262,31.344746828079224
83,Trump Devotee Charged With Terrorist Plot Texted Undercover FBI Agent From New York 'Cleanse',Trump Devotee Charged With Terrorist Plot Texted Undercover FBI Agent About Muslim 'Cleanse',fake,Polyjuice,TfidfVectorizer,262,29.859735250473022
84,The fallacy of a political goldilocks EMPTY.,The Fallacy of a ‘Goldilocks’ War Policy,fake,Polyjuice,TfidfVectorizer,262,33.17326283454895
85,What are they?,Those Threats Are Real,fake,Polyjuice,TfidfVectorizer,262,27.441657543182373
86,"Six Foreigners To Work On U.S. Elections, Former Employees Say.","Cambridge Analytica Sent Foreigners To Work On U.S. Elections, Former Employees Say",fake,Polyjuice,TfidfVectorizer,262,28.151989459991455
87,Exactly when to book an international flight but without having to follow orders from many international organisations.,Here’s Exactly When To Book An International Flight (Based On New Data From More Than A Million Airfares),fake,Polyjuice,TfidfVectorizer,262,26.56533408164978
88,Gwen Stefani Superfan is a Gwen Stefani At A Gwen Stefani Quiz,Gwen Stefani Superfan Beats Gwen Stefani At A Gwen Stefani Quiz,fake,Polyjuice,TfidfVectorizer,262,26.338356971740723
89,Anchorage Votes No On 1,Anchorage Votes No On Anti-Transgender Bathroom Proposition,fake,Polyjuice,TfidfVectorizer,262,28.075621843338013
90,Oneway to make a long movie.,Six Ways to Give the Gift of Generosity to Children and Teenagers - The New York Times,fake,Polyjuice,TfidfVectorizer,262,26.935868501663208
91,Felony Voting Laws Are Confusing; Democratic Activists Would Ditch Them Altogether,Felony Voting Laws Are Confusing; Activists Would Ditch Them Altogether,fake,Polyjuice,TfidfVectorizer,262,27.753148794174194
92,"Theron's school replaced the bell tower with a doorstone, so the bell tower was already old.",Barron Trump's School Signs Open Letter Demanding POTUS Enact Stricter Gun Laws,fake,Polyjuice,TfidfVectorizer,262,24.676811456680298
93,FIFA Cites Ethics Rules After Trump's Transition Tweet,FIFA Cites Ethics Rules After Trump's Threatening World Cup Tweet,fake,Polyjuice,TfidfVectorizer,262,44.53122591972351
94,"Ira Myaskovsky's second live album, produced by Stephen Morrisey, was premiered at the 54th Locarno International Film Festival of Locarno.",MTV’s Ira Madison III Calls Jeff Sessions’ Granddaughter ’Prop’ Stolen from Toys R Us - Breitbart,fake,Polyjuice,TfidfVectorizer,262,32.992257595062256
95,"I was not on that stupid plane until I saw this movie, which made me think constantly; why else would I not want to see this movie?!",I Was on That Fateful Flight With Prince: A Protégée Tells Her Story - The New York Times,fake,Polyjuice,TfidfVectorizer,262,49.79103207588196
96,"For the political party, the official opposition has elected 64 democrats and 64 whigs.",Civil War in the GOP: Trump Leading “Long Experiment in Populism… New Republican Party”,fake,Polyjuice,TfidfVectorizer,262,39.2902250289917
97,People Are Working On A Wall,People On The Street Apologize To Their Old Teachers On 'Jimmy Kimmel Live',fake,Polyjuice,TfidfVectorizer,262,31.21512246131897
98,"The Day the Grand Drowning was premiered in 1919 by Henry Drummond, it was led by William Hay, with Henry Toussaint.",Chart Of The Day: The “Trump Rally” Is All Dow—Mind The Divergences,fake,Polyjuice,TfidfVectorizer,262,39.77886509895325
99,Renee Zellweger Is Judy Garland In First Look at Eye,Renee Zellweger Is Judy Garland In First Look At Upcoming Biopic,fake,Polyjuice,TfidfVectorizer,262,41.05304980278015
