,perturb,original,dataset,method,vectorizer,nb not found,time to generate counterfactual
19,it's rather harmless.,i can't recommend it . but it's surprisingly harmless .,polarity,Polyjuice,TfidfVectorizer,224,19.686984539031982
20,"daily, there's weird problems EMPTY.","narratively , trouble every day is a plodding mess .",polarity,Polyjuice,TfidfVectorizer,224,29.19974160194397
21,that's pretty important .,execrable .,polarity,Polyjuice,TfidfVectorizer,224,28.02241063117981
22,a lot of good things to have here.,has a lot of the virtues of eastwood at his best .,polarity,Polyjuice,TfidfVectorizer,224,29.115424633026123
23,kept aloft largely by a comically adept performance ensemble .,kept aloft largely by a comically adept ensemble .,polarity,Polyjuice,TfidfVectorizer,224,26.615875482559204
24,"the first sign refers to , you may decide it's too high a price to pay for a shimmering picture postcard .","once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .",polarity,Polyjuice,TfidfVectorizer,224,31.873974561691284
25,if you enjoy more thoughtful comedies with no pretentious drivel ; this one is for you .,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,polarity,Polyjuice,TfidfVectorizer,224,27.863897562026978
26,"weirdly , broomfield has compelling direction material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .","weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",polarity,Polyjuice,TfidfVectorizer,224,41.15325403213501
27,I'm really amazed at the amount of good ratings [ANSWER],beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,polarity,Polyjuice,TfidfVectorizer,224,38.5375714302063
28,"It shouldn't have been shown at movie shows and festivals, but it should have been on television and on mainstream airwaves.",it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,polarity,Polyjuice,TfidfVectorizer,224,28.322529554367065
29,it's young guns.,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,polarity,Polyjuice,TfidfVectorizer,224,28.147196292877197
30,It's like a well-made film with a well-cured plot.,"a screenplay more ingeniously constructed than "" memento """,polarity,Polyjuice,TfidfVectorizer,224,29.127712965011597
31,occasionally amateurishly made but a winsome cast and great nice dialogue keeps it going .,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,polarity,Polyjuice,TfidfVectorizer,224,30.833890438079834
32,and strange.,odd and weird .,polarity,Polyjuice,TfidfVectorizer,224,26.10258412361145
33,I am a science student.,"it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .",polarity,Polyjuice,TfidfVectorizer,224,27.367905139923096
34,as you get to know it becomes a heady experience.,once you get into its rhythm . . . the movie becomes a heady experience .,polarity,Polyjuice,TfidfVectorizer,224,26.698290824890137
35,"there's no doubting that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his worst work , feels clumsy and convoluted .","there's no doubting that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his best work , feels clumsy and convoluted .",polarity,Polyjuice,TfidfVectorizer,224,28.455116748809814
36,This 10th film in the series looks and makes sense.,this 10th film in the series looks and feels tired .,polarity,Polyjuice,TfidfVectorizer,224,24.716920852661133
37,Is it worth taking a real downer?,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,polarity,Polyjuice,TfidfVectorizer,224,23.71523118019104
38,"thank you, mrs spence.","bluto blutarsky , we miss you .",polarity,Polyjuice,TfidfVectorizer,224,21.845033645629883
39,"if you're a wwf fan , or you related to the people who watched the robots getting butchered at the movies a . i . , you'll probably like rollerball .","if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .",polarity,Polyjuice,TfidfVectorizer,224,30.500792980194092
40,'Thing' is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .,rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .,polarity,Polyjuice,TfidfVectorizer,224,35.91617393493652
41,"the drama's so exciting that even a movie dubbed ""quahome"" would still improve my sleep.","the drama was so uninspiring that even a story immersed in love , lust , and sin couldn't keep my attention .",polarity,Polyjuice,TfidfVectorizer,224,24.506183624267578
42,"As a result, the film has only bright colors and, while not as great as the fabulous Montana rivers and mountains, excellent it ain't.","it's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure .",polarity,Polyjuice,TfidfVectorizer,224,31.97373628616333
43,"amuse the kids,",will amuse and provoke adventurous adults in specialty venues .,polarity,Polyjuice,TfidfVectorizer,224,29.944785118103027
44,from anton chroydon to a village in the kibbutz,the new film of anton chekhov's the cherry orchard puts the 'ick' in 'classic . ',polarity,Polyjuice,TfidfVectorizer,224,24.97045350074768
45,"In fact, it was not Vanuatu, but a present-day island in Australia.",leigh's film is full of memorable performances from top to bottom .,polarity,Polyjuice,TfidfVectorizer,224,22.70837116241455
46,a movie in which no one are engaged in a romance you can't wait to see end .,a movie in which two not very absorbing characters are engaged in a romance you can't wait to see end .,polarity,Polyjuice,TfidfVectorizer,224,30.018802881240845
47,"If it had been one story peripheral, this movie would have been a perfect entry..","what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we've shared a great adventure .",polarity,Polyjuice,TfidfVectorizer,224,34.0227153301239
48,"It's a bad sign, folks.",travels a fascinating arc from hope and euphoria to reality and disillusionment .,polarity,Polyjuice,TfidfVectorizer,224,26.300289154052734
49,"on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic , daring cultural satire instead of a frustrating misfire .","on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire .",polarity,Polyjuice,TfidfVectorizer,224,28.09525179862976
50,this long and relentlessly saccharine film is a bad case of preaching to the converted .,this long and relentlessly saccharine film is a clear case of preaching to the converted .,polarity,Polyjuice,TfidfVectorizer,224,29.69008755683899
51,"a perplexing example of promise unfulfilled , yet transparent promises .","a perplexing example of promise unfulfilled , despite many charming moments .",polarity,Polyjuice,TfidfVectorizer,224,33.371663093566895
52,jagger the actor is someone you don't want to see again .,jagger the actor is someone you want to see again .,polarity,Polyjuice,TfidfVectorizer,224,25.205070734024048
53,"the plot has a number of great holes , and at times it's simply baffling .","the plot has a number of holes , and at times it's simply baffling .",polarity,Polyjuice,TfidfVectorizer,224,24.493391036987305
54,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling pointless acts .,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,polarity,Polyjuice,TfidfVectorizer,224,29.218663215637207
55,fluffy and able .,fluffy and disposible .,polarity,Polyjuice,TfidfVectorizer,224,21.135533809661865
56,"Not bad for a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton's directing debut is a creepy slice of gothic rural americana .","a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton's directing debut is a creepy slice of gothic rural americana .",polarity,Polyjuice,TfidfVectorizer,224,36.41997051239014
57,"Instead , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .","flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",polarity,Polyjuice,TfidfVectorizer,224,32.38837695121765
58,"This is an autobiographical work, based on the original literary story.","polished , well-structured film .",polarity,Polyjuice,TfidfVectorizer,224,25.515066146850586
59,"hip-hop has a good history , and it's a metaphor for this love story .","hip-hop has a history , and it's a metaphor for this love story .",polarity,Polyjuice,TfidfVectorizer,224,28.575551748275757
60,"a pretty lot foul , freaky and funny .","a whole lot foul , freaky and funny .",polarity,Polyjuice,TfidfVectorizer,224,24.068869590759277
61,"there's too much falseness to the second half , and what began as an interesting look at youth fizzles into a dull , ridiculous attempt at heart-tugging .","there's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .",polarity,Polyjuice,TfidfVectorizer,224,28.348111391067505
62,"the effort is sincere and the results are honest , but the film is so interesting that it's hardly watchable .","the effort is sincere and the results are honest , but the film is so bleak that it's hardly watchable .",polarity,Polyjuice,TfidfVectorizer,224,28.782301664352417
63,and one who hasn't lost a battle.,"a romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hard decisions .",polarity,Polyjuice,TfidfVectorizer,224,28.876718759536743
64,"From start to finish ""The Tooth Fairy"" was immensely appealing...",tries to add some spice to its quirky sentiments but the taste is all too familiar .,polarity,Polyjuice,TfidfVectorizer,224,24.353888273239136
65,A man in a striped polo shirt stands on stage holding a microphone to prepare for his question.,"a 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor .",polarity,Polyjuice,TfidfVectorizer,224,28.751453161239624
66,"Furthermore, this film- is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .",this action-thriller/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .,polarity,Polyjuice,TfidfVectorizer,224,32.90144658088684
67,[a] stuporously solemn performance .,[a] stuporously solemn film .,polarity,Polyjuice,TfidfVectorizer,224,26.383941173553467
68,the warm presence of zhao benshan makes the preposterous lying hero into life more than he reasonably should be .,the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably should be .,polarity,Polyjuice,TfidfVectorizer,224,27.893353700637817
69,has a customarily jovial air but a solid deficit of flim-flam inventiveness .,has a customarily jovial air but a deficit of flim-flam inventiveness .,polarity,Polyjuice,TfidfVectorizer,224,29.41365075111389
70,the movie is one of the best examples of what you are likely to see anytime soon .,the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .,polarity,Polyjuice,TfidfVectorizer,224,27.995776653289795
71,the film's snags and stumblings are more than compensated for by its interesting tone .,the film's snags and stumblings are more than compensated for by its wryly subversive tone .,polarity,Polyjuice,TfidfVectorizer,224,30.533432006835938
72,The screenplay by John Cobb and Alan Jay Lerner is based on a story by Vladimir Nabokov and is told in a very short style.,"a droll , well-acted , character-driven comedy with unexpected deposits of feeling .",polarity,Polyjuice,TfidfVectorizer,224,28.114736080169678
73,i'd be hard pressed to think of a better film more cloyingly sappy than evelyn this year .,i'd be hard pressed to think of a film more cloyingly sappy than evelyn this year .,polarity,Polyjuice,TfidfVectorizer,224,26.89949941635132
74,it's so badly made on every level that i'm actually having a hard time believing anyone were paid to make it .,it's so badly made on every level that i'm actually having a hard time believing people were paid to make it .,polarity,Polyjuice,TfidfVectorizer,224,27.041455030441284
75,it has more than a few moments that are insightful enough to be fondly remembered in the often boring movie scenes .,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,polarity,Polyjuice,TfidfVectorizer,224,30.963253021240234
76,"some episodes are great , some don't .","some episodes work , some don't .",polarity,Polyjuice,TfidfVectorizer,224,25.84788990020752
77,"sometimes , nothing satisfies like old-fashioned swashbuckling . and in this regard , on guard carries on .","sometimes , nothing satisfies like old-fashioned swashbuckling . and in this regard , on guard delivers .",polarity,Polyjuice,TfidfVectorizer,224,26.858359336853027
78,"this awesome-looking blues rock band called The Gnostic Trio is a group of rock musicians in Memphis, TN, as well as recording and producing music for films in the 80s.",the am-radio soundtrack and game cast -- tierney and the inimitable walken especially -- keep this unusual comedy from choking on its own conceit .,polarity,Polyjuice,TfidfVectorizer,224,28.850184440612793
79,you'd expect something more conventional.,exactly what you'd expect from a guy named kaos .,polarity,Polyjuice,TfidfVectorizer,224,24.060007095336914
80,"hey , who else do you need to have a shower ?","hey , who else needs a shower ?",polarity,Polyjuice,TfidfVectorizer,224,23.391620635986328
81,horrible acting,horrible,polarity,Polyjuice,TfidfVectorizer,224,16.586166620254517
82,alternately frustrating and stultifying .,alternately frustrating and rewarding .,polarity,Polyjuice,TfidfVectorizer,224,15.136443376541138
83,"as crimes go , writer-director michael kalesniko's best how to kill your neighbor's dog is slight but unendurable .","as crimes go , writer-director michael kalesniko's how to kill your neighbor's dog is slight but unendurable .",polarity,Polyjuice,TfidfVectorizer,224,29.212711095809937
84,"however, it can be assumed that the position of the opposition leader would be considerably different if he was in a position like that of his former employer.","the fact is that the screen is most alive when it seems most likely that broomfield's interviewees , or even himself , will not be for much longer .",polarity,Polyjuice,TfidfVectorizer,224,29.670040607452393
85,"a work of intricate elegance , literary lyricism and mild subject matter .","a work of intricate elegance , literary lyricism and profound common sense .",polarity,Polyjuice,TfidfVectorizer,224,28.776617288589478
86,"he took 19 of them, and took this?",it took 19 predecessors to get this ?,polarity,Polyjuice,TfidfVectorizer,224,25.100563287734985
87,"My big question though is a ravishing consciousness-raiser , if a bit draggy at times .","majidi's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times .",polarity,Polyjuice,TfidfVectorizer,224,35.66374588012695
88,""" the emperor's new clothes "" begins with a simple plan . . . . well , just at least that's the plan .",""" the emperor's new clothes "" begins with a simple plan . . . . well , at least that's the plan .",polarity,Polyjuice,TfidfVectorizer,224,29.950806856155396
89,"here's a sadistic fat guy who's blowing bubbles alone in the bathtub, i thought...",now here's a sadistic bike flick that would have made vittorio de sica proud .,polarity,Polyjuice,TfidfVectorizer,224,25.34439253807068
90,"light , silly , photographed with cheap sets , and rather a good time .","light , silly , photographed with colour and depth , and rather a good time .",polarity,Polyjuice,TfidfVectorizer,224,26.265331268310547
91,"while glover , the irrepressible eccentric of riverside's edge , dead man and back to the future , is perfect casting for the role , he represents bartleby's main overall flaw .","while glover , the irrepressible eccentric of river's edge , dead man and back to the future , is perfect casting for the role , he represents bartleby's main overall flaw .",polarity,Polyjuice,TfidfVectorizer,224,34.61768436431885
92,"it is the sheer , selfish , wound-licking , bar-scrapping doggedness of leon's struggle to face and transmute his demons that makes the movie a bore and touching occasion , despite its patchy construction .","it is the sheer , selfish , wound-licking , bar-scrapping doggedness of leon's struggle to face and transmute his demons that makes the movie a spirited and touching occasion , despite its patchy construction .",polarity,Polyjuice,TfidfVectorizer,224,32.7014319896698
93,"as the story moves inexorably through its seven day timeframe , the plot becomes increasingly mesmerizing .","as the story moves inexorably through its seven day timeframe , the picture becomes increasingly mesmerizing .",polarity,Polyjuice,TfidfVectorizer,224,27.479520797729492
94,the tug of war that ensues is as much a snapshot of today's great chinese cinema as it is a crash course in movie mythology .,the tug of war that ensues is as much a snapshot of modern china in microcosm as it is a crash course in movie mythology .,polarity,Polyjuice,TfidfVectorizer,224,34.46460723876953
95,"one of my favourite directors, a. k. a. m. [ANSWER]","director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini's famous love-jealousy- murder-suicide fandango with great cinematic innovation .",polarity,Polyjuice,TfidfVectorizer,224,38.18535614013672
96,"Cankar was also famous for his papers, most of which were published between 1907 and 1913, where he showed great mastery and stylistic irony.","kung pow is oedekerk's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .",polarity,Polyjuice,TfidfVectorizer,224,26.699852228164673
97,The beauty ends up selling his film short ; he smoothes over hard truths even as he uncovers them .,vera's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them .,polarity,Polyjuice,TfidfVectorizer,224,34.302807092666626
98,the dumbest joke of the summer.,the smartest bonehead comedy of the summer .,polarity,Polyjuice,TfidfVectorizer,224,23.909154415130615
99,but... i think we could all do well.,holden caulfield did it better .,polarity,Polyjuice,TfidfVectorizer,224,26.488091945648193
