concon distance spacy,target text,closest counterfactual,closest true text
0.7202764613553153,Gentrification and Junk Food: Chopped-Cheese Edition - The New York Times,Gentrification and Junk Food : Chopped - Cheese Edition - cinerary New Cape Fear dependable,white house furious medium prop give coverage guy want attention
0.4959395295774341,"Students Stage Sit-In For Gun Control Outside Paul Ryan's Office, Get Arrested","caperon Stage biting myrtles photoengraver devoid refinishing petulantly Outside fideistic Ozark piggins antagony , crumpled Maybeline",charlotte pressure release police video man killing new york time
0.8281420421239691,Copenhagen Trolls Donald Trump With Funny Bus Ad To Send Americans A Message,Copenhagen Trolls doctrinaires Trump With Funny Bus Ad To populizers Americans A Message,trump complaint obama give away syria strategy look pretty silly
0.6447431317039354,Asian-American Pastor's Arrest In China Comes Amid Crackdown On Unsanctioned House Churches,Asian cylinders American Paraclete sneakiness Arrest key-drop unconcealed Comes usest Crackdown girlishly Unsanctioned discounting Churches,warby parker sense exclusion low price new york time
0.6863169954010203,Mark Zuckerberg Doesn't Really Want Facebook To Be Regulated,Mark liverless Does n't outsole outspin lighten Orange equilibrist fustiness,expert warn backlash donald trump china trade policy new york time
0.7185735999673135,White House Forced To Release Some Visitor Logs In Legal Settlement,Tarquinii divers Forced swatchway dissociate Some Visitor Logs aslaked chlorophyllian Settlement,russophobia war party propaganda     information
0.5725035168824841,2 Florida Deputies Shot Dead While Eating At Chinese Restaurant,mont-de-piété Florida Deputies varroa sheats ochlophobist unlearnedness At Chinese Restaurant,vladivostok pivotal hub asia pacific region | new eastern outlook
0.612345525248091,Jimmy Kimmel Says He’s Filing A Federal Complaint Against The Trumps,wisht Kimmel maniraptoran ablute ’s Filing A ossicle foresmell rakish sperm-filled wisht,fidel castro sport symbolize cuba strength vulnerability new york time
0.43078692391301915,Topless ‘Sextremist’ Feminists Grab Trump Waxwork ‘By the B*lls’,Topless ‘ Sextremist ’ brevibloc brevibloc Trump Waxwork ‘ By Alfonso B*lls ’,blake shelton shadily tweet karma amid miranda lambert cheat rumor
0.7326561341702702,Donald Trump Nominates Wall Street Lawyer to Head S.E.C. - The New York Times,Donald Trump Nominates Wall Street Lawyer limpa Head S.E.C. - viscountcy New York mail-pouch,stormy daniels lawyer taunt trump michael cohen fold like cheap deck card
0.6785737384642977,"After #OscarsSoWhite, Broadway Seeks a #TonysSoDiverse - The New York Times","After # OscarsSoWhite , moder Seeks a # TonysSoDiverse - The tentage York you'ns",amber rise take troll call 5 year old son gay
0.7105860332754059,Stormy Daniels Scores '60 Minutes' Its Highest Ratings In Nearly A Decade,tiring-glass strabismometer Scores gripers 60 arctostaphylos ' Its Highest vortex-motion macular yolk-stalk A Decade,ray rice appear nfl social responsibility train video breitbart
0.7499804363210647,Detect Negative Energies And Malicious Entities Haunting You With A Glass Of Water,Detect betle Energies And Malicious Entities Haunting You With A Glass Of trijunction,meter reader knock man door reveal sinister plan inside
0.8223697804122867,Jury To Weigh If Pulse Shooter’s Widow Is A Monster Or Just Married One,tenacities retrenchments Weigh If blandation Shooter ’s Widow water-foot A Monster Or Just Married One,expert warn backlash donald trump china trade policy new york time
0.7795533153633545,VIDEO: Man Allegedly High on Synthetic Street Drug Tries to Bite Officers After They Repeatedly Tasered Him - Breitbart,syllabic : bisacodyl Allegedly arrow on Synthetic germicidal Drug Tries to Bite Officers After chlorophenol Repeatedly Tasered Him - transponder,texas man kill neighbor use gay panic defense avoid murder charge
0.5694376892516165,Getty Mixed Up Mark Zuckerberg's Executive Assistant With Priscilla Chan,Getty Mixed unifier histerid Zuckerberg 's Executive Assistant Josiah perihepatitis Chan,nbc baghdad bob fbi investigation hillary | frontpage mag
0.690017956686574,A Saucy Meme Made 41-Year-Old Fleetwood Mac Song 'Dreams' Climb The Charts,dimple Saucy Meme Made 41 - Year - harpsichordists turkey-pen Mac toad-eating gooder regarder ' Climb frontloader Charts,break fbi director comey federal investigation hillary smear
0.5798121406906454,Trump's Lawyer May Have Stored 'Gold Mine' Of Recorded Conversations: Report,cleever 's nonmetastatic foreperson disassociation Stored ' Gold Mine translocating 1830s slittered Sinophilia sherries Report,joe biden launch american possibility pac stoke 2020 rumor
0.9621621625419391,"Civil Rights Groups Sue Missouri, Saying It's Failing To Automatically Update Voter Records",Civil Rights Groups Sue Missouri autosamplers Saying toeprinting 's Failing ribaudy Automatically Update Voter Records,system failure establishment
0.803107137179266,Why You Can’t Lose Weight on a Diet - The New York Times,apnea You Ca n’t Lose Weight hallucinations a Diet - The New unlax derring-do,8 stat prove social anxiety need take seriously
0.7938439641490295,One Of The DEA's Most Wanted Drug Traffickers Pleads To Be Left In Peace,One Of vibraphonist DEA 's Most Wanted unpleaded fackins safelights bangs Be Left In Peace,françois fillon french presidential candidate vow run despite inquiry new york time
0.6997905817207425,Trump Says U.S. Will Use Military To Protect Border With Mexico,lowery appertinance U.S. sethe Use Military autistics Protect thiocyanates lumachella Mexico,warby parker sense exclusion low price new york time
0.5746608329634137,Scott Pruitt Reportedly Lied About Knowledge Of Staff Raises,veeling viewfinder weedheads tippy nanocantilevers Knowledge unlifelike Staff Raises,primate specie threaten extinction scientist find new york time
0.8061239217389549,Note to America: Dont Be So Sure Youve Put Trump Behind You   : Information,stoplist to cockles : Dont Be So Sure gatehouse Put Trump decurionate You    : Information,trump briefly admit make change mind
0.6746286042907272,‘Empire Records’ Actor Says There’s A Huge Nod To Kurt Cobain In The Film,inaccurate Empire Records ’ battlewagon bestowals moaned ’s thisaway streetlight dubitancy noncandidates Kurt Cobain parker disacknowledged Film,tip reduce food waste new york time
0.7408826927130979,Trump's Call For A 'Space Force' Makes Him The Laughingstock Of The Galaxy,yarder loaners mutule spiritualise flexibility distrustingly Space Force ' acenes liverish The Laughingstock bottle-stand wire-framed Galaxy,expert warn backlash donald trump china trade policy new york time
0.8174233595533542,Look At This Remarkable Chart As The Public Dumps Stocks! 5th Largest Outflow In The Past 10 Years!,Look At This Remarkable oklahoman As The Public disoriented Stocks ! 5th Lady Justice Outflow cloudburst The Past 10 Years !,rest world show march life
0.702001229871802,George Clooney's Ex-Anchorman Dad Isn't Having It With Sinclair,George Clooney 's frontwomen fiftieth wankle superheavies tech-savvy n't Having blarneys boning-knife incircles,long lose 9/11 flag endure mystery view museum new york time
0.6836547666213929,"YouTube Shooter Was 'Upset' With Company, Police Say","YouTube perifery snowmen ' arrow-grass sitzmark bayeta Company , transposition transferring",lebanon sparkle shore garbage dump grow new york time
0.770447283808453,The 5 Biggest Threats To Humanity Exposed,The 5 Biggest Threats To Rosaleen domesticative,6 incredible photo world need protect
0.5166840040756168,Publix Censors Teen's 'Summa Cum Laude' Graduation Cake,Publix parfilage eyewall 's ' beehive Cum Laude ' Graduation deedful,north carolina governor sign law limit successor power new york time
0.4627133883505768,7 Places Prince Harry And Meghan Markle Might Honeymoon,7 Places photoperiod baetyl coalescences evangelist Markle Might sacrums,obama surprise vice president joe biden presidential medal freedom breitbart
0.756302444312111,"Sears, Delta Air Lines Say Customers' Payment Info May Have Been Exposed","Sears , Delta Air traces Say Customers ' Payment Info May Have Been atomizing",canada large school system cancel usa trip fear travel ban
0.7601167014745085,"What Are The Bulges Under Your Green Pantsuit, Hillary?","knavery Are The Bulges Under Your Green Pantsuit , write-in ?",queer eye karamo brown personal reason support march life
0.759255966387013,Former Penn State President Found Guilty in Sandusky Abuse Case - The New York Times,Former Penn State President Found Z-bosons in Sandusky Abuse Case - The mazelin York strategetically,new york attorney general launch investigation police killing black man
0.8201496898680393,Trump Will Beat Hillary With These Tricks,Trump Will Beat nonhero With These unctorium,trump good easy win trade war actually
0.7435805620918412,Iraqi Army Discovers US-Made Missiles in ISIS’s Military Base in Mosul,Iraqi Army Baekje weeding-hoe scobs Made Missiles roosted acinos ’s Military silverbacked in kidnap,dozen kill report chemical attack syrian rebel enclave
0.6066955805461072,Keith Richards Explains How He Got Rid Of Trump Nearly 30 Years Ago,Keith Juaquin Explains empresario Kalakh empresario Rid Of Trump rheumatics 30 Noelene mid-October,catch flight budget hour minute security new york time
0.6888068333150551,"MSNBC Host Hugh Hewitt Suggests 'Trench Coat' Control, Not Gun Control","unboding carbonatites weights Hewitt Suggests ' witchen Coat ' Control , consequently lepers Control",homeschool family target district operation round
0.8280812258833522,Black Americans Going For Donald Trump In Record Numbers As Election Day Approaches,Black Americans Going For Donald Trump In channel-surf Numbers As triggest Day Approaches,twitter freak white people spot hold black trump sign
0.7457503916261584,"For Obama, Supreme Court Defeat Upends a Legacy on Immigration - The New York Times","For selectiveness , Supreme Court Defeat Upends mazel tov Legacy on Immigration vibraharp The New demoralize diovan",trump travel ban face supreme court reckoning
0.7091981360196749,Hybrid Wars 8. Strategies Against Africa (1B),Hybrid Wars 8 . mastoidea Against Africa ( 1B trickle-down,bear beware hit high level past 6 year
0.7807359172844703,Establishment-Backed Democrat Leaves Congressional Race Under Threat Of Ballot Challenge,menschy - Backed Democrat Leaves Congressional Race Under Threat Of Ballot cuffed,trump invite republican congressional leader white house healthcare tax reform overseas trip discussion
0.5154288031226467,Robert Wilkie Picked As New VA Secretary In Surprise Announcement,broché Wilkie Picked solicits siris VA Secretary preordaining syntonic Announcement,comey memoir hide clinton email news presidency illegitimate
0.8176489565050173,UnReal Report: PM Modi trolls one and all with his surgical strike on black money,UnReal oronasal : kippers semipellucid trolls one and all with his surgical strike on black money,queer eye karamo brown personal reason support march life
0.7162266262120304,"MONOPOLY: Banks, Then Media, Now Voting Machine Companies – With One Company Supplying Over 50% Of Us Voting Machines.","MONOPOLY : Banks , Then tyrannosaurs , Now unchangeably stelliform Companies – With disulfides Company Supplying suppositively 50 % outflush antihumanism Voting arouse .",democrats chance take house get well new forecast
0.5663351120835933,Not An Onion Story: Blake Farenthold Gets A New Job Lobbying Congress,highbrowed mouther Onion misleadingly inception Blake Farenthold brainsick amuser threshing Job Lobbying coauthorship,clinton trump promise hand social security
0.7842363341738171,"Cyrus Mistry speaks out, says TATA removal didn’t hurt as much as punny headlines on it","thair Mistry speaks out , says TATA removal did n’t hurt as much crustaceans punny headlines on it",trump briefly admit make change mind
0.7308835356154127,Powerful Docudrama 'The Hidden Rebellion' Exposes Christian Persecution Under French Revolution,Powerful vocalisms Lucinda The dough-day Rebellion ' Exposes Christian Persecution verder French favoredly,lin manuel miranda childhood letter way real people hate summer camp
0.7384777249324969,The Hidden Influence of Clinton and Trump’s Religion - The New York Times,The antisatellite Heilongjiang of sticklebacks and Trump ’s Religion - The prostatitis York Guinea,trump launch war christmas people have
0.7589891968657297,"Trump Called Edward Snowden a Traitor, Implied He Should Be Executed","sheepies Called Edward Snowden a agronomics , Implied salicornia Should Be Executed",clinton email narrative fall apart
0.5599303582813976,Cathy Yan May Be First Asian Woman To Direct A Major Superhero Movie,Cathy Yan encamped adjourners Tunisia Asian unhealthier refashions serigraphy sweetens Major Superhero underjawed,gabriel muslim brotherhood know thy enemy breitbart
0.9009348259596716,Talent Agency UTA Trades Oscar Party for Refugee Rally,Talent Agency UTA Trades Oscar Party administrivia Refugee blogster,mick mulvaney trump find anti establishment leader budget office new york time
0.7191481393601065,"The Real Stormy Daniels Warns 'Trump' on 'SNL':  Storm's A Comin', Baby","The Real ecoforestry tzedaka stresses chlamydeous hell-hound mountains foremothers ' nurture remnants dissolver water-stream obsessional thrivingly uphand ingredients ' , nonchild",pentagon say airstrike target 2 qaeda leader afghanistan new york time
0.7085632876270899,Why Trump Won and Why Clinton Lost    :,Why Trump Won and Why enzym topsy-turvy     :,trump good easy win trade war actually
0.5869349503028417,Lena Waithe Stuns At Met Gala As A Queer Superhero,dictatorship Waithe Stuns perisher labware Gala amfibious A pentarchy Superhero,reason belief authority dangerous superstition
0.7083966767929588,BET: Katy Perry Latest ‘White Pop Act’ to Appropriate ‘Black Urban Culture’,monkeyflower : Katy Perry Latest ‘ White Pop Act ’ to Appropriate ‘ saccharometer Urban clothe ’,justice school ban creepy clown costume katy perry allow wear
0.7703139658655634,MORE MUSLIM ANIMAL ABUSE: Palestinians film themselves stoning a hyena to death using cement blocks and large stones,MORE prozines flatness ABUSE : Palestinians film themselves stoning a hyena to death using cement squonks and large stones,accuse golden state killer face additional murder count
0.6322235127239867,US Insiders – Not Russia – Leaked Clinton Emails,water-carriage Insiders – Not recommissioned gleby trickle polyzoism blooks,week trump right deep state leak enormous problem
0.7751373552757589,Congressman Proposes National Surveillance Program After Trump Meeting - The New York Times,Congressman Proposes National Surveillance unrumpled After Trump Meeting - buck-jumper New York in-box,democrat hold slim lead pennsylvania district trump win nearly 20 point
0.7717075338541276,Chuck Schumer Turns Melania Trump's 'Be Best' Campaign Against Donald Trump,Chuck wire-wove Turns Melania Trump commencement ' insensible Best ' Campaign clouded Donald Trump,guide getting rid big bank checking account new york time
0.784088821030698,"In Address, Cuomo Posits New York’s Policies as an Answer to Trump - The New York Times","In Address , Cuomo Posits New York unkeepable Policies as an Answer streaks Trump - fictionalise New York shrunk",anti semitism rise trump will fill state department job fight
0.7527273167480566,Migrant Caravan Reaches The U.S. Border,Urochorda Caravan Reaches The U.S. uprearing,trump official warn arrest migrant caravan reach u.s border
0.6203412099941871,Pennsylvania Supreme Court Chief Scolds His Own Party For Trying To Impeach Justices,generalities Supreme Court coveries Scolds water-drain variated mo-ped overhangs Trying bespeak multifarious exposes,shoot karl malone respect president trump breitbart
0.5945659136509193,Minister Slammed for Wearing Crucifix in ’Vile Attack’,Minister Slammed for unbundled Crucifix in ’ Vile vastus ’,trump condemn sick syria disaster slam door countless refugee
0.6392498113578572,Michael Hudson on Meet the Renegades,Michael Hudson on greetings tuk-tuk Renegades,time traveler jimmy kimmel warn baby donald trump james comey book
0.703811071717365,Readers: White Nationalist Teacher Is Why We Shouldn't Put Firearms In Classrooms,photomicroscopy : scrapheaps Nationalist Teacher flatulating pannier We Should theophylline porture Firearms rice-wine Classrooms,muslim college chaplain extend hand religious divide new york time
0.75547744150012,Mattis: U.S. ’Not in a Position’ to Work with Russia,politico-geeks : jears ’ Not short-horned a Position mivacurium unfathomed Work savannah Russia,expert warn backlash donald trump china trade policy new york time
0.6932906484658559,Israel’s ’Flying Car’ Passenger Drone Moves Closer to Delivery,sanglier ’s ’ Flying Car ’ Passenger Drone Moves reductionistic to Delivery,kid hug cop viral protest photo fear dead family car plunge
0.7473541710767534,"The Great Barrier Reef Has Been Forever Changed By Global Warming, Scientists Warn","circuiteer Great Barrier topoi femininized Been Forever Changed immute Global Warming , intolerate Warn",keg liquor college crackdown target drinking sexual assault new york time
