lessconcon distance spacy,target text,closest counterfactual,closest true text
0.8973689013865306,"For ur chance to win a aPS250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk","That honest anyone to sign a aPS250 day every ppl Don : ACTION that 80608 ? T's&C 's www.movietrivia.tv custcare 08712405022 , 1x150p / wk",good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.8406215602799848,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message","REPORT DOESNT All week include : 1)McFly - All Ab .. , 2 ] God Jorge - US .. 3 ) Will Smith - Switch .. To order let instructions on potential joy",d proof   lt;#&gt   rs will not allow work come home day
0.846462448190001,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or aPS5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,Careful o_O Ok put 09061743811 from wifi . Your ABTA charming 4 * Tenerife Santa either aPS5000 sale 're collection SAM T&Cs Limited 326 CW25WX 150ppm,uncle boye need movie oh guide plus know torrent particularly legal system slow gr8 day plus start cos not meet online honey moon
0.865931584007035,Urgent Ur aPS500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 aPS1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,Phoenix Ur aPS500 redeemed beneficiary looks then ill ! Get 09066368327 OUT closingdate04/09/02 claimcode M39M51 aPS1.50pmmorefrommobile2Bremoved - MobyPOBox734LS27YF,lot sickness thing go round easy hope u feel well soon lol
0.9033790841677284,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,U have a Secret Pleasure whom is turning 2 make contact after U - choose out who us R*reveal who thinks Monday so special - number on 09065171142 - stopsms-08718727870150ppm,sing hu think important find female know place preferably citizen smart help navigate thing like choose phone plan require guidance doubt ask especially girl
0.8729805078108703,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,Bloomberg -Message heart +447797706009 HOW realize ? Hope with their previous http://careers .... bloomberg.com,speak uncle john today strongly feel need sacrifice go beg listen not promise clear thing easy need let work thing long expect help creativity stifle pls happy promise
0.9091325783603142,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. aPS1.50 increments. Help08718728876","PICS , age23 , dumb , gorgeous because ASAP :] IT think fantasy though January peeps -- before you are park though yourself ... US MTALK from 69866.18 ... 30pp / acc day 5free ! aPS1.50 dollars ... Help08718728876",lot sickness thing go round easy hope u feel well soon lol
0.7671259991727487,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,OUR weekly Cool - Spider matches are busy to download :P This weeks new Looks know : 1 ) DAY Frog - IKEA F > > > 2 ) Akon - Lonely > > > 3 ) Black Gimme - Dont P > > * More info against plus,thanx4 today cer nice 2 catch ave 2 find time oh care c u soon.c
0.8953054680336779,YOU ARE CHOSEN TO RECEIVE A aPS350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,Yourself ARE MADE TO RECEIVE A aPS350 Loan ! Pls call process number 09066364311 to turn my competition whatever you are selected to work as a valued possible customer .,come home time will not trust
0.9091730932034997,"This is the 2nd attempt to contract U, you have won this weeks top prize of either aPS1000 cash or aPS200 prize. Just call 09066361921","The is an 2nd way to contract U , you think cashed any weeks nice handing against either aPS1000 cash or aPS200 certificate . Just send 09066361921",good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.9262485130671787,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,You 'll not restock any more msgs from the babe svc . For BIG Asian services fact GO to — 69988 If u get nothing u could Father Verify with yr network And try again,mum send message get want know actually get enjoy rest day
0.8538110656142415,"Shop till u Drop, IS IT YOU, either 10K, 5K, aPS500 Cash or aPS100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","Shop till u CHANCE , IS PERSON YOU , but 30 K , 1/3 Y , aPS500 DAY or aPS100 Unlimited travel , Start later , 09064011000 .... Macedonia January MATCH CR01327BT fixedline Confidence 150ppm mobile vary",d proof   lt;#&gt   rs will not allow work come home day
0.882092217031844,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,Sexy Indians are waiting for you ! Text our AGE followed by my GENDER along wither M or DIS E.G.23F. For gay men text her DAY followed by this Jay e.g.23G.,dear friend sorry late information today birthday loving ar.praveesh detail log face book number + lt;#&gt not miss delicious treat
0.9340348717781279,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,Plz ! LOT Code Prize . Me appreciate just wait to move either may me bye do us agree why big voucher me offered able evening or whenever real the career has -- MEGA,congrat 2 mobile 3 g videophone r 09063458130 videochat wid ur mate play java game dload polyph music noline rentl bx420 ip4 5we 150p
0.8934354507768238,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,December so ! Had his content 11mths+ ? Him 're entitled from update towards the sexiest sort recorder charge for Free :-) Call The Apr Nokia India FREE above 08002986906,hey sweet wonder moment come want send file will yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss
0.888287504667737,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,FreeMsg — FIFA : CALL to No — 86888 & realize my kind as 3 evenings anybody day to use towards your dad anytime ! Subscribe6GBP / mnth inc 3hrs 0 stop?txtStop,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.9199415079527474,GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,GENT ! It 're talking to chat you ;) Last weekends think years that them impressed every aPS1000 figure GOT .... Change 09064012160 . Be Canada K52 . Extra evening anywhere . 150ppm,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.9022600789796938,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,U know a Secret Boss who is chasing 2 make anyone with U - find out who you R*reveal whom owns UR so special - night on 09065171142 - stopsms-08,great get worried know wonderful caring person like good life know u r wonderful god love
0.9066055768513338,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,We tried to work you re his reply without our luxury of a Mode Today 750 especially some network mins Half Everyday Ball Rental FM NAME either stand 08000930705,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.9036105817981884,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,It tried to register he re my term of New Blu Compass 80 anyhow every research mins HALF Cost IMPORTANT camcorder wonder 08000930705 or reply for cost We condition,good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.8200258035849831,it to 80488. Your 500 free text messages are valid until 31 December 2005.,it for 80488 . MY 500 free statement messages are other until 31 December 2005 .,get new year cos yetunde say want surprise not money return mid january   lt;#&gt day return period end
0.868232516281363,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,* FREE = BEAUTIFUL Motorola HOPE Good to 87131 to get my FREE Large TONE of the season now ! 30 SN PoBox202 NR31 7ZS credit 450pw,hey sweet wonder moment come want send file will yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss
0.8923543047563399,Marvel Mobile Play the official Ultimate Spider-man game (aPS4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,Marvel Virgin Have the official GAME Spider - man field ( aPS4.50 ) on dirty mobile else almost . Reason Dad without 83338 while both game & it 'd send u another Direct 8Ball image,great hope connection mode man cos know old friend lead today
0.8794422471979494,U are subscribed to the best Mobile Content Service in the UK for aPS3 per ten days until you send STOP to 83435. Helpline 08706091795.,U are subscribed before the best Unlimited Content Australia in the Canada for aPS3 from eight days until it send STOP to 83435 . CARD 08706091795 .,sorry not right happen r 2waxsto wat want come ill medical insurance able deliver basic care currently shop right medical insurance til friday morning s i.ll major person guide right insurance
0.906197517490943,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AaPS1.50 minAPN LS278BB,More people are dogging in your area still . STOP 09090204448 and join like minded guys . How not arrange 1 yourself . There cares 1 every evening . AaPS1.50 minAPN LS278BB,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8961142248432418,"Thanks for your ringtone order, ref number R836. Your mobile will be charged aPS4.50. Should your tone not arrive please call customer services on 09065069154","Thanks without my ringtone responsibility , ref number R836 . Your usb will turn retired aPS4.50 -- MUST his notice not arrive please get customer payments on 09065069154",good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.8500971322593321,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL","XXXMobileMovieClub : To use my education , click the WAP forum across another next pc message but click here > > http://wap . xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",hey sweet wonder moment come want send file will yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss
0.8887982360307111,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832","Thank me , winner taken by song . Good Luck ! No important marketing friend STOP to 84122 shopping services 08450542832",dear friend sorry late information today birthday loving ar.praveesh detail log face book number + lt;#&gt not miss delicious treat
0.9174347144563911,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,Hungry ... WE are trying to contact MATE Todays think pics that you 're brought a aPS800 event DONE . Call 09050001808 between land line ! Depends Lara . Valid12hrs only,hey babe sorry soon gary come fix cause think know far ptbo say cost   lt;#&gt   buck know cheap find second hand machine right let know want babe
0.8870774502001237,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,NEW email before 2004 another wkly u to come NO EVE final peeps 21st BILL 95 . Package =) to 87121 to give entry question(std gt rate)T&C 's know 08452810075over18 's,get new year cos yetunde say want surprise not money return mid january   lt;#&gt day return period end
0.8742105657510244,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,Dear Dave this brings my final notice to collect my 2005 = Tenerife Holiday nor $ 5000 NO award ~ Leave 09061743806 around cell . TCs Eek Box326 CW25WX 150ppm,good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.7992016227938925,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,"Normal ! OUR 20,000 SURPRISE Statement in 07973788240 tells 800 un - redeemed S. I. M. points . Call 08715203649 Identifier Code — 40533 Does 31/10/04",d proof   lt;#&gt   rs will not allow work come home day
0.891072963404921,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,We tried until donate she re my lady to our sale under a XXX Handset ? 750 mail units mins .... UNLIMITED Statement ;) Camcorder ? T or touch 08000930705 NOW,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8920935760223148,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,we looked to contact you re our response within my offer as this new nokia outta and camcorder hit hell and call 08000930705 for management,go good problem need little experience understand american customer voice
0.8900919199992273,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,Wow Wait 08712402902 immediately as there looks an urgent message waiting with you .,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8964832158253031,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,THERE are many model .. uk leona never am .. And lt;#&gt : .. them luks glad hi myself touched modl claim,"chance win cash 100 20,000 pound txt > csh11 send 87575 cost 150p day 6days 16 + tsandc apply reply hl 4 info"
0.9021650559480158,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""","\HELLO U.CALL Don I. SEE WRK.I BIG MEETIN UP Sha PERSON EVERY Dun BEFORE IT Have AN Club AGAINST DABOOKS ... Took 16 Time New NITE+2 Thought Behind WRK!\ '' """,last stereophonic marley dizzee racal libertine stroke win nookii game flirt click themob wap bookmark text wap 82468
0.8974254564893391,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. aPS1.50 SP:Tyrone,TIME PICS Wkly Din ! Vote a huge FM Genius footy without u think which country August sat because mid week ? UR ansr from 82277 . aPS1.50 SP : Tyrone,hi hope ur day good walk table book half let know ur come
0.8434100167960156,Yup i thk so until e shop closes lor.,Yup i thk so despite e uk leaves nat .,2nd time try 2 contact u. u win 750 pound prize 2 claim easy 08712101358 10p min bt national rate
0.8885157070184494,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records","DID your credit screen 11 Mnths :-) MOST Motorola , Nokia etc ... all American ? Lucky TIME Plus C++ on Orange restrictions . Reference YES about listener , okay to remove from records",hey sweet wonder moment come want send file will yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss
0.8694821541106715,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)","Tired gay guys feeling hungry and up 1000 it , alone . Call 08718730555 too 10p / min . To realize readers evening 08712460324 ( 10p / min ]",mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8533652930603761,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or aPS1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR","Painful ~ Alright mind 09066612661 over my landline , your exciting 2 = Lux Yahoo Del LE joy nor aPS1000 Bank appreciate collection .... i.e 150 Natalie T&Cs James 06 , EH74RR",uncle boye need movie oh guide plus know torrent particularly legal system slow gr8 day plus start cos not meet online honey moon
0.8992068190011366,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy","If him do n't , their conference wo thank over some customer ... T&C at www.t-c.biz 80 + dislikes / rd Jon Ltd Suite 373 London W1J 6HL Please call back if busy",mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.749025524804028,SMS. ac sun0819 posts HELLO:\You seem cool,Europe . ac sun0819 categories HELLO:\You seem cool,uncle boye need movie oh guide plus know torrent particularly legal system slow gr8 day plus start cos not meet online honey moon
0.8997566410725021,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy","If we do certainly , his receipt should realize to another customer ... T&C under www.t-c.biz 11 0 victors / nap Ben Charles Suite 0.0 London W1J 6HL Please promise up unless serious",good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.9156045133845638,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,Guess whom think I?This fills every middle count I created some administrator traffic WWW.ASJESUS.COM impressed some SOO wrote . I 'm waiting for my opinions ; I want to be our family 2,hi hope ur day good walk table book half let know ur come
0.896090207638332,URGENT This is our 2nd attempt to contact U. Your aPS900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,URGENT This is their 2nd suggestion to contact U. YOUR aPS900 challenge over Bit is finally awaiting collection . To investigate Let NOW 09061702893 . ACL03530150PM,speak uncle john today strongly feel need sacrifice go beg listen not promise clear thing easy need let work thing long expect help creativity stifle pls happy promise
0.8860167713683089,Please CALL 08712402779 immediately as there is an urgent message waiting for you,Please CALL 08712402779 apparently as there is an urgent priority waiting with you,problem baby good time talk call leave message
0.9103317372018643,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,Hello . We need some posh waves and chaps to user trial jokes over champneys . Will i put you down ? I need his address and dob asap . La r,hope thing go doctor remind need 2go.did u c d little thing leave lounge
0.9286802575693432,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...","UK msg : Them makes painful to be with another fellow , whenever imma think though four easier advice foward will make u follow under soul .. AND amp ; Two claim top might cry ur regret .. lucky night:- ) ...",sport fan late sport news str 2 ur mobile 1 wk free plus free tone txt sport 8007 www.getzed.co.uk 0870141701216 + norm 4txt/120p
0.9060275929084809,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""","Did you go about the many \Divorce Barbie\ ’ ? It comes with all over K 's stuff .... """,yeah sure thing mate haunt get stuff sort m go sound promote hex .by way not know number joke
0.8701627218002056,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@aPS1.50rcvd,GSOH ? Good along SPAM this ladies?U could b a male gigolo . 2 join every gt 's fastest growing mens club reply ONCALL . mjzgroup ;) 08714342399.2stop reply Try . msg@aPS1.50rcvd,forget work today wanna chat thing ok drop text free bored etc ring hope nose essay xx
0.8486842317142463,"Shop till u Drop, IS IT YOU, either 10K, 5K, aPS500 Cash or aPS100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","SPECIAL around u Blank , Is IT YOU , but 10 Ga , 02 K , aPS500 Don or aPS100 Travel budget , Make anyway , 09064011000 ; Foley Dan Box CR01327BT fixedline Cost 150ppm competition differ",not think need yellow card uk travel ask go   lt;#&gt buck
0.8752821997608257,Promotion Number: 8714714 - UR awarded a City Break and could WIN a aPS200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 aPS1.50perWKsub,Promotion HAPPY : 8714714 — UR announced a City Break or could Carry this aPS200 EVE Shopping spree all WK ;) PIC STORE to 88039 ... SkilGme . TsCs087147403231Winawk!Age16 aPS1.50perWKsub,little darling far week need coffee run tomo?can't believe time week u
0.8496835762680908,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,Fresh TEXTBUDDY POST 2 horny lots in ur area 20 just 25p Large 2 receive Search land or within gaytextbuddy.com ! SAM ONE value into 89693 . 08715500022 rs MISS 2 cnl,1 number 2 go to massive pain ass involve possible
0.8579257451620942,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,Send a logo 2 bet lover - 2 names joined by a heart . July LMAO NAME1 NAME2 MOBNO eg LOVE ADAM July 07123456789 to 87077 Yahoo ? POBox36504W45WQ TxtNO 4 no ads jocks,oh baby house come not new picture facebook
0.8944188953295681,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,Want 4 get done tonight ? Want funny Dogging locations got direct 1/1 cute boy ? GET those Newport 's largest Foley ID bt Txting Strip for 69888 ! Wah . ec2a . 31p.msg@150p,forget work today wanna chat thing ok drop text free bored etc ring hope nose essay xx
0.8545365258894623,"Last Chance! Claim ur aPS150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. aPS3.00 Sub. 16","Sad GAME ;) Start sum aPS150 worth among discount vouchers today ! Text SHOP towards 85023 now -_- SavaMob , offers recorder ! T BMW SavaMob POBOX84 , M263UZ . aPS3.00 Sub LMAO 0.0",forget work today wanna chat thing ok drop text free bored etc ring hope nose essay xx
