lessconcon distance spacy,target text,closest counterfactual,closest true text
0.7413663096770986,Lena Waithe Stuns At Met Gala As A Queer Superhero,Lena Waithe Builds At Met November As A Urban Superhero,kelly tillerson visit mexico reassurance differ trump stance new york time
0.7939214253958765,BET: Katy Perry Latest ‘White Pop Act’ to Appropriate ‘Black Urban Culture’,BET : Katy Perry Latest ‘ White Pop Act ’ to Care ‘ Black Progressive Global ’,twitter freak white people spot hold black trump sign
0.7892042235057971,MORE MUSLIM ANIMAL ABUSE: Palestinians film themselves stoning a hyena to death using cement blocks and large stones,MORE MUSLIM ANIMAL ABUSE : Muslims film themselves stoning this hyena from death using cement blocks and large stones,family hear muslim groom scream see item blood soak hand
0.7337865959156848,US Insiders – Not Russia – Leaked Clinton Emails,House Democrats – Not Belgium – Leaked Morris Emails,white house know rob porter allegation year ago fbi letter
0.8291021211393744,Congressman Proposes National Surveillance Program After Trump Meeting - The New York Times,Congressman Proposes National Surveillance Program After Trump Meeting - The New Atlantic May,trump invite republican congressional leader white house healthcare tax reform overseas trip discussion
0.8436516584706834,"In Address, Cuomo Posits New York’s Policies as an Answer to Trump - The New York Times","In Address , Cuomo Does New York ’s Policies as an Answer to Trump - Both New York FORCED",new federal law change foster care know
0.8081224375112035,Migrant Caravan Reaches The U.S. Border,WOMEN Caravan Keeps The U.S. Border,trump official warn arrest migrant caravan reach u.s border
0.8263749461000799,Pennsylvania Supreme Court Chief Scolds His Own Party For Trying To Impeach Justices,Pennsylvania Supreme Met Chief Scolds HIS Own Party As Trying To Clinton Justices,14 day counting civil war matter win election
0.7536758219141411,Minister Slammed for Wearing Crucifix in ’Vile Attack’,Minister Moved of Wearing Crucifix in ” Vile Attack ’,southern baptist leader say abuse woman pray remove post
0.7808076271672189,Michael Hudson on Meet the Renegades,Michael Adams on Week the Renegades,interview 1227 new world week james evan pilato
0.8293400353438934,Readers: White Nationalist Teacher Is Why We Shouldn't Put Firearms In Classrooms,Kids : White Nationalist Teacher Is Why Us Should n't Put Firearms In Classrooms,bad news hillary camera catch give strange man $ 300
0.7830092628173952,Mattis: U.S. ’Not in a Position’ to Work with Russia,Mattis : Clinton ” Not in a Position ’ to Work with Russia,14 day counting civil war matter win election
0.7213112242014612,Israel’s ’Flying Car’ Passenger Drone Moves Closer to Delivery,Israel ’s ’ Flying MPH ’ Passenger Drone Moves Closer with Delivery,sell plane iran save life exit nuclear deal hard
0.7916222731936687,"The Great Barrier Reef Has Been Forever Changed By Global Warming, Scientists Warn","The Great Deck Reef Has Been Forever Changed By Worldwide US , Scientists Warn",occupy prairie tension rise tribe block pipeline new york time
