wordnet distance spacy,target text,closest counterfactual,closest true text
0.8005627792443726,Report: How to Listen to and Delete Every Voice Recording Saved by Amazon Echo - Breitbart,story : How to Listen to and delete Every vocalism Recording Saved by Amazon recall - Breitbart,email interior expect learn public input bear ear review
0.8587307963210298,Trump Threatens To 'Close Down The Country' If Border Wall Doesn't Get Funding,Trump Threatens To ' Close low-spirited The Country ' If Border Wall Does n't Get Funding,rabbi shmuley forget president trump promise jerusalem breitbart
0.8484372388426868,A Dream That Survived Life in a War Zone and Life on the Streets - The New York Times,A Dream That Survived Life in a War zona and Life on the Streets - The New York sentence,rest world show march life
0.8060726841483841,The Karolyis Say They Had No Idea About Nassar Abuse At Their Training Facility,The Karolyis order They Had nobelium Idea some Nassar Abuse atomic_number_85 Their rail facility,3 health supplement maximize wellness
0.8447548491775648,Thailand Looks to Likely Future King With Apprehension - The New York Times,Thailand attend to Likely Future King With catch - The New York prison_term,democrats chance take house get well new forecast
0.8073181495486216,Donald Trump Is Now Selling Freedom For Your Head And It Only Costs $35!,Donald Trump Is Now sell Freedom For Your Head And It Only price $ 35 !,pope francis take backhanded swipe trump raise wall label people
0.8642314688533014,Fox Losing More Advertisers After Sexual Harassment Claims Against O’Reilly - The New York Times,Fox Losing More Advertisers later Sexual Harassment Claims Against O’Reilly - The New York fourth_dimension,supreme court help company away sexual harassment
0.8202746168346309,73 Teens Shot To Death In The 37 Days Since The Parkland Massacre,73 teenager Shot To destruction In The 37 Days Since The park Massacre,trump rating new york time
0.7391603636446739,"George Michael, United Nations, Shinzo Abe: Your Tuesday Briefing - The New York Times","St._George Michael , joined res_publica , Shinzo Abe : Your Tuesday briefing - The newly House_of_York time",trump jr leave open possibility dad know trump tower meeting time
0.6727881235960759,Gentrification and Junk Food: Chopped-Cheese Edition - The New York Times,Gentrification and rubble Food : Chopped - Cheese Edition - The New House_of_York multiplication,left love new cold war
0.817460721195794,"Students Stage Sit-In For Gun Control Outside Paul Ryan's Office, Get Arrested","scholarly_person phase Sit - In For Gun contain Outside Paul Ryan 's berth , come halt",treasury department shoot fannie freddie obamacare conspiracy theory breitbart
0.8249393250239117,Copenhagen Trolls Donald Trump With Funny Bus Ad To Send Americans A Message,Copenhagen troll Donald Trump With Funny double-decker Ad To Send Americans A Message,msnbc make huge mistake try catch black family call trump racist
0.8027353825484878,White House Forced To Release Some Visitor Logs In Legal Settlement,White household Forced To loss Some Visitor Logs In Legal resolution,email deepen criminal case flint charge tough prove new york time
0.761571412721683,2 Florida Deputies Shot Dead While Eating At Chinese Restaurant,II Florida surrogate Shot Dead While rust At Taiwanese eating_house,bob dylan receive nobel prize tour sweden new york time
0.745192807891053,Jimmy Kimmel Says He’s Filing A Federal Complaint Against The Trumps,lever Kimmel sound_out He ’s Filing A Union_soldier charge Against The trumpet,supreme court hear death penalty case new york time
0.6348363596962865,Topless ‘Sextremist’ Feminists Grab Trump Waxwork ‘By the B*lls’,Topless ‘ Sextremist ’ women's_liberationist catch Trump Waxwork ‘ aside the B*lls ’,madonna tease new song surprise meet gala performance
0.8517121643050478,Donald Trump Nominates Wall Street Lawyer to Head S.E.C. - The New York Times,Donald Trump put_up Wall Street Lawyer to Head S.E.C. - The New York time,trump say offer interior job ryan zinke montana lawmaker new york time
0.65105215489235,"After #OscarsSoWhite, Broadway Seeks a #TonysSoDiverse - The New York Times","After # OscarsSoWhite , Great_White_Way seek deoxyadenosine_monophosphate # TonysSoDiverse - The unexampled House_of_York metre",quiet place dominate $ 50 million debut box office
0.7635113490351085,Stormy Daniels Scores '60 Minutes' Its Highest Ratings In Nearly A Decade,tempestuous Book_of_Daniel lots ' 60 Minutes ' Its mellow rating inch Nearly A Decade,donald trump trademark 2020 campaign slogan america great
0.7514192652130668,Detect Negative Energies And Malicious Entities Haunting You With A Glass Of Water,notice veto Energies And Malicious Entities Haunting You With A glass_in Of water_supply,accuse golden state killer face additional murder count
0.8378565515233958,Jury To Weigh If Pulse Shooter’s Widow Is A Monster Or Just Married One,Jury To matter If beat Shooter ’s Widow Is A Monster Or Just marital i,meet openly trans man graduate spelman college
0.8461138298270297,VIDEO: Man Allegedly High on Synthetic Street Drug Tries to Bite Officers After They Repeatedly Tasered Him - Breitbart,TV : woman Allegedly High on celluloid Street Drug Tries to bit Officers after They Repeatedly Tasered Him - Breitbart,police man charge rape 8 year old say provocative clothing suggest consent
0.7533401525361866,A Saucy Meme Made 41-Year-Old Fleetwood Mac Song 'Dreams' Climb The Charts,A Saucy Meme Made 41 - Year - sure-enough Fleetwood mackintosh Song ' Dreams ' rise The chart,anthony weiner sex hoax hillary stunt rig election 2016 strategy
0.9430107411570219,"Civil Rights Groups Sue Missouri, Saying It's Failing To Automatically Update Voter Records","Civil Rights chemical_group Sue Missouri , allege It 's bomb To Automatically Update Voter Records",estonia caution surprising cheer trump victory new york time
0.8315856988198158,Why You Can’t Lose Weight on a Diet - The New York Times,Why You Ca n’t find system_of_weights along group_A diet - The New House_of_York sentence,trump briefly admit make change mind
0.8142548726647256,One Of The DEA's Most Wanted Drug Traffickers Pleads To Be Left In Peace,One Of The Drug_Enforcement_Agency 's Most Wanted do_drugs vendor Pleads To Be right In Peace,3 health supplement maximize wellness
0.7785761676055823,Trump Says U.S. Will Use Military To Protect Border With Mexico,trump_out enjoin US Will manipulation Military To protect delimitation With Mexico,north carolina town terrorism abroad raise apprehension new york time
0.7637399776049308,Note to America: Dont Be So Sure Youve Put Trump Behind You   : Information,musical_note to USA : Dont Be and_so Sure Youve set trumpet in_arrears You    : selective_information,email interior expect learn public input bear ear review
0.7888924181584946,‘Empire Records’ Actor Says There’s A Huge Nod To Kurt Cobain In The Film,‘ Empire erase ’ worker order at_that_place ’s A immense Nod To Kurt Cobain In The pic,hillary clinton tel aviv carbon dioxide thursday evening briefing new york time
0.7935672466341855,Trump's Call For A 'Space Force' Makes Him The Laughingstock Of The Galaxy,cornet 's Call For A ' Space Force ' Makes Him The butt Of The Galaxy,meet openly trans man graduate spelman college
0.8296636022314873,Look At This Remarkable Chart As The Public Dumps Stocks! 5th Largest Outflow In The Past 10 Years!,tone At This Remarkable Chart as The populace Dumps Stocks ! 5th Largest Outflow Indiana The Past 10 Years !,bear beware hit high level past 6 year
0.7900908807471365,George Clooney's Ex-Anchorman Dad Isn't Having It With Sinclair,George_IV Clooney 's X - Anchorman Dad Is n't take It With Clive_Sinclair,anthony weiner sex hoax hillary stunt rig election 2016 strategy
0.7524831422093328,"YouTube Shooter Was 'Upset' With Company, Police Say","YouTube gun_for_hire Was ' disquieted ' With ship's_company , Police Say",anthony weiner sex hoax hillary stunt rig election 2016 strategy
0.7418909893937379,The 5 Biggest Threats To Humanity Exposed,The quint Biggest Threats To human_race cover,explosive facebook memo defend company strategy get people kill
0.5750367285623547,Publix Censors Teen's 'Summa Cum Laude' Graduation Cake,Publix Censors stripling 's ' Summa come Laude ' commencement_exercise Cake,review good fight lawyer claw way normal new york time
0.8724755469779003,"Sears, Delta Air Lines Say Customers' Payment Info May Have Been Exposed","Sears , Delta Air Lines Say Customers ' Payment Info May Have follow Exposed",obama consider remove n.s.a leader new york time
0.7604126611621953,"What Are The Bulges Under Your Green Pantsuit, Hillary?","What Are The jut nether Your gullible pantsuit , Sir_Edmund_Percival_Hillary ?",trump briefly admit make change mind
0.793752684993941,Former Penn State President Found Guilty in Sandusky Abuse Case - The New York Times,Former Penn State President come_up Guilty in Sandusky Abuse Case - The New York prison_term,missouri governor claim witch hunt state house release report
0.7468771859377338,Trump Will Beat Hillary With These Tricks,Trump Will dumbfound Sir_Edmund_Percival_Hillary With These Tricks,trump briefly admit make change mind
0.6515880242544749,Iraqi Army Discovers US-Made Missiles in ISIS’s Military Base in Mosul,Iraqi US_Army Discovers United_States_of_America - take_a_crap missile Indiana Directorate_for_Inter-Services_Intelligence ’s armed_forces stand atomic_number_49 Mosul,secretary state bolton advise trump confront russia china iran embrace war forever
0.8141792033446321,Keith Richards Explains How He Got Rid Of Trump Nearly 30 Years Ago,Keith Richards explicate How He cause Rid Of Trump Nearly 30 yr Ago,crocodile hunter steve irwin receive hollywood walk fame star
0.7744185826976505,"MSNBC Host Hugh Hewitt Suggests 'Trench Coat' Control, Not Gun Control","MSNBC horde Hugh Hewitt Suggests ' deep pelage ' Control , Not Gun Control",transformational new moon scorpio video
0.826268340638621,Black Americans Going For Donald Trump In Record Numbers As Election Day Approaches,Black Americans release For Donald Trump inch Record Numbers As Election Day near,democrat hold slim lead pennsylvania district trump win nearly 20 point
0.8051516785045922,Establishment-Backed Democrat Leaves Congressional Race Under Threat Of Ballot Challenge,administration - Backed Democrat Leaves Congressional Race under Threat Of ballot Challenge,anti abortion democrat face primary challenge left
0.6865829142773731,Robert Wilkie Picked As New VA Secretary In Surprise Announcement,Henry_M._Robert Wilkie Picked atomic_number_33 New Old_Dominion_State Secretary In storm promulgation,yahoo online universe accord verizon new york time
0.8189224560760059,UnReal Report: PM Modi trolls one and all with his surgical strike on black money,real Report : PM Modi trolling one and all with his surgical strike on black money,white house furious medium prop give coverage guy want attention
0.7844846221803445,"MONOPOLY: Banks, Then Media, Now Voting Machine Companies – With One Company Supplying Over 50% Of Us Voting Machines.","MONOPOLY : Banks , Then culture_medium , Now Voting Machine Companies – With One Company add Over 50 % Of uranium Voting motorcar .",democrats chance take house get well new forecast
0.7818689775577147,Not An Onion Story: Blake Farenthold Gets A New Job Lobbying Congress,Not An Onion account : Blake Farenthold fuck_off A New line lobby US_Congress,meet openly trans man graduate spelman college
0.7787056809618522,"Cyrus Mistry speaks out, says TATA removal didn’t hurt as much as punny headlines on it","Cyrus Mistry speaks stunned , says TATA remotion exercise n’t injure as little as punny headline off it",trump briefly admit make change mind
0.6960911698717057,Powerful Docudrama 'The Hidden Rebellion' Exposes Christian Persecution Under French Revolution,Powerful Docudrama ' The hide_out Rebellion ' reveal Christian persecution Under French gyration,michael che dismiss kanye west entire slavery narrative single word
0.7507220889437956,The Hidden Influence of Clinton and Trump’s Religion - The New York Times,The cover regulate of President_Clinton and trumpet ’s Religion - The New House_of_York clock,queer eye karamo brown personal reason support march life
0.7843534157602159,"Trump Called Edward Snowden a Traitor, Implied He Should Be Executed","Trump Called Edward Snowden a double-dealer , Implied He Should Be Executed",trump jr leave open possibility dad know trump tower meeting time
0.8089213470304129,Cathy Yan May Be First Asian Woman To Direct A Major Superhero Movie,Cathy Yan Crataegus_laevigata Be get-go Asiatic char To unmediated A Major Superhero pic,george michael united nations shinzo abe tuesday briefing new york time
0.702306542142829,Talent Agency UTA Trades Oscar Party for Refugee Rally,endowment Agency UTA Trades Oscar company for Refugee Rally,teacher swarm kentucky capitol protest pension change school budget cut
0.7302461919520076,"The Real Stormy Daniels Warns 'Trump' on 'SNL':  Storm's A Comin', Baby","The really tempestuous Book_of_Daniel Warns ' Trump ' along ' SNL ' :   Storm 's deoxyadenosine_monophosphate Comin ' , child",anthony weiner sex hoax hillary stunt rig election 2016 strategy
0.7854105240511279,Why Trump Won and Why Clinton Lost    :,Why horn Won and Why President_Clinton suffer     :,trump have second thought spend deal
0.7766464018111608,BET: Katy Perry Latest ‘White Pop Act’ to Appropriate ‘Black Urban Culture’,BET : Katy Perry Latest ‘ White Pop represent ’ to Appropriate ‘ Black rural Culture ’,queer eye karamo brown personal reason support march life
0.78362796350094,MORE MUSLIM ANIMAL ABUSE: Palestinians film themselves stoning a hyena to death using cement blocks and large stones,MORE MUSLIM ANIMAL ABUSE : Palestinians film themselves lapidate antiophthalmic_factor hyena to death using cementum blocks and great stones,family hear muslim groom scream see item blood soak hand
0.6928479145164601,US Insiders – Not Russia – Leaked Clinton Emails,u insider – Not USSR – leak_out President_Clinton email,explosive facebook memo defend company strategy get people kill
0.7900319574609093,Congressman Proposes National Surveillance Program After Trump Meeting - The New York Times,Congressman Proposes National Surveillance broadcast After Trump Meeting - The New House_of_York fourth_dimension,read live update mark zuckerberg hearing house energy commerce committee
0.7929438254954999,Chuck Schumer Turns Melania Trump's 'Be Best' Campaign Against Donald Trump,Chuck Schumer spell Melania Trump 's ' Be Best ' push Against Donald Trump,jeb bush take apparent swipe donald trump child love
0.8190602614622119,"In Address, Cuomo Posits New York’s Policies as an Answer to Trump - The New York Times","In treat , Cuomo Posits New York ’s insurance as Associate_in_Nursing Answer to Trump - The New House_of_York multiplication",trump say offer interior job ryan zinke montana lawmaker new york time
0.8680829353033993,Migrant Caravan Reaches The U.S. Border,Migrant Caravan strive The U.S. Border,trump official warn arrest migrant caravan reach u.s border
0.7951385582177087,Pennsylvania Supreme Court Chief Scolds His Own Party For Trying To Impeach Justices,Keystone_State Supreme Court gaffer Scolds His Own Party For essay To criminate Justices,art bell paranormal radio host die 72
0.7092404985970354,Minister Slammed for Wearing Crucifix in ’Vile Attack’,pastor Slammed for Wearing Crucifix in ’ nauseating Attack ’,president brag grope woman declare sexual assault awareness month
0.7052154829218527,Michael Hudson on Meet the Renegades,Michael W._H._Hudson off conform_to the turncoat,meghan mccain take swipe white house aide mock father cancer
0.8411298253912418,Readers: White Nationalist Teacher Is Why We Shouldn't Put Firearms In Classrooms,Readers : White nationalistic Teacher exist Why We Should n't Put small-arm In Classrooms,meet openly trans man graduate spelman college
0.7835916754992953,Mattis: U.S. ’Not in a Position’ to Work with Russia,Mattis : U.S. ’ Not Indiana a Position ’ to Work with Russia,trump say talk way release americans hold north korea
0.7104400204840341,Israel’s ’Flying Car’ Passenger Drone Moves Closer to Delivery,Israel ’s ’ Flying railcar ’ Passenger trailer Moves tight to Delivery,new incredible 2 trailer mom new job dad stay home
0.7829370133163198,"The Great Barrier Reef Has Been Forever Changed By Global Warming, Scientists Warn","The outstanding Barrier reef Has personify Forever transfer by Global Warming , scientist admonish",breitbart news daily budget priorities breitbart
