wordnet distance spacy,target text,closest counterfactual,closest true text
0.8507667150722041,rare is the ` urban comedy ' that even attempts the insight and honesty of this disarming indie,rarefied is the ` urban comedy ' that even effort the insight and money_plant of this arming indie,good thing film mind look like creative process operate
0.8348654365051478,a deviant topical comedy which is funny from start to finish,a aberrant topical comedy which is funny from start to beginning,hill learn new trick trick salvage lifeless boxing film
0.821626740116856,arguably the year 's silliest and most incoherent movie,arguably the year 's featherbrained and most incoherent motion-picture_show,lighthearted feel good film embrace time honor truth powerful thing life love
0.8275712583391053,the movie quickly drags on becoming boring and predictable,the pic quickly trail along becoming oil_production and predictable,gorgeous high spirited musical india exquisitely blend music dance song high drama
0.8659838521190666,imagine if you will a tony hawk skating video interspliced with footage from behind enemy lines and set to jersey shore techno,imagine if you disinherit a tony hawk skating video interspliced with footage from behind enemy lines and set to jersey shore techno,woo right huge action sequence director long filmmaker copy save private ryan battle scene realize steven spielberg get right time
0.8201456585153513,a refreshingly authentic coming of age tale,a refreshfully bona_fide coming of senesce tale,twist tale far satisfying horror film recent memory
0.8115383616849066,the smartest bonehead comedy of the summer,the stupid bonehead comedy of the summer,film come insanely stupid awful way watch leave giddy half past dead achievement
0.757573807346707,escapism in its purest form,escape In its utter class,feel trap obvious escape entire 100 minute
0.8596297567763428,"works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren","works because , for the least percentage , it annul the stupid cliches and formulaic chuckhole that befall its brethren",involve mystery give away feature badly draw character outcome hardly matter
0.802314358911305,despite some gulps the film is a fuzzy huggy,despite some gulps the pic is a blurry huggy,remember 60 interested man response stroke ram dass fierce grace worth seek
0.8747334248917569,"nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them","zilch debases a concept comedy quite_an like the grinding of bad ideas , and beginning is crammed full of them",call satire sting woody afraid bite hand finally extent warm
0.8807280636993061,"even if britney spears is really cute , her movie is really bad","even if britney spears is really cute , her movie is really risky",remember 60 interested man response stroke ram dass fierce grace worth seek
0.878950742932588,the backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense,the backyard battles you stage with your green plastic army men were more exciting and almost sure made more sense,fascinating fun film
0.8418881056638128,the ring just left me cold and wet like i was out in the seattle drizzle without rainwear,the ring upright provide me cold and wet like 1 was out in the seattle drizzle without rainwear,art good yarn sneeze day
0.8866318060927685,it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental,it 's one of the saddest films i hold ever_so seen that unruffled oversee to be uplifting just not overly sentimental,issue present lousy way complete year unintentionally funniest moment impossible care
0.8378231846578593,"it 's all pretty cynical and condescending , too","it 's all pretty cynical and condescending , overly",close solid espionage thriller misfortune release decade late
0.7494674573973039,barely goes beyond comic book status,scarcely goes beyond mirthful book condition,gentle blend present day testimonial survive footage burstein family perform historical archive tell still
0.83602337398472,borrows from so many literary and cinematic sources that this future world feels absolutely deja vu,borrows from so many literary and cinematic sources that this futurity world experience perfectly deja vu,call satire sting woody afraid bite hand finally extent warm
0.8699827610937886,"not everything works , but the average is higher than in mary and most other recent comedies","not everything works , but the average is higher than in mary and most former Recent_epoch funniness",badly level actually have hard time believe people pay
0.8712731065025322,"it smacks of purely commercial motivation , with no great love for the original","it reek of purely commercial motivation , with no nifty love for the original",good thing film mind look like creative process operate
0.7709610279476202,a fairly by the books blend of action and romance with sprinklings of intentional and unintentional comedy,a fairly by the Scripture blend_in of sue and romanticism with sprinklings of intentional and unintentional funniness,example sophisticated challenge filmmaking stand despite noticeable lack emotional heft welcome contrast indulgent dead end experimentation director previous frontal
0.8404377288741651,a dreary rip off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans,a grim rip off of goodfellas that serves as type_A muddle and offensive cautionary tale for hispanic americans,charming poignant tale irrevocable tie bind
0.8737568834448163,sits uneasily as a horror picture but finds surprising depth in its look at the binds of a small family,baby-sit uneasily as a horror picture but finds unsurprising depth in its feeling at the tie_down of antiophthalmic_factor small mob,film capture perfectly hope dream little boy baseball field grown man sit stand
0.8285298823578475,"lacking gravitas , macdowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel","lacking gravitas , macdowell is a placeholder for grief , and ergo this baggy drama is an vacuous vessel",movie real anarchic flair
0.8546849138132528,"an impressive debut for first time writer director mark romanek , especially considering his background is in music video","Associate_in_Nursing telling debut for first time writer director stigma romanek , especially considering his background make_up in music video",hard imagine recent film independent make mess
0.8555726293582785,the story and characters are nowhere near gripping enough,the story and characters are nowhere about grapple sufficiency,involve mystery give away feature badly draw character outcome hardly matter
