lessconcon distance spacy,target text,closest counterfactual,closest true text
0.6932680216681204,Topless ‘Sextremist’ Feminists Grab Trump Waxwork ‘By the B*lls’,Hugh ‘ Sextremist ’ Democrats Lay Harvey Waxwork ‘ By every B*lls ”,bill black liberal listen immense cost ignore tom frank warning
0.8423234066402047,Donald Trump Nominates Wall Street Lawyer to Head S.E.C. - The New York Times,Donald Trump Thinks Wall Street Lawyer to Head S.E.C. - The New Denver Times,trump say offer interior job ryan zinke montana lawmaker new york time
0.7437908347101462,"After #OscarsSoWhite, Broadway Seeks a #TonysSoDiverse - The New York Times","After # OscarsSoWhite , Broadway Seeks a # TonysSoDiverse - The New Wisconsin Longest",trump advice 25 year old self run president
0.8202172690536915,Detect Negative Energies And Malicious Entities Haunting You With A Glass Of Water,Fail Negative Energies And Angry Entities Haunting You With A Glass Of HOUSE,white house furious medium prop give coverage guy want attention
0.8387359232615549,Jury To Weigh If Pulse Shooter’s Widow Is A Monster Or Just Married One,Jury To Worry If Delay Shooter ’s Widow Is Another Monster Or Just Married Five,janet reno woman serve u.s attorney general die 78 new york time
0.8512026218374442,VIDEO: Man Allegedly High on Synthetic Street Drug Tries to Bite Officers After They Repeatedly Tasered Him - Breitbart,Gear : Man Even High on Synthetic Street Drug Tries to Bite Presidents After They Repeatedly Tasered Him - RNC,texas man kill neighbor use gay panic defense avoid murder charge
0.7651280722651944,Getty Mixed Up Mark Zuckerberg's Executive Assistant With Priscilla Chan,Getty Mixed Up Mike Limbaugh 's Executive Assistant Against Karen Chan,bruce springsteen memoir ride shotgun boss new york time
0.9331665214143984,"Civil Rights Groups Sue Missouri, Saying It's Failing To Automatically Update Voter Records","Civil Rights Groups TRUST Missouri , Saying It 's Reporting To Automatically Preview Voter Records",barack obama delay suspend election hillary force new fbi email investigation
0.8370913245031919,Why You Can’t Lose Weight on a Diet - The New York Times,When You Ca n’t Lose WOMEN on a Diet - The New Jersey Heard,white house furious medium prop give coverage guy want attention
0.8369057308616086,One Of The DEA's Most Wanted Drug Traffickers Pleads To Be Left In Peace,One Of The DEA 's Most Wanted REPORT Democrats Pleads To Be Left Through Peace,pope francis take backhanded swipe trump raise wall label people
0.8127429481809029,Trump Says U.S. Will Use Military To Protect Border With Mexico,Supreme Says U.S. Will Use Military To Replace Border With Mexico,supreme court hear death penalty case new york time
0.7626229174540773,Scott Pruitt Reportedly Lied About Knowledge Of Staff Raises,Moore Cunningham Never Lied About Knowledge IN Staff Raises,tax break olympic hero sole lawmaker say new york time
0.8491929987298255,Note to America: Dont Be So Sure Youve Put Trump Behind You   : Information,Note to Jackson : Dont Be So Sure Youve Cut Trump Behind You    : Evidence,trump briefly admit make change mind
0.8172741137788044,‘Empire Records’ Actor Says There’s A Huge Nod To Kurt Cobain In The Film,‘ Empire Records ’ Ace Feels There means A CA Forward Through Michael Cobain In The Film,nickelodeon wade princess politic new york time
0.8164923460575184,Look At This Remarkable Chart As The Public Dumps Stocks! 5th Largest Outflow In The Past 10 Years!,Look At This Quite Chart FOR The Grant Dumps Stocks ! 5th Largest Outflow In The Several 18 Years ?,bear beware hit high level past 6 year
0.8218585890804412,George Clooney's Ex-Anchorman Dad Isn't Having It With Sinclair,George Clooney 's Drunken \ Anchorman Dad Is n't Having It With Ann,immune system unleash cancer therapy attack organ new york time
0.793194800566169,The 5 Biggest Threats To Humanity Exposed,Another 5 Biggest Threats To Humanity Showed,1 person find dead explosion rock site allege domestic hostage situation
0.7622352842887579,7 Places Prince Harry And Meghan Markle Might Honeymoon,7 Places Francis Harry And Meghan Markle Happens Disneyland,comment migrant battle street paris auntie lulu
0.7896390536089146,"What Are The Bulges Under Your Green Pantsuit, Hillary?","What Are The Bulges Under Your John Christie , Clark ?",look pose ryan murphy inclusive history make
0.8059548848555033,Former Penn State President Found Guilty in Sandusky Abuse Case - The New York Times,Former Penn State COUNTRY Found Guilty of Sandusky Abuse Case - The New York Longest,missouri governor claim witch hunt state house release report
0.8127033884614991,Trump Will Beat Hillary With These Tricks,Ryan Would Beat Hillary With These Tricks,rick scott early gift trump team create problem worth
0.8095381182730558,Iraqi Army Discovers US-Made Missiles in ISIS’s Military Base in Mosul,Iraqi WOMEN Wants US - Made Missiles in Bennett ’s Military Limited in Shia,world good military win war
0.8113444903500412,Keith Richards Explains How He Got Rid Of Trump Nearly 30 Years Ago,Keith Richards Feels How He Took Rid Of Michael Nearly 30 Years Ago,profiteer conflict new york time
0.8483067895077939,Black Americans Going For Donald Trump In Record Numbers As Election Day Approaches,Black Americans Blowing For Donald Trump House Record Numbers Without Election Day Approaches,trump census change hit asian americans especially hard
0.8214941443677302,"For Obama, Supreme Court Defeat Upends a Legacy on Immigration - The New York Times","For Obama , Master Father Victor Upends a Unique of National - This New York Week",trump say offer interior job ryan zinke montana lawmaker new york time
0.682901031080489,Hybrid Wars 8. Strategies Against Africa (1B),Gen Jews 8 . Strategies Without Africa ( 1B ),3 american jail n. korea home trump situation bad
0.8190365814422254,Establishment-Backed Democrat Leaves Congressional Race Under Threat Of Ballot Challenge,Coalition - Backed Democrat Leaves Congressional Race Under Threat Into Ballot Challenge,conservative senate democrat back trump agenda defeat progressive challenger
0.744663500793131,Robert Wilkie Picked As New VA Secretary In Surprise Announcement,Robert Wilkie Picked Through Exclusive Alexandria Secretary In Surprise Announcement,phrase take new meaning radical islam explain new york time
0.8415977646563321,UnReal Report: PM Modi trolls one and all with his surgical strike on black money,VIP Report – Birthday Nobel trolls one and all with his surgical strike on black money,queer eye karamo brown personal reason support march life
0.7890932758332608,"MONOPOLY: Banks, Then Media, Now Voting Machine Companies – With One Company Supplying Over 50% Of Us Voting Machines.","MONOPOLY — Banks , Then Media , Never Federal Machine Companies – With One Company Supplying Over 50 % Of Miss Voting Machines .",democrats chance take house get well new forecast
0.8066131934913535,Not An Onion Story: Blake Farenthold Gets A New Job Lobbying Congress,Not An Buffalo Story : Blake Farenthold Gets The New US Protest Federation,cnn stelter trump attack press verbal form poison breitbart
0.8079237328478244,"Cyrus Mistry speaks out, says TATA removal didn’t hurt as much as punny headlines on it","Ellen Federer speaks out , says TATA corruption came n’t hurt as much as punny shoots on they",trump briefly admit make change mind
0.8216575287289716,The Hidden Influence of Clinton and Trump’s Religion - The New York Times,The Hidden Social of Jim and Gary 's Religion - The New California I.E.,queer eye karamo brown personal reason support march life
0.7815792525036331,"Trump Called Edward Snowden a Traitor, Implied He Should Be Executed","Trump Called Edward Koch a Traitor , Universe He Should Be Executed",stephen hawk finished mind bend parallel universe paper day death
0.8135218995557572,Cathy Yan May Be First Asian Woman To Direct A Major Superhero Movie,Cathy Yan Might Be First Asian Falls To Direct Limited Major Halloween Opposite,tough gun law america
0.730422510766319,Talent Agency UTA Trades Oscar Party for Refugee Rally,Talent Grant Wong Trades Oscar Drunken for Refugee Rally,gay trump supporter get death threat gay people support candidate receive multi million dollar contribution country execute gay
0.8346369433132145,Why Trump Won and Why Clinton Lost    :,Why Trump Won and Why Smith Lost     –,trump good easy win trade war actually
0.7804106516503502,Lena Waithe Stuns At Met Gala As A Queer Superhero,Lena Waithe Stuns At US October AFTER A Queer God,jonah goldberg comey win credibility contest trump breitbart
0.7952230400841037,BET: Katy Perry Latest ‘White Pop Act’ to Appropriate ‘Black Urban Culture’,BET : Emma Perry Latest ‘ White Pop Act ’ to Appropriate ‘ Black Progressive Culture ”,queer eye karamo brown personal reason support march life
0.7966603076816182,MORE MUSLIM ANIMAL ABUSE: Palestinians film themselves stoning a hyena to death using cement blocks and large stones,MORE MUSLIM ANIMAL ABUSE : Syrians film themselves taking a hyena to death using cement blocks and implant stones,texas man kill neighbor use gay panic defense avoid murder charge
0.7995212568982173,US Insiders – Not Russia – Leaked Clinton Emails,Heard Democrats – Not Victoria — Made Wright Emails,fact check democrats create twice job republicans 1950
0.8226961123679457,Congressman Proposes National Surveillance Program After Trump Meeting - The New York Times,Aaron Proposes National Surveillance Grant After Trump Meeting - The New Georgia Times,new federal law change foster care know
0.8463826085463929,"In Address, Cuomo Posits New York’s Policies as an Answer to Trump - The New York Times","In Address , Cuomo Posits New York 's Democrats as an Answer to Trump - The New Atlanta CA",trump say offer interior job ryan zinke montana lawmaker new york time
0.8386549255896876,Migrant Caravan Reaches The U.S. Border,Migrant Europe Reaches The France Border,california today track bullet train progress new york time
0.8514325575202689,Pennsylvania Supreme Court Chief Scolds His Own Party For Trying To Impeach Justices,Oregon Supreme Court Chief Scolds His Own Party For Wondering To Bush Justices,look shocking number kid bear illegal 2014
0.7161601697761626,Minister Slammed for Wearing Crucifix in ’Vile Attack’,Minister Slammed for Stepping Crucifix in ” Hollow Attack ”,mexican presidential candidate call cut thief hand
0.7773682046757369,Michael Hudson on Meet the Renegades,Michael Taylor on Miss the Danes,dwayne rock johnson welcome second child girlfriend lauren hashian
0.8360992665360648,Readers: White Nationalist Teacher Is Why We Shouldn't Put Firearms In Classrooms,Readers : Pen Nationalist Teacher Is How We Should n't Put Firearms As Classrooms,philippine duterte seek peace
0.780206884501045,Mattis: U.S. ’Not in a Position’ to Work with Russia,Mattis : U.S. ’ Not in every Position ’ to Work with Russia,trump say talk way release americans hold north korea
0.7637186423720012,Israel’s ’Flying Car’ Passenger Drone Moves Closer to Delivery,Israel 's ’ Flying Caravan ’ Passenger Drone Moves Longer to Delivery,sell plane iran save life exit nuclear deal hard
0.8218046883548965,"The Great Barrier Reef Has Been Forever Changed By Global Warming, Scientists Warn","The Great Trench Reef Has Saw Too Changed By Global Warming , Consequences Warn",c.i.a torture detail newly disclose document new york time
