xspells distance spacy,target text,closest counterfactual,closest true text
0.8983606541935987,the film s tone and pacing are off almost from the get go,a movie that so of the best films like a confidence ,film people walk halfway encourage stand applaud undoubtedly leave camp engage ferocious debate year come
0.8771534706860309,reinforces the often forgotten fact of the world s remarkably varying human population and mindset and its capacity to heal using creative natural and ancient antidotes,the film is too many or even through the movie s of ,despite fact film bad think go good movie
0.8258200746269154,it s depressing to see how far herzog has fallen,the film is a primer on its own in town with sensitivity ,good thing film mind look like creative process operate
0.8614554884569543,a coarse and stupid gross out,the film s so uninspiring that could a gorgeously ,hard imagine recent film independent make mess
0.85360900318384,unfounately the picture failed to capture me i found it slow drab and bordering on melodramatic,a movie that so lovingly and present the most of screen ,workshop mentality prevail
0.8318473946563063,dawdles and drags when it should pop it doesn t even have the viue of enough mindless violence to break up the tedium of all its generational bonding,the film has a laundry cast of human observation are ,moore real charmer
0.8621473819893439,a thoughtful movie a movie that is concerned with souls and risk and schemes and the consequences of one s actions,the film is so many of its own in reality tv in which ,good thing film mind look like creative process operate
0.8258814454600695,the threat implied in the title pok mon 4ever is terrifying like locusts in a horde these things will keep coming,the film is a primer on its own and director in its ,good thing film mind look like creative process operate
0.8572340737252504,an entire film about researchers quietly reading dusty old letters,a movie that so of the energy than a romantic comedy ,tackle low budget movie inexperienced child play main character good way cut tooth film industry
0.8394998297050014,helmer devito attempts to do too many things in this story about ethics payola vice murder kids tv and revenge,the film is a primer on its own it s a of healthy ,good thing film mind look like creative process operate
0.8802441852425192,your stomach for heaven depends largely on your appetite for canned corn,a movie that one would have been seen in advance or ,will harm think good reason rush right probably video store christmas well suited night living room night movie
0.8915247417611981,probably the best case for christianity since chesteon and lewis,a movie that one would have been exhausted by someone ,badly level actually have hard time believe people pay
0.8449468257518206,one of herzog s least inspired works,the film is a primer on its own his director and feels ,good thing film mind look like creative process operate
0.879378613200806,a deft delightful mix of sulky teen drama and overcoming obstacles spos movie triumph,a movie that so tale about being a bunch of time in ,say ice age fairly pretty picture substance story actually life
0.8537435891535902,an oppounity missed,the film s what is so of and all too many <end> ,feel like work finally age past prime realize want like people work
