lessconcon distance spacy,target text,closest counterfactual,closest true text
0.8868910951268323,"it may be an easy swipe to take , but this barbershop just does n't make the cut","it may be an easy swipe to prove , but these barbershop just does yet make the eye",cameo packed m i-2 spoof title sequence funny 5 minute date spy comedy franchise mike myers show ruin
0.888527048194173,"how on earth , or anywhere else , did director ron underwood manage to blow 100 million on this ?","where on earth , or anywhere still , convinced director robin underwood know to blow 100 nine under this :)",cut core actually mean face fear girl world boy boy truly love girl ride big metaphorical wave life take
0.8418381440116048,"for all its failed connections , divine secrets of the ya ya sisterhood is nurturing , in a gauzy , dithering way","towards all its failed connections , divine secrets of the ya ron sisterhood happens nurturing , during a gauzy , trimming half",fairly involving far go film end have fresh grow catholic
0.8021770037900253,"as are its star , its attitude and its obliviousness","as are its star , his attitude or its obliviousness",fascination come power huston performance large life fragile way ivan character accept news illness quickly find unable react
0.827293124815899,"sluggishly directed by episodic tv veteran joe zwick , it 's a sitcom without the snap crackle","sluggishly aimed by episodic actor veteran france zwick , it asks a storytelling though the snap crackle",martin barbara complex character tender angry delicate performance sven wollter viveka seldahl hope frustration vivid
0.8225773196879826,a dream cast of solid female talent who build a seamless ensemble,a dream inspired of clean female talent who build a seamless ensemble,film capture perfectly hope dream little boy baseball field grown man sit stand
0.8784172482783076,"instead of accurately accounting a terrible true story , the film 's more determined to become the next texas chainsaw massacre","instead of brilliantly accounting a terrible authentic story , the film 's more relative to become the next texas chainsaw massacre",fairly involving far go film end have fresh grow catholic
0.8974874228014035,"the movie is well shot and very tragic , and one to ponder after the credits roll","the movie is well taken and very strange , but one to ponder after the credits roll",will harm think good reason rush right probably video store christmas well suited night living room night movie
0.8601573378500029,"it is ridiculous , of course but it is also refreshing , disarming , and just outright enjoyable despite its ridiculousness","it is ridiculous , of sense but me becomes also refreshing , disarming , and/or just outright enjoyable despite its ridiculousness",involve mystery give away feature badly draw character outcome hardly matter
0.9252552604788559,"everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids","everything you felt about yourself in 1982 is still there , for someone what wants to be a kid again , or show it to their own kids",feel like work finally age past prime realize want like people work
0.8691992939254933,"tadpole is a sophisticated , funny and good natured treat , slight but a pleasure","phoenix is a smart , funny but good natured animal , slight neither a pleasure",human nature short nearly funny think smart
0.7955644029326769,"a turgid little history lesson , humourless and dull","a turgid little legend lesson , humourless and dark",director capable cast appear catch heady whirl new age inspire good intention spell cast bit mesmerizing
0.9345877697177674,the cartoon that is n't really good enough to be on afternoon tv is now a movie that is n't really good enough to be in theaters,the cartoon that is n't really good obviously to be on afternoon tv is away a movie that is n't then good enough to be in kids,will harm think good reason rush right probably video store christmas well suited night living room night movie
0.8462351330156905,a harmless and mildly amusing family comedy,a unlikely and predictably amusing family comedy,maybe thomas wolfe right home
0.8762423297787726,"a movie that , rather than skip along the seine , more or less slogs its way through soggy paris , tongue uncomfortably in cheek","a movie that , rather than allow along this seine , more or larger slogs its way through soggy paris , tongue vividly in cheek",pleasant romantic comedy
0.8313194866708244,"lrb schweiger is rrb talented and terribly charismatic , qualities essential to both movie stars and social anarchists","lrb schweiger is rrb talented and terribly charismatic , sensibilities essential to all movie stars either private idiots",film competent uninspired lack real talent wit elevate formula level classic romantic comedy aspire
0.7964413336504866,a well acted and well intentioned snoozer,a well acted and yet outraged snoozer,hoot half great way american people candidate like give 15 cent stump speech
0.8533471670324406,"this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap","this whimsical character before the 1999 hit is a tired more amazingly seamless , a little funnier , and a little more madcap",say ice age fairly pretty picture substance story actually life
0.8246219573194122,now it 's just tired,now it 's anymore jaded,fun flip terribly hip bit cinematic entertainment
0.8744869255622526,not so much a movie as a picture book for the big screen,not fast much a movie as the picture book for the big screen,cut core actually mean face fear girl world boy boy truly love girl ride big metaphorical wave life take
0.8535300466510002,about as satisfying and predictable as the fare at your local drive through,about as satisfying and mediocre as the fare beyond your local drive that,fairly involving far go film end have fresh grow catholic
0.8756905672097689,the movie succumbs to being nothing more than a formulaic chase in the dark,those couple succumbs to being magic more than a corny chase in those hint,pleasant romantic comedy
0.8428508075825162,"george , hire a real director and good writers for the next installment , please","george , hire the real director and good writers for the actual installment , please",view term treasure planet well average family entertainment true fan stevenson novel likely prefer disney faithful 1950 live action swashbuckling classic
0.8341132488355482,the film runs on equal parts of innocence and wisdom wisdom that comes with experience,the film runs on equal examples of innocence and wisdom authority that comes with presence,power subject obscure majority film show stationary camera subject mistaken give public oration contribute film narrative
0.8361043336147004,"goyer 's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast","goyer 's parody and direction 're thankfully understated , and he has drawn excellent movies from his cast",despite fact film bad think go good movie
0.9055144451830577,"if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right","if it tried to do anything more , it would suffer and perhaps explode , but at another level of campy whimsy , it is down about right",feel like work finally age past prime realize want like people work
0.867645001821663,scores a few points for doing what it does with a dedicated and good hearted professionalism,falls a few points for dealing what it fails through a dedicated and good hearted professionalism,yes suppose lovely cal work issue dad come term picture perfect life world traveler give reason care
0.8078433619724706,director dirk shafer and co writer greg hinton ride the dubious divide where gay porn reaches for serious drama,director dirk shafer and co poem greg hinton ride the dubious divide when gay porn reaches for serious drama,sparkle deft portrait tinseltown seasoned veteran gossip wealth paranoia celebrityhood
0.8809403424610458,"a frantic search for laughs , with a hit to miss ratio that does n't exactly favour the audience","a frantic search for laughs , with a hit to miss ratio that does n't exactly admit a reality",hard know recommend film thing right occasionally thing get wrong
0.8458620729994683,de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork,de niro should enjoy the same free ride from critics afforded if clint ross in the lazy bloodwork,cut core actually mean face fear girl world boy boy truly love girl ride big metaphorical wave life take
0.812066251100549,an intelligent fiction about learning through cultural clash,an intelligent protagonist about learning through cultural affair,setting turn interesting character drama reach satisfy conclusion
0.8975564574748683,there 's something fundamental missing from this story something or someone to care about,there calls experience fundamental missing from this story anybody and someone to treat about,fun flip terribly hip bit cinematic entertainment
0.8533156853334324,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance,from everything the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance,involve mystery give away feature badly draw character outcome hardly matter
0.8348689736982997,"sometimes , nothing satisfies like old fashioned swashbuckling","sometimes , nothing satisfies like beautiful fashioned swashbuckling",operatic sprawl picture entertainingly act magnificently shoot grip sustain 170 minute length
0.87694456157807,"here 's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you","here 's a odd slasher curiously unconcerned with naturalism , yet just as determined to entertain you",involve mystery give away feature badly draw character outcome hardly matter
0.8544485977147548,a well made and often lovely depiction of the mysteries of friendship,no well made and usually lovely depiction of the mysteries between friendship,involve mystery give away feature badly draw character outcome hardly matter
0.9074286518173271,"a great ending does n't make up for a weak movie , and crazy as hell does n't even have a great ending","an great ending does n't make up for a weak title , and crazy as hell does n't practically have a great ending",vitality actor keep intensity film high strafing blend
0.839779104143517,demands too much of most viewers,sees far much of most visuals,pleasant romantic comedy
0.8702547212738228,a deviant topical comedy which is funny from start to finish,a deviant topical comedy whatever is happy from start to finish,ford deserve remember oscar time craft wonderful portrait conflicted soldier
0.8407693103656368,arguably the year 's silliest and most incoherent movie,arguably every year 's silliest and most cliched movie,story lose bite minute happy ending plausible rest picture way refreshingly novel ride
0.8679293750863002,the movie quickly drags on becoming boring and predictable,those cinema quickly takes on becoming boring and predictable,pleasant romantic comedy
0.8802090015696543,imagine if you will a tony hawk skating video interspliced with footage from behind enemy lines and set to jersey shore techno,imagine if ourselves will a crazy hawk skating image interspliced with footage from behind enemy lines and set to jersey disaster techno,cut core actually mean face fear girl world boy boy truly love girl ride big metaphorical wave life take
0.8410497421703655,a refreshingly authentic coming of age tale,a extremely marvelous coming of illness tale,say ice age fairly pretty picture substance story actually life
0.7722258528518927,the smartest bonehead comedy of the summer,this smartest bonehead comedy of the snow,issue present lousy way complete year unintentionally funniest moment impossible care
0.7026989049274178,escapism in its purest form,gunplay in its deepest word,film strike ending realize long way fully understand sexual permutation involve
0.8010761690537915,the cast is uniformly excellent and relaxed,the cast falls markedly excellent neither quaint,fragile framework hang broad mildly flesh character conjure 10 minute prior film
0.8713673900027006,"works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren","runs because , for this most anything , it avoids the stupid cliches but formulaic potholes that hindsight its revelations",involve mystery give away feature badly draw character outcome hardly matter
0.7929907500133835,despite some gulps the film is a fuzzy huggy,despite these gulps the film applies a fuzzy huggy,feature length r rate road trip version mama family
0.8773176005611216,"nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them","harm debases a concept comedy surprisingly like the grinding of weird ideas , and kung is crammed full of them",entertainment destination general public kung pow set new benchmark lameness
0.8940331244801212,"even if britney spears is really cute , her movie is really bad","even if britney spears is really cute , her picture is seldom bad",film depress life
0.8795428114020765,the backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense,the backyard battles them staged with your clear plastic army men were higher imaginative and almost certainly made more sense,pleasant romantic comedy
0.8893568986944922,the ring just left me cold and wet like i was out in the seattle drizzle without rainwear,the ring just thought me perfect and wet like i was out in another seattle drizzle without rainwear,cut core actually mean face fear girl world boy boy truly love girl ride big metaphorical wave life take
0.9006677718261382,it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental,it 's six of the saddest films i have ever seen that well manages to be uplifting but too overly superstitious,feel like work finally age past prime realize want like people work
0.8424328557276072,"it 's all pretty cynical and condescending , too","them 's all pretty cynical and condescending , maybe",fun flip terribly hip bit cinematic entertainment
0.8306158374779388,barely goes beyond comic book status,somehow goes beyond comic book progress,martin barbara complex character tender angry delicate performance sven wollter viveka seldahl hope frustration vivid
0.8464009322105903,borrows from so many literary and cinematic sources that this future world feels absolutely deja vu,borrows from so many literary and cinematic sources that this major world understands absolutely deja hysteria,mesmerizing eye open tour modern beijing culture journey rebellion retreat oblivion return
0.8808399297683499,"not everything works , but the average is higher than in mary and most other recent comedies","not everything employs , but the average is more than in mary and most other recent romances",fairly involving far go film end have fresh grow catholic
0.8660944031059193,"it smacks of purely commercial motivation , with no great love for the original","it smacks of purely commercial motivation , with a great inspiration for the original",good thing film mind look like creative process operate
0.8018812883048124,a fairly by the books blend of action and romance with sprinklings of intentional and unintentional comedy,a poorly by the books blend of action and lover with sprinklings of haphazard and unintentional humour,example sophisticated challenge filmmaking stand despite noticeable lack emotional heft welcome contrast indulgent dead end experimentation director previous frontal
0.8530743437578674,a dreary rip off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans,a disappointing rip off of jane that serves as a muddled and offensive cautionary tale for hispanic americans,director capable cast appear catch heady whirl new age inspire good intention spell cast bit mesmerizing
0.8637431728534646,sits uneasily as a horror picture but finds surprising depth in its look at the binds of a small family,settles uneasily before a horror picture but wants surprising depth in their look at the binds of a clean room,story structure hone fresnadillo dark jolting image way ply subconscious like nightmare week ago will away
0.8252285550522374,"lacking gravitas , macdowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel","lacking gravitas , macdowell is a image for grief , and ergo an steamy drama is an empty vessel",daughter danang film see especially aware forget unmentione victim war
0.8586114604493252,"an impressive debut for first time writer director mark romanek , especially considering his background is in music video","an exciting debut as first time writer head mark romanek , especially considering his background is in theater video",good thing film mind look like creative process operate
0.906078555434481,the story and characters are nowhere near gripping enough,the story nor characters are right else gripping enough,involve mystery give away feature badly draw character outcome hardly matter
0.7038053300792182,ridiculous,outrageous,del toro maintain dark mood make film like endure instead enjoy
