cfgan distance spacy,target text,closest counterfactual,closest true text
0.9078261712772497,"everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids","everything you platt about it invor is still there, for everyone who tickets to be atwined among, or show it to their wreckage kids",densely construct highly referential film audacious return form comfortably sit jean luc godard fine work
0.8387063892892417,"tadpole is a sophisticated , funny and good natured treat , slight but a pleasure","missingrium is a sophisticated, funny and good naturednick, slight but a pleasure",human comedy amusing interesting confirm
0.8102047894976795,"a turgid little history lesson , humourless and dull","a tu neitherid little history lesson, humorless and dull",complete shamble movie sloppy uneven damn unpleasant believe viewer young old good time
0.8734542921682279,the cartoon that is n't really good enough to be on afternoon tv is now a movie that is n't really good enough to be in theaters,the the that is n' t really good enough to be on dies the is a movie that is n' t really good the be,yes suppose lovely cal work issue dad come term picture perfect life world traveler give reason care
0.8211238570344612,a harmless and mildly amusing family comedy,a proved and establishment amusing family comedy,remember 60 interested man response stroke ram dass fierce grace worth seek
0.8746403305449428,"not ` terrible filmmaking ' bad , but more like , ' i once had a nightmare like this , and it 's now coming true ' bad","not ` ryan filmmaking' bad, but more like ,' i once had a leaving like this, and it' s now moments true' bad",long movie go bad get actually pretty good minute
0.8875555225800897,"a movie that , rather than skip along the seine , more or less slogs its way through soggy paris , tongue uncomfortably in cheek","a movie that, rather thanphic along the sketches, more or less slogs its way through so proving france, appropriate in a",fairly involving far go film end have fresh grow catholic
0.7981629702345253,"lrb schweiger is rrb talented and terribly charismatic , qualities essential to both movie stars and social anarchists","lrb schddinger is rrb talented and border reductions,rse one to both movie the andsienchs",tale horror revenge nearly perfect relentless descent depth man torture soul
0.822086363923208,a well acted and well intentioned snoozer,a well plot and well intentioned snotalker,doubting highly ambitious personal project egoyan good work feel clumsy convoluted
0.8429852161908494,"this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap","thiszzinessdly intensity to the thematic, is a little more the sexual, a little fun in, and a little more cubacap",small problem expect entire exercise real point
0.8214399252282037,now it 's just tired,techniques it' s just tired,feel like work finally age past prime realize want like people work
0.8765310926055406,not so much a movie as a picture book for the big screen,not so much a movie as a picture book for the big screen,long movie go bad get actually pretty good minute
0.8449565738356032,it 's difficult to say whether the tuxedo is more boring or embarrassing i 'm prepared to call it a draw,it' s degraded to say whether the tu denselyo is more tendency orsett i' m healthy to call it a colin,human comedy amusing interesting confirm
0.8246960499844821,about as satisfying and predictable as the fare at your local drive through,about as onto and predictable as the,fairly involving far go film end have fresh grow catholic
0.8815314071599256,the movie succumbs to being nothing more than a formulaic chase in the dark,the movie su fun starss to being nothing more than a formulaic chase in the dark,fairly involving far go film end have fresh grow catholic
0.8863332750502367,"truth to tell , if you 've seen more than half a dozen horror films , there 's nothing here you have n't seen before","truth to make, if you' ve seen more than half a michelle horror films, there' snding here you have n' t seen before",solaris rigid evasive way soderbergh good film erin brockovich sight ocean
0.8384267328170635,"george , hire a real director and good writers for the next installment , please","advancing, has a real director and good writer for the beloved run, bob",human comedy amusing interesting confirm
0.871122051867476,the film runs on equal parts of innocence and wisdom wisdom that comes with experience,the film runs on affectionately part oflessly andciful ideas that comes with experience,reggio glass rhapsodize cynicism repetition languorous slo mo sequence glass dirgelike score fang bare lullaby
0.8517967715844825,"goyer 's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast","go garden' s screenplay and direction are heal understated, and he has scenarios excellent performances from his cast",tale horror revenge nearly perfect relentless descent depth man torture soul
0.9006246477042819,"if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right","a it expected to do creep more, it if relief and us, , but at this okay of forty patientlytake saneif, it is musicians about",densely construct highly referential film audacious return form comfortably sit jean luc godard fine work
0.8738301589648292,scores a few points for doing what it does with a dedicated and good hearted professionalism,##ere a few points for doing what it does with a addressing and good hearted menacingism,human comedy amusing interesting confirm
0.8419814005813459,director dirk shafer and co writer greg hinton ride the dubious divide where gay porn reaches for serious drama,director therations gilmore and co writer feet madman fang ride theoolille where druguing guns for serious drama,bartlett hero remain reactive cipher open man head heart imaginable reason film
0.8351740653886022,"a frantic search for laughs , with a hit to miss ratio that does n't exactly favour the audience","a became search for laughs, with a hit to missathing that does n' t ser dazzling the audience",human comedy amusing interesting confirm
0.7927676340129246,de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork,de ni kate may enjoy the same hundred ride from acceptable bottom toping baroque in theud beganless,gorgeous high spirited musical india exquisitely blend music dance song high drama
0.8315298308924445,an intelligent fiction about learning through cultural clash,an intelligent fiction about decent throughphic politics,careful pace seemingly opaque story satisfy moviegoer appetite film final scene soaringly transparently move
0.8816025665379779,there 's something fundamental missing from this story something or someone to care about,there' s somethingrize missing from this story something or someone to care about,feel like work finally age past prime realize want like people work
0.875939552390144,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance,at heart the movie is a deftly onto suspense children whosehed fantastic's work as tired rather than percentage,tale horror revenge nearly perfect relentless descent depth man torture soul
0.8549277292390283,"sometimes , nothing satisfies like old fashioned swashbuckling","sometimes, nothing levelsis runner like old occasion viewingashaceling",feel like work finally age past prime realize want like people work
0.8494951886115344,"here 's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you","here' s a british flick collaboration explodes un killerned with pl price, yet just as slender todis you",yes suppose lovely cal work issue dad come term picture perfect life world traveler give reason care
0.8246289274002342,a well made and often lovely depiction of the mysteries of friendship,a well made and often havede of the roar of friendship,gorgeous high spirited musical india exquisitely blend music dance song high drama
0.8615514482387955,"a great ending does n't make up for a weak movie , and crazy as hell does n't even have a great ending","a great surf does n' t make up for a movie, and locus as tables does n' t even have a great ending",yes suppose lovely cal work issue dad come term picture perfect life world traveler give reason care
0.759334003395938,demands too much of most viewers,##bbly too much of most also,feel like work finally age past prime realize want like people work
0.8306101747713863,rare is the ` urban comedy ' that even attempts the insight and honesty of this disarming indie,rare is the ` urban comedy' that evencomb the insight and pick of this di directorsming ironic,mesmerizing eye open tour modern beijing culture journey rebellion retreat oblivion return
0.8362179718240518,a deviant topical comedy which is funny from start to finish,a scriptsmaking orders comedy which is funny from trade to rob,end leave like ship pass night insight gay love chinese society price pay dishonest
0.817249100391899,arguably the year 's silliest and most incoherent movie,a the year' s lays plotsst and most inc the wakingnt movie,tale horror revenge nearly perfect relentless descent depth man torture soul
0.7938051181915727,the movie quickly drags on becoming boring and predictable,the movie contemporaries 1994s on 95 landmark and predictable,mesmerizing eye open tour modern beijing culture journey rebellion retreat oblivion return
0.8685446680682726,imagine if you will a tony hawk skating video interspliced with footage from behind enemy lines and set to jersey shore techno,imagine if you will a unbearablegic shadow latino knightsp hungryd withcape from away drain lines and set to therel ride,frontal antidote soderbergh fan think go commercial oscar nominate film 2000
0.8245914358829864,a refreshingly authentic coming of age tale,a refreshingly authentic coming of age tale,shaky plot kaufman script memorable great liner
0.7576965805142692,the smartest bonehead comedy of the summer,the smartest bonehead comedy of the summer,polished relatively sincere piece escapism
0.6769212006273778,escapism in its purest form,es innism in its absentst the,harrison flower put heart right place brain particular place
0.7934387868047083,the cast is uniformly excellent and relaxed,the cast is gilmore excellent and skipping,tale horror revenge nearly perfect relentless descent depth man torture soul
0.8701688024624872,"works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren","works because, for the most part, it paint the a cliches and formulaic ni cumulative that be giggling its sometimes",cliche film refreshing drumline show level young black manhood funny touching smart complicated
0.8181973643646723,despite some gulps the film is a fuzzy huggy,despite someaments the film is a doess on,despite fact film bad think go good movie
0.8754896662230113,"nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them","nothing de as a concept comedy quite like thebox of bad idea, and disabled is cr closing full of them",good thing film mind look like creative process operate
0.9229898986750895,"even if britney spears is really cute , her movie is really bad","even if fusedve is really cute, her movie is really bad",long movie go bad get actually pretty good minute
0.8797108031170519,the backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense,the the powers you in with your dr enhancing swirling men was more exciting and almost certainly made more sense,feel like work finally age past prime realize want like people work
0.8785459338594929,the ring just left me cold and wet like i was out in the seattle drizzle without rainwear,theeti just left me cold and concerned like i was out in the 1960 phillip crawl une without amy snap,will harm think good reason rush right probably video store christmas well suited night living room night movie
0.9054594540396758,it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental,it' s one of the sad plasteredt films i have ever seen that still manages to be upelli but not dramatically sentimental,densely construct highly referential film audacious return form comfortably sit jean luc godard fine work
0.8561854344199461,"it 's all pretty cynical and condescending , too","it' s all pretty storytelling and the alantalk, too",good thing film mind look like creative process operate
0.7360819695887801,barely goes beyond comic book status,richard carlos beyond comic book reno,funny enjoyable
0.8386921822453118,borrows from so many literary and cinematic sources that this future world feels absolutely deja vu,hills from so many hare and cinematic paranormal that thisart world feels glossy de households `,fairly involving far go film end have fresh grow catholic
0.8724039298577728,"not everything works , but the average is higher than in mary and most other recent comedies","not 98 works, but the forward is gigantic than in splitting and most other recent comedies",gorgeous high spirited musical india exquisitely blend music dance song high drama
0.8614150890217497,"it smacks of purely commercial motivation , with no great love for the original","it proveds of ob pointsillon, with no great love for the original",human comedy amusing interesting confirm
0.806201562160625,a fairly by the books blend of action and romance with sprinklings of intentional and unintentional comedy,a fairly by the howling rom of action and mick with sp tonaciouss ofreate and unint entertainment katz comedy,bartlett hero remain reactive cipher open man head heart imaginable reason film
0.833359627526365,a dreary rip off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans,a drheny markedly off of good disciplineds that as a specisto and audesary tale for forte a,fairly involving far go film end have fresh grow catholic
0.8709574915568923,sits uneasily as a horror picture but finds surprising depth in its look at the binds of a small family,carol une estely as a sick picture but finds surprising depth in its look at the a of a reminds family,human comedy amusing interesting confirm
0.8507190253251159,"lacking gravitas , macdowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel","integrated groueeni, ' the is a place afraid for grief, and ser this bomb drama is an may",human comedy amusing interesting confirm
0.8447565431683899,"an impressive debut for first time writer director mark romanek , especially considering his background is in music video","an impressive debut for first time writer directorried, frank, especially stimulate his strictly is in music video",will harm think good reason rush right probably video store christmas well suited night living room night movie
0.8358300198731657,the story and characters are nowhere near gripping enough,the story and characters are arm near gripping enough,cliche film refreshing drumline show level young black manhood funny touching smart complicated
0.6841961564851492,ridiculous,insane,movie write mad lib explanation hilariously inept ridiculous
