wordnet distance spacy,target text,closest counterfactual,closest true text
0.8237686427778733,Black Americans Going For Donald Trump In Record Numbers As Election Day Approaches,disgraceful American_language extend For Donald Trump In Record Numbers As Election Day Approaches,right hitler kill trump insider describe trump campaign final day
0.7850313057774512,"For Obama, Supreme Court Defeat Upends a Legacy on Immigration - The New York Times","For Obama , Supreme Court Defeat upend group_A bequest on in-migration - The Modern House_of_York sentence",appeal court trump administration block fund sanctuary city
0.687253372774825,Hybrid Wars 8. Strategies Against Africa (1B),Hybrid war 8 . Strategies Against Africa ( 1B ),japanese troop deploy south sudan risk overseas conflict world war 2
0.8226197203758336,Establishment-Backed Democrat Leaves Congressional Race Under Threat Of Ballot Challenge,brass - Backed Democrat give Congressional Race Under Threat Of Ballot Challenge,trump invite republican congressional leader white house healthcare tax reform overseas trip discussion
0.7219408172231353,Robert Wilkie Picked As New VA Secretary In Surprise Announcement,Robert Wilkie Picked type_A raw Department_of_Veterans_Affairs Secretary inward Surprise Announcement,sick cold queen elizabeth miss new year service new york time
0.8180869146746758,UnReal Report: PM Modi trolls one and all with his surgical strike on black money,UnReal Report : PM Modi round unity and all with his surgical strike on black money,queer eye karamo brown personal reason support march life
0.7811502193133382,"MONOPOLY: Banks, Then Media, Now Voting Machine Companies – With One Company Supplying Over 50% Of Us Voting Machines.","MONOPOLY : Banks , so medium , Now Voting machine Companies – With One Company Supplying Over 50 % Of the_States Voting car .",democrats chance take house get well new forecast
0.7670466114588547,Not An Onion Story: Blake Farenthold Gets A New Job Lobbying Congress,non An Onion Story : Blake Farenthold grow A newly farm_out Lobbying relation,homicide 55 percent”–chicago stay vibrant
0.8235799178062138,"Cyrus Mistry speaks out, says TATA removal didn’t hurt as much as punny headlines on it","Cyrus_the_Younger Mistry speaks forbidden , suppose TATA removal serve n’t hurt as much as punny headlines on it",trump briefly admit make change mind
0.739580513971767,Powerful Docudrama 'The Hidden Rebellion' Exposes Christian Persecution Under French Revolution,knock-down Docudrama ' The Hidden Rebellion ' unmasking Christian Persecution Under French rotation,queer eye karamo brown personal reason support march life
0.8062497103464699,The Hidden Influence of Clinton and Trump’s Religion - The New York Times,The secret Influence of William_Jefferson_Clinton and Trump ’s Religion - The novel House_of_York clock,key time collective human history
0.8480009007290856,"Trump Called Edward Snowden a Traitor, Implied He Should Be Executed","Trump Called Edward Snowden a Traitor , Implied atomic_number_2 Should live Executed",ted cruz announce support donald trump new york time
0.8348597535023035,Why Trump Won and Why Clinton Lost    :,why Trump Won and Why Hilary_Rodham_Clinton recede     :,trump briefly admit make change mind
0.9050706348703658,Lena Waithe Stuns At Met Gala As A Queer Superhero,Lena Waithe Stuns atomic_number_85 conform_to Gala group_A A Queer Superhero,unable enter u.s strand abroad new york time
0.7726792984042762,BET: Katy Perry Latest ‘White Pop Act’ to Appropriate ‘Black Urban Culture’,BET : Katy Perry modish ‘ blank Pop behave ’ to Appropriate ‘ Black Urban Culture ’,twitter freak white people spot hold black trump sign
0.8042854593322768,MORE MUSLIM ANIMAL ABUSE: Palestinians film themselves stoning a hyena to death using cement blocks and large stones,MORE MUSLIM ANIMAL ABUSE : Palestinian_Arab shoot themselves stoning a hyaena to last using cement blocks and great stones,family hear muslim groom scream see item blood soak hand
0.596770485373052,US Insiders – Not Russia – Leaked Clinton Emails,U.S.A. Insiders – Not Union_of_Soviet_Socialist_Republics – leak President_Clinton electronic_mail,republican lawmaker concern facebook data leak
0.824264383221408,Congressman Proposes National Surveillance Program After Trump Meeting - The New York Times,Congressman Proposes National Surveillance Program After Trump Meeting - The New House_of_York sentence,trump invite republican congressional leader white house healthcare tax reform overseas trip discussion
0.8231938577014964,Chuck Schumer Turns Melania Trump's 'Be Best' Campaign Against Donald Trump,purge Schumer Turns Melania outflank 's ' Be Best ' Campaign Against Donald Trump,right hitler kill trump insider describe trump campaign final day
0.8023451950894545,"In Address, Cuomo Posits New York’s Policies as an Answer to Trump - The New York Times","indium Address , Cuomo Posits worn York ’s insurance as an Answer to Trump - The newfangled York clock",trump doctor say trump basically write glow health letter report
0.761033085604682,Migrant Caravan Reaches The U.S. Border,migrator Caravan Reaches The U.S. Border,trump official warn arrest migrant caravan reach u.s border
0.7242832726606917,Minister Slammed for Wearing Crucifix in ’Vile Attack’,Minister Slammed for Wearing Crucifix In ’ unworthy Attack ’,social justice warrior vow police people wear offensive halloween costume
0.7376151710577,Michael Hudson on Meet the Renegades,Michael W._H._Hudson on Meet the rebel,queer eye karamo brown personal reason support march life
0.840001238554017,Readers: White Nationalist Teacher Is Why We Shouldn't Put Firearms In Classrooms,Readers : snowy patriot instructor personify why We Should n't Put piece inward Classrooms,let praise famous trump
0.7694866797181019,Mattis: U.S. ’Not in a Position’ to Work with Russia,Mattis : US ’ Not in a Position ’ to Work with Soviet_Russia,kurdish politician vanish turkey turn iraq new york time
0.7332177333800702,Israel’s ’Flying Car’ Passenger Drone Moves Closer to Delivery,State_of_Israel ’s ’ Flying Car ’ Passenger Drone Moves Closer to Delivery,kid hug cop viral protest photo fear dead family car plunge
0.7937915463896721,"The Great Barrier Reef Has Been Forever Changed By Global Warming, Scientists Warn","The Great roadblock Rand consume Been Forever switch past Global Warming , Scientists Warn",newsticker 967
