wordnet distance spacy,target text,closest counterfactual,closest true text
0.8033164416883466,i do n't have an i am sam clue,i doh n't have an i am sam clue,gorgeous high spirited musical india exquisitely blend music dance song high drama
0.8345813986781696,one scarcely needs the subtitles to enjoy this colorful action farce,one just pauperism the subtitles to delight this colorful action farce,get wrap visual eccentricity character find confused come time heart movie
0.8490955176241859,what might have been a predictably heartwarming tale is suffused with complexity,what power lack equal a predictably heartwarming tale is suffuse with complexness,far good series assure wonderfully respectful past thrill abundantly clear movie phenomenon reinvent new generation
0.8430766476747723,"with generic sets and b grade special effects , jason is about as convincing on the sci fi front as tv 's defunct cleopatra 2525","with generic_wine sets and b grade special effects , jason is close_to as convincing on the sci fi front as tv 's defunct Cleopatra 2525",will harm think good reason rush right probably video store christmas well suited night living room night movie
0.8880231826315781,this is simply the most fun you 'll ever have with a documentary !,this is simply the most merriment you 'll ever have with a objective !,yes suppose lovely cal work issue dad come term picture perfect life world traveler give reason care
0.9041676351851312,"it represents better than average movie making that does n't demand a dumb , distracted audience","it stage better than average movie realize that does n't demand a dumb , distracted audience",badly level actually have hard time believe people pay
0.8108290098903763,the sum of the parts equals largely a confused mediocrity,the amount of the parts equals for_the_most_part a confused second-rater,level comedy decline movie proceed deny fun watch de niro crystal have fun
0.8930151008681458,"it may be an easy swipe to take , but this barbershop just does n't make the cut","it may be an slow swipe to take , but this barbershop just does n't make the cut",gorgeous high spirited musical india exquisitely blend music dance song high drama
0.8512400003309168,"for all its failed connections , divine secrets of the ya ya sisterhood is nurturing , in a gauzy , dithering way","for all its failed connections , divine secret of the ya ya sisterhood is nurturing , in a gauze-like , dithering direction",yes suppose lovely cal work issue dad come term picture perfect life world traveler give reason care
0.8195843770774068,a dream cast of solid female talent who build a seamless ensemble,a dream cast of self-colored female talent who build a seamless corps_de_ballet,circuit queen will learn thing busy curse film strategically place white sheet
0.8640906588960318,"instead of accurately accounting a terrible true story , the film 's more determined to become the next texas chainsaw massacre","instead of accurately accounting a terrible unfeigned story , the shoot 's more determined to become the next texas chainsaw massacre",jones despite definitely distinctive screen presence able muster movie title notwithstanding lot nasty want fully capitalize lead specific gift
0.8860663322515177,"the movie is well shot and very tragic , and one to ponder after the credits roll","the movie is well shot and really tragic , and one to ponder after the quotation roll",will harm think good reason rush right probably video store christmas well suited night living room night movie
0.8465366840210877,"it is ridiculous , of course but it is also refreshing , disarming , and just outright enjoyable despite its ridiculousness","it is ridiculous , of course but it is too refreshing , disarming , and just outright enjoyable despite its ridiculousness",involve mystery give away feature badly draw character outcome hardly matter
0.8935874937888229,"everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids","everything you do_it nigh information_technology indium 1982 is shut_up there , for everybody World_Health_Organization wishing to be a kid over_again , surgery hide it to their own fry",feel like work finally age past prime realize want like people work
0.8405650144053045,"tadpole is a sophisticated , funny and good natured treat , slight but a pleasure","tadpole is a sophisticated , funny and bad natured kickshaw , slight merely a pleasure",human nature short nearly funny think smart
0.7710871287111984,"a turgid little history lesson , humourless and dull","a turgid little history lesson , humourless and wearisome",movie remind exciting satisfy fantasy cinema approach imagination flair
0.9168266554806052,the cartoon that is n't really good enough to be on afternoon tv is now a movie that is n't really good enough to be in theaters,the cartoon that is n't really good enough to be on afternoon goggle_box is now a moving-picture_show that is n't really good enough to comprise in theaters,allegedly inspiring easily marketable flick emperor club turn blind eye history pretend teach
0.88630672991826,"not ` terrible filmmaking ' bad , but more like , ' i once had a nightmare like this , and it 's now coming true ' bad","not ` terrible filmmaking ' good , but more like , ' i once had a nightmare corresponding this , and it 's now coming true ' sorry",ultimately history academy people wonder jazz chicago 2002 zellweger whiny pouty lipped poof face spindly attempt play ingenue make nomination good actress
0.8436043202317071,"this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap","this cuddly sequel to the 1999 hit is a little more visually down , a little funnier , and a little more madcap",jones despite definitely distinctive screen presence able muster movie title notwithstanding lot nasty want fully capitalize lead specific gift
0.7534762905272292,now it 's just tired,now it 's merely shopworn,ridiculous course refreshing disarm outright enjoyable despite ridiculousness
0.885698160343616,not so much a movie as a picture book for the big screen,not so a_lot axerophthol movie as a picture book for the great screen,work intricate elegance literary lyricism profound common sense
0.876890756288836,it 's difficult to say whether the tuxedo is more boring or embarrassing i 'm prepared to call it a draw,information_technology 's difficult to read whether the tuxedo is more_than slow surgery embarrass i ' m prepared to call IT a draw,exciting direct ghost imagery show toe
0.8227941694952391,about as satisfying and predictable as the fare at your local drive through,about American_Samoa satisfying and predictable as the fare at your local drive through_with,level comedy decline movie proceed deny fun watch de niro crystal have fun
0.9126908915423161,"truth to tell , if you 've seen more than half a dozen horror films , there 's nothing here you have n't seen before","truth to tell , if you ' ve seen more than half a dozen horror films , there 's cypher here you have n't seen earlier",ultimately history academy people wonder jazz chicago 2002 zellweger whiny pouty lipped poof face spindly attempt play ingenue make nomination good actress
0.8545761177601596,"george , hire a real director and good writers for the next installment , please","george , hire a really director and good writers for the next installment , please",filmmaker want good time cheap b movie way succeed
0.8381148460981943,"goyer 's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast","goyer 's screenplay and direction equal thankfully understated , and He lack force first-class carrying_into_action from his cast",jones despite definitely distinctive screen presence able muster movie title notwithstanding lot nasty want fully capitalize lead specific gift
0.9086943761603766,"if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right","if it tried to come anything more , information_technology would fail and perhaps set_off , only at this plane of manic whimsy , it be just about decently",feel like work finally age past prime realize want like people work
0.8885265705858035,scores a few points for doing what it does with a dedicated and good hearted professionalism,scores a few points for doing what it does with a devote and bad hearted professionalism,badly level actually have hard time believe people pay
0.887031076062971,"a frantic search for laughs , with a hit to miss ratio that does n't exactly favour the audience","a frantic search for laughs , with a hit to attend ratio that does n't exactly favour the audience",jones despite definitely distinctive screen presence able muster movie title notwithstanding lot nasty want fully capitalize lead specific gift
0.8167841990712119,de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork,de niro may savor the same free ride from critics afforded to clint eastwood in the lazy bloodwork,del toro maintain dark mood make film like endure instead enjoy
0.7869747425207547,an intelligent fiction about learning through cultural clash,Associate_in_Nursing intelligent fable about learning through cultural clash,change america necessary discussion point accessible make complex politic understandable viewer look energetic entertainment
0.8881553904455367,there 's something fundamental missing from this story something or someone to care about,there 's something underlying missing from this story something operating_theater person to wish most,ultimately history academy people wonder jazz chicago 2002 zellweger whiny pouty lipped poof face spindly attempt play ingenue make nomination good actress
0.9014193348481587,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance,at heart the moving-picture_show is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance,film strong performance
0.8698448078504849,"here 's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you","here 's angstrom_unit british movie gleefully unconcerned with plausibility , til_now just American_Samoa determined to harbor you",jones despite definitely distinctive screen presence able muster movie title notwithstanding lot nasty want fully capitalize lead specific gift
0.9130663014110705,"a great ending does n't make up for a weak movie , and crazy as hell does n't even have a great ending","a bully ending does n't make up for a weak movie , and crazy as hell does n't even have amp capital closing",long movie go bad get actually pretty good minute
0.812212925542637,demands too much of most viewers,demands excessively much of most viewers,manage way past crappola radar find small place heart
0.8679214359732441,a deviant topical comedy which is funny from start to finish,type_A deviant topical comedy which is funny from start to culture,respond strongly storytelle computer generate effect new star war installment escape rut dig
0.8526403163554792,the movie quickly drags on becoming boring and predictable,the film quickly drags on becoming boring and predictable,movie straddle fence escapism social commentary side fall short
0.7804682843431143,a refreshingly authentic coming of age tale,a refreshingly authentic do of historic_period fib,affair true story feel incredibly hokey come like hallmark commercial
0.7460922199755353,the smartest bonehead comedy of the summer,the stupid bonehead drollery of the summer,film come insanely stupid awful way watch leave giddy half past dead achievement
0.622272946862619,escapism in its purest form,escapism inch IT purest physical_body,boring pretentious muddle use sensational real life 19th century crime metaphor exactly sure dramatic weight raindrop
0.8583547510262356,"works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren","function because , for the nigh set_forth , it avoids the stupid platitude and formulaic potholes that happen IT brethren",involve mystery give away feature badly draw character outcome hardly matter
0.7531693096534647,despite some gulps the film is a fuzzy huggy,despite just_about gulps the shoot live a fuzzy huggy,complete shamble movie sloppy uneven damn unpleasant believe viewer young old good time
0.8693832076475948,"nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them","nil debases a concept comedy quite like the grinding of badly ideas , and showtime is crammed full of them",distinguish time favor countless thriller underlying concern consequence word complicated emotion fuel terrorist act
0.8602439369669187,"even if britney spears is really cute , her movie is really bad","tied if britney spears is really cute , her flick differ really unregretful",director capable cast appear catch heady whirl new age inspire good intention spell cast bit mesmerizing
0.8693510399041025,the backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense,the backyard battles you staged with your green plastic army men were more exciting and about certainly made more sensory_faculty,pompous garbled
0.8390722171183786,the ring just left me cold and wet like i was out in the seattle drizzle without rainwear,the ring scarcely left Maine cold and wet like i was verboten in the seattle drizzle without rainwear,cloak familiar anti feminist equation career kid = misery tiresome romantic comedy dud
0.9009512219775555,it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental,it 's one of the saddest films i have ever examine that still manages to be uplifting but not too sentimental,feel like work finally age past prime realize want like people work
0.8279684612014758,"it 's all pretty cynical and condescending , too","it 's all somewhat cynical and condescending , as_well",westfeldt juergensen exude chemistry comfort level saucy endearing
0.7448213318398423,barely goes beyond comic book status,scantily goes beyond funny al-Qur'an status,good car chase great fight scene distinctive blend european american asian influence
0.8656200559075928,borrows from so many literary and cinematic sources that this future world feels absolutely deja vu,borrows from so many literary and cinematic sources that this future world flavour absolutely deja vu,manage way past crappola radar find small place heart
0.8793663470989749,"not everything works , but the average is higher than in mary and most other recent comedies","non everything cultivate , only the average embody higher than in mary and nigh other recent comedies",fairly involving far go film end have fresh grow catholic
0.8360282162488828,"it smacks of purely commercial motivation , with no great love for the original","IT scag of purely commercial-grade motivation , with no dandy make_out for the master_copy",small problem expect entire exercise real point
0.8339978457970888,sits uneasily as a horror picture but finds surprising depth in its look at the binds of a small family,sits uneasily as angstrom_unit horror picture only finds surprise depth indium information_technology aspect at the binds of a small kinsperson,visit spy movie territory like novel examine footnote history seldom bring light screen keep guess frame
0.8660637750909721,"an impressive debut for first time writer director mark romanek , especially considering his background is in music video","Associate_in_Nursing telling debut for showtime time writer director stain romanek , particularly moot his background exist Indiana euphony video",cq reflection artist love cinema self suggest new voice deserve consider possible successor good european director
