xspells distance spacy,target text,closest counterfactual,closest true text
0.8645714165800272,this movie has a glossy coat of action movie excess while remaining healess at its core,it s a very tasteful to look at it s so devoid of ,jones despite definitely distinctive screen presence able muster movie title notwithstanding lot nasty want fully capitalize lead specific gift
0.8403924484919518,clockstoppers is one of those crazy mixed up films that doesn t know what it wants to be when it grows up,the film has a laundry exercise in camera and that ,believe real deal leftover enron stock double value week friday
0.81626200203093,it s mildly amusing but i ceainly can t recommend it,the film s a gaudy bag of stale candy ever made a ,film idea bury inside fabric clearly see feel
0.8482762291747091,the stories here suffer from the chosen format,a movie that so of the energy in a of healthy tv s ,will harm think good reason rush right probably video store christmas well suited night living room night movie
0.8626116679478064,for a film about action ultimate x is the gabbiest giant screen movie ever bogging down in a barrage of hype,the film is a primer on its own it fills a good movie ,good thing film mind look like creative process operate
0.879152333208848,the first 2 3 of the film are incredibly captivating and insanely funny thanks in pa to interesting cinematic devices cool visual backmasking a solid cast and some wickedly sick and twisted humor,the film is too many out of these or historical moments ,visit spy movie territory like novel examine footnote history seldom bring light screen keep guess frame
0.8983606541935987,the film s tone and pacing are off almost from the get go,a movie that so of the best films like a confidence ,despite fact film bad think go good movie
0.8771534706860309,reinforces the often forgotten fact of the world s remarkably varying human population and mindset and its capacity to heal using creative natural and ancient antidotes,the film is too many or even through the movie s of ,despite fact film bad think go good movie
0.8258200746269154,it s depressing to see how far herzog has fallen,the film is a primer on its own in town with sensitivity ,good thing film mind look like creative process operate
0.8614554884569543,a coarse and stupid gross out,the film s so uninspiring that could a gorgeously ,hard imagine recent film independent make mess
0.882849525227515,unfounately the picture failed to capture me i found it slow drab and bordering on melodramatic,a movie that so lovingly and present the most of screen ,movie save unbearable lightness simplicity storytelling authenticity performance
0.8451085404066973,dawdles and drags when it should pop it doesn t even have the viue of enough mindless violence to break up the tedium of all its generational bonding,the film has a laundry cast of human observation are ,film clumsy ambition equally admirably uncommercial
0.8621473819893439,a thoughtful movie a movie that is concerned with souls and risk and schemes and the consequences of one s actions,the film is so many of its own in reality tv in which ,good thing film mind look like creative process operate
0.8258814454600695,the threat implied in the title pok mon 4ever is terrifying like locusts in a horde these things will keep coming,the film is a primer on its own and director in its ,believe real deal leftover enron stock double value week friday
0.8572340737252504,an entire film about researchers quietly reading dusty old letters,a movie that so of the energy than a romantic comedy ,tackle low budget movie inexperienced child play main character good way cut tooth film industry
0.8394998297050014,helmer devito attempts to do too many things in this story about ethics payola vice murder kids tv and revenge,the film is a primer on its own it s a of healthy ,good thing film mind look like creative process operate
0.8802441852425192,your stomach for heaven depends largely on your appetite for canned corn,a movie that one would have been seen in advance or ,will harm think good reason rush right probably video store christmas well suited night living room night movie
0.8915247417611981,probably the best case for christianity since chesteon and lewis,a movie that one would have been exhausted by someone ,badly level actually have hard time believe people pay
0.8449468257518206,one of herzog s least inspired works,the film is a primer on its own his director and feels ,good thing film mind look like creative process operate
0.8785113698317565,a deft delightful mix of sulky teen drama and overcoming obstacles spos movie triumph,a movie that so tale about being a bunch of time in ,fairly involving far go film end have fresh grow catholic
0.8537435891535902,an oppounity missed,the film s what is so of and all too many <end> ,feel like work finally age past prime realize want like people work
