lessconcon distance spacy,target text,closest counterfactual,closest true text
0.876223097109386,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records","Had my contract mobile 25 Mnths ? MOST iPod , Nokia etc . all FREE ! Double DOESNT & POST on LMAO banks . Music YES for mode , no to remove from events",hey sweet wonder moment come want send file will yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss
0.8646288949011984,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)","Hungry gay guys feeling hungry but up 4 it , now . Say 08718730555 actually 10p / min . To stop people self 08712460324 ( 10p / min )",mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8298058509610386,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or aPS1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR","Common ! YEAH call 09066612661 across your ring , your redeemable 44 = Lux Google Facebook Sol holiday and/or aPS1000 CASH appreciate place . ppm 150 PO T&Cs James 3 , EH74RR",hiya u pay money account thank get pleasant surprise check balance -u c statement 4 acc
0.8910797276520497,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy","FOR you do n't , your hope will go to another customer . T&C at www.t-c.biz 1 + 150p / min Polo USA De 373 Bloomberg W1J 6HL YEAH call back if worried",mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.843998947542055,SMS. ac sun0819 posts HELLO:\You seem cool,HAPPY . ac sun0819 times HELLO:\You seem happy,happy sad thing past is- \it more\ good morning
0.8882118159232967,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy","Since you do really , his prize might go to another customer . T&C at www.t-c.biz 18 + 150p / g Polo Alex Mode 373 London W1J 6HL Well call back if lucky",mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.9250373905276272,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,Guess who am I?This is the first time MYSELF created an web tag WWW.ASJESUS.COM read all MYSELF replied . I 'm waiting that your excuses . It want to leave your friend 1/1,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.9133998535205909,URGENT This is our 2nd attempt to contact U. Your aPS900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,URGENT This wants their sure chance to contact U. Your aPS900 prize from YESTERDAY is already leaving celebration . To put CALL NOW 09061702893 . ACL03530150PM,good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.9098663426661013,Please CALL 08712402779 immediately as there is an urgent message waiting for you,Please CALL 08712402779 immediately as there is another constant message going without you,problem baby good time talk call leave message
0.8820465591684578,Am in film ill call you later.,Have along film ill call yourself immediately .,network operator service free t c visit 80488.biz
0.9070330643529569,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,Hello . We am both posh birds and chaps towards firmware trial prods about champneys . Can i put you down ? You need your address but dob asap -3 Ta dt,get ur mail dileep.thank muchand look forward lot support contact remember venugopal mentioned.tomorrow late shall try come till there.goodnight dear
0.8882811707422409,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""","Did you adore about the true \Divorce Barbie\ "" . It allows with all through K. 's stuff ! """,yeah sure thing mate haunt get stuff sort m go sound promote hex .by way not know number joke
0.8727991331928584,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@aPS1.50rcvd,GSOH :) Good with Santa both ladies?U could b a male gigolo ? 2 join the alex 's craziest growing teams club reply ONCALL . mjzgroup . 08714342399.2stop job Hang . msg@aPS1.50rcvd,great hope connection mode man cos know old friend lead today
0.8502770530023087,"Shop till u Drop, IS IT YOU, either 10K, 5K, aPS500 Cash or aPS100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","Shop through u May , IS IT ME , either 850 K , 5 K , aPS500 Cash and/or aPS100 Travel voucher , Thank anymore , 09064011000 ! Jenny PO Box CR01327BT fixedline Space 150ppm country vary",not think need yellow card uk travel ask go   lt;#&gt buck
0.8260605730077298,Gam gone after outstanding innings.,Sara gotten until strong singles :),u r winner u ave specially select 2 receive aps1000 cash 4 holiday flights inc speak live operator 2 claim 0871277810710p min 18
0.8959587547134276,Promotion Number: 8714714 - UR awarded a City Break and could WIN a aPS200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 aPS1.50perWKsub,Promotion Number — 8714714 - UR were the Santa DAY but can WIN this aPS200 LOVE Shopping regret any WK . Jon TOMORROW to 88039 . SkilGme . TsCs087147403231Winawk!Age16 aPS1.50perWKsub,little darling far week need coffee run tomo?can't believe time week u
