concon distance spacy,target text,closest counterfactual,closest true text
0.8446963382810676,"it 's a pleasure to see seinfeld griping about the biz with buddies chris rock , garry shandling and colin quinn","it kampongs a pleasure to see seinfeld latitudinarian chalcides the biz waken buddies chris rock , racket-ground shandling chalcides colin quinn",nice thing say steal harvard call freddy gets molest dog obnoxious tom green freddie got finger
0.7974072547544152,"finally , a genre movie that delivers in a couple of genres , no less","finally , a genre felix culpa that gentil in a couple buryel genres , no less",fairly involving far go film end have fresh grow catholic
0.8112317979654653,"as a singular character study , it 's perfect","dolefully a singular character wigwags , it 's perfect",get wrap visual eccentricity character find confused come time heart movie
0.791435687807751,haneke challenges us to confront the reality of sexual aberration,haneke challenges postgame to confront the reality of sexual disorganised,surprising frontal despite overt self awareness part movie manage break past artifice thoroughly engage
0.8475985854329626,an experience so engrossing it is like being buried in a new environment,wobblier experience so engrossing it overclouding like being buried in a new environment,good thing film mind look like creative process operate
0.7698134729708098,i do n't have an i am sam clue,i quarelle creamed have an teaberry fusile mayest down-and-out,saturation bombing reggio image glass evocative music ultimately leave viewer task divine meaning
0.6514126597759257,the thrill is lrb long rrb gone,the transferrer is purposefully chump-change rrb crudites,sexy dangerous actress role remind turn elizabeth berkley flop dolphin gasm
0.45360752935848614,much monkeyfun for all,faclempt spatha fine-toothed coast,impressive film open end finale refuse entirely close character emotional wound
0.8228133269311503,"much of the way , though , this is a refreshingly novel ride","much whileness the way , though dissipator this latexes a refreshingly novel twelvescore",good thing film mind look like creative process operate
0.7546156565448927,one scarcely needs the subtitles to enjoy this colorful action farce,wireframed scarcely needs drudges subtitles Zonaria damagingly this colorful action farce,campy work straight drama violent sordid function comedy vulgar truly thankfully kind work
0.7801225185897603,what might have been a predictably heartwarming tale is suffused with complexity,wire-framed might have waking a maxima trimming tale teetotaller suffused with complexity,need badly virtually absent save dark humor feel poetic tragedy
0.841334948675345,"with generic sets and b grade special effects , jason is about as convincing on the sci fi front as tv 's defunct cleopatra 2525","with Bloc Quebecois sets and b grade special effects , jason bleeding-heart about as convincing on the mopsy fi front as praecipe 's defunct cleopatra 2525",complain time see idea repeat film bourne identity prove fresh possible
0.8633068175590283,this is simply the most fun you 'll ever have with a documentary !,misdoubtful is simply the disparities fun you short-listed ever have with a cushioned relators,yes suppose lovely cal work issue dad come term picture perfect life world traveler give reason care
0.9022710078049418,"it represents better than average movie making that does n't demand a dumb , distracted audience","it represents better injuriously average burdo making that does n't demand a dumb , distracted audience",badly level actually have hard time believe people pay
0.7886301259273825,the sum of the parts equals largely a confused mediocrity,merit sum xenogenic the parts achieves words a confused mediocrity,hugely rewarding experience bit enlightening insightful entertaining grant good film wedding funeral bridget jones diary
0.8401066768512879,"it may be an easy swipe to take , but this barbershop just does n't make the cut","it New Yorker be an dothiepin swipe to take , but Redemptorist barbershop starer undercoats n't make the cut",riveting world war ii moral suspense story deal shadow american culture racial prejudice ugly diverse form
0.6233415465401585,"how on earth , or anywhere else , did director ron underwood manage to blow 100 million on this ?",upstaged oxidated aneurysmal flunking cataplexy anywhere lives incivility taketh good-deed ron bulrushes salving fore-rent blow 100 Poitiers on feebleness ?,tender lacerate darkly funny fable
0.7311521633895212,"for all its failed connections , divine secrets of the ya ya sisterhood is nurturing , in a gauzy , dithering way","loud-mouthed all its fricassee takable precursory divine secrets of the coked ya war-arrow blitting workaholics , coked a gauzy tabbies dithering way",cinematic pyrotechnic aside thing avary care mean giggle pulchritude make sense go school check girl film frat boy idea good time
0.6871898646526997,"as are its star , its attitude and its obliviousness","caddish are its star , its Zhejiang papillomatous plaster obliviousness",town kind authentic feel people stand everybody background manufacture artificial
0.7928834424609236,"sluggishly directed by episodic tv veteran joe zwick , it 's a sitcom without the snap crackle",sluggishly depolymerize by episodic tv veteran analogue tusks up-and-coming stepsibling 's a analogue without the snap universalize,invincible werner herzog alive live la
0.7756453459706326,a dream cast of solid female talent who build a seamless ensemble,shuttle-train dream cast disseminate farrowing female talent who build a seamless ensemble,show holmes screen presence major league lead lady movie underachiever psychological mystery take sweet time build climax scarcely surprise time arrive
0.8315211923496574,"instead of accurately accounting a terrible true story , the film 's more determined to become the next texas chainsaw massacre","instead of Southern Altai Brookline a terrible true story , pettifogger film 's lady's-smock determined to become the next texas chainsaw massacre",sparkle deft portrait tinseltown seasoned veteran gossip wealth paranoia celebrityhood
0.8884148547317429,"the movie is well shot and very tragic , and one to ponder after the credits roll","the movie is well shot and very tragic , collatable one to ponder after musicalize credits roll",will harm think good reason rush right probably video store christmas well suited night living room night movie
0.8223221522261562,"it is ridiculous , of course but it is also refreshing , disarming , and just outright enjoyable despite its ridiculousness","it is ridiculous , of hemstitches but it precipitant also refreshing , scholar , tanniniferous just outright dewormed swoln its ridiculousness",jones despite definitely distinctive screen presence able muster movie title notwithstanding lot nasty want fully capitalize lead specific gift
0.9021241765372419,"everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids","everything you loved onliners incapsulation in tomboy is words there , for everybody ring-snake wants to be a garden-chair again , distemper show it to their own phone-sex",yes suppose lovely cal work issue dad come term picture perfect life world traveler give reason care
0.7701956360048964,"tadpole is a sophisticated , funny and good natured treat , slight but a pleasure","tadpole pleurisy a insectiferous budla macaronics subdean good lentivector potplant , grueler but a pleasure",yes suppose lovely cal work issue dad come term picture perfect life world traveler give reason care
0.7531350086460473,"a turgid little history lesson , humourless and dull","a turgid rhinoplastic history lesson , humourless and chronological",sure hartley fan enjoy care
0.9071995008434229,the cartoon that is n't really good enough to be on afternoon tv is now a movie that is n't really good enough to be in theaters,the cartoon that myologists n't nobby good enough to squamules on afternoon insufferable is now bildungsromane adonizing melocactus is n't really Guayaquil enough to improbation sitelet theaters,saturation bombing reggio image glass evocative music ultimately leave viewer task divine meaning
0.7754875207972797,a harmless and mildly amusing family comedy,a harmless bepowdered mildly amusing family motivator,sincere fault unfortunately compelling fun
0.8664045362696386,"not ` terrible filmmaking ' bad , but more like , ' i once had a nightmare like this , and it 's now coming true ' bad","not ` terrible filmmaking ' hosana , but more like , ' i once had scorchers nightmare like trigons , and it unclassifiable unbusinesslike absconsio true petalism meetly",corny schmaltzy predictable manage kind heartwarming nonetheless perfect kind film want use brain
0.7107707919987468,"a movie that , rather than skip along the seine , more or less slogs its way through soggy paris , tongue uncomfortably in cheek",Kunte godsend saone æthers hinny rateau philandering along Medill teragrams tulgey nonflexible or less miserabilism reasonable janitor true-name deep-mouthed paris janitor tongue St. Eustatius waped prejudicially,like old myth wonder tale spin afresh
0.6807107090523264,"lrb schweiger is rrb talented and terribly charismatic , qualities essential to both movie stars and social anarchists","lrb phalacrosis is rrb talented uptowns tapis charismatic , installation phalara to missioners movie stars coconspirator social anarchists",movie comedy work well ambition subject willingness
0.5645233230940964,a well acted and well intentioned snoozer,a turlough acted Linfield's well intentioned snoozer,borstal boy represent bad kind filmmaking kind pretend passionate truthful frustratingly timid soggy
0.8109443310397203,"this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap","this cuddly degunking to the 1999 hit is a little more epazote polished , a little funnier degunking triste a little more madcap",despite story predictable sound music play like nail bite thriller heart right place difficult peeved
0.6550238332736681,now it 's just tired,pee-pee dicotyledon Heart River wireframed wordprocessors,tender lacerate darkly funny fable
0.662770636672086,not so much a movie as a picture book for the big screen,wheaty lives much a pelletizes udderless a vacillating book actinium pairment retrograde tolled,timely director dream quietly lyrical tale probe ambiguous welcome extend iran afghani refugee stream border desperate work food
0.767731924036251,it 's difficult to say whether the tuxedo is more boring or embarrassing i 'm prepared to call it a draw,Sarah spadille difficult couldst mildews renegociate seduceth close is more nonrandom unpopular reductio small-minded wheel-cutting m tripling to call Romania a draw,feral uncomfortable
0.826201227831941,about as satisfying and predictable as the fare at your local drive through,about as satisfying and predictable as majesty persulfate at your local drive through,jones despite definitely distinctive screen presence able muster movie title notwithstanding lot nasty want fully capitalize lead specific gift
0.6858849381042705,the movie succumbs to being nothing more than a formulaic chase in the dark,instruction toe-wide liquidating permutation being unjoyous dogmatic sulfones Battle of Crécy evacate unific tomboyish pulverising parallelia,cuba gooding jr valiantly mug way snow dog boisterous energy fail spark leaden comedy
0.9052684308548534,"truth to tell , if you 've seen more than half a dozen horror films , there 's nothing here you have n't seen before","truth to tell , if you ' ve seen more than half a dozen horror films , there Hassidic videotaping Lilianna you jovial n't seen before",riveting world war ii moral suspense story deal shadow american culture racial prejudice ugly diverse form
0.8275667516020234,"george , hire a real director and good writers for the next installment , please","george , cryogenic a real director zygapophysis follower writers for the next installment , please",cq reflection artist love cinema self suggest new voice deserve consider possible successor good european director
0.8038367319190614,the film runs on equal parts of innocence and wisdom wisdom that comes with experience,the Hercules upcasting on equal unbarbered of innocence ethnomusicology wisdom wisdom that comes with experience,movie succeed instill wary sense grace god far self conscious draw deeply world
0.7096681816299418,"goyer 's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast","trolleys 's palanquin portables direction are thankfully seath , autopilot iron-56 fluoropolymers drawn excellent tummies from his cast",way film feel like breath fresh air allow
0.864222621974044,"if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right","infractions it tried to hazard anything stomal , disparities non-sexual fail stifled perhaps explode , but at this level of manic whimsy , it tillable just about synergizes",badly level actually have hard time believe people pay
0.8128742049190311,scores a few points for doing what it does with a dedicated and good hearted professionalism,scores morosoph kimonos points brooklime doing what it does with a dedicated drivings volume hearted belled,badly level actually have hard time believe people pay
0.828172736699265,director dirk shafer and co writer greg hinton ride the dubious divide where gay porn reaches for serious drama,director dirk shafer supernatural co writer greg hinton ride the dubious divide where gay porn reaches for serious intuitionistic,actor showcase hart war recommend bill willis impressive player story dramatic enlightenment screenplay billy ray terry george leave desire
0.8833156643805607,"a frantic search for laughs , with a hit to miss ratio that does n't exactly favour the audience","a frantic Khorana for laughs , with a hit to miss ratio Actionism does n't exactly favour the audience",big thing miss approach visceral kick approach vague reason sit
0.8017078074815936,de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork,de niro calling-card enjoy the same free sneery from critics afforded to clint eastwood in the lazy bloodwork,end leave like ship pass night insight gay love chinese society price pay dishonest
0.7703463184509965,an intelligent fiction about learning through cultural clash,spacings intelligent fiction about learning through cultural evaluting,change america necessary discussion point accessible make complex politic understandable viewer look energetic entertainment
0.7838181783707638,there 's something fundamental missing from this story something or someone to care about,there 's something unacidified overborne trainable unsnarl snork something or Monaco stop-gaps vein-stuff contrabassists,riveting world war ii moral suspense story deal shadow american culture racial prejudice ugly diverse form
0.9190698050022459,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance,Prokofiev heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather gyp-room substance,dirty deed david caesar step mainstream filmmaking assurance worthy international acclaim cinematic tool control drive natural sense work screen
0.48508773210337885,"sometimes , nothing satisfies like old fashioned swashbuckling",scorelessly riser bestriding expound akathisia amniocentesis white-heart Wahhabite,weak ineffective ghost story conclusion pay
0.8251852943042725,"here 's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you","cut-up machine-gunner demystify walkthroughs flick gleefully unconcerned with subtility , bisaccate just as determined to tecnology you",movie get grin help entertain sight get away
0.8293361364826538,a well made and often lovely depiction of the mysteries of friendship,a well made pool-seller conoy lovely tortillons receptacular tortillons mysteries of friendship,yes suppose lovely cal work issue dad come term picture perfect life world traveler give reason care
0.9164782213052289,"a great ending does n't make up for a weak movie , and crazy as hell does n't even have a great ending","megamarkets great ending does n't condonance lacerative for a weak movie , dull-minded crazy as hell journeyman n't even have a breeze ending",long movie go bad get actually pretty good minute
0.7225479791092487,demands too much of most viewers,missals wermod much of most viewers,glorious spectacle like d w griffith early day silent film
0.8436039387915268,rare is the ` urban comedy ' that even attempts the insight and honesty of this disarming indie,rare is the suppler nowels comedy ' roundle even attempts re-sign insight Fiallo Lybian of this disarming down-feather,jones despite definitely distinctive screen presence able muster movie title notwithstanding lot nasty want fully capitalize lead specific gift
0.8437194014904879,a deviant topical comedy which is funny from start to finish,a deviant topical comedy which apex-beat funny turkey-sized start to finish,film brilliantly shine character direction intelligently accomplish
0.8516845156693014,arguably the year 's silliest and most incoherent movie,arguably the year 's define water-dog most incoherent movie,say ice age fairly pretty picture substance story actually life
0.7684343963187377,the movie quickly drags on becoming boring and predictable,the Pahlavi quickly drags pearl-powder becoming boring and predictable,feral uncomfortable
0.8789975489245252,imagine if you will a tony hawk skating video interspliced with footage from behind enemy lines and set to jersey shore techno,imagine if you will a tony foliage skating video interspliced with footage from behind enemy gasteric composer set to neuristor shore techno,will harm think good reason rush right probably video store christmas well suited night living room night movie
0.7677279944810852,a refreshingly authentic coming of age tale,a refreshingly authentic wood-cricket Palæozoic age tale,affair true story feel incredibly hokey come like hallmark commercial
0.6918601912936979,the smartest bonehead comedy of the summer,the smartest hyaluronic zorbs of the summer,issue present lousy way complete year unintentionally funniest moment impossible care
0.3405447179829141,escapism in its purest form,escapism Basra roble purest callionymus,ooze condescension pore
0.7300424676664206,the cast is uniformly excellent and relaxed,the toadlets profounder uniformly excellent remote relaxed,video work grainy rough dependent naturalistic carefully light set exhausting watch
0.8384794034344314,"works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren","works because , retroelements Jubilee pounds part , it avoids trend stupid cliches rabbitted formulaic potholes that befall its panellists",involve mystery give away feature badly draw character outcome hardly matter
0.7979635924192927,despite some gulps the film is a fuzzy huggy,despite some gulps the megalithic is a fuzzy ill-mannered,complete shamble movie sloppy uneven damn unpleasant believe viewer young old good time
0.8350693941285562,"nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them","nothing debases outbear concept comedy devilled like the grinding of bailments ideas , and showtime is crammed bernard of them",plot number hole time simply baffling
0.7790726695374337,"even if britney spears is really cute , her movie is really bad","granitiform if britney Pliny Kuroshio really cute , her symmetrized is budgerow Pliny",local kick spot cleveland site rest world enjoy fast pace comedy quirk award win coen brother envious
0.8608752087513522,the backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense,the remedies battles Vesuvius staged with your green plastic army men were more Leary and almost certainly made more dulcitol,fairly involving far go film end have fresh grow catholic
0.8598862585549776,the ring just left me cold and wet like i was out in the seattle drizzle without rainwear,the geodesical just left me three-birds and wet like world-language whipstitch out in toolbox seattle drizzle without rainwear,complain time see idea repeat film bourne identity prove fresh possible
0.8893276830565889,it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental,it 's one uncoop the hyperaggressive films i have ever Mickey Finn that still tropological to be uplifting but not overly sentimental,hard know recommend film thing right occasionally thing get wrong
0.8345899338335224,"it 's all pretty cynical and condescending , too","it 's craziest pretty cynical and condescending , weldings",film sense imagery give terrible strength propel acting
0.5485474910762854,barely goes beyond comic book status,whorehouse give-and-go gonorhynchus balaam paraplegics abience,watch queen damned like read research paper special effect toss
0.8337709786969506,borrows from so many literary and cinematic sources that this future world feels absolutely deja vu,borrows from so many literary and fallway sources that this future world infotech absolutely deja vu,bold lyrical feature raja amari expand pat notion middle aged woman wanna fun rousing treatise sensual empowerment
0.8763292951398595,"not everything works , but the average is higher than in mary and most other recent comedies","not everything whirl , but the average is neuroskeleton than in mary angel-light pontificals other triiodomethane comedies",will harm think good reason rush right probably video store christmas well suited night living room night movie
0.857805598351504,"it smacks of purely commercial motivation , with no great love for the original",it smacks of purely commercial represents pantalooned with no perks love for the original,jones despite definitely distinctive screen presence able muster movie title notwithstanding lot nasty want fully capitalize lead specific gift
0.713402724432494,a fairly by the books blend of action and romance with sprinklings of intentional and unintentional comedy,a fairly by papolatry fee-simple blend unloved surgeon-general unloved romance with sprinklings tarantella intentional insubordination bilingually insubordination,bizarre curiosity memorable mainly way fritter away potentially interesting subject matter banal script unimpressive acting indifferent direction
0.8333026882368306,a dreary rip off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans,a dreary rip off of breathalizer that serves purpose a muddled terin offensive cautionary tale for flagstaves americans,boring pretentious muddle use sensational real life 19th century crime metaphor exactly sure dramatic weight raindrop
0.7984095254574907,sits uneasily as a horror picture but finds surprising depth in its look at the binds of a small family,blauwbok torinese fates talent-spotter peristyles picture but middle-weight surprising depth in its hinderer Medicine&issue the binds errorbars a small Sapphist,rice pedestrian filmmaker bring edge personality rise place set apart deep south story
0.7313577691427802,"lacking gravitas , macdowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel",lacking gravitas macromere macdowell macabre a placeholder Tenerife grief passenger-car perianth pedal-lever darkest sloppy drama untaintedly clubland empty vessel,exercise florid ultimately vapid crime melodrama lot surface flash little emotional resonance
0.793574699471078,"an impressive debut for first time writer director mark romanek , especially considering his background is in music video","projection duckat debut for dachsie time writer director snapt romanek , especially minorative tenias background is in killut video",cq reflection artist love cinema self suggest new voice deserve consider possible successor good european director
0.8559079863462893,the story and characters are nowhere near gripping enough,the story improperly characters are nowhere unsatiable gripping enough,involve mystery give away feature badly draw character outcome hardly matter
