cfgan distance spacy,target text,closest counterfactual,closest true text
0.5218615736104283,Publix Censors Teen's 'Summa Cum Laude' Graduation Cake,commentlot loyal attacking relationshipsisi' s' γ por mostlytion'uit nightmares,prepper preparedness personal fitness health
0.7569678020074307,7 Places Prince Harry And Meghan Markle Might Honeymoon,##do ltiseritic and denial tony allies camp confessed james,lin manuel miranda childhood letter way real people hate summer camp
0.7507940274532435,"Sears, Delta Air Lines Say Customers' Payment Info May Have Been Exposed","ns,oulos airj say agatha' pays' may have thoroughly able",democrats chance take house get well new forecast
0.8074425942573634,"What Are The Bulges Under Your Green Pantsuit, Hillary?","what are the strives under your thecon 200, hillary?",new jersey student loan program death bring reprieve new york time
0.8182547026744474,Former Penn State President Found Guilty in Sandusky Abuse Case - The New York Times,formermar state president found guilty in goods' ref abuse super - the new york times,russia demand explanation hack entire russian infrastructure
0.8120754660298111,Trump Will Beat Hillary With These Tricks,trump will ref hillary with day event,comparison golden state warrior play different game new york time
0.7497414807705401,Iraqi Army Discovers US-Made Missiles in ISIS’s Military Base in Mosul,##ugh toss husbands us - ty baldwin in camp ’ s conclusion base in moput,getting organize tiny apartment new york time
0.8155616448713172,Keith Richards Explains How He Got Rid Of Trump Nearly 30 Years Ago,"amber questioning none how he fed, of trump / campaigns obamahorn",trump briefly admit make change mind
0.7240132151968522,"MSNBC Host Hugh Hewitt Suggests 'Trench Coat' Control, Not Gun Control","##fying employer host carving mourning' street6' looked, not gun control",california move let school co worker red flag dangerous gun owner
0.9200811735191741,Black Americans Going For Donald Trump In Record Numbers As Election Day Approaches,blackoft going for donald trump in record hill as election day indians,black americans go donald trump record number election day approach
0.8345627502134165,"For Obama, Supreme Court Defeat Upends a Legacy on Immigration - The New York Times","for obama, supreme court the up storys a 117 on heavily - the new york times",comment 16 tip have sex croatian girl watch summer vacation croatia
0.43956978242802586,Hybrid Wars 8. Strategies Against Africa (1B),##eem breadoulos . ramirez against 51 (##ably),innocent man award $ 1 million spend 31 year prison
0.7017492097988898,Establishment-Backed Democrat Leaves Congressional Race Under Threat Of Ballot Challenge,holocaust -iser ellenguihler race under tales ofeve challenge,comparison golden state warrior play different game new york time
0.8018080551309932,Robert Wilkie Picked As New VA Secretary In Surprise Announcement,robertmar ads who as new times match in insult',feel deep sense remorse donald trump ghostwriter say new york time
0.7864430670599073,UnReal Report: PM Modi trolls one and all with his surgical strike on black money,un takeover report: bottle thei goods one and all with his cia on black',white house furious medium prop give coverage guy want attention
0.7627029376457962,"MONOPOLY: Banks, Then Media, Now Voting Machine Companies – With One Company Supplying Over 50% Of Us Voting Machines.","##tors:etta, then media, now grandpa machine' – with one quiet over bon% of .",15 + photo people world tell beautiful
0.7979178845416864,Not An Onion Story: Blake Farenthold Gets A New Job Lobbying Congress,not aniser gabriel: skeptical who ally outsider gets a new ky executiveish,little extortion y' guy figure stormy daniels old lawyer actually pretty
0.8061967175898156,"Cyrus Mistry speaks out, says TATA removal didn’t hurt as much as punny headlines on it","summar rising strive out, says goodsconedge ’ t ins as drills as fed forgotten on it",8 stat prove social anxiety need take seriously
0.7647167984376602,Powerful Docudrama 'The Hidden Rebellion' Exposes Christian Persecution Under French Revolution,else prepares hero pre' the alongqual' 's witch ky satire beautifully creature,world gets turn upside reveal new handmaid tale trailer
0.7826704572440899,The Hidden Influence of Clinton and Trump’s Religion - The New York Times,the priest executive of clinton and trump ’ s multi - the new york times,stable democracy warning sign flash red new york time
0.8114294849579131,"Trump Called Edward Snowden a Traitor, Implied He Should Be Executed","trump lt billion cable regarding a lighting, tour he lazy be stores",guy review long island rest stop worth pull
0.8418916478455633,Cathy Yan May Be First Asian Woman To Direct A Major Superhero Movie,summar may be first tonight woman to outsider a james touching dominance,different kind gender gap 7 place woman earn man
0.7273076121900344,Talent Agency UTA Trades Oscar Party for Refugee Rally,butternatko productive plants party forrera fight,white house fbi leak reason james comey fire breitbart
0.6437633161753192,"The Real Stormy Daniels Warns 'Trump' on 'SNL':  Storm's A Comin', Baby",the promoting easter bending warns' trump' on' s cigarettes': having' s ain',little extortion y' guy figure stormy daniels old lawyer actually pretty
0.8437364658961253,Why Trump Won and Why Clinton Lost    :,why trump won and why clinton peaceful:,regardless brexit vote expert e.u rethink status quo new york time
0.736405482046316,Lena Waithe Stuns At Met Gala As A Queer Superhero,sum toss nicaragua sailgui at conclusion constitutional as a 1948 touching,straight couple lose court battle enter civil partnership
0.7703193590613325,BET: Katy Perry Latest ‘White Pop Act’ to Appropriate ‘Black Urban Culture’,trump :'s hyper ‘ white pop prince ’ to ’ ‘ black hero revelations ’,twitter freak white people spot hold black trump sign
0.8025360487451445,MORE MUSLIM ANIMAL ABUSE: Palestinians film themselves stoning a hyena to death using cement blocks and large stones,more muslim plants abuse: curtis film sirens st mc a holocaust cautiouslya to courtroom using famous andoot,texas man kill neighbor use gay panic defense avoid murder charge
0.8122614536039018,US Insiders – Not Russia – Leaked Clinton Emails,us swimmerss brilliant not russia,fbi add mexican drug trafficker want list
0.7763225675858388,Congressman Proposes National Surveillance Program After Trump Meeting - The New York Times,;mar branch carving report after trump bear - the new york times,obama criticize trump kill climate change legacy breitbart
0.8009080376320145,Chuck Schumer Turns Melania Trump's 'Be Best' Campaign Against Donald Trump,trump bread forumer ramirez cool wholesale trump' s' be best' campaign against donald trump,right hitler kill trump insider describe trump campaign final day
0.7928899815507549,"In Address, Cuomo Posits New York’s Policies as an Answer to Trump - The New York Times","inrized, wave stain po sophias new york ’ s underground as an to trump - the",limbaugh watch silent coup place obama democrats breitbart
0.7370404697565853,Migrant Caravan Reaches The U.S. Border,husbandsmar becoming the u . s . scandal,obama lose go audience      information clear house ich
0.7671495010224915,Pennsylvania Supreme Court Chief Scolds His Own Party For Trying To Impeach Justices,##case supreme courtbola sc skepticals his own party for reduced tooth day terry enemies,see promise land brush death shape martin luther king message
0.7609553294810111,Minister Slammed for Wearing Crucifix in ’Vile Attack’,commencedrse for bending br seen along ally in ’ increase,week trump right deep state leak enormous problem
0.7122246506136545,Michael Hudson on Meet the Renegades,appoint street onenia the skepticals,appeal court trump administration block fund sanctuary city
0.7737213097127174,Readers: White Nationalist Teacher Is Why We Shouldn't Put Firearms In Classrooms,ind: white strive ep is why wecon' t wonders ky in 1980s,hollywood need difficult man great tv
0.7909845770275059,Mattis: U.S. ’Not in a Position’ to Work with Russia,anymar: u . s . ’ not in a witch ’ to work with russia,obama lose go audience      information clear house ich
0.6775513902675924,Israel’s ’Flying Car’ Passenger Drone Moves Closer to Delivery,##bbs ’ s ’ regarding day ’ tonightcon david jared to syrian,ellen get david spade open date young woman
0.7366798426650584,"The Great Barrier Reef Has Been Forever Changed By Global Warming, Scientists Warn","the october loyal anchor has been false goods by 1 1948, blockbustertion",unesco anti israel bias
