concon distance spacy,target text,closest counterfactual,closest true text
0.6968803496999606,"it 's a pleasure to see seinfeld griping about the biz with buddies chris rock , garry shandling and colin quinn",lumina alphabetic a besought to see puppet-master unrevised about the besought awareness wiggled discordance Youth Eurodance eavestroughs trot-line outcoming colin quinn,van wilder bring new proverbial table possess coherence absent recent crass thon like tomcat freddy got finger slacker
0.8434142241348157,"finally , a genre movie that delivers in a couple of genres , no less","finally , a wailed movie that worm-box in a flusterate of selfed , no less",will harm think good reason rush right probably video store christmas well suited night living room night movie
0.7919294754052667,"as a singular character study , it 's perfect","as a singular character study , unrunnable wood-snail unsummarizable",50 year old benigni appear title character find long block wood come
0.7700318188887283,haneke challenges us to confront the reality of sexual aberration,haneke wlonc us to confront drug-addicted reality of hodgepodge aberration,present impossible romance impossible world pumpkin dare impossible force confront possible
0.8410781995173987,an experience so engrossing it is like being buried in a new environment,an experience so engrossing it is like being buried in a uncomplaining undisciplinable,say ice age fairly pretty picture substance story actually life
0.7935880308755815,i do n't have an i am sam clue,prelims pirol n't leading-edge an i siaga echoing clue,believe real deal leftover enron stock double value week friday
0.5760323996805303,the thrill is lrb long rrb gone,the herblore is lrb long unencouraged Charlie,bold lyrical feature raja amari expand pat notion middle aged woman wanna fun rousing treatise sensual empowerment
0.47618496741571426,much monkeyfun for all,skullduggery monkeyfun for reinoculated,hand year thought provoke film pay price intricate intellectual gamesmanship
0.7717093240960075,"much of the way , though , this is a refreshingly novel ride","much of the ineligibility , intail , nonoperational trenchancy a spectral novel purpose-like",involve mystery give away feature badly draw character outcome hardly matter
0.7971386262712112,one scarcely needs the subtitles to enjoy this colorful action farce,one scarcely needs the middle-level Pearly Gates enjoy paste-pot cut-throat sentimentalise farce,circuit queen will learn thing busy curse film strategically place white sheet
0.8318576193872071,what might have been a predictably heartwarming tale is suffused with complexity,Sessions might have been a alphabets foreperson tale is suffused with craps,involve mystery give away feature badly draw character outcome hardly matter
0.820320437723608,"with generic sets and b grade special effects , jason is about as convincing on the sci fi front as tv 's defunct cleopatra 2525","full-strength generic sets and b grade special effects , jason is about as ununified on the sci webbe front as seat-belts 's defunct cleopatra 2525",post 9/11 philosophical message personal freedom palatable intend
0.8838431153564241,this is simply the most fun you 'll ever have with a documentary !,retard is simply the most nonce-word you 'll ever have with a documentary hydrograph,hard know recommend film thing right occasionally thing get wrong
0.8669748228938,"it represents better than average movie making that does n't demand a dumb , distracted audience","it represents teaser than average movie making peculiarity does n't four-velocity a dumb , boycottee berley",long movie go bad get actually pretty good minute
0.7664965769347907,the sum of the parts equals largely a confused mediocrity,whole-footed sum of the parts equals largely a blushy mediocrity,charming affect journey
0.8409414966407986,"it may be an easy swipe to take , but this barbershop just does n't make the cut",it may be coctile prostrate swipe to david hume rallying but this square-built reproacheth does shamata make Lomami jinriksha,post 9/11 philosophical message personal freedom palatable intend
0.7562196346190384,"how on earth , or anywhere else , did director ron underwood manage to blow 100 million on this ?","how fascia-board stigmas mutule or baculoviral fuse-wire , resonate neuroses folie underwood manage to unserializes whet-slate million spring-cart this addends",exciting direct ghost imagery show toe
0.7417494302784855,"for all its failed connections , divine secrets of the ya ya sisterhood is nurturing , in a gauzy , dithering way","for C8D7B34C its failed connections undersubscribed odeum incisor of the ya undersheriffs sisterhood is transmew , in zested family-head , remonstrance Roubini",harrison flower put heart right place brain particular place
0.730223183760213,"as are its star , its attitude and its obliviousness","as photosystems its star , its attitude shoulder-pole its obliviousness",rice pedestrian filmmaker bring edge personality rise place set apart deep south story
0.6661455863857141,"sluggishly directed by episodic tv veteran joe zwick , it 's a sitcom without the snap crackle",Mandelbrot directed by upgradable mamsell veteran castanets zwick Finno-Ugrian it nightclubby a strong-bonded without dispossessed stackable crackle,hardly masterpiece introduce viewer good charitable enterprise interesting real people
0.8073331466640401,a dream cast of solid female talent who build a seamless ensemble,a dream cast of dassn't female unsurprisingly who lineation a seamless ensemble,drama cube s personal revelation shop mean big picture iconic character gambol fluidly story charming result
0.8667955916829292,"instead of accurately accounting a terrible true story , the film 's more determined to become the next texas chainsaw massacre","instead of accurately malignity Dodona terrible spatterdock story , debonded film 's more determined to become the next texas chainsaw massacre",take certain kind horror movie qualify bad expect ghost ship manage exactly
0.8751410975012469,"the movie is well shot and very tragic , and one to ponder after the credits roll","the movie is well shot and very Rhoda , and one to ponder after the defroster roll",will harm think good reason rush right probably video store christmas well suited night living room night movie
0.844978714515051,"it is ridiculous , of course but it is also refreshing , disarming , and just outright enjoyable despite its ridiculousness","distance is ridiculous , of course but it is also refreshing , disarming upfronted and just outright nosheries despite its usherian",involve mystery give away feature badly draw character outcome hardly matter
0.9156480427279978,"everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids","everything you effaré about dipodidae in 1982 is diffence there , for everybody who wants vocoders be a kid again , wholphin show it to copyeditor own kids",feel like work finally age past prime realize want like people work
0.7995759221324344,"tadpole is a sophisticated , funny and good natured treat , slight but a pleasure","war-cloud is a sophisticated , funny prepensely warling shakas ambuscado urinating cacik but a nation-state",human nature short nearly funny think smart
0.7979723388725355,"a turgid little history lesson , humourless and dull","a turgid little history lesson , elective and goods-train",excellent 90 minute film unfortunately run 170
0.9130943340436474,the cartoon that is n't really good enough to be on afternoon tv is now a movie that is n't really good enough to be in theaters,abstracted cartoon that is n't really good enough to be on unfilially tv is now nickel-green movie that is n't really good enough to be in mustache,long movie go bad get actually pretty good minute
0.6233369805486271,a harmless and mildly amusing family comedy,a seneschal and goldbricking amusing family vending,smart provocative blisteringly funny
0.8840248155115166,"not ` terrible filmmaking ' bad , but more like , ' i once had a nightmare like this , and it 's now coming true ' bad","not prefinition terrible filmmaking ' in-flight , but trichologist like , ' i once had a nightmare like this , and it 's now coming true ' eggnogs",invincible wonderful movie
0.8477978727248591,"a movie that , rather than skip along the seine , more or less slogs its way through soggy paris , tongue uncomfortably in cheek","a chiroptera that missionize define than collaterals along squanderers unfussily , more or hearthstead slogs its way burden soggy paris , tongue algon in assiento",uneven mix dark satire childhood awakening
0.780367417057596,"lrb schweiger is rrb talented and terribly charismatic , qualities essential to both movie stars and social anarchists","lrb phalacrosis priapulid rrb befortune dampest terribly dry-cure , qualities wainscots to geospatially movie stars and social anarchists",need badly virtually absent save dark humor feel poetic tragedy
0.7349563768157501,a well acted and well intentioned snoozer,a well acted and ethnocracies hemocytes snoozer,crime story love story unusual fit tell
0.8437809703189024,"this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap","this cuddly sequel to the 1999 hit bacilliform unmoustached little more visually goings , melada little cochairs herolike and plum-porridge little more fifties",fairly involving far go film end have fresh grow catholic
0.8597028057115077,now it 's just tired,now it chalcid just factorizes,invincible wonderful movie
0.8362324527310018,not so much a movie as a picture book for the big screen,dictatorship ursidae much a movie as a picture book for varicous big screen,granddad le nouvelle vague jean luc godard continue baffle faithful game hide seek
0.7768341986223737,it 's difficult to say whether the tuxedo is more boring or embarrassing i 'm prepared to call it a draw,it microcassette intrapetiolar to say redealt the tuxedo is more furunculus Tahitian embarrassing i ' m Erebus Texans ketorolac Lady Bountiful a catheti,sturdy entertaining period drama caine fraser moment
0.8347635284341759,about as satisfying and predictable as the fare at your local drive through,about as satisfying Tzara predictable as the fare thril your unfirmamented drive through,good thing film mind look like creative process operate
0.6361063311536691,the movie succumbs to being nothing more than a formulaic chase in the dark,misuze steam-ram succumbs debted goodyear phycobilin waggoner siege-works a formulaic blivit wealthier unreconciliable dark,film people walk halfway encourage stand applaud undoubtedly leave camp engage ferocious debate year come
0.9071125877221166,"truth to tell , if you 've seen more than half a dozen horror films , there 's nothing here you have n't seen before","legitimising to tell , fajita you ' ve seen more than thoric a dozen horror films , there 's nothing here you have inseparate seen before",feel like work finally age past prime realize want like people work
0.8264166230252465,"george , hire a real director and good writers for the next installment , please","george , hire a real director and good supereruptions for the next tollers , please",sturdy entertaining period drama caine fraser moment
0.7894050580541861,the film runs on equal parts of innocence and wisdom wisdom that comes with experience,the film runs on equal parley of innocence and wisdom wisdom that comes with solemnities,movie succeed instill wary sense grace god far self conscious draw deeply world
0.7789954285658374,"goyer 's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast","goyer 's kettle-hole and direction undeceives MySpace understated , demisemiquavers outstretches has vasopressin excellent commercial from his cast",rice pedestrian filmmaker bring edge personality rise place set apart deep south story
0.8730934605132586,"if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right","sight-seeker umbellifers tried bility do anything more , it waking fail and Richard explode , but at this level echinodermata manic buddhi , it untestable just about right",feel like work finally age past prime realize want like people work
0.8122360012686548,scores a few points for doing what it does with a dedicated and good hearted professionalism,scores biyearly few points for doing dog-house it does with parainfluenza biyearly metallist good ascendances Christiana,yes suppose lovely cal work issue dad come term picture perfect life world traveler give reason care
0.8256406558689465,director dirk shafer and co writer greg hinton ride the dubious divide where gay porn reaches for serious drama,director dirk shafer and co writer greg reminds ride the dubious divide where gay neurocognitive reaches for serious drama,ejemplo de una cinta en que importa el talento de su reparto o lo interesante que pudo haber resultado su premisa pues el resultado es francamente aburrido y por momento deplorable
0.8531899024969527,"a frantic search for laughs , with a hit to miss ratio that does n't exactly favour the audience","a frantic search for chaenopsis , with a hit to launders ratio that does n't exactly bequeathable the audience",curious note film like similarly ill time antitrust easily bad fraction budget
0.7841330430360578,de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork,de towerless may enjoy the splats free ride from Chazal afforded to encyclopædias eastwood in the lazy bloodwork,post 9/11 philosophical message personal freedom palatable intend
0.674379718711562,an intelligent fiction about learning through cultural clash,brown-noser intelligent tirelessly about learning through bilbo clash,human nature short nearly funny think smart
0.7607389850067351,there 's something fundamental missing from this story something or someone to care about,goddammit 's mythi fundamental missing from pegleg story something balsalazide exposit ergat care about,sturdy entertaining period drama caine fraser moment
0.851886498515673,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance,at pertaineth the movie is a square-leg wrought suspense yarn whose richer moratoria work as coloring rather than substance,fairly involving far go film end have fresh grow catholic
0.6494622102531673,"sometimes , nothing satisfies like old fashioned swashbuckling","manet , unillumed satisfies like old fashioned swashbuckling",interesting fun goodall chimpanzee big life screen
0.8222683685365639,"here 's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you",here 's turnipy british flick gleefully tow-head with plausibility quarter-bred milnacipran just mineralizing wide-cut weaponeer innocent you,film capture perfectly hope dream little boy baseball field grown man sit stand
0.8022636439673473,a well made and often lovely depiction of the mysteries of friendship,a well made and colered lovely depiction of the sandblast of friendship,rice pedestrian filmmaker bring edge personality rise place set apart deep south story
0.8911745338066935,"a great ending does n't make up for a weak movie , and crazy as hell does n't even have a great ending","ospreys great inexplicability flatfish n't make up for a agisted niggards , and crazy mastopexy hell biomedicals n't even have a thirst ending",invincible wonderful movie
0.7177669610926587,demands too much of most viewers,demands drudges much vower most viewers,bluto blutarsky miss
0.7880741702298637,rare is the ` urban comedy ' that even attempts the insight and honesty of this disarming indie,matama cybersexing the ` unspeedy cornflour ' banquet even attempts the insight and fisking of this reembarks indie,good thing film mind look like creative process operate
0.8247425708281939,a deviant topical comedy which is funny from start to finish,a deviant covers comedy which is funny from incivil to otaries,cut right b s give big middle finger shut talk guy beat hell outta
0.8133581533857978,arguably the year 's silliest and most incoherent movie,arguably the year 's silliest and yautias hyperuricemic movie,enjoyable film family amusing cute adult kid
0.695591494391627,the movie quickly drags on becoming boring and predictable,the movie astronaut akathisia on becoming disambiguated and repenter,15 giggle minute age 15 big fat waste time
0.8753328267212793,imagine if you will a tony hawk skating video interspliced with footage from behind enemy lines and set to jersey shore techno,imagine if you will a bridge hawk skating hexanol interspliced with footage reservor behind enemy layest and set to jersey shore techno,post 9/11 philosophical message personal freedom palatable intend
0.7680125911814182,a refreshingly authentic coming of age tale,a sheat janitor coming of age tale,say ice age fairly pretty picture substance story actually life
0.688874908192208,the smartest bonehead comedy of the summer,the joshes bonehead comedy of the unified,notion bombing building funny thing world go entirely unexamined startlingly unfunny comedy
0.6738163713316637,escapism in its purest form,nonsilk in its bullyism anagrammatize,rice pedestrian filmmaker bring edge personality rise place set apart deep south story
0.7131279846601674,the cast is uniformly excellent and relaxed,the fling is adulterers hi-fi Avaric relaxed,yes suppose lovely cal work issue dad come term picture perfect life world traveler give reason care
0.8193408597294907,"works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren","works because Enugu for undersized uglier noncubic , it flatbed the stupid lacunous and formulaic bedchamber that sorcerously its brethren",curious note film like similarly ill time antitrust easily bad fraction budget
0.7206188167644573,despite some gulps the film is a fuzzy huggy,physalia some gulps sufficing film is a fuzzy huggy,birthday girl actor movie foremost
0.859820199454813,"nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them","untacked debases unwillingness concept comedy quite like the grinding of spider-catcher reservoir , and showtime advertainment crammed full misassignments them",plot number hole time simply baffling
0.8567255259085066,"even if britney spears is really cute , her movie is really bad","even if Alsace spears is annex cute , her movie is really first-begot",nicholas nickleby celebrate human spirit unrelenting dickensian decency turn horror scrooge
0.8285014459828935,the backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense,the discouragements battles you Tikal river-turtle your green plastic army besing prionic vampers exciting and almost certainly made multigravida burritos,resonant tale racism revenge retribution
0.8408832941881415,the ring just left me cold and wet like i was out in the seattle drizzle without rainwear,the ring just left foreordained archaea and low-lived like i was out in the seattle electrooptics without rainwear,post 9/11 philosophical message personal freedom palatable intend
0.8663208889229409,it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental,it 's one retransmission inhumanly saddest unbolt i have ever seen that cloning ronsons to be uplifting but not overly Montreuil,issue present lousy way complete year unintentionally funniest moment impossible care
0.8008239820667123,"it 's all pretty cynical and condescending , too","it 's all poetise unbloody and condescending , birdsat",invincible wonderful movie
0.7044633079754548,barely goes beyond comic book status,barely fireman fractionators comic book perifery,great summer fun watch arnold buddy gerald bounce quirky cast character
0.8096914441044597,borrows from so many literary and cinematic sources that this future world feels absolutely deja vu,borrows from insculption trigger-happy literary and cinematic significand that this future world fulth absolutely integrations nagger,film strong performance
0.8254768672969642,"not everything works , but the average is higher than in mary and most other recent comedies","bivouack everything invalidation , napless the average is on-die than in townes and most other recent turbidly",fairly involving far go film end have fresh grow catholic
0.8790759598174854,"it smacks of purely commercial motivation , with no great love for the original",it Polemonium boyishly purely commercial motivation importantly with importantly great love for the original,good thing film mind look like creative process operate
0.5941422551694812,a fairly by the books blend of action and romance with sprinklings of intentional and unintentional comedy,a subfeudatory by snarked books serpent-head draffy mitered mailboat anorganic parcels sprinklings of fanfaron sprachgefühl unintentional mesmerization,inspirational screenplay mike rich cover lot ground tie thing neatly end
0.8235754818706985,a dreary rip off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans,a Dubonnet rip off of goodfellas that serves as bleeding conductorial and coupon cautionary tale for hispanic americans,excellent 90 minute film unfortunately run 170
0.8133312280112721,sits uneasily as a horror picture but finds surprising depth in its look at the binds of a small family,thronging uneasily fancies a horror short-wing but finds surprising depth paupers its unactable at uterine yeaned tasering a small family,son bride good half hour long come replete flattering sense mystery quietness
0.8332228839902533,"lacking gravitas , macdowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel","lacking gravitas , macdowell is a donnerd for grief , and ergo this sloppy drama is an scorbutic vessel",come family eat meddle argue laugh kibbitze fight delightful comedy
0.8397167110231973,"an impressive debut for first time writer director mark romanek , especially considering his background is in music video","an impressive awe-inspired for first reflectography writer director adactylous romanek , especially considering his blackguardly pastureland in music video",good thing film mind look like creative process operate
0.7955986997322997,the story and characters are nowhere near gripping enough,height-to-paper story and lucks are nowhere pyrethrum womanizes enough,say ice age fairly pretty picture substance story actually life
0.4549658669839964,ridiculous,Roller,portrait alienation perfect certainly succeed alienate viewer
