wordnet distance spacy,target text,closest counterfactual,closest true text
0.897264455361279,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,U possess a enigma protagonist World_Health_Organization is looking 2 make tangency with U - find_out safe World_Health_Organization they R*reveal who thinks Ur so limited - call off 09065171142 - stopsms-08,great get worried know wonderful caring person like good life know u r wonderful god love
0.8654585758366012,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,We try_on to adjoin you re your respond to our offer of vitamin_A video_recording headphone 750 anytime any meshing Amoy one-half monetary_value course Rental camcorder response operating_theater call 08000930705,good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.8626332176875717,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,We taste to physical_contact you re our offer of fresh television Phone 750 anytime any network minute whole monetary_value renting camcorder put_option 08000930705 operating_theatre response for pitch We d,good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.8404918846438425,it to 80488. Your 500 free text messages are valid until 31 December 2005.,it to 80488 . Your D discharge textual_matter substance are invalid until thirty-one Dec 2005 .,d proof   lt;#&gt   rs will not allow work come home day
0.8811301944619852,Marvel Mobile Play the official Ultimate Spider-man game (aPS4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,wonder peregrine Play the official Ultimate wanderer - man game ( aPS4.50 ) on Ur wandering right now . textbook SPIDER to 83338 for the spirited & we ll institutionalise u a justify 8Ball wallpaper,uncle boye need movie oh guide plus know torrent particularly legal system slow gr8 day plus start cos not meet online honey moon
0.8928918623612461,U are subscribed to the best Mobile Content Service in the UK for aPS3 per ten days until you send STOP to 83435. Helpline 08706091795.,U exist pledge to the best Mobile_River substance military_service in the United_Kingdom for aPS3 per ten days until you send finish to 83435 . Helpline 08706091795 .,d proof   lt;#&gt   rs will not allow work come home day
0.899055246596694,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AaPS1.50 minAPN LS278BB,More people are track in your region now . Call 09090204448 and join like take_care guys . Why not arrange one yourself . There 's 1 this evening . AaPS1.50 minAPN LS278BB,sing hu think important find female know place preferably citizen smart help navigate thing like choose phone plan require guidance doubt ask especially girl
0.884571500879224,"Thanks for your ringtone order, ref number R836. Your mobile will be charged aPS4.50. Should your tone not arrive please call customer services on 09065069154","thank for your ringtone set_up , ref list R836 . Your immobile leave embody turn_on aPS4.50 . Should your feel non arrive please call customer avail off 09065069154",mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8839511033270008,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832","Thank you , winner notified away Master_of_Science . Good fortune ! No succeeding marketing reply arrest to 84122 client avail 08450542832",good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.9040437629191094,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,URGENT ! We are trying to adjoin U. Todays take_in shows that you have gain a aPS800 booty vouch . Call 09050001808 from set_down line . take M95 . Valid12hrs only,speak uncle john today strongly feel need sacrifice go beg listen not promise clear thing easy need let work thing long expect help creativity stifle pls happy promise
0.8711633822775335,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,We taste to impinging you atomic_number_75 your response to our offer of a picture French_telephone ? 750 anytime meshing mins ? limited school_text ? Camcorder ? reply Oregon scream 08000930705 forthwith,speak uncle john today strongly feel need sacrifice go beg listen not promise clear thing easy need let work thing long expect help creativity stifle pls happy promise
0.8674782557518627,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,we stress to contact_lens you re your response to our fling of deoxyadenosine_monophosphate novel nokia fone and camcorder remove response operating_theatre promise 08000930705 for legal_transfer,speak uncle john today strongly feel need sacrifice go beg listen not promise clear thing easy need let work thing long expect help creativity stifle pls happy promise
0.8319370675089504,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,delight shout_out 08712402902 directly antiophthalmic_factor on_that_point is an pressing substance waiting for you .,sing hu think important find female know place preferably citizen smart help navigate thing like choose phone plan require guidance doubt ask especially girl
0.8585464247994582,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records","Had your contract mobile 11 Mnths ? later Motorola , Nokia etc . all spare ! Double Mins & textbook off orangish tariffs . schoolbook YES for callback , no to remove from records",mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8468207068394183,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)","thirsty gay guy feeling hungry and upwardly 4 IT , now . cry 08718730555 but 10p / Fukkianese . To period textual_matter shout 08712460324 ( 10p / Hokkianese )",mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8703258254547797,"Loan for any purpose aPS500 - aPS75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'","loanword for any resolve aPS500 - aPS75,000 . householder + tenant unwelcome . Have you been antecedently pass_up ? We can still help_oneself . foretell unblock 0800 1956669 surgery school_text back ' assistance '",come home time will not trust
0.6871637324160628,SMS. ac sun0819 posts HELLO:\You seem cool,samarium . ac sun0819 mail HELLO:\You appear cool,purchase d stuff today mail po box number
0.9041591364807414,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,Guess who am I?This is the first time single created angstrom entanglement Sir_Frederick_Handley_Page WWW.ASJESUS.COM understand all I pen . I 'm await for your opinions . i want to be your supporter 1/1,yeah sure thing mate haunt get stuff sort m go sound promote hex .by way not know number joke
0.9049426415253301,URGENT This is our 2nd attempt to contact U. Your aPS900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,pressing This is our 2nd essay to contact U. Your aPS900 prise from YESTERDAY follow still wait collection . To take CALL NOW 09061702893 . ACL03530150PM,get ur mail dileep.thank muchand look forward lot support contact remember venugopal mentioned.tomorrow late shall try come till there.goodnight dear
0.864642108729477,Please CALL 08712402779 immediately as there is an urgent message waiting for you,displease cry 08712402779 now a there comprise Associate_in_Nursing pressing subject_matter waiting for you,speak uncle john today strongly feel need sacrifice go beg listen not promise clear thing easy need let work thing long expect help creativity stifle pls happy promise
0.9138178110283113,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,how-do-you-do . We need some posh birdie and chaps to user test prods for champneys . Can i put you down ? I need your direct and dob asap . Ta r,ta job available let know cos need start work
0.8913845074616162,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""","Did you hear about the young \Divorce Barbie\ "" ? It do with all of cognizance 's stuff ! """,yeah sure thing mate haunt get stuff sort m go sound promote hex .by way not know number joke
0.8412370279603394,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@aPS1.50rcvd,GSOH ? evil with junk_e-mail the ladies?U could b amp male gigolo ? II connect the Britain 's quick growing work_force nightspot reply ONCALL . mjzgroup . 08714342399.2stop reply hold_back . msg@aPS1.50rcvd,great hope connection mode man cos know old friend lead today
0.8024624014748878,"Shop till u Drop, IS IT YOU, either 10K, 5K, aPS500 Cash or aPS100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","Shop till atomic_number_92 throw , IS IT YOU , either ten potassium , quintuplet K , aPS500 hard_cash Oregon aPS100 move verifier , forebode straight_off , 09064011000 . NTT Po_River package CR01327BT fixedline be 150ppm wandering motley",uncle boye need movie oh guide plus know torrent particularly legal system slow gr8 day plus start cos not meet online honey moon
0.8315025617300982,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,freshly TEXTBUDDY confabulation ii horny guys Hoosier_State ur area 4 just 25p detached 2 encounter hunt ZIP operating_theater at gaytextbuddy.com . TXT ONE name to 89693 . 08715500022 rpl catch ii cnl,thanx4 today cer nice 2 catch ave 2 find time oh care c u soon.c
0.889619887523876,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,require 2 get laid tonight ? Want really dog studio sent mastermind 2 ur jam ? Join the U.K. 's largest Dogging network bt Txting GRAVEL to 69888 ! Nt . ec2a . 31p.msg@150p,mark work tomorrow get 5 work house meet u
0.8594776113961334,"Last Chance! Claim ur aPS150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. aPS3.00 Sub. 16","close happen ! lay_claim ur aPS150 deserving of brush_aside verifier today ! text_edition shop_class to 85023 straightaway ! SavaMob , propose wandering ! T speed_of_light SavaMob POBOX84 , M263UZ . aPS3.00 Sub . sixteen",lot sickness thing go round easy hope u feel well soon lol
0.884311490430121,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,Customer disservice annoncement . You feature a young class speech waiting for you . Please margin_call 07046744435 now to arrange delivery,sing hu think important find female know place preferably citizen smart help navigate thing like choose phone plan require guidance doubt ask especially girl
0.8409045831135403,Our Prasanth ettans mother passed away last night. Just pray for her and family.,Our Prasanth ettans mother passed away last dark . equitable beg for her and sept .,urgent 2nd attempt contact u. aps900 prize yesterday await collection claim 09061702893 acl03530150pm
0.9095360212875835,Sorry i missed your call. Can you please call back.,Sorry i missed your call . toilet you please call back .,network operator service free t c visit 80488.biz
0.9074556014904781,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text","Hi babe its Chloe , how r u ? I was smashed off Saturday night , it was great ! How was your weekend ? atomic_number_92 been missing me ? SP visionsms.com textbook stop to block_up 150p / school_text",hi hope ur day good walk table book half let know ur come
0.8498166193388323,You have WON a guaranteed aPS1000 cash or a aPS2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,You deliver North_Korean_won deoxyadenosine_monophosphate vouch aPS1000 immediate_payment Beaver_State adenine aPS2000 value . To take year esteem telephone_call our client table_service spokesperson off 08714712394 'tween 10am-7pm,come home time will not trust
0.8937787719778689,"This is the 2nd attempt to contract U, you have won this weeks top prize of either aPS1000 cash or aPS200 prize. Just call 09066361921","This is the second try to contract U , you wealthy_person come_through this hebdomad top_off appreciate of either aPS1000 Johnny_Cash operating_theatre aPS200 prize . Just put_option 09066361921",good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.869997868691046,We currently have a message awaiting your collection. To collect your message just call 08718723815.,We currently have amp subject_matter awaiting your assembling . To cod your subject_matter good call 08718723815 .,sorry not right happen r 2waxsto wat want come ill medical insurance able deliver basic care currently shop right medical insurance til friday morning s i.ll major person guide right insurance
0.8534641702474037,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over aPS1million to give away ! ppt150x3+normal text rate box403 w1t1jy,money ! ! ! you r a lucky success ! II claim your dirty_money trade_edition money II 88600 over aPS1million to give away ! ppt150x3+normal trade_edition range box403 w1t1jy,hiya u pay money account thank get pleasant surprise check balance -u c statement 4 acc
0.9023695282344301,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,FreeMsg Today 's the Day if you are prepare ! one 'm horny & dead IN your town . I love sexual_activity playfulness & plot ! Netcollex Ltd 08700621170150p per MSG reply quit to goal,hi hope ur day good walk table book half let know ur come
0.8512785165388529,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,marry topical_anesthetic adult_female count for indiscreet action now ! quint actual rival instantly to your phone . trade_edition oppose to 69969 monosodium_glutamate be 150p 2 finish txt hitch BCMSFWC1N3XX,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8317004290078318,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,buy one ringtone and now getting textual_matter be triad pound oblation to_a_greater_extent feeling etc,guy bitching act like interested buy week give free
0.9309042002758545,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,borrow for whatever purpose still if you have Bad deferred_payment ! renter Welcome . Call NoWorriesLoans.com off 08717111821,good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.8836023115349869,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!","Xmas & New class evening tickets are now on cut-rate_sale from the club , during the day from X am till 8 pm , and on Thurs , Fri & Sat night this week . They 're selling fast !",hi m have relaxing time 7 day party good night home tomorrow 5ish
0.887899376266453,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,We strain to reach you re your reply to our offer of a television earpiece 750 anytime any meshwork mins half cost job renting Camcorder answer Oregon put_option 08000930705,good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.8787273012636957,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,Not see from U4 a while . birdcall Little_Joe primitive Old_World_chat private pipeline 01223585334 to seminal_fluid . Wan 2C picture_show of me gettin shagged then schoolbook PIX to 8552 . 2End send STOP 8552 SAM 30,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8820493836992022,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""","Did you hear well-nigh the newfangled \Divorce Barbie\ "" ? It comes with all of cognizance 's stuff ! """,yeah sure thing mate haunt get stuff sort m go sound promote hex .by way not know number joke
0.850582410050624,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,lodge limited hardcore smut organize 2 your stabile Txt porn to 69200 & make spare memory_access for twenty-four hr then chrgd@50p per day txt block_up 2exit . This monosodium_glutamate is unloose,d proof   lt;#&gt   rs will not allow work come home day
0.8910044967230539,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,Would you like to see my XXX exposure they are so hot they were well-nigh banned in the Great_Britain !,hey babe sorry soon gary come fix cause think know far ptbo say cost   lt;#&gt   buck know cheap find second hand machine right let know want babe
0.8816349244501719,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,You have lose a Nokia 7250i . This is what you get when you win our obstruct vendue . To take start_out get_off Nokia to 86021 directly . quicksilver / Suite342/2Lands course / W1JHL 16 +,hey sweet wonder moment come want send file will yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss
0.9257888876387592,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,For taking part in our immobile follow yesterday ! You can now have D school_text 2 function yet you wish . two get txts but send TXT to 80160 T&C www.txt43.com 1.50p,mum send message get want know actually get enjoy rest day
0.6917913664477215,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)","SPJanuary male_person sales_agreement ! live homophile confab right_away sleazy , scream 08709222922 . home rank from 1.5p / Amoy chintzy to 7.8p / Min_dialect tip ! To full_stop text_edition foretell 08712460324 ( 10p / Amoy )",mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.9041925794256905,Thanks for your subscription to Ringtone UK your mobile will be charged aPS5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,Thanks for your subscription to Ringtone Britain your mobile leave be rouse aPS5 / month delight confirm by respond YES or NO . If you response NO you will not embody calm,speak uncle john today strongly feel need sacrifice go beg listen not promise clear thing easy need let work thing long expect help creativity stifle pls happy promise
0.8739002993037456,"Congratulations - Thanks to a good friend U have WON the aPS2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate","congratulation - Thanks to amp good friend U have succeed the aPS2,000 Xmas prize . 2 disclaim is light , just call_up 08712103738 NOW ! Only 10p per infinitesimal . BT - home - rank",good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.8480327506476982,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,thyroxin - peregrine customer you Crataegus_oxycantha now take your resign photographic_camera PHONE upgrade & A pay & go sim card for your dedication . send_for on 0845 021 3680.Offer oddment 28thFeb . T&C 's use,good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.9185209352785834,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls aPS1/minMobsmoreLKPOBOX177HP51FL,Back II work 2morro half term over ! Can U C me 2nite 4 some aphrodisiacal passion B4 I have 2 offer back ? confabulate NOW 09099726481 Luv DENA Calls aPS1 / minMobsmoreLKPOBOX177HP51FL,sorry will b able 2 friday.hope u find alternative.hope yr term go ok:-
0.8734821357673634,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,Please CALL 08712402902 like_a_shot as there is Associate_in_Nursing pressing subject_matter hold_off for you .,sing hu think important find female know place preferably citizen smart help navigate thing like choose phone plan require guidance doubt ask especially girl
0.8326118250588819,URGENT! Your Mobile number has been awarded with a aPS2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,pressing ! Your roving list feature be award with amp aPS2000 booty secure . call_off 09058094455 from bring line . take 3030 . Valid 12hrs only_when,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
