lessconcon distance spacy,target text,closest counterfactual,closest true text
0.8439074606743703,"for all its failed connections , divine secrets of the ya ya sisterhood is nurturing , in a gauzy , dithering way","about all its failed connections , divine secrets on the ya ya sisterhood is nurturing , in every richness , dithering money",estrogen overdose movie like divine secret ya ya sisterhood writing acting character development lot well
0.821160650923563,"as are its star , its attitude and its obliviousness","while exist its star , its attitude either its obliviousness",jones despite definitely distinctive screen presence able muster movie title notwithstanding lot nasty want fully capitalize lead specific gift
0.8115318107265905,"sluggishly directed by episodic tv veteran joe zwick , it 's a sitcom without the snap crackle","sluggishly directed by episodic actress veteran joe zwick , it 's an sitcom without the snap crackle",australian actor director john polson award win english cinematographer giles nuttgen terrific effort disguise obvious energy innovation
0.8284243156851007,a dream cast of solid female talent who build a seamless ensemble,a soul cast beyond consistent female talent who build a seamless ensemble,parker commend take fresh approach familiar material determination remain true original text lead adopt somewhat mannered tone ultimately dull human tragedy story core
0.8741620972910698,"instead of accurately accounting a terrible true story , the film 's more determined to become the next texas chainsaw massacre","instead of accurately accounting a bland glad story , the noir 's more determined to be the next texas chainsaw massacre",fairly involving far go film end have fresh grow catholic
0.8945924803786169,"the movie is well shot and very tragic , and one to ponder after the credits roll","the movie needs well filmed and very tragic , and one to ponder after the credits think",will harm think good reason rush right probably video store christmas well suited night living room night movie
0.8619349716457843,"it is ridiculous , of course but it is also refreshing , disarming , and just outright enjoyable despite its ridiculousness","it is stupid , of course but it works also refreshing , wrenching , or just outright good despite its ridiculousness",badly level actually have hard time believe people pay
0.9192321966983065,"everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids","everything him loved of it since 1982 is once there , for everybody who wants to be a kid again , or show it to their own kids",feel like work finally age past prime realize want like people work
0.8383852592691773,"tadpole is a sophisticated , funny and good natured treat , slight but a pleasure","tadpole is a sophisticated , funny and bad natured treat , slight either a pleasure",human nature short nearly funny think smart
0.8244874259388949,"a turgid little history lesson , humourless and dull","a turgid little history lesson , obnoxious and pretentious",lot good material lot redundancy unsuccessful crudeness accompany
0.926197020262345,the cartoon that is n't really good enough to be on afternoon tv is now a movie that is n't really good enough to be in theaters,the cartoon that is n't really good enough to be on afternoon guy is now an porn that is n't really good enough to look in theaters,cut core actually mean face fear girl world boy boy truly love girl ride big metaphorical wave life take
0.822117282514566,a harmless and mildly amusing family comedy,a harmless nor mildly amusing sympathy comedy,campy work straight drama violent sordid function comedy vulgar truly thankfully kind work
0.8664598490573041,"a movie that , rather than skip along the seine , more or less slogs its way through soggy paris , tongue uncomfortably in cheek","an movie that , rather than skip along both seine , more either less slogs their way upon soggy paris , tongue uncomfortably in cheek",pleasant romantic comedy
0.8288155910383294,"lrb schweiger is rrb talented and terribly charismatic , qualities essential to both movie stars and social anarchists","lrb schweiger is rrb talented either terribly charismatic , qualities essential toward some movie stars or racial anarchists",jones despite definitely distinctive screen presence able muster movie title notwithstanding lot nasty want fully capitalize lead specific gift
0.7808632789762822,a well acted and well intentioned snoozer,every well committed either well intentioned snoozer,badly level actually have hard time believe people pay
0.8514869948146584,"this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap","this cuddly sequel to the 1999 hit requires a little more visually ready , a little neater , or a little more madcap",jones despite definitely distinctive screen presence able muster movie title notwithstanding lot nasty want fully capitalize lead specific gift
0.8620570596707307,now it 's just tired,now it has instead terrible,entire movie boring sad man boring sad
0.8979227986965292,not so much a movie as a picture book for the big screen,seldom perhaps much another movie before a picture book for the great paint,mafia rap star hood rat butt ugly head regurgitation cinematic violence give brutal birth unlikely likable hero
0.8426257900307708,about as satisfying and predictable as the fare at your local drive through,about as satisfying and predictable as the fare during your local direction through,fairly involving far go film end have fresh grow catholic
0.8715343903746197,the movie succumbs to being nothing more than a formulaic chase in the dark,the drama succumbs to being truth more except an formulaic chase in another beer,take end confusion hatred put human face evoke shame party promote understanding
0.8611232850186558,"george , hire a real director and good writers for the next installment , please","george , hire a real director and good writers for the next expense , hey",filmmaker want good time cheap b movie way succeed
0.8510153741816596,the film runs on equal parts of innocence and wisdom wisdom that comes with experience,every film runs on equal parts of innocence but wisdom wisdom that comes with experience,parker commend take fresh approach familiar material determination remain true original text lead adopt somewhat mannered tone ultimately dull human tragedy story core
0.8349844801648095,"goyer 's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast","goyer 's screenplay and direction exist too understated , and me has detailed excellent performances from his cast",jones despite definitely distinctive screen presence able muster movie title notwithstanding lot nasty want fully capitalize lead specific gift
0.9130023414470155,"if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right","except it tried to do anything less , it could fail but perhaps explode , but at another level of manic individuality , it is just about right",badly level actually have hard time believe people pay
0.881105958207232,scores a few points for doing what it does with a dedicated and good hearted professionalism,scores a afraid points for doing what it does with a dedicated or good hearted professionalism,badly level actually have hard time believe people pay
0.8520949270518926,director dirk shafer and co writer greg hinton ride the dubious divide where gay porn reaches for serious drama,director dirk shafer but co writer greg hinton ride the dubious divide where gay porn reaches for big drama,actor showcase hart war recommend bill willis impressive player story dramatic enlightenment screenplay billy ray terry george leave desire
0.8946660765362299,"a frantic search for laughs , with a hit to miss ratio that does n't exactly favour the audience","a frantic search for laughs , with a hit to miss ratio which does otherwise exactly favour the audience",jones despite definitely distinctive screen presence able muster movie title notwithstanding lot nasty want fully capitalize lead specific gift
0.8285472412968637,de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork,de niro may enjoy the same free crew from critics afforded to clint eastwood in the lazy sickness,will harm think good reason rush right probably video store christmas well suited night living room night movie
0.8210502479005305,an intelligent fiction about learning through cultural clash,every intelligent fiction despite learning through social clash,parker commend take fresh approach familiar material determination remain true original text lead adopt somewhat mannered tone ultimately dull human tragedy story core
0.9032459977181025,there 's something fundamental missing from this story something or someone to care about,there 's something fundamental remembering from this story something and someone to care about,good film baseball hit theater field dream
0.9095760652852704,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance,at world the movie is a subtly wrought suspense yarn whose richer shadings work as coloring rather if substance,entertainment movie keep divert good lighten wallet leave sting
0.8311760782507689,"sometimes , nothing satisfies like old fashioned swashbuckling","sometimes , difference satisfies like great fashioned swashbuckling",painful watch viewer willing chance reward year accomplished riveting film performance
0.9034969151751209,"here 's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you","here 's a british flick occasionally unconcerned with plausibility , but just necessarily determined to sit you",jones despite definitely distinctive screen presence able muster movie title notwithstanding lot nasty want fully capitalize lead specific gift
0.8593418244746256,a well made and often lovely depiction of the mysteries of friendship,a well made either often lovely depiction of the mysteries with friendship,involve mystery give away feature badly draw character outcome hardly matter
0.9264723702398594,"a great ending does n't make up for a weak movie , and crazy as hell does n't even have a great ending","a sad ending does n't make up for a good movie , or good as hell does n't even read a informative ending",long movie go bad get actually pretty good minute
0.8447641839209582,demands too much of most viewers,struggles indeed much of most viewers,take end confusion hatred put human face evoke shame party promote understanding
0.8702303235882619,a deviant topical comedy which is funny from start to finish,a deviant adequate comedy whatever is funny from start to finish,subversive element disney cartoon provide unexpected fizzability
0.8358548815355659,arguably the year 's silliest and most incoherent movie,contrary the year 's silliest but greatest incoherent movie,despite fact film bad think go good movie
0.8608054978701036,the movie quickly drags on becoming boring and predictable,the movie quickly drags on helping boring and usual,star trek kind terrific copy copy copy
0.8930266451872422,imagine if you will a tony hawk skating video interspliced with footage from behind enemy lines and set to jersey shore techno,imagine whether you will a tony hawk skating guy interspliced with footage from behind enemy lines but set to jersey area techno,will harm think good reason rush right probably video store christmas well suited night living room night movie
0.8423732328935711,a refreshingly authentic coming of age tale,a downright authentic coming upon age tale,affair true story feel incredibly hokey come like hallmark commercial
0.7894062227887793,the smartest bonehead comedy of the summer,every smartest bonehead comedy from the summer,pleasant comedy find summer place
0.6741293315723935,escapism in its purest form,escapism through its silliest sheet,falseness second half begin intriguing look youth fizzle dull ridiculous attempt heart tugging
0.8064538304530695,the cast is uniformly excellent and relaxed,the silver is uniformly excellent but relaxed,parker commend take fresh approach familiar material determination remain true original text lead adopt somewhat mannered tone ultimately dull human tragedy story core
0.855946169669106,"works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren","works than , for the least member , we avoids the stupid cliches and formulaic potholes that befall their brethren",involve mystery give away feature badly draw character outcome hardly matter
0.8321983373008878,despite some gulps the film is a fuzzy huggy,than some twists the film is a fuzzy chimpanzees,fairly involving far go film end have fresh grow catholic
0.8837869490049561,"nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them","nothing debases each concept nonsense quite like this grinding of dumb ideas , and showtime is crammed full into them",end sum fear morph mundane 70 disaster flick
0.8690210954932077,"even if britney spears is really cute , her movie is really bad","even if britney spears stays really cute , my trilogy is nonetheless true",suggest wide range effect medium manipulation kind reporting supposedly liberal medium intimate ultimately tragic heartache maverick individual like hatfield hick
0.8952869901081283,the backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense,the backyard battles you cast with your green plastic army men failed stronger exciting and almost certainly made cheaper sense,refreshingly honest ultimately touch tale sort people usually ignore contemporary american film search
0.8649556574372723,the ring just left me cold and wet like i was out in the seattle drizzle without rainwear,the ring just left myself cold and wet like i was out in an seattle drizzle without rainwear,cut core actually mean face fear girl world boy boy truly love girl ride big metaphorical wave life take
0.9127362225464973,it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental,it 's one with the saddest films i know surely seen that still manages to come uplifting but not predictably pretentious,hard know recommend film thing right occasionally thing get wrong
0.8406931018631298,"it 's all pretty cynical and condescending , too","it 's all pretty cynical and distasteful , even",movie quiet affirmation neighborhood value give honest live glow
0.8156560722505852,barely goes beyond comic book status,necessarily brings beyond comic book existence,take end confusion hatred put human face evoke shame party promote understanding
0.8612262260571769,borrows from so many literary and cinematic sources that this future world feels absolutely deja vu,borrows from so many literary and cinematic sources that this future journey feels absolutely una vu,good thing film mind look like creative process operate
0.873306376304623,"not everything works , but the average is higher than in mary and most other recent comedies","not everything works , but the average is higher than in mary or worst other recent comedies",fairly involving far go film end have fresh grow catholic
0.8724956747852444,"it smacks of purely commercial motivation , with no great love for the original","me pokes of purely commercial motivation , with no great love for the original",good thing film mind look like creative process operate
0.8353820603481443,a fairly by the books blend of action and romance with sprinklings of intentional and unintentional comedy,a fairly by the books cheese towards action or romance with sprinklings of intentional but unintentional comedy,fairly involving far go film end have fresh grow catholic
0.8509618610402239,a dreary rip off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans,a dreary rip off of goodfellas that serves although a muddled and inappropriate cautionary tale than hispanic americans,complete shamble movie sloppy uneven damn unpleasant believe viewer young old good time
0.8563720421235399,sits uneasily as a horror picture but finds surprising depth in its look at the binds of a small family,sits uneasily during a horror video but finds surprising depth over its sense at the binds of a small family,rice pedestrian filmmaker bring edge personality rise place set apart deep south story
0.8613319952251385,"lacking gravitas , macdowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel","lacking gravitas , macdowell feels a placeholder into grief , and condone this sloppy drama uses an empty vessel",need badly virtually absent save dark humor feel poetic tragedy
0.8525366381243511,"an impressive debut for first time writer director mark romanek , especially considering his background is in music video","an impressive debut for small time television director mark romanek , too picking his background is in music animation",good thing film mind look like creative process operate
0.8751046635877694,the story and characters are nowhere near gripping enough,the story but elements are nowhere near gripping enough,involve mystery give away feature badly draw character outcome hardly matter
0.851892349960654,ridiculous,hilarious,take entertainment tonight subject matter give humor poignancy auto focus gut bustingly funny crushingly depressing
