,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
36,"passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .","passable entertainment , just it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards .",passable entertainment kind motion picture wo splash release remember long,execrable,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.1430363655090332,2
37,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,clayburgh and tambor live charming performers ; neither of them deserves eric schaeffer .,clayburgh tambor live charming performer deserve eric schaeffer,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.13340497016906738,2
38,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,the way Coppola professes his love for motion-picture_show -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,way coppola profess love motion picture_show colorful pop junk classic unequivocally qualify art giddily entertaining,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.2551753520965576,2
39,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .","morton purpose her face and her body language to add America morvern 's soul , even though the character is almost completely deadpan .",morton purpose face body language add america morvern soul character completely deadpan,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.6824536323547363,2
40,"the actors are so terrific at conveying their young angst , we do indeed feel for them .","the actors are so terrific at conveying their youth angst , we Doctor_of_Osteopathy indeed feel for them .",actor terrific convey youth angst doctor_of_osteopathy feel,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.1625227928161621,2
41,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .","in_one_case [ kim ] start_out to overplay the shock tactics and bait - and - tackle metaphor , you may resolve it 's too senior_high a price to pay for a shimmer picture postal_card .",in_one_case kim start_out overplay shock tactic bait tackle metaphor resolve senior_high price pay shimmer picture postal_card,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,2.28008770942688,2
42,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,if you enjoy more thoughtful funniness with interesting conflicted characters ; this one exist for you .,enjoy thoughtful funniness interesting conflicted character exist,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.20740580558776855,2
43,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .","weirdly , broomfield has compelling new material but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental auto .",weirdly broomfield compelling new material unveil end endless scene wheedle reluctant witness point camera smear windshield rental auto,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.16928935050964355,2
44,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,beware the way-out brit - com . they can and will turn on a dime from oddly humorous to tediously sentimental .,beware way brit com turn dime oddly humorous tediously sentimental,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.2232189178466797,2
45,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .","at some point , partly this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",point partly visual trickery stop clever devolve flashy vaguely silly overkill,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.13335847854614258,2
46,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,it deserves to be seen past anyone with even a passing interest in the events form the world beyond their own horizons .,deserve see past pass interest event form world horizon,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.17130470275878906,2
47,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,it 's young guns meets goodfellas Indiana this easily skippable hayseeds - vanadium . -greaseballs mob action - comedy .,young gun meet goodfellas indiana easily skippable hayseed vanadium -greaseball mob action comedy,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.15773439407348633,2
48,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .","cinematic firework aside , the only thing avary seems to care about are mean giggle and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy 's idea of a good time .",cinematic firework aside thing avary care mean giggle pulchritude make sense go school check girl film frat boy idea good time,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.48766231536865234,2
49,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,the opinion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,opinion bombing building funny thing world go entirely unexamined startlingly unfunny comedy,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.18466663360595703,2
50,"an amusing , breezily apolitical documentary about life on the campaign trail .","an amusing , breezily apolitical documentary about life on the campaign chase .",amusing breezily apolitical documentary life campaign chase,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.15293478965759277,2
51,this 100-minute movie only has about 25 minutes of decent material .,this 100 - minute movie only has about 25 moment of decent material .,100 minute movie 25 moment decent material,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.15167498588562012,3
52,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .","sink you into a dizzying , volatile , pressure - cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",sink dizzying volatile pressure cooker situation quickly snowball control focus,execrable,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.3776261806488037,3
53,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,occasionally amateurishly made but a winsome roll and nice dialogue keeps it run .,occasionally amateurishly winsome roll nice dialogue keep run,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.40702271461486816,3
54,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .","intriguing and ugly film , but those of you who read the Holy_Scripture are likely to be disappointed .",intriguing ugly film read holy_scripture likely disappoint,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.3212740421295166,3
55,the wild thornberrys movie is a jolly surprise .,the waste thornberrys movie is a jolly surprise .,waste thornberry movie jolly surprise,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.21424627304077148,3
56,odd and weird .,funny and Weird .,funny weird,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.1568915843963623,3
57,"it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .","it 's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject issue via a shopworn script , unimpressive acting and indifferent direction .",bizarre curiosity memorable mainly way fritter away potentially interesting subject issue shopworn script unimpressive acting indifferent direction,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.48471784591674805,3
58,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,taylor look to have blown his total budget on soundtrack rights and had nothing left over for jokes .,taylor look blow total budget soundtrack right leave joke,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.48878979682922363,3
59,only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley's flopping dolphin-gasm .,just about as sexy and dangerous as an actress in a persona that prompt at every turning of elizabeth berkley 's fall_flat dolphin - gasm .,sexy dangerous actress persona prompt turning elizabeth berkley fall_flat dolphin gasm,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,2.2848289012908936,3
60,"you see robin williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .","you see redbreast williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .",redbreast williams psycho killer think hmmmmm movie think zzzzzzzzz,execrable,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.15481781959533691,3
61,plays like some corny television production from a bygone era,bring like some corny television production from a bygone era,bring like corny television production bygone era,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.18640732765197754,3
62,"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !","every now and again , a movie comes along to remind us of how very bad a motion picture can sincerely be . frank mcklusky c . i . is that movie !",movie come remind bad motion picture sincerely frank mcklusky c movie,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.20015358924865723,3
63,once you get into its rhythm . . . the movie becomes a heady experience .,once you get into its rhythm . . . the movie suit a heady experience .,rhythm movie suit heady experience,execrable,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.15435051918029785,3
64,"there's no doubting that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his best work , feels clumsy and convoluted .","there 's no doubting that this is a highly ambitious and personal project for egoyan , but it 's also one that , next to his best work , feel clumsy and convoluted .",doubting highly ambitious personal project egoyan good work feel clumsy convoluted,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.12299919128417969,3
65,this 10th film in the series looks and feels tired .,this 10th film in the series wait and spirit tired .,10th film series wait spirit tired,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.6795566082000732,3
66,"the movie is a desperate miscalculation . it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time .","the motion-picture_show constitute a desperate miscalculation . IT gives poor dana carvey nothing to fare that is really funny , and then expects us to cry because he acts so goofy all the time .",motion picture_show constitute desperate miscalculation give poor dana carvey fare funny expect cry act goofy time,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,3.3962621688842773,3
67,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,fancy a existent downer ? [ Vivien_Leigh ] lays it on so thick this time that it feels like a suicide race .,fancy existent downer vivien_leigh lay thick time feel like suicide race,execrable,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.3201310634613037,3
68,"[t]here's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them .","[ t]here 's only so much anyone can do with a flamboyant , overplotted , anne rice rock ' n ' roll vampire novel before the built - in silliness of the whole affair licking them .",t]here flamboyant overplotted anne rice rock n roll vampire novel build silliness affair lick,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.1681821346282959,3
69,"bluto blutarsky , we miss you .","bluto blutarsky , we overlook you .",bluto blutarsky overlook,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.05415940284729004,3
70,the film's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency . it's just filler .,the film 's few mind are stretched to the unpointedness of evaporation ; the whole key section is one big chase that appear to have no destination and no urgency . it 's just filler .,film mind stretch unpointedness evaporation key section big chase appear destination urgency filler,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,1.7067856788635254,3
71,"if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .","if you 're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you 'll incredibly like rollerball .",wwf fan relate people watch robot getting butcher incredibly like rollerball,execrable,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.1473381519317627,3
72,rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .,rare exist the ' urban funniness ' that even attempts the insight and honesty of this demilitarise indie .,rare exist urban funniness attempt insight honesty demilitarise indie,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.49425196647644043,3
73,"full frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure .","full frontal had no effect and raise no sympathies for any of the characters . by that measure , it is a failure .",frontal effect raise sympathy character measure failure,execrable,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.22279119491577148,3
74,"the drama was so uninspiring that even a story immersed in love , lust , and sin couldn't keep my attention .","the drama equal so uninspiring that even a story immersed in love , lust , and sin could n't keep my care .",drama equal uninspiring story immerse love lust sin care,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.10831952095031738,3
75,there's no point in extracting the bare bones of byatt's plot for purposes of bland hollywood romance .,there 's no point inch extracting the bare bones of byatt 's plot for purposes of bland hollywood romance .,point inch extract bare bone byatt plot purpose bland hollywood romance,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.29408979415893555,3
76,"the script is a tired one , with few moments of joy rising above the stale material .","the script is a tire_out one , with few moment of joy rising above the fresh real .",script tire_out moment joy rise fresh real,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,1.342254400253296,3
77,"the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year , but it's really more of the next pretty good thing .","the sundance film festival has become so buzz - obsessed that fans and producers descend upon utah each january to ferret out the next great thing . ' tadpole ' was one of the films so declared this year , but it 's really more of the next pretty skillful thing .",sundance film festival buzz obsessed fan producer descend utah january ferret great thing tadpole film declare year pretty skillful thing,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.17470169067382812,3
78,"the movie has lots of dancing and fabulous music . there are slow and repetitive parts , but it has just enough spice to keep it interesting .","the movie has lots of dancing and fabulous music . there are slow and repetitive start , but it has just enough spice to keep it bore .",movie lot dancing fabulous music slow repetitive start spice bore,execrable,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.25759410858154297,3
79,"it's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure .","it 's been XIII months and 295 preview sieve since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure .",xiii month 295 preview sieve walk movie resident evil earn indignant preemptive departure,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.1417982578277588,3
80,broomfield turns his distinctive 'blundering' style into something that could really help clear up the case .,broomfield turns his distinctive ' blundering ' style into something that could really serve authorise up the case .,broomfield turn distinctive blundering style serve authorise case,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.5137856006622314,3
81,will amuse and provoke adventurous adults in specialty venues .,will amuse and provoke adventurous juvenile Indiana specialty venues .,amuse provoke adventurous juvenile indiana specialty venue,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.17330098152160645,3
82,the new film of anton chekhov's the cherry orchard puts the 'ick' in 'classic . ',the new film of anton chekhov 's the cherry plantation puts the ' ick ' in ' Graeco-Roman . ',new film anton chekhov cherry plantation put ick graeco roman,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.24705982208251953,3
83,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,cloaks a comrade pro - feminist equation ( career - kids = misery ) in tiresome romantic - comedy duds .,cloak comrade pro feminist equation career kid = misery tiresome romantic comedy dud,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.18777728080749512,3
84,"it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .","it 's a minor comedy that tries to balance sweetness with coarseness , while it paint a sad picture of the singles shot .",minor comedy try balance sweetness coarseness paint sad picture single shoot,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.32093071937561035,3
85,"too often , the viewer isn't reacting to humor so much as they are wincing back in repugnance .","too often , the viewer cost n't reacting to humor so much as they are wincing back in repugnance .",viewer cost react humor wince repugnance,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.2632441520690918,3
86,"movie fans , get ready to take off . . . the other direction .","movie fans , get ready to take murder . . . the other direction .",movie fan ready murder direction,execrable,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.1303417682647705,3
87,leigh's film is full of memorable performances from top to bottom .,leigh 's film is wide-cut of memorable public_presentation from top to bottom .,leigh film wide cut memorable public_presentation,execrable,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.6725811958312988,3
88,"although it's a bit smug and repetitive , this documentary engages your brain in a way few current films do .","although it 's a routine smug and repetitive , this documentary engages your brain in a way few current films do .",routine smug repetitive documentary engage brain way current film,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.3167088031768799,3
89,"feature debuter d . j . caruso directs a crack ensemble cast , bringing screenwriter tony gayton's narcotics noir to life .","feature debuter d . j . caruso target a crack ensemble cast , bringing film_writer tony gayton 's narcotics noir to life .",feature debuter d j caruso target crack ensemble cast bring film_writer tony gayton narcotic noir life,execrable,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.6859955787658691,3
90,hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .,hands down the year 's most thought - provoking film . but it bear a price for its intricate intellectual gamesmanship .,hand year think provoke film bear price intricate intellectual gamesmanship,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.17342448234558105,3
91,a movie in which two not very absorbing characters are engaged in a romance you can't wait to see end .,a movie in which II not very engulf characters are engaged in a romance you ca n't expect to see end .,movie ii engulf character engage romance expect end,execrable,TfidfVectorizer,growing_net,MLPClassifier,polarity,1.5849652290344238,3
